pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
76,Rudy Quan,Aristotelis Thanos,30-15,2-1,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3739950.0,3748415.0,8465.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,-127.0,-216.0,,,Down the Line,Backhand,Long,Long,Down the Line,Backhand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,2,1,30,15,,,4,1st Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,0.0,0.0,0.0,0.0,"Set 2: 2-1, 30-15 Rudy Quan Serving"
77,Rudy Quan,Aristotelis Thanos,40-15,2-1,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3759686.0,3787344.0,27658.0,13,13+,1,0,1st Serve In,Body,Body,,False,Far,84.0,-216.0,,,Down the Line,Forehand,Wide Right,,Crosscourt,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,2,1,40,15,,,4,1st Serve In,Deuce: Body,,,Crosscourt,Forehand,Error,,,Down the Line,Forehand,,,,5.0,1.0,1.0,4.0,"Set 2: 2-1, 40-15 Rudy Quan Serving"
78,Rudy Quan,Aristotelis Thanos,0-0,3-1,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3816274.0,3848630.0,32356.0,4,1-4,0,1,2nd Serve In,T,Body,T,False,Near,-81.0,-24.0,-31.0,229.0,Down the Line,Backhand,Net,,Down the Line,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,3,1,0,0,,,5,,,Down the Line,Backhand,Down the Line,Forehand,Error,2nd Serve In,Deuce: T,,,,,,0.0,1.0,1.0,0.0,"Set 2: 3-1, 0-0 Aristotelis Thanos Serving"
79,Rudy Quan,Aristotelis Thanos,15-0,3-1,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3862543.0,3887766.0,25223.0,7,5-8,1,0,1st Serve In,Wide,Wide,,False,Near,121.0,216.0,,,Crosscourt,Backhand,Long,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,3,1,15,0,,,5,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Crosscourt,Forehand,Error,1.0,2.0,1.0,1.0,"Set 2: 3-1, 15-0 Aristotelis Thanos Serving"
80,Rudy Quan,Aristotelis Thanos,15-15,3-1,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3894693.0,3923626.0,28933.0,4,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,-129.0,195.0,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,3,1,15,15,,,5,,,Crosscourt,Forehand,Down the Line,Backhand,Error,1st Serve In,Deuce: Wide,,,,,,1.0,0.0,0.0,1.0,"Set 2: 3-1, 15-15 Aristotelis Thanos Serving"
81,Rudy Quan,Aristotelis Thanos,30-15,3-1,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3939103.0,3957060.0,17957.0,4,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,143.0,205.0,,,Crosscourt,Backhand,Net,,Down the Line,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,3,1,30,15,,,5,,,Crosscourt,Backhand,Down the Line,Forehand,Error,1st Serve In,Ad: Wide,,,,,,1.0,0.0,0.0,1.0,"Set 2: 3-1, 30-15 Aristotelis Thanos Serving"
82,Rudy Quan,Aristotelis Thanos,40-15,3-1,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3966659.0,4007456.0,40797.0,3,1-4,0,1,2nd Serve In,T,Wide,T,False,Near,-119.0,-32.0,-39.0,221.0,Down the Line,Forehand,Wide Left,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,3,1,40,15,,,5,,,Down the Line,Forehand,,,,2nd Serve In,Deuce: T,,,Down the Line,Forehand,Error,0.0,0.0,0.0,1.0,"Set 2: 3-1, 40-15 Aristotelis Thanos Serving"
83,Rudy Quan,Aristotelis Thanos,40-30,3-1,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,4024246.0,4035355.0,11109.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,126.0,207.0,,,Down the Line,Backhand,Wide Left,Wide Left,Down the Line,Backhand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,3,1,40,30,,,5,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Ad: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 2: 3-1, 40-30 Aristotelis Thanos Serving"
84,Rudy Quan,Aristotelis Thanos,0-0,3-2,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4135000.0,4183587.0,48587.0,17,13+,0,1,2nd Serve In,Body,T,Body,False,Near,-31.0,-21.0,-79.0,200.0,Down the Line,Forehand,Long,,Down the Line,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,3,2,0,0,,,6,2nd Serve In,Deuce: Body,,,Down the Line,Forehand,Error,,,Down the Line,Forehand,,,,1.0,3.0,7.0,4.0,"Set 2: 3-2, 0-0 Rudy Quan Serving"
85,Rudy Quan,Aristotelis Thanos,0-15,3-2,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4199434.0,4229616.0,30182.0,12,9-12,1,0,1st Serve In,Body,Body,,False,Near,69.0,227.0,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,Aristotelis Thanos,2,1,0,3,2,0,15,,,6,1st Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Error,2.0,3.0,3.0,2.0,"Set 2: 3-2, 0-15 Rudy Quan Serving"
86,Rudy Quan,Aristotelis Thanos,15-15,3-2,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4241037.0,4285661.0,44624.0,4,1-4,0,1,2nd Serve In,Body,Wide,Body,False,Near,-129.0,280.0,-73.0,208.0,Down the Line,Forehand,,,Crosscourt,Forehand,Aristotelis Thanos,Winner,Aristotelis Thanos,,False,,,2,1,0,3,2,15,15,,,6,2nd Serve In,Deuce: Body,,,,,,,,Down the Line,Forehand,Crosscourt,Forehand,Winner,1.0,1.0,1.0,0.0,"Set 2: 3-2, 15-15 Rudy Quan Serving"
87,Rudy Quan,Aristotelis Thanos,15-30,3-2,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4304352.0,4331624.0,27272.0,8,5-8,0,1,2nd Serve In,Body,T,Body,False,Near,-14.0,229.0,77.0,229.0,Crosscourt,Forehand,Net,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,3,2,15,30,,,6,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Error,0.0,2.0,3.0,1.0,"Set 2: 3-2, 15-30 Rudy Quan Serving"
88,Rudy Quan,Aristotelis Thanos,30-30,3-2,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4362432.0,4383515.0,21083.0,9,9-12,1,0,1st Serve In,Body,Body,,False,Near,-70.0,216.0,,,Down the Line,Forehand,Net,,Down the Line,Backhand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,3,2,30,30,,,6,1st Serve In,Deuce: Body,,,Down the Line,Backhand,Error,,,Down the Line,Forehand,,,,0.0,1.0,4.0,2.0,"Set 2: 3-2, 30-30 Rudy Quan Serving"
89,Rudy Quan,Aristotelis Thanos,30-40,3-2,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4407997.0,4421885.0,13888.0,9,9-12,1,0,1st Serve In,Wide,Wide,,False,Near,127.0,216.0,,,Down the Line,Backhand,Net,,Down the Line,Forehand,Rudy Quan,Error,Aristotelis Thanos,,True,,,2,1,0,3,2,30,40,,,6,1st Serve In,Ad: Wide,,,Down the Line,Forehand,Error,,,Down the Line,Backhand,,,,0.0,2.0,4.0,1.0,"Set 2: 3-2, 30-40 Rudy Quan Serving"
90,Rudy Quan,Aristotelis Thanos,0-0,3-3,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,4437002.0,4476544.0,39542.0,13,13+,1,0,1st Serve In,Wide,Wide,,False,Far,127.0,-221.0,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,Rudy Quan,Aristotelis Thanos,2,1,0,3,3,0,0,,,7,,,Crosscourt,Forehand,,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Error,3.0,3.0,2.0,3.0,"Set 2: 3-3, 0-0 Aristotelis Thanos Serving"
91,Rudy Quan,Aristotelis Thanos,0-15,3-3,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,4505651.0,4510914.0,5263.0,3,1-4,1,0,1st Serve In,T,T,,False,Far,-25.0,-226.0,,,Down the Line,Forehand,Wide Left,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,3,3,0,15,,,7,,,Down the Line,Forehand,,,,1st Serve In,Ad: T,,,Crosscourt,Forehand,Error,0.0,1.0,0.0,0.0,"Set 2: 3-3, 0-15 Aristotelis Thanos Serving"
92,Rudy Quan,Aristotelis Thanos,0-30,3-3,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,4523363.0,4549205.0,25842.0,3,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,138.0,-224.0,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,Aristotelis Thanos,2,1,0,3,3,0,30,,,7,,,Crosscourt,Forehand,,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Error,0.0,0.0,0.0,1.0,"Set 2: 3-3, 0-30 Aristotelis Thanos Serving"
93,Rudy Quan,Aristotelis Thanos,0-40,3-3,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,4560457.0,4581570.0,21113.0,7,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,-132.0,-219.0,,,Crosscourt,Backhand,Net,,Crosscourt,Backhand,Aristotelis Thanos,Error,Rudy Quan,,True,Rudy Quan,,2,1,0,3,3,0,40,,,7,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Crosscourt,Backhand,Error,0.0,1.0,2.0,2.0,"Set 2: 3-3, 0-40 Aristotelis Thanos Serving"
94,Rudy Quan,Aristotelis Thanos,0-0,4-3,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4711144.0,,,5,5-8,0,1,2nd Serve In,Body,Wide,Body,False,Far,170.0,-182.0,58.0,-152.0,Down the Line,Forehand,Wide Right,,Crosscourt,Backhand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,4,3,0,0,,,8,2nd Serve In,Deuce: Body,,,Crosscourt,Backhand,Error,,,Down the Line,Forehand,,,,1.0,0.0,1.0,1.0,"Set 2: 4-3, 0-0 Rudy Quan Serving"
95,Rudy Quan,Aristotelis Thanos,0-15,4-3,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4755545.0,4769547.0,14002.0,12,9-12,1,0,1st Serve In,Body,Body,,False,Far,-97.0,-220.0,,,Down the Line,Backhand,Wide Right,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,4,3,0,15,,,8,1st Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Crosscourt,Forehand,Error,2.0,0.0,3.0,5.0,"Set 2: 4-3, 0-15 Rudy Quan Serving"
96,Rudy Quan,Aristotelis Thanos,15-15,4-3,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4796325.0,4813156.0,16831.0,9,9-12,1,0,1st Serve In,Body,Body,,False,Far,76.0,-233.0,,,Down the Line,Forehand,Wide Right,,Crosscourt,Backhand,Rudy Quan,Error,Aristotelis Thanos,,False,Rudy Quan,,2,1,0,4,3,15,15,,,8,1st Serve In,Deuce: Body,,,Crosscourt,Backhand,Error,,,Down the Line,Forehand,,,,2.0,1.0,2.0,2.0,"Set 2: 4-3, 15-15 Rudy Quan Serving"
97,Rudy Quan,Aristotelis Thanos,15-30,4-3,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4922690.0,4958779.0,36089.0,25,13+,1,0,1st Serve In,Body,Body,,False,Far,-78.0,-169.0,,,Crosscourt,Forehand,Long,,Crosscourt,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,4,3,15,30,,,8,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Error,,,Crosscourt,Forehand,,,,7.0,0.0,5.0,11.0,"Set 2: 4-3, 15-30 Rudy Quan Serving"
98,Rudy Quan,Aristotelis Thanos,15-40,4-3,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,4992736.0,5008900.0,16164.0,10,9-12,1,0,1st Serve In,T,T,,False,Far,44.0,-145.0,,,Down the Line,Forehand,Wide Right,,Crosscourt,Backhand,Aristotelis Thanos,Error,Rudy Quan,,True,,Aristotelis Thanos,2,1,0,4,3,15,40,,,8,1st Serve In,Deuce: T,,,,,,,,Down the Line,Forehand,Crosscourt,Backhand,Error,2.0,0.0,2.0,4.0,"Set 2: 4-3, 15-40 Rudy Quan Serving"
99,Rudy Quan,Aristotelis Thanos,30-40,4-3,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,5044640.0,5053850.0,9210.0,5,5-8,1,0,1st Serve In,Body,Body,,False,Far,-81.0,-137.0,,,Crosscourt,Forehand,Wide Right,,Crosscourt,Forehand,Rudy Quan,Error,Aristotelis Thanos,,True,,,2,1,0,4,3,30,40,,,8,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Error,,,Crosscourt,Forehand,,,,0.0,0.0,2.0,1.0,"Set 2: 4-3, 30-40 Rudy Quan Serving"
100,Rudy Quan,Aristotelis Thanos,0-0,4-4,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,5095673.0,5109238.0,13565.0,8,5-8,1,0,1st Serve In,Body,Body,,False,Near,-97.0,161.0,,,Down the Line,Forehand,,,Crosscourt,Backhand,Rudy Quan,Winner,Rudy Quan,,False,,,2,1,0,4,4,0,0,,,9,,,Down the Line,Forehand,Crosscourt,Backhand,Winner,1st Serve In,Deuce: Body,,,,,,0.0,0.0,3.0,4.0,"Set 2: 4-4, 0-0 Aristotelis Thanos Serving"
101,Rudy Quan,Aristotelis Thanos,0-15,4-4,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,5136790.0,5166685.0,29895.0,13,13+,0,1,2nd Serve In,Body,T,Body,False,Near,47.0,-6.0,100.0,201.0,Down the Line,Backhand,,,Crosscourt,Forehand,Aristotelis Thanos,Winner,Aristotelis Thanos,,False,Rudy Quan,Aristotelis Thanos,2,1,0,4,4,0,15,,,9,,,Down the Line,Backhand,,,,2nd Serve In,Ad: Body,,,Crosscourt,Forehand,Winner,1.0,1.0,5.0,5.0,"Set 2: 4-4, 0-15 Aristotelis Thanos Serving"
102,Rudy Quan,Aristotelis Thanos,15-15,4-4,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,5203284.0,5259455.0,56171.0,6,5-8,1,0,1st Serve In,Body,Body,,False,Near,-100.0,164.0,,,Down the Line,Forehand,Net,,Down the Line,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,4,4,15,15,,,9,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Body,,,,,,2.0,0.0,0.0,3.0,"Set 2: 4-4, 15-15 Aristotelis Thanos Serving"
103,Rudy Quan,Aristotelis Thanos,15-40,4-4,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,5289889.0,5301196.0,11307.0,4,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,-140.0,122.0,,,Down the Line,Forehand,Net,,Down the Line,Backhand,Rudy Quan,Error,Aristotelis Thanos,,True,,,2,1,0,4,4,15,40,,,9,,,Down the Line,Forehand,Down the Line,Backhand,Error,1st Serve In,Deuce: Wide,,,,,,1.0,0.0,0.0,1.0,"Set 2: 4-4, 15-40 Aristotelis Thanos Serving"
104,Rudy Quan,Aristotelis Thanos,30-40,4-4,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,5319498.0,5341696.0,22198.0,6,5-8,0,1,2nd Serve In,Wide,Wide,Wide,False,Near,122.0,303.0,108.0,193.0,Crosscourt,Backhand,Wide Left,,Crosscourt,Forehand,Rudy Quan,Error,Aristotelis Thanos,,True,,,2,1,0,4,4,30,40,,,9,,,Crosscourt,Backhand,Crosscourt,Forehand,Error,2nd Serve In,Ad: Wide,,,,,,1.0,0.0,1.0,2.0,"Set 2: 4-4, 30-40 Aristotelis Thanos Serving"
105,Rudy Quan,Aristotelis Thanos,40-40,4-4,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,5373193.0,5380493.0,7300.0,3,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,-134.0,135.0,,,Down the Line,Forehand,,,Down the Line,Backhand,Aristotelis Thanos,Winner,Aristotelis Thanos,,True,,,2,1,0,4,4,40,40,,,9,,,Down the Line,Forehand,,,,1st Serve In,Deuce: Wide,,,Down the Line,Backhand,Winner,1.0,0.0,0.0,1.0,"Set 2: 4-4, 40-40 Aristotelis Thanos Serving"
106,Rudy Quan,Aristotelis Thanos,0-0,5-4,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,5491246.0,,,12,9-12,1,0,1st Serve In,Body,Body,,False,Near,-60.0,172.0,,,Down the Line,Forehand,Wide Left,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,5,4,0,0,,,10,1st Serve In,Deuce: Body,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,0.0,4.0,5.0,1.0,"Set 2: 5-4, 0-0 Rudy Quan Serving"
107,Rudy Quan,Aristotelis Thanos,15-0,5-4,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,5538273.0,5567042.0,28769.0,12,9-12,0,1,2nd Serve In,Body,Body,Body,False,Near,92.0,473.0,79.0,100.0,Crosscourt,Forehand,Wide Right,,Crosscourt,Backhand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,5,4,15,0,,,10,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Crosscourt,Backhand,Error,0.0,1.0,5.0,4.0,"Set 2: 5-4, 15-0 Rudy Quan Serving"
108,Rudy Quan,Aristotelis Thanos,30-0,5-4,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,5588448.0,5595049.0,6601.0,3,1-4,1,0,1st Serve In,T,T,,False,Near,-46.0,220.0,,,Down the Line,Forehand,,,Down the Line,Forehand,Rudy Quan,Winner,Rudy Quan,,False,,,2,1,0,5,4,30,0,,,10,1st Serve In,Deuce: T,,,Down the Line,Forehand,Winner,,,Down the Line,Forehand,,,,0.0,0.0,1.0,1.0,"Set 2: 5-4, 30-0 Rudy Quan Serving"
109,Rudy Quan,Aristotelis Thanos,40-0,5-4,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,5620959.0,5644423.0,23464.0,8,5-8,1,0,1st Serve In,Body,Body,,False,Near,84.0,220.0,,,Crosscourt,Backhand,Net,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,5,4,40,0,,,10,1st Serve In,Ad: Body,,,,,,,,Crosscourt,Backhand,Crosscourt,Forehand,Error,0.0,1.0,3.0,2.0,"Set 2: 5-4, 40-0 Rudy Quan Serving"
