pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
31,Rudy Quan,Aristotelis Thanos,0-0,3-2,0-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,1467733.0,1487911.0,20178.0,3,1-4,0,0,Double Fault,,,,False,Near,,,,,Down the Line,Backhand,Long,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,1,0,0,3,2,0,0,,,6,,,Down the Line,Backhand,,,,Double Fault,,,,Down the Line,Forehand,,0.0,1.0,0.0,0.0,"Set 1: 3-2, 0-0 Aristotelis Thanos Serving"
32,Rudy Quan,Aristotelis Thanos,0-15,3-2,0-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,1520159.0,1528212.0,8053.0,5,5-8,1,0,1st Serve In,Wide,Wide,,False,Near,118.0,167.0,,,Crosscourt,Backhand,,,Crosscourt,Forehand,Aristotelis Thanos,Winner,Aristotelis Thanos,,False,,Aristotelis Thanos,1,0,0,3,2,0,15,,,6,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Crosscourt,Forehand,Winner,0.0,0.0,2.0,2.0,"Set 1: 3-2, 0-15 Aristotelis Thanos Serving"
33,Rudy Quan,Aristotelis Thanos,15-15,3-2,0-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,1561177.0,1571445.0,10268.0,5,5-8,1,0,1st Serve In,Wide,Wide,,False,Near,-127.0,198.0,,,Crosscourt,Forehand,Wide Left,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,1,0,0,3,2,15,15,,,6,,,Crosscourt,Forehand,,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Error,0.0,0.0,1.0,2.0,"Set 1: 3-2, 15-15 Aristotelis Thanos Serving"
34,Rudy Quan,Aristotelis Thanos,15-30,3-2,0-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,1602575.0,1611163.0,8588.0,6,5-8,1,0,1st Serve In,T,T,,False,Near,36.0,142.0,,,Crosscourt,Forehand,,,Down the Line,Forehand,Rudy Quan,Winner,Rudy Quan,,False,Rudy Quan,Aristotelis Thanos,1,0,0,3,2,15,30,,,6,,,Crosscourt,Forehand,Down the Line,Forehand,Winner,1st Serve In,Ad: T,,,,,,0.0,0.0,2.0,3.0,"Set 1: 3-2, 15-30 Aristotelis Thanos Serving"
35,Rudy Quan,Aristotelis Thanos,15-40,3-2,0-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,1636243.0,1643272.0,7029.0,4,1-4,1,0,1st Serve In,T,T,,False,Near,-31.0,103.0,,,Down the Line,Forehand,,,Crosscourt,Forehand,Rudy Quan,Winner,Rudy Quan,,True,Rudy Quan,Aristotelis Thanos,1,0,0,3,2,15,40,,,6,,,Down the Line,Forehand,Crosscourt,Forehand,Winner,1st Serve In,Deuce: T,,,,,,0.0,0.0,1.0,2.0,"Set 1: 3-2, 15-40 Aristotelis Thanos Serving"
36,Rudy Quan,Aristotelis Thanos,0-0,4-2,0-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,1678372.0,1691775.0,13403.0,9,9-12,1,0,1st Serve In,Body,Body,,False,Far,89.0,-86.0,,,Crosscourt,Forehand,Wide Left,,Crosscourt,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,1,0,0,4,2,0,0,,,7,1st Serve In,Deuce: Body,,,Crosscourt,Forehand,Error,,,Crosscourt,Forehand,,,,1.0,0.0,3.0,3.0,"Set 1: 4-2, 0-0 Rudy Quan Serving"
37,Rudy Quan,Aristotelis Thanos,0-15,4-2,0-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,1716928.0,1732808.0,15880.0,10,9-12,1,0,1st Serve In,Body,Body,,False,Far,-76.0,-118.0,,,Crosscourt,Forehand,,,Down the Line,Backhand,Aristotelis Thanos,Winner,Aristotelis Thanos,,False,Rudy Quan,Aristotelis Thanos,1,0,0,4,2,0,15,,,7,1st Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Backhand,Winner,2.0,0.0,3.0,4.0,"Set 1: 4-2, 0-15 Rudy Quan Serving"
38,Rudy Quan,Aristotelis Thanos,0-30,4-2,0-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,1764884.0,1797477.0,32593.0,10,9-12,0,1,2nd Serve In,Body,T,Body,False,Far,22.0,-286.0,54.0,-99.0,Down the Line,Forehand,Net,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,1,0,0,4,2,0,30,,,7,2nd Serve In,Deuce: Body,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,1.0,0.0,3.0,4.0,"Set 1: 4-2, 0-30 Rudy Quan Serving"
39,Rudy Quan,Aristotelis Thanos,15-30,4-2,0-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,1821660.0,1842212.0,20552.0,7,5-8,0,1,2nd Serve In,Body,Wide,Body,False,Far,-127.0,-1.0,-79.0,-83.0,Crosscourt,Forehand,,,Crosscourt,Forehand,Rudy Quan,Winner,Rudy Quan,,False,Rudy Quan,,1,0,0,4,2,15,30,,,7,2nd Serve In,Ad: Body,,,Crosscourt,Forehand,Winner,,,Crosscourt,Forehand,,,,1.0,0.0,2.0,3.0,"Set 1: 4-2, 15-30 Rudy Quan Serving"
40,Rudy Quan,Aristotelis Thanos,30-30,4-2,0-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,1875104.0,1900611.0,25507.0,6,5-8,0,1,2nd Serve In,Body,T,Body,False,Far,36.0,-1.0,81.0,-110.0,Crosscourt,Forehand,,,Down the Line,Forehand,Aristotelis Thanos,Winner,Aristotelis Thanos,,False,,Aristotelis Thanos,1,0,0,4,2,30,30,,,7,2nd Serve In,Deuce: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Winner,1.0,0.0,2.0,2.0,"Set 1: 4-2, 30-30 Rudy Quan Serving"
41,Rudy Quan,Aristotelis Thanos,40-30,4-2,0-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,1931861.0,1941172.0,9311.0,6,5-8,1,0,1st Serve In,T,T,,False,Far,-39.0,-156.0,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,1,0,0,4,2,40,30,,,7,1st Serve In,Ad: T,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Error,1.0,0.0,1.0,2.0,"Set 1: 4-2, 40-30 Rudy Quan Serving"
42,Rudy Quan,Aristotelis Thanos,0-0,5-2,0-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2081413.0,2089453.0,8040.0,5,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,116.0,-129.0,,,Crosscourt,Forehand,,,Down the Line,Forehand,Aristotelis Thanos,Winner,Aristotelis Thanos,,False,,,1,0,0,5,2,0,0,,,8,,,Crosscourt,Forehand,,,,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Winner,0.0,1.0,2.0,1.0,"Set 1: 5-2, 0-0 Aristotelis Thanos Serving"
43,Rudy Quan,Aristotelis Thanos,15-0,5-2,0-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2117541.0,2132758.0,15217.0,11,9-12,1,0,1st Serve In,T,T,,False,Far,-44.0,-126.0,,,Down the Line,Forehand,Net,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,1,0,0,5,2,15,0,,,8,,,Down the Line,Forehand,,,,1st Serve In,Ad: T,,,Crosscourt,Forehand,Error,0.0,1.0,4.0,4.0,"Set 1: 5-2, 15-0 Aristotelis Thanos Serving"
44,Rudy Quan,Aristotelis Thanos,15-15,5-2,0-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2159192.0,2168631.0,9439.0,5,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,121.0,-188.0,,,Crosscourt,Forehand,,,Crosscourt,Forehand,Aristotelis Thanos,Winner,Aristotelis Thanos,,False,,,1,0,0,5,2,15,15,,,8,,,Crosscourt,Forehand,,,,1st Serve In,Deuce: Wide,,,Crosscourt,Forehand,Winner,0.0,2.0,2.0,0.0,"Set 1: 5-2, 15-15 Aristotelis Thanos Serving"
45,Rudy Quan,Aristotelis Thanos,30-15,5-2,0-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2192740.0,2214155.0,21415.0,5,5-8,0,1,2nd Serve In,Body,Wide,Body,False,Far,-186.0,-169.0,-71.0,-121.0,Down the Line,Backhand,,,Crosscourt,Backhand,Aristotelis Thanos,Winner,Aristotelis Thanos,,False,,,1,0,0,5,2,30,15,,,8,,,Down the Line,Backhand,,,,2nd Serve In,Ad: Body,,,Crosscourt,Backhand,Winner,0.0,2.0,2.0,0.0,"Set 1: 5-2, 30-15 Aristotelis Thanos Serving"
46,Rudy Quan,Aristotelis Thanos,40-15,5-2,0-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2239002.0,2242403.0,3401.0,1,1-4,1,0,1st Serve In,Wide,Wide,,True,Far,121.0,-121.0,,,,,,,,,Aristotelis Thanos,,Aristotelis Thanos,,False,,,1,0,0,5,2,40,15,,,8,Ace,,,,,,,1st Serve In,Deuce: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 1: 5-2, 40-15 Aristotelis Thanos Serving"
47,Rudy Quan,Aristotelis Thanos,0-0,5-3,0-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,2277684.0,2282816.0,5132.0,2,1-4,1,0,1st Serve In,T,T,,False,Near,-36.0,159.0,,,Down the Line,Forehand,Long,Long,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,1,0,0,5,3,0,0,,,9,1st Serve In,Deuce: T,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,0.0,0.0,0.0,0.0,"Set 1: 5-3, 0-0 Rudy Quan Serving"
48,Rudy Quan,Aristotelis Thanos,15-0,5-3,0-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,2312747.0,2325605.0,12858.0,6,5-8,1,0,1st Serve In,Body,Body,,False,Near,97.0,133.0,,,Down the Line,Backhand,Net,,Down the Line,Backhand,Aristotelis Thanos,Error,Rudy Quan,,False,,,1,0,0,5,3,15,0,,,9,1st Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,0.0,2.0,2.0,0.0,"Set 1: 5-3, 15-0 Rudy Quan Serving"
49,Rudy Quan,Aristotelis Thanos,30-0,5-3,0-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,2345772.0,2371933.0,26161.0,7,5-8,0,1,2nd Serve In,T,T,T,False,Near,-26.0,-1.0,-50.0,149.0,Down the Line,Forehand,Long,,Down the Line,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,1,0,0,5,3,30,0,,,9,2nd Serve In,Deuce: T,,,Down the Line,Forehand,Error,,,Down the Line,Forehand,,,,0.0,1.0,3.0,1.0,"Set 1: 5-3, 30-0 Rudy Quan Serving"
50,Rudy Quan,Aristotelis Thanos,30-15,5-3,0-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,2399922.0,2407152.0,7230.0,4,1-4,1,0,1st Serve In,Body,Body,,False,Near,105.0,151.0,,,Down the Line,Backhand,Net,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,Aristotelis Thanos,1,0,0,5,3,30,15,,,9,1st Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Crosscourt,Forehand,Error,0.0,0.0,1.0,1.0,"Set 1: 5-3, 30-15 Rudy Quan Serving"
51,Rudy Quan,Aristotelis Thanos,40-15,5-3,0-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,2429573.0,2464941.0,35368.0,7,5-8,0,1,2nd Serve In,T,T,T,False,Near,-15.0,-1.0,-39.0,130.0,Down the Line,Forehand,Wide Left,,Crosscourt,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,Rudy Quan,Aristotelis Thanos,1,0,0,5,3,40,15,,,9,2nd Serve In,Deuce: T,,,Crosscourt,Forehand,Error,,,Down the Line,Forehand,,,,1.0,0.0,2.0,2.0,"Set 1: 5-3, 40-15 Rudy Quan Serving"
52,Rudy Quan,Aristotelis Thanos,40-30,5-3,0-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,2493483.0,2502837.0,9354.0,5,5-8,1,0,1st Serve In,Body,Body,,False,Near,86.0,159.0,,,Down the Line,Forehand,,,Down the Line,Backhand,Rudy Quan,Winner,Rudy Quan,,False,,,1,0,0,5,3,40,30,,,9,1st Serve In,Ad: Body,,,Down the Line,Backhand,Winner,,,Down the Line,Forehand,,,,0.0,2.0,2.0,0.0,"Set 1: 5-3, 40-30 Rudy Quan Serving"
53,Rudy Quan,Aristotelis Thanos,0-0,0-0,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2666464.0,2683976.0,17512.0,1,1-4,0,0,Double Fault,T,T,T,False,Near,20.0,2.0,49.0,2.0,,,,,,,Aristotelis Thanos,,Rudy Quan,,False,,,2,1,0,0,0,0,0,,,1,,,,,,,,Double Fault,Deuce: T,,,,,,0.0,0.0,0.0,0.0,"Set 2: 0-0, 0-0 Aristotelis Thanos Serving"
54,Rudy Quan,Aristotelis Thanos,0-15,0-0,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2704733.0,2716641.0,11908.0,7,5-8,1,0,1st Serve In,T,T,,False,Near,33.0,197.0,,,Down the Line,Forehand,Net,,Crosscourt,Backhand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,0,0,0,15,,,1,,,Down the Line,Forehand,,,,1st Serve In,Ad: T,,,Crosscourt,Backhand,Error,2.0,0.0,0.0,3.0,"Set 2: 0-0, 0-15 Aristotelis Thanos Serving"
55,Rudy Quan,Aristotelis Thanos,0-30,0-0,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2746947.0,2766485.0,19538.0,13,13+,1,0,1st Serve In,Body,Body,,False,Near,-90.0,117.0,,,Crosscourt,Backhand,Net,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,0,0,0,30,,,1,,,Crosscourt,Backhand,,,,1st Serve In,Deuce: Body,,,Down the Line,Forehand,Error,2.0,0.0,3.0,6.0,"Set 2: 0-0, 0-30 Aristotelis Thanos Serving"
56,Rudy Quan,Aristotelis Thanos,0-40,0-0,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2787688.0,2793773.0,6085.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,116.0,77.0,,,Crosscourt,Backhand,Long,Long,Crosscourt,Backhand,Rudy Quan,Error,Aristotelis Thanos,,True,,,2,1,0,0,0,0,40,,,1,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,1st Serve In,Ad: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 2: 0-0, 0-40 Aristotelis Thanos Serving"
57,Rudy Quan,Aristotelis Thanos,15-40,0-0,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2807969.0,2811486.0,3517.0,1,1-4,1,0,1st Serve In,T,T,,True,Near,-12.0,173.0,,,,,,,,,Aristotelis Thanos,,Aristotelis Thanos,,True,,,2,1,0,0,0,15,40,,,1,Ace,,,,,,,1st Serve In,Deuce: T,,,,,,0.0,0.0,0.0,0.0,"Set 2: 0-0, 15-40 Aristotelis Thanos Serving"
58,Rudy Quan,Aristotelis Thanos,30-40,0-0,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2830092.0,2849712.0,19620.0,6,5-8,0,1,2nd Serve In,Wide,T,Wide,False,Near,-28.0,207.0,137.0,135.0,Crosscourt,Backhand,Wide Left,,Down the Line,Backhand,Rudy Quan,Error,Aristotelis Thanos,,True,,,2,1,0,0,0,30,40,,,1,,,Crosscourt,Backhand,Down the Line,Backhand,Error,2nd Serve In,Ad: Wide,,,,,,2.0,0.0,0.0,2.0,"Set 2: 0-0, 30-40 Aristotelis Thanos Serving"
59,Rudy Quan,Aristotelis Thanos,40-40,0-0,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,2892585.0,2916274.0,23689.0,3,1-4,0,1,2nd Serve In,T,T,T,False,Near,-28.0,-1.0,-31.0,178.0,Crosscourt,Backhand,Wide Left,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,True,,,2,1,0,0,0,40,40,,,1,,,Crosscourt,Backhand,,,,2nd Serve In,Deuce: T,,,Crosscourt,Forehand,Error,0.0,0.0,0.0,1.0,"Set 2: 0-0, 40-40 Aristotelis Thanos Serving"
60,Rudy Quan,Aristotelis Thanos,0-0,1-0,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,2955994.0,2995156.0,39162.0,5,5-8,1,0,1st Serve In,Body,Body,,False,Near,-76.0,218.0,,,Down the Line,Forehand,Wide Left,,Down the Line,Backhand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,1,0,0,0,,,2,1st Serve In,Deuce: Body,,,Down the Line,Backhand,Error,,,Down the Line,Forehand,,,,1.0,1.0,1.0,0.0,"Set 2: 1-0, 0-0 Rudy Quan Serving"
61,Rudy Quan,Aristotelis Thanos,0-15,1-0,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,2994923.0,3029482.0,34559.0,6,5-8,0,1,2nd Serve In,Body,Body,Body,False,Near,76.0,265.0,82.0,211.0,Crosscourt,Forehand,Wide Right,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,1,0,0,15,,,2,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Error,0.0,0.0,2.0,2.0,"Set 2: 1-0, 0-15 Rudy Quan Serving"
62,Rudy Quan,Aristotelis Thanos,15-15,1-0,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3032389.0,3059133.0,26744.0,2,1-4,1,0,1st Serve In,T,T,,False,Near,-38.0,233.0,,,Crosscourt,Backhand,Net,Net,Crosscourt,Backhand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,1,0,15,15,,,2,1st Serve In,Deuce: T,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,0.0,0.0,0.0,0.0,"Set 2: 1-0, 15-15 Rudy Quan Serving"
63,Rudy Quan,Aristotelis Thanos,30-15,1-0,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3069385.0,3105399.0,36014.0,18,13+,1,0,1st Serve In,Wide,Wide,,False,Near,108.0,216.0,,,Down the Line,Backhand,Net,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,1,0,30,15,,,2,1st Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Down the Line,Forehand,Error,3.0,4.0,5.0,4.0,"Set 2: 1-0, 30-15 Rudy Quan Serving"
64,Rudy Quan,Aristotelis Thanos,40-15,1-0,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3109079.0,3154809.0,45730.0,11,9-12,1,0,1st Serve In,T,T,,False,Near,-21.0,227.0,,,Down the Line,Backhand,Net,,Down the Line,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,Rudy Quan,,2,1,0,1,0,40,15,,,2,1st Serve In,Deuce: T,,,Down the Line,Forehand,Error,,,Down the Line,Backhand,,,,4.0,4.0,5.0,4.0,"Set 2: 1-0, 40-15 Rudy Quan Serving"
65,Rudy Quan,Aristotelis Thanos,40-30,1-0,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3160968.0,3205851.0,44883.0,7,5-8,1,0,1st Serve In,Wide,Wide,,False,Near,123.0,221.0,,,Crosscourt,Backhand,Net,,Down the Line,Backhand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,1,0,40,30,,,2,1st Serve In,Ad: Wide,,,Down the Line,Backhand,Error,,,Crosscourt,Backhand,,,,0.0,1.0,3.0,1.0,"Set 2: 1-0, 40-30 Rudy Quan Serving"
66,Rudy Quan,Aristotelis Thanos,40-40,1-0,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3214278.0,3249329.0,35051.0,13,13+,1,0,1st Serve In,Body,Body,,False,Near,-90.0,213.0,,,Down the Line,Forehand,Long,,Down the Line,Backhand,Rudy Quan,Error,Aristotelis Thanos,,True,,,2,1,0,1,0,40,40,,,2,1st Serve In,Deuce: Body,,,Down the Line,Backhand,Error,,,Down the Line,Forehand,,,,4.0,4.0,2.0,1.0,"Set 2: 1-0, 40-40 Rudy Quan Serving"
67,Rudy Quan,Aristotelis Thanos,0-0,1-1,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3262126.0,3301582.0,39456.0,2,1-4,1,0,1st Serve In,T,T,,False,Far,26.0,-216.0,,,Crosscourt,Backhand,Long,Long,Crosscourt,Backhand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,1,1,0,0,,,3,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,1st Serve In,Deuce: T,,,,,,0.0,0.0,0.0,0.0,"Set 2: 1-1, 0-0 Aristotelis Thanos Serving"
68,Rudy Quan,Aristotelis Thanos,15-0,1-1,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3302684.0,3328589.0,25905.0,8,5-8,1,0,1st Serve In,T,T,,False,Far,-11.0,-227.0,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,1,1,15,0,,,3,,,Crosscourt,Forehand,Down the Line,Forehand,Error,1st Serve In,Ad: T,,,,,,2.0,2.0,1.0,1.0,"Set 2: 1-1, 15-0 Aristotelis Thanos Serving"
69,Rudy Quan,Aristotelis Thanos,30-0,1-1,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3329540.0,3368761.0,39221.0,5,5-8,1,0,1st Serve In,T,T,,False,Far,39.0,-224.0,,,Crosscourt,Backhand,Long,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,1,1,30,0,,,3,,,Crosscourt,Backhand,,,,1st Serve In,Deuce: T,,,Down the Line,Forehand,Error,0.0,2.0,1.0,0.0,"Set 2: 1-1, 30-0 Aristotelis Thanos Serving"
70,Rudy Quan,Aristotelis Thanos,30-15,1-1,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3369440.0,3398513.0,29073.0,3,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,-134.0,-217.0,,,Crosscourt,Backhand,Wide Right,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,1,1,30,15,,,3,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Crosscourt,Forehand,Error,0.0,1.0,0.0,0.0,"Set 2: 1-1, 30-15 Aristotelis Thanos Serving"
71,Rudy Quan,Aristotelis Thanos,30-30,1-1,1-0,,Deuce,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3400850.0,3452595.0,51745.0,5,5-8,0,1,2nd Serve In,Body,Wide,Body,False,Far,121.0,-286.0,62.0,-213.0,Crosscourt,Forehand,Wide Left,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,1,1,30,30,,,3,,,Crosscourt,Forehand,,,,2nd Serve In,Deuce: Body,,,Crosscourt,Forehand,Error,0.0,1.0,1.0,1.0,"Set 2: 1-1, 30-30 Aristotelis Thanos Serving"
72,Rudy Quan,Aristotelis Thanos,30-40,1-1,1-0,,Ad,Aristotelis Thanos,Rudy Quan,UCLA,Michigan State University,3460403.0,3497172.0,36769.0,5,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,-132.0,-219.0,,,Crosscourt,Backhand,Wide Left,,Crosscourt,Forehand,Aristotelis Thanos,Error,Rudy Quan,,True,,,2,1,0,1,1,30,40,,,3,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Crosscourt,Forehand,Error,0.0,2.0,1.0,0.0,"Set 2: 1-1, 30-40 Aristotelis Thanos Serving"
73,Rudy Quan,Aristotelis Thanos,0-0,2-1,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3594851.0,,,6,5-8,1,0,1st Serve In,Body,Body,,False,Far,87.0,-214.0,,,Crosscourt,Forehand,,,Crosscourt,Backhand,Aristotelis Thanos,Winner,Aristotelis Thanos,,False,,,2,1,0,2,1,0,0,,,4,1st Serve In,Deuce: Body,,,,,,,,Crosscourt,Forehand,Crosscourt,Backhand,Winner,2.0,2.0,1.0,0.0,"Set 2: 2-1, 0-0 Rudy Quan Serving"
74,Rudy Quan,Aristotelis Thanos,15-0,2-1,1-0,,Ad,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3653000.0,3665715.0,12715.0,8,5-8,1,0,1st Serve In,Body,Body,,False,Far,-87.0,-240.0,,,Crosscourt,Forehand,Net,,Down the Line,Forehand,Aristotelis Thanos,Error,Rudy Quan,,False,,,2,1,0,2,1,15,0,,,4,1st Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Error,2.0,1.0,1.0,2.0,"Set 2: 2-1, 15-0 Rudy Quan Serving"
75,Rudy Quan,Aristotelis Thanos,30-0,2-1,1-0,,Deuce,Rudy Quan,Aristotelis Thanos,UCLA,Michigan State University,3700490.0,3712719.0,12229.0,9,9-12,1,0,1st Serve In,T,T,,False,Far,28.0,-219.0,,,Crosscourt,Backhand,Net,,Crosscourt,Forehand,Rudy Quan,Error,Aristotelis Thanos,,False,,,2,1,0,2,1,30,0,,,4,1st Serve In,Deuce: T,,,Crosscourt,Forehand,Error,,,Crosscourt,Backhand,,,,2.0,1.0,2.0,2.0,"Set 2: 2-1, 30-0 Rudy Quan Serving"
