pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
15-30,0-0,0-0,,222224.0,,,4,,13,Ad,Rudy Quan,Near,,,,,,,,,,-100.0,-484.0,Crosscourt,Backhand,,,,,,,,,,84.0,383.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
15-30,0-0,0-0,,223607.0,1.0,225230.0,4,,14,Ad,Rudy Quan,Near,,,,,,,,,,148.0,497.0,Crosscourt,Backhand,,,,,,,,,,-14.0,18.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Rudy Quan,1,,,
30-30,0-0,0-0,1.0,253002.0,,,5,,1,Deuce,Rudy Quan,Near,1.0,T,-41.0,233.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,T,
30-30,0-0,0-0,,256040.0,,,5,,2,Deuce,Rudy Quan,Near,,,,,,,,,,-116.0,513.0,Down the Line,Backhand,,,,,,,,,,-84.0,-326.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,,,,,Short
30-30,0-0,0-0,,257959.0,,,5,,3,Ad,Rudy Quan,Near,,,,,,,,,,-172.0,-543.0,Crosscourt,Backhand,,,,,,,,,,2.0,381.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
30-30,0-0,0-0,,259171.0,,,5,,4,Ad,Rudy Quan,Near,,,,,,,,,,15.0,497.0,Down the Line,Backhand,,,,,,,,,,60.0,-358.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
30-30,0-0,0-0,,260973.0,,,5,,5,Deuce,Rudy Quan,Near,,,,,,,,,,108.0,-508.0,Down the Line,Forehand,,,,,,,,,,95.0,258.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
30-30,0-0,0-0,,262150.0,,,5,,6,Ad,Rudy Quan,Near,,,,,,,,,,52.0,500.0,Down the Line,Backhand,,,,,,,,,,44.0,-177.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
30-30,0-0,0-0,,263765.0,,,5,,7,Deuce,Rudy Quan,Near,,,,,,,,,,39.0,-503.0,Down the Line,Forehand,,,,,,,,,,92.0,415.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
30-30,0-0,0-0,,265364.0,,,5,,8,Ad,Rudy Quan,Near,,,,,,,,,,100.0,457.0,Crosscourt,Backhand,,,,,,,,,,-52.0,-265.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
30-30,0-0,0-0,,266832.0,,,5,,9,Ad,Rudy Quan,Near,,,,,,,,,,-124.0,-519.0,Down the Line,Forehand,,,,,,,,,,-110.0,410.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,1.0,,,,,,Deep
30-30,0-0,0-0,,268359.0,1.0,269670.0,5,,10,Deuce,Rudy Quan,Near,,,,,,,,,,-137.0,492.0,Crosscourt,Forehand,,,,,,,,,,199.0,-371.0,,,1.0,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Rudy Quan,1,,,
40-30,0-0,0-0,1.0,291240.0,,,6,,1,Ad,Rudy Quan,Near,1.0,Body,84.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
40-30,0-0,0-0,,293360.0,,,6,,2,Ad,Rudy Quan,Near,,,,,,,,,,132.0,513.0,Down the Line,Backhand,,,,,,,,,,79.0,-289.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
40-30,0-0,0-0,,295028.0,,,6,,3,Deuce,Rudy Quan,Near,,,,,,,,,,103.0,-529.0,Down the Line,Forehand,,,,,,,,,,68.0,418.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
40-30,0-0,0-0,,296643.0,,,6,,4,Ad,Rudy Quan,Near,,,,,,,,,,84.0,500.0,Crosscourt,Backhand,,,,,,,,,,-137.0,-278.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
40-30,0-0,0-0,,297943.0,,,6,,5,Ad,Rudy Quan,Near,,,,,,,,,,-185.0,-516.0,Crosscourt,Backhand,,,,,,,,,,10.0,415.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
40-30,0-0,0-0,,299420.0,1.0,300743.0,6,,6,Ad,Rudy Quan,Near,,,,,,,,,,23.0,503.0,Crosscourt,Forehand,,,,,,,,,,-124.0,5.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,Rudy Quan,1,,,
0-0,1-0,0-0,1.0,364413.0,,,7,,1,Deuce,Aristotelis Thanos,Near,1.0,T,-38.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,T,
0-0,1-0,0-0,,367859.0,,,7,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-76.0,511.0,Down the Line,Backhand,,,,,,,,,,-54.0,-209.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
0-0,1-0,0-0,,369067.0,,,7,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-73.0,-391.0,Down the Line,Forehand,1.0,,,,1.0,,,,,-124.0,66.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,,,,,Short
0-0,1-0,0-0,,372731.0,1.0,372741.0,7,,4,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-142.0,79.0,Down the Line,Forehand,,,,,,,1,1.0,,-94.0,-481.0,,,,,1.0,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Aristotelis Thanos,1,,,Long
15-0,1-0,0-0,1.0,392179.0,,,8,,1,Ad,Aristotelis Thanos,Near,0.0,T,20.0,273.0,1.0,Body,63.0,137.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,2nd Serve In,Body,
15-0,1-0,0-0,,404916.0,,,8,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,156.0,497.0,Down the Line,Backhand,,,,,,,,,,68.0,-310.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-0,1-0,0-0,,406263.0,1.0,408844.0,8,,3,Deuce,Aristotelis Thanos,Near,,,,,,,,,,68.0,-495.0,Crosscourt,Forehand,,,,,,,,,,-137.0,255.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,Aristotelis Thanos,,,,Short
30-0,1-0,0-0,1.0,436625.0,,,9,,1,Deuce,Aristotelis Thanos,Near,1.0,Body,-89.0,211.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Body,
30-0,1-0,0-0,,440133.0,,,9,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-113.0,484.0,Down the Line,Backhand,,,,,,,,,,-41.0,-347.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,1.0,,,,,,Short
30-0,1-0,0-0,,441662.0,,,9,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-20.0,-500.0,Crosscourt,Forehand,,,,,,,,,,84.0,245.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,,,,,Short
30-0,1-0,0-0,,443025.0,,,9,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,95.0,500.0,Crosscourt,Backhand,,,,,,,,,,-113.0,-273.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-0,1-0,0-0,,444986.0,,,9,,5,Ad,Aristotelis Thanos,Near,,,,,,,,,,-204.0,-497.0,Down the Line,Forehand,,,,,,,,,,-84.0,386.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,,,,,Deep
30-0,1-0,0-0,,446392.0,,,9,,6,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-46.0,511.0,Crosscourt,Forehand,,,,,,,,,,90.0,-211.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-0,1-0,0-0,,447691.0,,,9,,7,Deuce,Aristotelis Thanos,Near,,,,,,,,,,175.0,-535.0,Crosscourt,Forehand,1.0,,,,,,,,,-12.0,421.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Deep
30-0,1-0,0-0,,450059.0,,,9,,8,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-12.0,513.0,Crosscourt,Forehand,,,,,,,,,,39.0,-318.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-0,1-0,0-0,,451161.0,1.0,452679.0,9,,9,Deuce,Aristotelis Thanos,Near,,,,,,,,,,90.0,-535.0,Crosscourt,Forehand,,,,,,,,,,-44.0,-17.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,Rudy Quan,1,,,
30-15,1-0,0-0,1.0,485908.0,,,10,,1,Ad,Aristotelis Thanos,Near,1.0,Wide,127.0,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
30-15,1-0,0-0,,489597.0,,,10,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,191.0,497.0,Crosscourt,Backhand,,,,,,,,,,-84.0,-329.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-15,1-0,0-0,,491590.0,1.0,493162.0,10,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-164.0,-503.0,Crosscourt,Forehand,,,,,,,,,,188.0,397.0,,1.0,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,Rudy Quan,1,,,
30-30,1-0,0-0,1.0,513446.0,,,11,,1,Deuce,Aristotelis Thanos,Near,0.0,Wide,-180.0,249.0,1.0,Body,-76.0,129.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,2nd Serve In,Body,
30-30,1-0,0-0,,525344.0,,,11,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-150.0,532.0,Crosscourt,Forehand,,,,,,,,,,15.0,-417.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Deep
30-30,1-0,0-0,,526955.0,,,11,,3,Deuce,Aristotelis Thanos,Near,,,,,,,,,,58.0,-513.0,Crosscourt,Forehand,,,,,,,,,,-14.0,277.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
30-30,1-0,0-0,,528332.0,1.0,529654.0,11,,4,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-28.0,492.0,Down the Line,Forehand,,,,,,,,,,-140.0,-267.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,,,,Short
30-40,1-0,0-0,1.0,554142.0,,,12,1.0,1,Ad,Aristotelis Thanos,Near,1.0,Wide,132.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
30-40,1-0,0-0,,557701.0,,,12,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,204.0,497.0,Down the Line,Backhand,,,,,,,,1.0,,10.0,-59.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
30-40,1-0,0-0,,558704.0,1.0,560083.0,12,,3,Deuce,Aristotelis Thanos,Near,,,,,,,,,,2.0,-49.0,Crosscourt,Forehand,,1.0,,,,,,1,,-126.0,-17.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,Rudy Quan,1,,,
0-0,2-0,0-0,1.0,593422.0,,,13,,1,Deuce,Rudy Quan,Far,0.0,Body,71.0,-271.0,1.0,T,47.0,-191.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,2nd Serve In,T,
0-0,2-0,0-0,,606995.0,,,13,,2,Deuce,Rudy Quan,Far,,,,,,,,,,106.0,-492.0,Down the Line,Forehand,,,,,,,,,,76.0,335.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-0,2-0,0-0,,608598.0,,,13,,3,Ad,Rudy Quan,Far,,,,,,,,,,87.0,479.0,Crosscourt,Backhand,,,,,,,,,,-68.0,-270.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-0,2-0,0-0,,610080.0,,,13,,4,Ad,Rudy Quan,Far,,,,,,,,,,-129.0,-511.0,Crosscourt,Backhand,,,,,,,,,,63.0,389.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
0-0,2-0,0-0,,611481.0,,,13,,5,Ad,Rudy Quan,Far,,,,,,,,,,98.0,505.0,Crosscourt,Backhand,,,,,,,,,,-73.0,-417.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
0-0,2-0,0-0,,612791.0,,,13,,6,Ad,Rudy Quan,Far,,,,,,,,,,-145.0,-575.0,Down the Line,Forehand,,,,,,,,,,-92.0,367.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,,,,,Deep
0-0,2-0,0-0,,614087.0,,,13,,7,Deuce,Rudy Quan,Far,,,,,,,,,,-126.0,521.0,Crosscourt,Forehand,,,,,,,,,,74.0,-329.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-0,2-0,0-0,,615346.0,,,13,,8,Deuce,Rudy Quan,Far,,,,,,,,,,231.0,-505.0,Crosscourt,Forehand,,,,,,,,,,-132.0,370.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
0-0,2-0,0-0,,617052.0,1.0,618430.0,13,,9,Deuce,Rudy Quan,Far,,,,,,,,,,-198.0,513.0,Down the Line,Forehand,,,,,,,,,,-158.0,13.0,,1.0,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,Aristotelis Thanos,1,,,
0-15,2-0,0-0,1.0,644099.0,,,14,,1,Ad,Rudy Quan,Far,1.0,Body,-70.0,-159.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
0-15,2-0,0-0,,646907.0,,,14,,2,Ad,Rudy Quan,Far,,,,,,,,,,-132.0,-527.0,Down the Line,Forehand,,,,,,,,,,-14.0,303.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,,,,,Short
0-15,2-0,0-0,,648265.0,,,14,,3,Ad,Rudy Quan,Far,,,,,,,,,,4.0,500.0,Down the Line,Forehand,,,,,,,,,,106.0,-177.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,1.0,,,,,,Short
0-15,2-0,0-0,,649508.0,1.0,653708.0,14,,4,Deuce,Rudy Quan,Far,,,,,,,,,,140.0,-521.0,Crosscourt,Forehand,,,,,,,,,,-65.0,495.0,,,,,1.0,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Rudy Quan,1,,,Long
15-15,2-0,0-0,1.0,673753.0,,,15,,1,Deuce,Rudy Quan,Far,1.0,Body,71.0,-215.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
15-15,2-0,0-0,,676283.0,,,15,,2,Deuce,Rudy Quan,Far,,,,,,,,,,148.0,-556.0,Crosscourt,Forehand,,,,,,,,,,-20.0,413.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
15-15,2-0,0-0,,677975.0,,,15,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-68.0,524.0,Down the Line,Forehand,,,,,,,,,,-102.0,-214.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-15,2-0,0-0,,679284.0,,,15,,4,Ad,Rudy Quan,Far,,,,,,,,,,-118.0,-532.0,Crosscourt,Forehand,,,,,,,,,,95.0,405.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Deep
15-15,2-0,0-0,,680961.0,,,15,,5,Ad,Rudy Quan,Far,,,,,,,,,,148.0,492.0,Crosscourt,Backhand,,,,,,,,,,-97.0,-414.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Deep
