pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
0-15,3-2,0-0,,1522823.0,,,32,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,206.0,526.0,Crosscourt,Backhand,1.0,,,,,,,,,-95.0,-66.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,3-2,0-0,,1524773.0,,,32,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,145.0,511.0,Down the Line,Backhand,,,,,,,,,,118.0,-69.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
0-15,3-2,0-0,,1524909.0,,,32,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-79.0,-118.0,Crosscourt,Forehand,,1.0,,,,,,1,,105.0,320.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,,,,,Short
0-15,3-2,0-0,,1526709.0,1.0,1528212.0,32,,5,Deuce,Aristotelis Thanos,Near,,,,,,,,,,105.0,-81.0,Crosscourt,Forehand,,,,,,,,1,,-84.0,163.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,Aristotelis Thanos,,,,Short
15-15,3-2,0-0,1.0,1561177.0,,,33,,1,Deuce,Aristotelis Thanos,Near,1.0,Wide,-127.0,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,Wide,
15-15,3-2,0-0,,1564973.0,,,33,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-205.0,522.0,Crosscourt,Forehand,,,,,,,,,,33.0,-325.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,3-2,0-0,,1566522.0,,,33,,3,Deuce,Aristotelis Thanos,Near,,,,,,,,,,145.0,-510.0,Down the Line,Forehand,,,,,,,,,,62.0,342.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
15-15,3-2,0-0,,1568075.0,,,33,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,76.0,538.0,Crosscourt,Backhand,,,,,,,,,,-42.0,-317.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-15,3-2,0-0,,1569577.0,1.0,1571445.0,33,,5,Ad,Aristotelis Thanos,Near,,,,,,,,,,-44.0,-532.0,Down the Line,Forehand,,,,,,,,,,-159.0,542.0,,,1.0,,1.0,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,1.0,,Rudy Quan,1,,,
15-30,3-2,0-0,1.0,1602575.0,,,34,,1,Ad,Aristotelis Thanos,Near,1.0,T,36.0,142.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,T,
15-30,3-2,0-0,,1605259.0,,,34,,2,Ad,Aristotelis Thanos,Near,,,,,,,,,,49.0,549.0,Crosscourt,Forehand,,,,,,,,,,-28.0,-283.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,1.0,,,,,,,Short
15-30,3-2,0-0,,1606525.0,,,34,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-52.0,-348.0,Crosscourt,Forehand,,,,,1.0,,,,,129.0,136.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,1.0,,,,,,,Short
15-30,3-2,0-0,,1608620.0,,,34,,4,Ad,Aristotelis Thanos,Near,,,,,,,,,,118.0,130.0,Down the Line,Backhand,,,,,,,1,,,105.0,-99.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-30,3-2,0-0,,1609238.0,,,34,,5,Deuce,Aristotelis Thanos,Near,,,,,,,,,,105.0,-110.0,Down the Line,Forehand,,,,,,,,1,,54.0,163.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
15-30,3-2,0-0,,1610013.0,1.0,1611163.0,34,,6,Ad,Aristotelis Thanos,Near,,,,,,,,,,60.0,74.0,Down the Line,Forehand,,,,,,,1,,,44.0,-155.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,1.0,,Rudy Quan,,,,Short
15-40,3-2,0-0,1.0,1636243.0,,,35,1.0,1,Deuce,Aristotelis Thanos,Near,1.0,T,-31.0,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,1st Serve In,T,
15-40,3-2,0-0,,1639769.0,,,35,,2,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-26.0,334.0,Down the Line,Forehand,,,,,,,,,,-100.0,-158.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,,,,,Short
15-40,3-2,0-0,,1640957.0,,,35,,3,Ad,Aristotelis Thanos,Near,,,,,,,,,,-71.0,-101.0,Down the Line,Backhand,1.0,,,,,,,1,,-82.0,146.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Aristotelis Thanos,,,,,,,,Short
15-40,3-2,0-0,,1642058.0,1.0,1643272.0,35,,4,Deuce,Aristotelis Thanos,Near,,,,,,,,,,-98.0,126.0,Crosscourt,Forehand,,,,,,,1,,,68.0,-110.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Rudy Quan,Rudy Quan,,,,Rudy Quan,,,,Short
0-0,4-2,0-0,1.0,1678372.0,,,36,,1,Deuce,Rudy Quan,Far,1.0,Body,89.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
0-0,4-2,0-0,,1680647.0,,,36,,2,Deuce,Rudy Quan,Far,,,,,,,,,,225.0,-522.0,Crosscourt,Forehand,,,,,,,,,,-26.0,354.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
0-0,4-2,0-0,,1682248.0,,,36,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-90.0,518.0,Down the Line,Forehand,,,,,,,,,,-7.0,-321.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-0,4-2,0-0,,1683656.0,,,36,,4,Ad,Rudy Quan,Far,,,,,,,,,,-28.0,-525.0,Down the Line,Forehand,,,,,,,,,,-76.0,346.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,,,,,Short
0-0,4-2,0-0,,1684980.0,,,36,,5,Deuce,Rudy Quan,Far,,,,,,,,,,-111.0,548.0,Crosscourt,Forehand,,,,,,,,,,60.0,-278.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-0,4-2,0-0,,1686147.0,,,36,,6,Deuce,Rudy Quan,Far,,,,,,,,,,137.0,-538.0,Down the Line,Forehand,,,,,,,,,,62.0,346.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-0,4-2,0-0,,1687465.0,,,36,,7,Ad,Rudy Quan,Far,,,,,,,,,,30.0,582.0,Down the Line,Backhand,,,,,,,,,,25.0,-284.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-0,4-2,0-0,,1688820.0,,,36,,8,Deuce,Rudy Quan,Far,,,,,,,,,,14.0,-552.0,Crosscourt,Forehand,,,,,,,,,,-82.0,327.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-0,4-2,0-0,,1690284.0,1.0,1691775.0,36,,9,Deuce,Rudy Quan,Far,,,,,,,,,,-170.0,518.0,Crosscourt,Forehand,,,,,,,,,,177.0,-137.0,,,1.0,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,Aristotelis Thanos,1,,,
0-15,4-2,0-0,1.0,1716928.0,,,37,,1,Ad,Rudy Quan,Far,1.0,Body,-76.0,-118.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,Body,
0-15,4-2,0-0,,1719366.0,,,37,,2,Ad,Rudy Quan,Far,,,,,,,,,,-95.0,-552.0,Crosscourt,Forehand,,,,,,,,,,86.0,359.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Deep
0-15,4-2,0-0,,1720847.0,,,37,,3,Ad,Rudy Quan,Far,,,,,,,,,,124.0,553.0,Down the Line,Backhand,,,,,,,,,,30.0,-284.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-15,4-2,0-0,,1722437.0,,,37,,4,Ad,Rudy Quan,Far,,,,,,,,,,-20.0,-536.0,Down the Line,Forehand,,,,,,,,,,-50.0,354.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,,,,,Deep
0-15,4-2,0-0,,1723657.0,,,37,,5,Deuce,Rudy Quan,Far,,,,,,,,,,-108.0,553.0,Down the Line,Forehand,,,,,,,,,,-18.0,-297.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-15,4-2,0-0,,1725362.0,,,37,,6,Deuce,Rudy Quan,Far,,,,,,,,,,46.0,-544.0,Down the Line,Forehand,,,,,,,,,,124.0,175.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-15,4-2,0-0,,1726613.0,,,37,,7,Ad,Rudy Quan,Far,,,,,,,,,,156.0,521.0,Crosscourt,Backhand,,,,,,,,,,-31.0,-300.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-15,4-2,0-0,,1728198.0,,,37,,8,Ad,Rudy Quan,Far,,,,,,,,,,-103.0,-584.0,Crosscourt,Forehand,,,,,1.0,,,,,94.0,151.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Short
0-15,4-2,0-0,,1729995.0,,,37,,9,Ad,Rudy Quan,Far,,,,,,,,,,76.0,105.0,Crosscourt,Backhand,1.0,,,,,,1,,,-55.0,-68.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-15,4-2,0-0,,1731657.0,1.0,1732808.0,37,,10,Ad,Rudy Quan,Far,,,,,,,,,,-76.0,-85.0,Down the Line,Backhand,,1.0,,,,,,1,,-2.0,316.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Aristotelis Thanos,,,,Short
0-30,4-2,0-0,1.0,1764884.0,,,38,,1,Deuce,Rudy Quan,Far,0.0,T,22.0,-286.0,1.0,Body,54.0,-99.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,2nd Serve In,Body,
0-30,4-2,0-0,,1784364.0,,,38,,2,Deuce,Rudy Quan,Far,,,,,,,,,,100.0,-520.0,Down the Line,Forehand,,,,,,,,,,78.0,364.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
0-30,4-2,0-0,,1785978.0,,,38,,3,Ad,Rudy Quan,Far,,,,,,,,,,92.0,574.0,Crosscourt,Backhand,,,,,,,,,,-31.0,-97.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-30,4-2,0-0,,1787234.0,,,38,,4,Deuce,Rudy Quan,Far,,,,,,,,,,9.0,-544.0,Down the Line,Backhand,1.0,,,,,,,,,102.0,340.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,1.0,,,,,,Short
0-30,4-2,0-0,,1788968.0,,,38,,5,Ad,Rudy Quan,Far,,,,,,,,,,44.0,545.0,Crosscourt,Forehand,,,,,,,,,,-39.0,-134.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,1.0,,,,,,,Short
0-30,4-2,0-0,,1790351.0,,,38,,6,Ad,Rudy Quan,Far,,,,,,,,,,-47.0,-546.0,Down the Line,Backhand,,,,,,,,,,-20.0,188.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-30,4-2,0-0,,1791712.0,,,38,,7,Ad,Rudy Quan,Far,,,,,,,,,,110.0,516.0,Down the Line,Forehand,,,,,,,,,,81.0,-313.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,1.0,,,,,,Short
0-30,4-2,0-0,,1793046.0,,,38,,8,Deuce,Rudy Quan,Far,,,,,,,,,,156.0,-512.0,Down the Line,Forehand,,,,,,,,,,65.0,196.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
0-30,4-2,0-0,,1794333.0,,,38,,9,Ad,Rudy Quan,Far,,,,,,,,,,41.0,574.0,Down the Line,Backhand,,,,,,,,,,116.0,-105.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
0-30,4-2,0-0,,1795532.0,1.0,1797477.0,38,,10,Deuce,Rudy Quan,Far,,,,,,,,,,110.0,-530.0,Down the Line,Forehand,1.0,,,,,,,,,156.0,-1.0,,,,1.0,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Rudy Quan,1,,,
15-30,4-2,0-0,1.0,1821660.0,,,39,,1,Ad,Rudy Quan,Far,0.0,Wide,-127.0,-1.0,1.0,Body,-79.0,-83.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,2nd Serve In,Body,
15-30,4-2,0-0,,1833353.0,,,39,,2,Ad,Rudy Quan,Far,,,,,,,,,,-50.0,-570.0,Crosscourt,Forehand,,,,,,,,,,57.0,396.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Deep
15-30,4-2,0-0,,1834935.0,,,39,,3,Ad,Rudy Quan,Far,,,,,,,,,,212.0,524.0,Crosscourt,Backhand,,,,,,,,,,-58.0,-292.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-30,4-2,0-0,,1836354.0,,,39,,4,Ad,Rudy Quan,Far,,,,,,,,,,-116.0,-586.0,Crosscourt,Forehand,,,,,,,,,,60.0,143.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,1.0,,,,,,,Short
15-30,4-2,0-0,,1837539.0,,,39,,5,Ad,Rudy Quan,Far,,,,,,,,,,84.0,342.0,Down the Line,Backhand,,,,,,,,,,116.0,-297.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
15-30,4-2,0-0,,1839968.0,,,39,,6,Deuce,Rudy Quan,Far,,,,,,,,,,249.0,-431.0,Down the Line,Forehand,1.0,,,,,,,,,60.0,119.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
15-30,4-2,0-0,,1842202.0,1.0,1842212.0,39,,7,Ad,Rudy Quan,Far,,,,,,,,,,25.0,115.0,Crosscourt,Forehand,,,,,,,1,,,-31.0,-134.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,1.0,,,Rudy Quan,,,,Short
30-30,4-2,0-0,1.0,1875104.0,,,40,,1,Deuce,Rudy Quan,Far,0.0,T,36.0,-1.0,1.0,Body,81.0,-110.0,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,2nd Serve In,Body,
30-30,4-2,0-0,,1891981.0,,,40,,2,Deuce,Rudy Quan,Far,,,,,,,,,,100.0,-562.0,Crosscourt,Forehand,,,,,,,,,,-116.0,186.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Short
30-30,4-2,0-0,,1893370.0,,,40,,3,Deuce,Rudy Quan,Far,,,,,,,,,,-133.0,537.0,Crosscourt,Forehand,,,,,,,,,,57.0,-278.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
30-30,4-2,0-0,,1895012.0,,,40,,4,Deuce,Rudy Quan,Far,,,,,,,,,,76.0,-317.0,Down the Line,Forehand,,,,1.0,,,,,,92.0,375.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,,,,,Deep
30-30,4-2,0-0,,1896038.0,,,40,,5,Ad,Rudy Quan,Far,,,,,,,,,,102.0,558.0,Down the Line,Backhand,1.0,,,,,,,,,49.0,-57.0,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,,,Short
30-30,4-2,0-0,,1900601.0,1.0,1900611.0,40,,6,Deuce,Rudy Quan,Far,,,,,,,,,,46.0,-74.0,Down the Line,Forehand,,,1.0,,,,,1,,118.0,87.0,1.0,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Aristotelis Thanos,,,,Aristotelis Thanos,,,,Short
40-30,4-2,0-0,1.0,1931861.0,,,41,,1,Ad,Rudy Quan,Far,1.0,T,-39.0,-156.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,9/25/25,Division 1,ITA All-American Championships,,,"Tulsa, Oklaholma",Michigan State University,Rudy Quan,Aristotelis Thanos,Right,Right,Main Draw Round 1,Hard,,,Aristotelis Thanos,Rudy Quan,,,,,,1st Serve In,T,
