Date,Round,Player 1,Player 2,Score,Tournament,1st_serve_percentage_player1,1st_serve_percentage_player2,1st_serve_points_won_player1,1st_serve_points_won_player2,2nd_serve_points_won_player1,2nd_serve_points_won_player2,total_return_points_won_player1,total_return_points_won_player2,total_points_won_player1,total_points_won_player2,double_faults_player1,double_faults_player2,aces_player1,aces_player2,break_points_won_player1,break_points_won_player2
2019-05-19,fin,Rafael Nadal,Novak Djokovic,"6-0, 4-6, 6-1",Rome,48/66,72/96,35/48,43/72,11/18,7/24,46/96,20/66,92/162,70/162,0,1,0,7,6/17,1/2
2019-05-27,1st round,Novak Djokovic,Hubert Hurkacz,"6-4, 6-2, 6-2",Paris,44/63,44/74,36/44,26/44,14/19,12/30,36/74,13/63,86/137,51/137,1,2,6,8,6/9,1/2
2019-05-30,2nd round,Novak Djokovic,Henri Laaksonen,"6-1, 6-4, 6-3",Paris,44/66,50/82,36/44,32/50,12/22,13/32,37/82,18/66,85/148,63/148,2,1,4,6,6/10,1/1
2019-06-01,3rd round,Novak Djokovic,Salvatore Caruso,"6-3, 6-3, 6-2",Paris,52/75,56/81,44/52,32/56,12/23,11/25,38/81,19/75,94/156,62/156,0,2,8,0,5/11,0/5
2019-06-03,4th round,Novak Djokovic,Jan-Lennard Struff,"6-3, 6-2, 6-2",Paris,43/69,36/70,37/43,26/36,18/26,14/34,30/70,14/69,85/139,54/139,3,3,6,4,5/7,0/1
2019-06-06,1/4,Novak Djokovic,Alexander Zverev,"7-5, 6-2, 6-2",Paris,55/86,58/84,44/55,38/58,16/31,9/26,37/84,26/86,97/170,73/170,4,8,1,10,6/11,1/8
2019-06-08,1/2,Dominic Thiem,Novak Djokovic,"6-2, 3-6, 7-5, 5-7, 7-5",Paris,103/149,133/177,67/103,83/133,27/46,21/44,73/177,55/149,167/326,159/326,4,4,4,6,9/22,7/12
2019-07-01,1st round,Novak Djokovic,Philipp Kohlschreiber,"6-3, 7-5, 6-3",London,50/76,52/100,42/50,32/52,15/26,23/48,45/100,19/76,102/176,74/176,3,3,12,9,6/14,2/5
2019-07-03,2nd round,Novak Djokovic,Denis Kudla,"6-3, 6-2, 6-2",London,49/73,51/76,39/49,28/51,13/24,7/25,41/76,21/73,93/149,56/149,2,4,13,3,7/13,2/5
2019-07-05,3rd round,Novak Djokovic,Hubert Hurkacz,"7-5, 6-75, 6-1, 6-4",London,87/132,82/135,71/87,56/82,23/45,28/53,51/135,38/132,145/267,122/267,8,7,9,13,4/17,0/3
2019-07-08,4th round,Novak Djokovic,Ugo Humbert,"6-3, 6-2, 6-3",London,46/66,51/85,36/46,33/51,16/20,13/34,39/85,14/66,91/151,60/151,1,2,3,6,,
2019-07-10,1/4,Novak Djokovic,David Goffin,"6-4, 6-0, 6-2",London,49/83,34/76,37/49,21/34,17/34,16/42,39/76,29/83,93/159,66/159,3,5,3,4,7/10,1/6
2019-07-12,1/2,Novak Djokovic,Roberto Bautista Agut,"6-2, 4-6, 6-3, 6-2",London,74/115,71/106,57/74,48/71,21/41,17/35,41/106,37/115,119/221,102/221,3,2,9,5,5/8,1/5
2019-07-14,fin,Novak Djokovic,Roger Federer,"7-65, 1-6, 7-64, 4-6, 13-123",London,136/219,127/203,101/136,100/127,39/83,39/76,64/203,79/219,204/422,218/422,9,6,10,25,3/8,7/13
2019-08-13,2nd round,Novak Djokovic,Sam Querrey,"7-5, 6-1",Cincinnati,37/63,30/64,31/37,19/30,13/26,15/34,30/64,19/63,74/127,53/127,5,4,15,9,4/7,1/5
2019-08-15,3rd round,Novak Djokovic,Pablo Carreno-Busta,"6-3, 6-4",Cincinnati,44/62,42/62,36/44,26/42,9/18,11/20,25/62,17/62,70/124,54/124,0,2,8,0,2/6,0/4
2019-08-16,1/4,Novak Djokovic,Lucas Pouille,"7-62, 6-1",Cincinnati,45/63,37/62,40/45,24/37,7/18,12/25,26/62,16/63,73/125,52/125,6,5,5,2,2/4,0/3
2019-08-17,1/2,Daniil Medvedev,Novak Djokovic,"3-6, 6-3, 6-3",Cincinnati,55/81,50/69,43/55,36/50,11/26,12/19,21/69,27/81,75/150,75/150,4,1,16,6,3/3,1/2
2019-08-26,1st round,Novak Djokovic,Roberto Carballes Baena,"6-4, 6-1, 6-4",New York,44/73,53/91,37/44,32/53,19/29,21/38,38/91,17/73,94/164,70/164,3,5,4,5,,
2019-08-28,2nd round,Novak Djokovic,Juan Ignacio Londero,"6-4, 7-63, 6-1",New York,42/82,64/103,30/42,31/64,19/40,18/39,54/103,33/82,103/185,82/185,8,5,7,6,9/18,5/8
2019-08-30,3rd round,Novak Djokovic,Denis Kudla,"6-3, 6-4, 6-2",New York,58/93,47/90,47/58,33/47,21/35,20/43,37/90,25/93,105/183,78/183,8,3,6,6,4/9,0/7
2019-09-01,4th round,Stan Wawrinka,Novak Djokovic,"6-4, 7-5, 2-1,    - retired",New York,38/70,44/73,32/38,31/44,18/32,12/29,30/73,20/70,80/143,63/143,3,5,9,2,4/7,1/5
2019-10-01,1st round,Novak Djokovic,Alexei Popyrin,"6-4, 6-2",Tokyo,32/51,48/81,27/32,30/48,12/19,15/33,36/81,12/51,75/132,57/132,2,5,7,8,,
2019-10-02,2nd round,Novak Djokovic,Go Soeda,"6-3, 7-5",Tokyo,36/54,45/79,29/36,27/45,11/18,15/34,37/79,14/54,77/133,56/133,2,1,10,3,4/12,1/4
2019-10-04,1/4,Novak Djokovic,Lucas Pouille,"6-1, 6-2",Tokyo,22/40,23/36,18/22,11/23,13/18,3/13,22/36,9/40,53/76,23/76,0,2,8,0,5/6,1/2
2019-10-05,1/2,Novak Djokovic,David Goffin,"6-3, 6-4",Tokyo,39/59,39/65,34/39,29/39,10/20,12/26,24/65,15/59,68/124,56/124,0,1,7,7,2/6,0/4
2019-10-06,fin,Novak Djokovic,John Millman,"6-3, 6-2",Tokyo,30/47,29/49,26/30,16/29,10/17,13/20,20/49,11/47,56/96,40/96,0,0,6,1,,
2019-10-09,2nd round,Novak Djokovic,Denis Shapovalov,"6-3, 6-3",Shanghai,35/47,31/59,31/35,20/31,8/12,12/28,27/59,8/47,66/106,40/106,0,2,3,5,3/6,0/1
2019-10-10,3rd round,Novak Djokovic,John Isner,"7-5, 6-3",Shanghai,41/52,48/63,36/41,28/48,8/11,11/15,24/63,8/52,68/115,47/115,3,0,9,9,,
2019-10-11,1/4,Stefanos Tsitsipas,Novak Djokovic,"3-6, 7-5, 6-3",Shanghai,59/82,64/86,49/59,45/64,11/23,16/22,25/86,22/82,85/168,83/168,3,2,11,8,2/7,1/1
2019-10-30,2nd round,Novak Djokovic,Corentin Moutet,"7-62, 6-4",Paris,52/76,55/77,37/52,33/55,14/24,10/22,34/77,25/76,85/153,68/153,3,3,4,1,3/7,2/6
2019-10-31,3rd round,Novak Djokovic,Kyle Edmund,"7-67, 6-1",Paris,36/54,36/63,32/36,22/36,10/18,14/27,27/63,12/54,69/117,48/117,1,2,6,4,,
2019-11-01,1/4,Novak Djokovic,Stefanos Tsitsipas,"6-1, 6-2",Paris,29/42,24/42,23/29,15/24,10/13,6/18,21/42,9/42,54/84,30/84,0,3,5,3,,
2019-11-02,1/2,Novak Djokovic,Grigor Dimitrov,"7-65, 6-4",Paris,40/62,40/60,34/40,32/40,14/22,13/20,15/60,14/62,63/122,59/122,4,1,5,7,,
2019-11-03,fin,Novak Djokovic,Denis Shapovalov,"6-3, 6-4",Paris,36/51,36/53,29/36,30/36,12/15,3/17,20/53,10/51,61/104,43/104,1,3,2,11,2/4,0/1
2019-11-10,,Novak Djokovic,Matteo Berrettini,"6-2, 6-1",London,24/40,34/48,18/24,16/34,12/16,4/14,28/48,10/40,58/88,30/88,1,2,4,4,5/7,1/1
2019-11-12,,Dominic Thiem,Novak Djokovic,"6-75, 6-3, 7-65",London,71/125,58/93,48/71,42/58,28/54,17/35,34/93,49/125,110/218,108/218,4,3,6,9,4/4,3/9
2019-11-14,,Roger Federer,Novak Djokovic,"6-4, 6-3",London,36/49,46/62,29/36,26/46,9/13,7/16,29/62,11/49,67/111,44/111,2,3,12,2,3/7,0/1
2019-11-20,,Novak Djokovic,Yoshihito Nishioka,"6-1, 6-2",Davis Cup,28/41,45/72,23/28,22/45,7/13,10/27,40/72,11/41,70/113,43/113,0,1,5,0,5/13,1/1
2019-11-21,,Novak Djokovic,Benoit Paire,"6-3, 6-3",Davis Cup,33/53,37/59,25/33,25/37,14/20,8/22,26/59,14/53,65/112,47/112,2,5,3,6,3/6,0/2
2019-11-22,,Novak Djokovic,Karen Khachanov,"6-3, 6-3",Davis Cup,38/54,35/54,31/38,22/35,8/16,9/19,23/54,15/54,62/108,46/108,0,1,11,4,3/4,0/2
2019-12-20,1/2,Stefanos Tsitsipas,Novak Djokovic,"3-6, 7-64, 6-4",Mubadala World,,,,,,,,,,,,,,,,
2019-12-21,bronze,Novak Djokovic,Karen Khachanov,"7-5, 6-3",Mubadala World,,,,,,,,,,,,,,,,
2018-01-16,1st round,Novak Djokovic,Donald Young,"6-1, 6-2, 6-4",Melbourne,38/66,59/103,30/38,28/59,20/28,24/44,49/103,15/66,101/169,68/169,1,2,4,2,6/25,1/2
2018-01-18,2nd round,Novak Djokovic,Gael Monfils,"4-6, 6-3, 6-1, 6-3",Melbourne,77/117,60/114,56/77,38/60,18/40,22/54,39/114,32/117,128/231,103/231,11,15,5,5,7/15,3/8
2018-01-20,3rd round,Novak Djokovic,Albert Ramos-Vinolas,"6-2, 6-3, 6-3",Melbourne,55/87,57/96,44/55,34/57,16/32,20/39,39/96,24/87,102/183,81/183,3,3,2,3,5/12,0/6
2018-01-22,4th round,Hyeon Chung,Novak Djokovic,"7-64, 7-5, 7-63",Melbourne,91/136,81/130,59/91,53/81,21/45,19/49,49/130,54/136,138/266,128/266,2,9,1,2,6/10,5/19
2018-03-11,2nd round,Taro Daniel,Novak Djokovic,"7-63, 4-6, 6-1",Indian Wells,52/107,60/94,37/52,39/60,28/55,18/34,37/94,42/107,102/201,99/201,8,4,1,4,3/11,2/7
2018-03-23,2nd round,Benoit Paire,Novak Djokovic,"6-3, 6-4",Miami,32/48,34/55,24/32,18/34,10/16,13/21,24/55,14/48,58/103,45/103,2,3,9,2,4/8,1/1
2018-04-16,1st round,Novak Djokovic,Dusan Lajovic,"6-0, 6-1",Monte-Carlo,28/45,18/36,23/28,6/18,9/17,6/18,24/36,13/45,56/81,25/81,2,1,1,0,5/9,0/4
2018-04-18,2nd round,Novak Djokovic,Borna Coric,"7-62, 7-5",Monte-Carlo,60/92,48/80,40/60,31/48,18/32,14/32,35/80,34/92,93/172,79/172,1,3,5,1,4/8,3/9
2018-04-19,3rd round,Dominic Thiem,Novak Djokovic,"6-72, 6-2, 6-3",Monte-Carlo,51/95,72/114,38/51,46/72,23/44,20/42,48/114,34/95,109/209,100/209,5,2,9,3,5/10,1/3
2018-04-25,2nd round,Martin Klizan,Novak Djokovic,"6-2, 1-6, 6-3",Barcelona,42/67,48/61,28/42,34/48,15/25,7/13,20/61,24/67,63/128,65/128,4,2,4,5,3/3,2/4
2018-05-07,1st round,Novak Djokovic,Kei Nishikori,"7-5, 6-4",Madrid,46/73,49/84,33/46,34/49,13/27,15/35,35/84,27/73,81/157,76/157,5,1,6,1,3/7,1/6
2018-05-09,2nd round,Kyle Edmund,Novak Djokovic,"6-3, 2-6, 6-3",Madrid,45/71,48/67,31/45,33/48,14/26,9/19,25/67,26/71,70/138,68/138,2,2,5,2,4/5,3/7
2018-05-14,1st round,Novak Djokovic,Alexandr Dolgopolov,"6-1, 6-3",Rome,30/45,24/46,24/30,13/24,10/15,9/22,24/46,11/45,58/91,33/91,0,2,6,0,4/5,0/1
2018-05-16,2nd round,Novak Djokovic,Nikoloz Basilashvili,"6-4, 6-2",Rome,37/63,29/51,30/37,20/29,15/26,9/22,22/51,18/63,67/114,47/114,3,9,5,1,3/5,0/4
2018-05-17,3rd round,Novak Djokovic,Albert Ramos-Vinolas,"6-1, 7-5",Rome,41/59,34/57,30/41,18/34,10/18,12/23,27/57,19/59,67/116,49/116,1,0,1,2,4/5,1/3
2018-05-18,1/4,Novak Djokovic,Kei Nishikori,"2-6, 6-1, 6-3",Rome,63/93,53/85,42/63,31/53,12/30,11/32,43/85,39/93,97/178,81/178,3,2,4,2,6/10,4/9
2018-05-19,1/2,Rafael Nadal,Novak Djokovic,"7-64, 6-3",Rome,39/65,45/63,25/39,27/45,18/26,11/18,25/63,22/65,68/128,60/128,2,0,1,4,3/5,1/3
2018-05-28,1st round,Novak Djokovic,Rogerio Dutra Da Silva,"6-3, 6-4, 6-4",Paris,59/85,71/101,43/59,42/71,14/26,10/30,49/101,28/85,106/186,80/186,1,5,6,4,6/11,3/7
2018-05-30,2nd round,Novak Djokovic,Jaume Antoni Munar Clar,"7-61, 6-4, 6-4",Paris,69/99,58/94,49/69,38/58,18/30,16/36,40/94,32/99,107/193,86/193,5,3,3,3,5/7,3/7
2018-06-01,3rd round,Novak Djokovic,Roberto Bautista Agut,"6-4, 6-76, 7-64, 6-2",Paris,81/128,90/152,56/81,60/90,26/47,25/62,67/152,46/128,149/280,131/280,3,2,10,3,8/18,5/8
2018-06-03,4th round,Novak Djokovic,Fernando Verdasco,"6-3, 6-4, 6-2",Paris,70/96,66/99,44/70,37/66,18/26,18/33,44/99,34/96,106/195,89/195,0,2,3,3,5/10,1/5
2018-06-05,1/4,Marco Cecchinato,Novak Djokovic,"6-3, 7-64, 1-6, 7-611",Paris,117/157,87/127,73/117,57/87,19/40,22/40,48/127,65/157,140/284,144/284,5,2,6,5,4/10,6/17
2018-06-19,1st round,Novak Djokovic,John Millman,"6-2, 6-1",London,26/34,41/68,24/26,23/41,4/8,10/27,35/68,6/34,63/102,39/102,2,3,4,2,,
2018-06-21,2nd round,Novak Djokovic,Grigor Dimitrov,"6-4, 6-1",London,34/52,26/48,30/34,16/26,10/18,11/22,21/48,12/52,61/100,39/100,4,5,3,8,3/6,0/1
2018-06-22,1/4,Novak Djokovic,Adrian Mannarino,"7-5, 6-1",London,35/55,40/63,29/35,24/40,11/20,9/23,30/63,15/55,70/118,48/118,2,2,6,4,4/13,1/2
2018-06-23,1/2,Novak Djokovic,Jeremy Chardy,"7-65, 6-4",London,40/59,52/75,33/40,40/52,16/19,10/23,25/75,10/59,74/134,60/134,0,2,4,5,,
2018-06-24,fin,Marin Cilic,Novak Djokovic,"5-7, 7-64, 6-3",London,54/113,81/109,46/54,62/81,34/59,14/28,33/109,33/113,113/222,109/222,6,5,18,12,1/8,1/6
2018-07-03,1st round,Novak Djokovic,Tennys Sandgren,"6-3, 6-1, 6-2",Wimbledon,40/57,57/94,33/40,34/57,12/17,11/37,49/94,12/57,94/151,57/151,2,4,0,5,7/19,1/1
2018-07-05,2nd round,Novak Djokovic,Horacio Zeballos,"6-1, 6-2, 6-3",Wimbledon,46/61,52/81,41/46,34/52,8/15,7/29,40/81,12/61,89/142,53/142,0,5,15,7,6/13,0/3
2018-07-07,3rd round,Novak Djokovic,Kyle Edmund,"4-6, 6-3, 6-2, 6-4",Wimbledon,77/104,81/135,63/77,53/81,15/27,27/54,55/135,26/104,133/239,106/239,2,4,18,11,4/17,1/5
2018-07-09,4th round,Novak Djokovic,Karen Khachanov,"6-4, 6-2, 6-2",Wimbledon,46/65,50/84,36/46,28/50,11/19,13/34,43/84,18/65,90/149,59/149,1,1,2,4,7/14,2/3
2018-07-11,1/4,Novak Djokovic,Kei Nishikori,"6-3, 3-6, 6-2, 6-2",Wimbledon,61/91,80/117,52/61,47/80,12/30,16/37,54/117,27/91,118/208,90/208,3,1,6,3,7/14,3/7
2018-07-14,1/2,Novak Djokovic,Rafael Nadal,"6-4, 3-6, 7-69, 3-6, 10-8",Wimbledon,125/176,150/210,95/125,100/150,24/51,34/60,76/210,57/176,195/386,191/386,4,4,23,9,4/19,4/11
2018-07-15,fin,Novak Djokovic,Kevin Anderson,"6-2, 6-2, 7-63",Wimbledon,68/94,49/80,52/68,34/49,17/26,15/31,31/80,25/94,100/174,74/174,4,5,6,10,4/4,0/7
2018-08-07,1st round,Novak Djokovic,Mirza Basic,"6-3, 7-63",Toronto,45/63,31/69,34/45,20/31,11/18,17/38,32/69,18/63,77/132,55/132,4,2,9,3,3/5,2/4
2018-08-08,2nd round,Novak Djokovic,Peter Polansky,"6-3, 6-4",Toronto,36/57,28/56,30/36,20/28,12/21,14/28,22/56,15/57,64/113,49/113,2,2,7,0,,
2018-08-09,3rd round,Stefanos Tsitsipas,Novak Djokovic,"6-3, 6-75, 6-3",Toronto,55/92,56/97,46/55,41/56,25/37,25/41,31/97,21/92,102/189,87/189,2,4,11,11,2/10,0/2
2018-08-13,1st round,Novak Djokovic,Steve Johnson,"6-4, 7-64",Cincinnati,46/72,51/93,35/46,30/51,11/26,20/42,43/93,26/72,89/165,76/165,4,5,7,4,3/12,2/4
2018-08-15,2nd round,Novak Djokovic,Adrian Mannarino,"4-6, 6-2, 6-1",Cincinnati,49/93,47/76,35/49,29/47,22/44,11/29,36/76,36/93,93/169,76/169,3,2,5,4,5/8,2/7
2018-08-17,3rd round,Novak Djokovic,Grigor Dimitrov,"2-6, 6-3, 6-4",Cincinnati,54/86,60/82,40/54,41/60,15/32,10/22,31/82,31/86,86/168,82/168,1,3,4,10,3/5,3/5
2018-08-17,1/4,Novak Djokovic,Milos Raonic,"7-5, 4-6, 6-3",Cincinnati,60/94,64/109,39/60,49/64,23/34,18/45,42/109,32/94,104/203,99/203,0,9,5,21,4/14,3/8
2018-08-18,1/2,Novak Djokovic,Marin Cilic,"6-4, 3-6, 6-3",Cincinnati,61/96,60/90,44/61,41/60,15/35,14/30,35/90,37/96,94/186,92/186,4,4,8,12,4/8,3/12
2018-08-19,fin,Novak Djokovic,Roger Federer,"6-4, 6-4",Cincinnati,35/53,45/77,25/35,30/45,14/18,15/32,32/77,14/53,71/130,59/130,2,4,4,11,3/6,1/1
2018-08-28,1st round,Novak Djokovic,Marton Fucsovics,"6-3, 3-6, 6-4, 6-0",New York,62/105,65/106,46/62,43/65,24/43,17/41,46/106,35/105,116/211,95/211,3,5,4,3,6/13,2/5
2018-08-30,2nd round,Novak Djokovic,Tennys Sandgren,"6-1, 6-3, 6-72, 6-2",New York,81/114,79/129,57/81,51/79,19/33,21/50,57/129,38/114,133/243,110/243,3,4,6,11,7/16,1/3
2018-09-01,3rd round,Novak Djokovic,Richard Gasquet,"6-2, 6-3, 6-3",New York,52/83,66/97,39/52,40/66,20/31,11/31,46/97,24/83,105/180,75/180,2,4,3,10,5/12,0/5
2018-09-03,4th round,Novak Djokovic,Joao Sousa,"6-3, 6-4, 6-3",New York,50/75,43/80,39/50,30/43,14/25,15/37,35/80,22/75,88/155,67/155,1,5,9,4,5/6,1/1
2018-09-05,1/4,Novak Djokovic,John Millman,"6-3, 6-4, 6-4",New York,57/86,79/115,42/57,51/79,19/29,15/36,49/115,25/86,110/201,91/201,4,4,1,3,4/20,1/2
2018-09-07,1/2,Novak Djokovic,Kei Nishikori,"6-3, 6-4, 6-2",New York,50/78,62/101,40/50,37/62,20/28,20/39,44/101,18/78,104/179,75/179,2,2,3,2,4/17,0/2
2018-09-09,fin,Novak Djokovic,Juan Martin Del Potro,"6-3, 7-64, 6-3",New York,74/118,57/89,50/74,38/57,26/44,16/32,35/89,42/118,111/207,96/207,2,1,1,6,4/7,2/6
2018-09-22,,Kevin Anderson,Novak Djokovic,"7-65, 5-7, 10-6",Chicago,,,,,,,,,,,,,,,,
2018-10-09,2nd round,Novak Djokovic,Jeremy Chardy,"6-3, 7-5",Shanghai,40/53,44/65,34/40,31/44,6/13,8/21,26/65,13/53,66/118,52/118,2,3,4,7,,
2018-10-11,3rd round,Novak Djokovic,Marco Cecchinato,"6-4, 6-0",Shanghai,34/42,41/63,29/34,21/41,5/8,10/22,32/63,8/42,66/105,39/105,0,3,7,3,4/11,0/2
2018-10-12,1/4,Novak Djokovic,Kevin Anderson,"7-61, 6-3",Shanghai,47/65,47/73,40/47,36/47,11/18,10/26,27/73,14/65,78/138,60/138,1,4,8,16,1/2,0/1
2018-10-13,1/2,Novak Djokovic,Alexander Zverev,"6-2, 6-1",Shanghai,33/46,19/34,26/33,10/19,7/13,6/15,18/34,13/46,51/80,29/80,1,3,0,2,,
2018-10-14,fin,Novak Djokovic,Borna Coric,"6-3, 6-4",Shanghai,32/52,56/72,29/32,34/56,14/20,9/16,29/72,9/52,72/124,52/124,0,1,7,3,2/9,0/1
2018-10-30,2nd round,Novak Djokovic,Joao Sousa,"7-5, 6-1",Paris,42/74,35/57,31/42,25/35,16/32,6/22,26/57,27/74,73/131,58/131,3,2,6,4,4/8,1/10
2018-11-01,3rd round,Novak Djokovic,Damir Dzumhur,"6-1, 2-1,    - retired",Paris,18/28,28/46,13/18,15/28,7/10,7/18,24/46,8/28,44/74,30/74,0,4,1,0,,
2018-11-02,1/4,Novak Djokovic,Marin Cilic,"4-6, 6-2, 6-3",Paris,54/85,55/83,37/54,38/55,19/31,11/28,34/83,29/85,90/168,78/168,5,0,5,8,4/13,2/5
2018-11-03,1/2,Novak Djokovic,Roger Federer,"7-66, 5-7, 7-63",Paris,76/113,93/139,56/76,69/93,28/37,25/46,45/139,29/113,129/252,123/252,0,2,8,17,0/12,1/2
2018-11-04,fin,Karen Khachanov,Novak Djokovic,"7-5, 6-4",Paris,50/66,43/71,38/50,30/43,8/16,14/28,27/71,20/66,73/137,64/137,2,1,9,5,3/8,1/5
2018-11-12,,Novak Djokovic,John Isner,"6-4, 6-3",London,30/43,45/65,26/30,30/45,11/13,8/20,27/65,6/43,64/108,44/108,1,2,6,13,,
2018-11-14,,Novak Djokovic,Alexander Zverev,"6-4, 6-1",London,32/52,30/50,24/32,20/30,14/20,7/20,23/50,14/52,61/102,41/102,3,2,1,9,3/5,0/2
2018-11-16,,Novak Djokovic,Marin Cilic,"7-67, 6-2",London,31/53,44/77,28/31,35/44,20/22,15/33,27/77,5/53,75/130,55/130,0,2,3,8,,
2018-11-17,1/2,Novak Djokovic,Kevin Anderson,"6-2, 6-2",London,27/39,33/60,23/27,23/33,9/12,7/27,30/60,7/39,62/99,37/99,1,3,6,4,,
2018-11-18,fin,Alexander Zverev,Novak Djokovic,"6-4, 6-3",London,33/46,34/57,26/33,25/34,7/13,8/23,24/57,13/46,57/103,46/103,3,1,10,1,4/6,1/1
2018-12-28,1/2,Novak Djokovic,Karen Khachanov,"6-4, 6-2",Mubadala World,,,,,,,,,,,,,,,,
2018-12-29,fin,Novak Djokovic,Kevin Anderson,"4-6, 7-5, 7-5",Mubadala World,,,,,,,,,,,,,,,,
2017-01-02,1st round,Novak Djokovic,Jan-Lennard Struff,"7-61, 6-3",Doha,39/55,41/74,33/39,26/41,6/16,14/33,34/74,16/55,73/129,56/129,4,1,4,9,4/9,2/5
2017-01-04,2nd round,Novak Djokovic,Horacio Zeballos,"6-3, 6-4",Doha,33/47,34/54,29/33,22/34,11/14,11/20,21/54,7/47,61/101,40/101,1,2,4,4,,
2017-01-05,1/4,Novak Djokovic,Radek Stepanek,"6-3, 6-3",Doha,35/56,33/61,26/35,25/33,12/21,6/28,30/61,18/56,68/117,49/117,3,5,3,2,4/6,1/4
2017-01-06,1/2,Novak Djokovic,Fernando Verdasco,"4-6, 7-67, 6-3",Doha,57/93,70/101,45/57,44/70,15/36,16/31,41/101,33/93,101/194,93/194,1,3,3,2,4/7,3/7
2017-01-07,fin,Novak Djokovic,Andy Murray,"6-3, 5-7, 6-4",Doha,79/110,50/84,54/79,39/50,19/31,16/34,29/84,37/110,102/194,92/194,3,4,2,8,3/4,2/7
2017-01-17,1st round,Novak Djokovic,Fernando Verdasco,"6-1, 7-64, 6-2",Melbourne,58/94,55/106,44/58,33/55,18/36,20/51,53/106,32/94,115/200,85/200,2,5,2,5,6/16,2/5
2017-01-19,2nd round,Denis Istomin,Novak Djokovic,"7-68, 5-7, 2-6, 7-65, 6-4",Melbourne,134/194,107/185,94/134,77/107,27/60,43/78,65/185,73/194,186/379,193/379,3,9,17,14,4/14,6/15
2017-02-03,,Novak Djokovic,Daniil Medvedev,"3-6, 6-4, 6-1, 1-0,    - retired",Davis Cup,70/104,51/96,42/70,29/51,16/34,20/45,47/96,46/104,105/200,95/200,3,2,4,7,7/13,5/14
2017-02-28,1st round,Novak Djokovic,Martin Klizan,"6-3, 7-64",Acapulco,53/74,50/61,38/53,31/50,13/21,5/11,25/61,23/74,76/135,59/135,0,3,3,2,3/4,2/6
2017-03-01,2nd round,Novak Djokovic,Juan Martin Del Potro,"4-6, 6-4, 6-4",Acapulco,59/93,53/85,39/59,36/53,17/34,13/32,36/85,37/93,92/178,86/178,1,3,7,3,5/7,4/10
2017-03-02,1/4,Nick Kyrgios,Novak Djokovic,"7-69, 7-5",Acapulco,53/73,46/70,43/53,35/46,15/20,17/24,18/70,15/73,76/143,67/143,1,2,25,2,1/1,0/1
2017-03-12,2nd round,Novak Djokovic,Kyle Edmund,"6-4, 7-65",Indian Wells,51/77,47/78,35/51,32/47,13/26,15/31,31/78,29/77,79/155,76/155,3,3,3,4,3/8,2/3
2017-03-14,3rd round,Novak Djokovic,Juan Martin Del Potro,"7-5, 4-6, 6-1",Indian Wells,56/87,62/91,41/56,41/62,18/31,10/29,40/91,28/87,99/178,79/178,1,3,4,13,5/13,3/4
2017-03-15,4th round,Nick Kyrgios,Novak Djokovic,"6-4, 7-63",Indian Wells,42/69,50/82,36/42,35/50,14/27,18/32,29/82,19/69,79/151,72/151,4,0,14,3,,
2017-04-07,Rubber 1,Novak Djokovic,Albert Ramos-Vinolas,"6-3, 6-4, 6-2",Davis Cup,53/80,43/74,45/53,30/43,17/27,14/31,30/74,18/80,92/154,62/154,2,5,10,6,4/9,0/1
2017-04-18,2nd round,Novak Djokovic,Gilles Simon,"6-3, 3-6, 7-5",Monte-Carlo,51/83,52/93,32/51,31/52,19/32,20/41,42/93,32/83,93/176,83/176,1,1,2,0,6/16,5/6
2017-04-20,3rd round,Novak Djokovic,Pablo Carreno-Busta,"6-2, 4-6, 6-4",Monte-Carlo,58/96,74/96,44/58,42/74,14/38,8/22,46/96,38/96,104/192,88/192,5,0,2,0,6/14,4/12
2017-04-21,1/4,David Goffin,Novak Djokovic,"6-2, 3-6, 7-5",Monte-Carlo,53/100,71/110,32/53,47/71,28/47,18/39,45/110,40/100,105/210,105/210,2,4,3,4,4/17,2/9
2017-05-10,2nd round,Novak Djokovic,Nicolas Almagro,"6-1, 4-6, 7-5",Madrid,59/85,51/94,41/59,40/51,16/26,14/43,40/94,28/85,97/179,82/179,2,3,7,11,5/11,3/7
2017-05-11,3rd round,Novak Djokovic,Feliciano Lopez,"6-4, 7-5",Madrid,44/65,35/56,35/44,29/35,13/21,12/21,15/56,17/65,63/121,58/121,1,0,6,5,2/5,0/1
2017-05-12,1/4,Novak Djokovic,Kei Nishikori,- walk over,Madrid,,,,,,,,,,,,,,,,
2017-05-13,1/2,Rafael Nadal,Novak Djokovic,"6-2, 6-4",Madrid,36/57,39/56,28/36,22/39,10/21,7/17,27/56,19/57,65/113,48/113,1,2,2,4,4/6,1/2
2017-05-16,2nd round,Novak Djokovic,Aljaz Bedene,"7-62, 6-2",Rome,48/68,48/74,36/48,29/48,11/20,14/26,31/74,21/68,78/142,64/142,0,1,4,4,3/7,1/2
2017-05-18,3rd round,Novak Djokovic,Roberto Bautista Agut,"6-4, 6-4",Rome,44/62,45/64,32/44,27/45,9/18,9/19,28/64,21/62,69/126,57/126,1,1,6,1,3/7,1/2
2017-05-20,1/2,Novak Djokovic,Dominic Thiem,"6-1, 6-0",Rome,31/43,24/37,25/31,11/24,6/12,2/13,24/37,12/43,55/80,25/80,0,1,2,0,5/7,0/2
