Date,Round,Player 1,Player 2,Score,Tournament,1st_serve_percentage_player1,1st_serve_percentage_player2,1st_serve_points_won_player1,1st_serve_points_won_player2,2nd_serve_points_won_player1,2nd_serve_points_won_player2,total_return_points_won_player1,total_return_points_won_player2,total_points_won_player1,total_points_won_player2,double_faults_player1,double_faults_player2,aces_player1,aces_player2,break_points_won_player1,break_points_won_player2
2020-09-18,3rd round,Novak Djokovic,Filip Krajinovic,"7-67, 6-3",Rome,50/77,64/96,35/50,40/64,14/27,14/32,42/96,28/77,91/173,82/173,4,3,3,3,3/13,1/6
2020-09-19,1/4,Novak Djokovic,Dominik Koepfer,"6-3, 4-6, 6-3",Rome,48/75,62/102,31/48,38/62,14/27,13/40,51/102,30/75,96/177,81/177,0,4,5,4,6/21,4/4
2020-09-20,1/2,Novak Djokovic,Casper Ruud,"7-5, 6-3",Rome,53/79,59/84,37/53,36/59,16/26,12/25,36/84,26/79,89/163,74/163,1,1,12,2,3/9,1/8
2020-09-21,fin,Novak Djokovic,Diego Sebastian Schwartzman,"7-5, 6-3",Rome,48/70,43/66,33/48,25/43,9/22,8/23,33/66,28/70,75/136,61/136,1,3,2,1,5/9,3/6
2020-09-29,1st round,Novak Djokovic,Mikael Ymer,"6-0, 6-2, 6-3",Paris,35/58,48/72,26/35,20/48,14/23,8/24,44/72,18/58,84/130,46/130,2,5,2,2,9/11,2/2
2020-10-01,2nd round,Novak Djokovic,Ricardas Berankis,"6-1, 6-2, 6-2",Paris,38/66,40/53,36/38,20/40,13/28,6/13,27/53,17/66,76/119,43/119,1,1,10,0,6/7,0/2
2020-10-03,3rd round,Novak Djokovic,Daniel Elahi Galan,"6-0, 6-3, 6-2",Paris,51/74,57/94,38/51,30/57,13/23,13/37,51/94,23/74,102/168,66/168,2,2,2,4,7/11,0/5
2020-10-05,4th round,Novak Djokovic,Karen Khachanov,"6-4, 6-3, 6-3",Paris,57/89,77/111,40/57,42/77,19/32,16/34,53/111,30/89,112/200,88/200,1,4,2,5,6/15,2/9
2020-10-07,1/4,Novak Djokovic,Pablo Carreno-Busta,"4-6, 6-2, 6-3, 6-4",Paris,74/131,78/112,53/74,50/78,30/57,15/34,47/112,48/131,130/243,113/243,5,3,2,3,6/13,3/13
2020-10-09,1/2,Novak Djokovic,Stefanos Tsitsipas,"6-3, 6-2, 5-7, 4-6, 6-1",Paris,102/153,113/168,74/102,67/113,24/51,27/55,74/168,55/153,172/321,149/321,6,5,5,7,8/22,4/15
2020-10-11,fin,Rafael Nadal,Novak Djokovic,"6-0, 6-2, 7-5",Paris,55/84,66/99,37/55,33/66,19/29,16/33,50/99,28/84,106/183,77/183,1,4,4,1,7/18,1/5
2020-10-27,1st round,Novak Djokovic,Filip Krajinovic,"7-66, 6-3",Vienna,50/78,55/95,38/50,33/55,10/28,17/40,45/95,30/78,93/173,80/173,5,2,8,4,4/11,2/5
2020-10-28,2nd round,Novak Djokovic,Borna Coric,"7-611, 6-3",Vienna,50/72,50/81,40/50,36/50,13/22,18/31,27/81,19/72,80/153,73/153,1,1,4,9,2/6,0/3
2020-10-30,1/4,Lorenzo Sonego,Novak Djokovic,"6-2, 6-1",Vienna,35/52,28/51,28/35,17/28,7/17,7/23,27/51,17/52,62/103,41/103,0,3,8,3,5/6,0/6
2020-11-16,,Novak Djokovic,Diego Sebastian Schwartzman,"6-3, 6-2",London,30/47,32/52,23/30,20/32,11/17,7/20,25/52,13/47,59/99,40/99,2,1,7,1,4/6,1/2
2020-11-18,,Daniil Medvedev,Novak Djokovic,"6-3, 6-3",London,38/56,40/68,30/38,27/40,11/18,12/28,29/68,15/56,70/124,54/124,4,5,10,3,3/8,0/1
2020-11-20,,Novak Djokovic,Alexander Zverev,"6-3, 7-64",London,51/78,43/57,40/51,36/43,14/27,5/14,16/57,24/78,70/135,65/135,3,6,3,12,1/4,0/3
2020-11-21,1/2,Dominic Thiem,Novak Djokovic,"7-5, 6-710, 7-65",London,77/120,74/114,63/77,63/74,23/43,18/40,33/114,34/120,119/234,115/234,5,0,12,5,1/2,0/3
2019-01-01,1st round,Novak Djokovic,Damir Dzumhur,"6-1, 6-2",Doha,26/42,26/48,21/26,17/26,11/16,5/22,26/48,10/42,58/90,32/90,2,2,3,0,,
2019-01-02,2nd round,Novak Djokovic,Marton Fucsovics,"4-6, 6-4, 6-1",Doha,53/75,53/85,39/53,33/53,13/22,16/32,36/85,23/75,88/160,72/160,1,3,5,6,4/6,2/4
2019-01-03,1/4,Novak Djokovic,Nikoloz Basilashvili,"4-6, 6-3, 6-4",Doha,57/86,54/82,41/57,39/54,15/29,12/28,31/82,30/86,87/168,81/168,3,3,7,4,4/7,3/6
2019-01-04,1/2,Roberto Bautista Agut,Novak Djokovic,"3-6, 7-66, 6-4",Doha,66/88,72/114,52/66,48/72,11/22,27/42,39/114,25/88,102/202,100/202,0,3,7,9,2/8,2/4
2019-01-15,1st round,Novak Djokovic,Mitchell Krueger,"6-3, 6-2, 6-2",Melbourne,48/65,81/117,41/48,46/81,10/17,13/36,56/117,12/65,109/182,73/182,2,2,6,2,6/20,1/2
2019-01-17,2nd round,Novak Djokovic,Jo-Wilfried Tsonga,"6-3, 7-5, 6-4",Melbourne,61/87,50/92,45/61,36/50,18/26,19/42,36/92,23/87,100/179,79/179,1,1,12,10,5/9,2/5
2019-01-19,3rd round,Novak Djokovic,Denis Shapovalov,"6-3, 6-4, 4-6, 6-0",Melbourne,55/90,61/108,41/55,43/61,22/35,15/47,45/108,23/90,113/198,85/198,4,5,5,6,8/13,3/5
2019-01-21,4th round,Novak Djokovic,Daniil Medvedev,"6-4, 6-75, 6-2, 6-3",Melbourne,84/126,93/142,61/84,65/93,21/42,17/49,54/142,39/126,142/268,126/268,5,6,6,18,7/18,2/9
2019-01-23,1/4,Novak Djokovic,Kei Nishikori,"6-1, 4-1,    - retired",Melbourne,20/29,33/47,17/20,16/33,8/9,5/14,23/47,3/29,51/76,25/76,1,3,2,0,,
2019-01-25,1/2,Novak Djokovic,Lucas Pouille,"6-0, 6-2, 6-2",Melbourne,38/53,40/74,32/38,27/40,13/15,9/34,35/74,8/53,83/127,44/127,0,3,6,4,,
2019-01-27,fin,Novak Djokovic,Rafael Nadal,"6-3, 6-2, 6-3",Melbourne,50/69,47/73,40/50,24/47,16/19,16/26,31/73,13/69,89/142,53/142,0,2,8,3,5/8,0/1
2019-03-09,2nd round,Novak Djokovic,Bjorn Fratangelo,"7-65, 6-2",Indian Wells,37/61,38/69,28/37,23/38,17/24,14/31,32/69,16/61,77/130,53/130,0,5,3,6,3/5,1/2
2019-03-12,3rd round,Philipp Kohlschreiber,Novak Djokovic,"6-4, 6-4",Indian Wells,48/67,37/56,33/48,25/37,10/19,8/19,23/56,24/67,66/123,57/123,1,3,3,2,3/4,1/5
2019-03-22,2nd round,Novak Djokovic,Bernard Tomic,"7-62, 6-2",Miami,36/58,39/64,29/36,28/39,14/22,10/25,26/64,15/58,69/122,53/122,3,4,11,9,3/4,1/1
2019-03-24,3rd round,Novak Djokovic,Federico Delbonis,"7-5, 4-6, 6-1",Miami,53/77,54/84,41/53,36/54,12/24,12/30,36/84,24/77,89/161,72/161,3,5,3,8,5/12,3/4
2019-03-26,4th round,Roberto Bautista Agut,Novak Djokovic,"1-6, 7-5, 6-3",Miami,55/94,50/87,39/55,32/50,15/39,18/37,37/87,40/94,91/181,90/181,3,4,1,5,4/7,4/13
2019-04-16,2nd round,Novak Djokovic,Philipp Kohlschreiber,"6-3, 4-6, 6-4",Monte-Carlo,73/118,50/89,47/73,31/50,22/45,18/39,40/89,49/118,109/207,98/207,8,2,1,3,5/10,4/16
2019-04-18,3rd round,Novak Djokovic,Taylor Harry Fritz,"6-3, 6-0",Monte-Carlo,23/44,31/63,16/23,19/31,12/21,8/32,36/63,16/44,64/107,43/107,3,6,3,2,6/10,1/2
2019-04-19,1/4,Daniil Medvedev,Novak Djokovic,"6-3, 4-6, 6-2",Monte-Carlo,40/82,49/91,28/40,32/49,26/42,20/42,39/91,28/82,93/173,80/173,2,3,3,4,5/10,2/4
2019-05-07,2nd round,Novak Djokovic,Taylor Harry Fritz,"6-4, 6-2",Madrid,34/46,38/60,29/34,24/38,9/12,11/22,25/60,8/46,63/106,43/106,2,1,7,4,3/3,0/1
2019-05-09,3rd round,Novak Djokovic,Jeremy Chardy,"6-1, 7-62",Madrid,42/62,39/57,35/42,26/39,12/20,10/18,21/57,15/62,68/119,51/119,2,1,4,3,2/4,0/4
2019-05-10,1/4,Novak Djokovic,Marin Cilic,- walk over,Madrid,,,,,,,,,,,,,,,,
2019-05-11,1/2,Novak Djokovic,Dominic Thiem,"7-62, 7-64",Madrid,55/90,42/81,41/55,27/42,16/35,21/39,33/81,33/90,90/171,81/171,1,2,3,2,3/3,3/10
2019-05-12,fin,Novak Djokovic,Stefanos Tsitsipas,"6-3, 6-4",Madrid,40/59,33/56,31/40,20/33,11/19,13/23,23/56,17/59,65/115,50/115,0,1,2,1,,
