pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,isInsideOut,isInsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement
15-40,5-4,0-0,,2445392,,,56,,5,Ad,Elise Wagle,Near,,,,,,,,,,-67.0,-484.0,Crosscourt,Forehand,,,,,,,,,,80.0,313.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-40,5-4,0-0,,2447316,,,56,,6,Ad,Elise Wagle,Near,,,,,,,,,,114.0,505.0,Down the Line,Backhand,,,,,,,,,,53.0,-263.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-40,5-4,0-0,,2448643,1.0,,56,,7,Deuce,Elise Wagle,Near,,,,,,,,,,72.0,-497.0,Down the Line,Forehand,,,,,,,,,,16.0,-17.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
0-0,5-5,0-0,1.0,2486412,,,57,,1,Deuce,Motka Komac,Far,0.0,T,40.0,-279.0,1.0,Body,56.0,-153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Body
0-0,5-5,0-0,,2499620,,,57,,2,Deuce,Motka Komac,Far,,,,,,,,,,136.0,-356.0,Crosscourt,Forehand,,,,,,,,,,-43.0,276.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-0,5-5,0-0,,2500691,,,57,,3,Deuce,Motka Komac,Far,,,,,,,,,,-94.0,478.0,Crosscourt,Forehand,,,,,,,,,,77.0,-225.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-0,5-5,0-0,,2502485,1.0,,57,,4,Deuce,Motka Komac,Far,,,,,,,,,,154.0,-519.0,Down the Line,Forehand,,,,,,,,,,80.0,-79.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
0-15,5-5,0-0,1.0,2503247,,,58,,1,Ad,Motka Komac,Far,0.0,Wide,-179.0,-193.0,1.0,Body,-80.0,-140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Body
0-15,5-5,0-0,,2540537,1.0,,58,,2,Ad,Motka Komac,Far,,,,,,,,,,-91.0,-401.0,Down the Line,Forehand,,,,,,,,,,-86.0,489.0,,,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
0-30,5-5,0-0,1.0,2542568,,,59,,1,Deuce,Motka Komac,Far,1.0,Body,61.0,-225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Body
0-30,5-5,0-0,,2566460,,,59,,2,Deuce,Motka Komac,Far,,,,,,,,,,117.0,-497.0,Down the Line,Forehand,,,,,,,,,,98.0,345.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-30,5-5,0-0,,2567597,,,59,,3,Ad,Motka Komac,Far,,,,,,,,,,77.0,491.0,Down the Line,Backhand,,,,,,,,,,64.0,-276.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
0-30,5-5,0-0,,2569086,,,59,,4,Deuce,Motka Komac,Far,,,,,,,,,,98.0,-505.0,Crosscourt,Forehand,,,,,,,,,,-22.0,438.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
0-30,5-5,0-0,,2570310,1.0,,59,,5,Deuce,Motka Komac,Far,,,,,,,,,,-27.0,473.0,Crosscourt,Forehand,,,,,,,,,,173.0,-300.0,,,1.0,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
15-30,5-5,0-0,1.0,2571654,,,60,,1,Ad,Motka Komac,Far,0.0,Body,-70.0,-279.0,1.0,Body,-91.0,-151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Body
15-30,5-5,0-0,,2607424,1.0,,60,,2,Ad,Motka Komac,Far,,,,,,,,,,-126.0,-383.0,Crosscourt,Backhand,,,,,,,,,,303.0,329.0,,1.0,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
15-40,5-5,0-0,1.0,2608892,,,61,,1,Deuce,Motka Komac,Far,1.0,Body,56.0,-228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Body
15-40,5-5,0-0,,2631610,,,61,,2,Deuce,Motka Komac,Far,,,,,,,,,,112.0,-487.0,Down the Line,Backhand,,,,,,,,,,24.0,228.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-40,5-5,0-0,,2633267,,,61,,3,Ad,Motka Komac,Far,,,,,,,,,,0.0,483.0,Down the Line,Backhand,,,,1.0,,,,,,-102.0,-231.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,,0,,
15-40,5-5,0-0,,2634408,,,61,,4,Ad,Motka Komac,Far,,,,,,,,,,-227.0,-551.0,Down the Line,Backhand,1.0,,,,,,,,1.0,-48.0,299.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Elise Wagle,,,,,0,,
15-40,5-5,0-0,,2636080,1.0,,61,,5,Ad,Motka Komac,Far,,,,,,,,,,45.0,220.0,Down the Line,Forehand,,,1.0,,,,,1.0,,80.0,-217.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Elise Wagle,Motka Komac,,,,Motka Komac,0,,
0-0,5-6,0-0,1.0,2745017,,,62,,1,Deuce,Elise Wagle,Far,1.0,Wide,117.0,-220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
0-0,5-6,0-0,,2746194,,,62,,2,Deuce,Elise Wagle,Far,,,,,,,,,,178.0,-401.0,Crosscourt,Forehand,,,,,,,,,,-67.0,260.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-0,5-6,0-0,,2747638,1.0,,62,,3,Deuce,Elise Wagle,Far,,,,,,,,,,-112.0,379.0,Down the Line,Forehand,,,,,,,,,,-157.0,-345.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Elise Wagle,0,,
15-0,5-6,0-0,1.0,2748787,,,63,,1,Ad,Elise Wagle,Far,0.0,T,37.0,-212.0,1.0,Body,-86.0,-114.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
15-0,5-6,0-0,,2787298,,,63,,2,Ad,Elise Wagle,Far,,,,,,,,,,-136.0,-476.0,Down the Line,Backhand,,,,,,,,,,-43.0,225.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-0,5-6,0-0,,2788385,,,63,,3,Ad,Elise Wagle,Far,,,,,,,,,,26.0,483.0,Down the Line,Forehand,,,,,,,,,,66.0,-260.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-0,5-6,0-0,,2789929,,,63,,4,Deuce,Elise Wagle,Far,,,,,,,,,,106.0,-537.0,Down the Line,Forehand,,,,,,,,,,56.0,414.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-0,5-6,0-0,,2791180,,,63,,5,Ad,Elise Wagle,Far,,,,,,,,,,74.0,494.0,Crosscourt,Backhand,,,,,,,,,,-94.0,-164.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-0,5-6,0-0,,2792361,,,63,,6,Ad,Elise Wagle,Far,,,,,,,,,,-94.0,-484.0,Down the Line,Backhand,,,,,,,,,,-96.0,371.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
15-0,5-6,0-0,,2793590,,,63,,7,Deuce,Elise Wagle,Far,,,,,,,,,,-91.0,497.0,Down the Line,Forehand,,,,,,,,,,-126.0,-375.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
15-0,5-6,0-0,,2795123,1.0,,63,,8,Ad,Elise Wagle,Far,,,,,,,,,,-147.0,-513.0,Crosscourt,Backhand,,,,,,,,,,26.0,-15.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
30-0,5-6,0-0,1.0,2796175,,,64,,1,Deuce,Elise Wagle,Far,1.0,Body,69.0,-228.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
30-0,5-6,0-0,,2823339,,,64,,2,Deuce,Elise Wagle,Far,,,,,,,,,,114.0,-487.0,Crosscourt,Backhand,1.0,,,,,,,,,-115.0,409.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-0,5-6,0-0,,2826288,,,64,,3,Deuce,Elise Wagle,Far,,,,,,,,,,-126.0,494.0,Crosscourt,Forehand,,,,,,,,,,109.0,-321.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-0,5-6,0-0,,2827471,,,64,,4,Deuce,Elise Wagle,Far,,,,,,,,,,184.0,-497.0,Crosscourt,Forehand,,,,,,,,,,-59.0,387.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-0,5-6,0-0,,2828882,,,64,,5,Deuce,Elise Wagle,Far,,,,,,,,,,-99.0,491.0,Down the Line,Forehand,,,,,,,,,,-70.0,-279.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-0,5-6,0-0,,2830284,,,64,,6,Ad,Elise Wagle,Far,,,,,,,,,,-115.0,-508.0,Crosscourt,Backhand,,,,,,,,,,34.0,297.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
30-0,5-6,0-0,,2831607,,,64,,7,Ad,Elise Wagle,Far,,,,,,,,,,77.0,489.0,Crosscourt,Backhand,,,,,,,,,,-120.0,-284.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
30-0,5-6,0-0,,2832766,1.0,,64,,8,Ad,Elise Wagle,Far,,,,,,,,,,-179.0,-503.0,Down the Line,Backhand,,,,,,,,,,-88.0,-143.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
40-0,5-6,0-0,1.0,2833763,,,65,,1,Ad,Elise Wagle,Far,1.0,Wide,-118.0,-175.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
40-0,5-6,0-0,,2862722,1.0,,65,,2,Ad,Elise Wagle,Far,,,,,,,,,,-200.0,-337.0,Crosscourt,Backhand,,,,,,,,,,66.0,486.0,,,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
,6-6,0-0,1.0,2888894,,,66,,1,Deuce,Motka Komac,Near,1.0,Body,-74.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,0-0,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Body
,6-6,0-0,,2895436,,,66,,2,Deuce,Motka Komac,Near,,,,,,,,,,-146.0,483.0,Down the Line,Forehand,,,,,,,,,,-146.0,-230.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,0-0,Elise Wagle,Elise Wagle,,,,,0,,
,6-6,0-0,,2896829,,,66,,3,Ad,Motka Komac,Near,,,,,,,,,,-124.0,-507.0,Crosscourt,Backhand,,,,,,,,,,68.0,280.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,0-0,Elise Wagle,Motka Komac,,,,,0,,
,6-6,0-0,,2898239,,,66,,4,Ad,Motka Komac,Near,,,,,,,,,,111.0,467.0,Down the Line,Backhand,,,,,,,,,,84.0,-289.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,0-0,Elise Wagle,Elise Wagle,,,,,0,,
,6-6,0-0,,2899893,1.0,,66,,5,Deuce,Motka Komac,Near,,,,,,,,,,111.0,-512.0,Down the Line,Forehand,,,,,,,,,,100.0,-11.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,0-0,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
,6-6,0-0,1.0,2920265,,,67,,1,Ad,Elise Wagle,Far,1.0,Body,-74.0,-231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,1-0,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Body
,6-6,0-0,,2933205,1.0,,67,,2,Ad,Elise Wagle,Far,,,,,,,,,,-111.0,-475.0,Down the Line,Backhand,,,,,,,,,,-71.0,467.0,,,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,1-0,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
,6-6,0-0,1.0,2936410,,,68,,1,Deuce,Elise Wagle,Far,0.0,Body,103.0,1.0,1.0,Body,92.0,-174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,2-0,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
,6-6,0-0,,2968486,1.0,,68,,2,Deuce,Elise Wagle,Far,,,,,,,,,,132.0,-465.0,Crosscourt,Forehand,,,,,,,,,,-202.0,346.0,,,1.0,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,2-0,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
,6-6,0-0,1.0,2973434,,,69,,1,Ad,Motka Komac,Near,1.0,T,39.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-0,Elise Wagle,Motka Komac,,,,,0,1st Serve In,T
,6-6,0-0,,2999940,,,69,,2,Ad,Motka Komac,Near,,,,,,,,,,12.0,481.0,Crosscourt,Forehand,,,,,,,,,,-25.0,-430.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-0,Elise Wagle,Elise Wagle,,,,,0,,
,6-6,0-0,,3001620,,,69,,3,Ad,Motka Komac,Near,,,,,,,,,,-76.0,-549.0,Crosscourt,Forehand,,,,,,,,,,116.0,258.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-0,Elise Wagle,Motka Komac,,,,,0,,
,6-6,0-0,,3003232,,,69,,4,Ad,Motka Komac,Near,,,,,,,,,,143.0,478.0,Down the Line,Backhand,,,,,,,,,,100.0,-409.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-0,Elise Wagle,Elise Wagle,,,,,0,,
,6-6,0-0,,3004310,,,69,,5,Deuce,Motka Komac,Near,,,,,,,,,,111.0,-491.0,Crosscourt,Forehand,,,,,,,,,,-76.0,152.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-0,Elise Wagle,Motka Komac,,,,,0,,
,6-6,0-0,,3006368,,,69,,6,Deuce,Motka Komac,Near,,,,,,,,,,-143.0,398.0,Down the Line,Forehand,1.0,,,,,,,,,-7.0,-115.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-0,Elise Wagle,Elise Wagle,,,,,0,,
,6-6,0-0,,3007764,,,69,,7,Deuce,Motka Komac,Near,,,,,,,,,,4.0,-259.0,Crosscourt,Forehand,1.0,,,,,,,,,-111.0,421.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-0,Elise Wagle,Motka Komac,,,,,0,,
,6-6,0-0,,3008600,1.0,,69,,8,Deuce,Motka Komac,Near,,,,,,,,,,-47.0,451.0,Down the Line,Forehand,,,,,,,,,1.0,-180.0,-467.0,,1.0,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-0,Elise Wagle,Elise Wagle,,,,Motka Komac,1,,
,6-6,0-0,1.0,3031519,,,70,,1,Deuce,Motka Komac,Near,1.0,Body,-100.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-1,Elise Wagle,Motka Komac,,,,,0,1st Serve In,Body
,6-6,0-0,,3038779,,,70,,2,Deuce,Motka Komac,Near,,,,,,,,,,-191.0,480.0,Crosscourt,Forehand,,,,,,,,,,28.0,-219.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-1,Elise Wagle,Elise Wagle,,,,,0,,
,6-6,0-0,,3040270,1.0,,70,,3,Deuce,Motka Komac,Near,,,,,,,,,,71.0,-390.0,Down the Line,Forehand,,,,,,,,,,57.0,-6.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,3-1,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
,6-6,0-0,1.0,3051387,,,71,,1,Ad,Elise Wagle,Far,1.0,Wide,-130.0,-220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,4-1,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
,6-6,0-0,,3069527,,,71,,2,Ad,Elise Wagle,Far,,,,,,,,,,-162.0,-478.0,Crosscourt,Backhand,,,,,,,,,,92.0,437.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,4-1,Motka Komac,Motka Komac,,,,,0,,
,6-6,0-0,,3070895,,,71,,3,Ad,Elise Wagle,Far,,,,,,,,,,129.0,485.0,Down the Line,Backhand,,,,,,,,,,84.0,-204.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,4-1,Motka Komac,Elise Wagle,,,,,0,,
,6-6,0-0,,3072550,,,71,,4,Deuce,Elise Wagle,Far,,,,,,,,,,44.0,-374.0,Down the Line,Forehand,,,,1.0,,,,,,89.0,397.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,4-1,Motka Komac,Motka Komac,,,,,0,,
,6-6,0-0,,3073918,1.0,,71,,5,Ad,Elise Wagle,Far,,,,,,,,,,97.0,488.0,Down the Line,Backhand,,,,,,1.0,,1.0,,151.0,-281.0,1.0,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,4-1,Motka Komac,Elise Wagle,,,,Elise Wagle,0,,
,6-6,0-0,1.0,3134382,,,72,,1,Deuce,Elise Wagle,Near,0.0,T,-10.0,2.0,1.0,Body,-71.0,229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,5-1,Motka Komac,Elise Wagle,,,,,0,2nd Serve In,Body
,6-6,0-0,,3147652,,,72,,2,Deuce,Elise Wagle,Near,,,,,,,,,,-84.0,451.0,Down the Line,Forehand,,,,,,,,,,-79.0,-259.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,5-1,Motka Komac,Motka Komac,,,,,0,,
,6-6,0-0,,3148604,,,72,,3,Ad,Elise Wagle,Near,,,,,,,,,,-50.0,-499.0,Crosscourt,Backhand,1.0,,,,,,,,,36.0,405.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,5-1,Motka Komac,Elise Wagle,,,,,0,,
,6-6,0-0,,3150741,1.0,,72,,4,Ad,Elise Wagle,Near,,,,,,,,,,97.0,432.0,Crosscourt,Forehand,,,,,,,,,,-36.0,2.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,5-1,Motka Komac,Motka Komac,,,,Elise Wagle,1,,
,6-6,0-0,1.0,3170598,,,73,,1,Ad,Motka Komac,Far,0.0,Body,-76.0,-251.0,1.0,Wide,-108.0,-187.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,6-1,Elise Wagle,Motka Komac,,,,,0,2nd Serve In,Wide
,6-6,0-0,,3190236,,,73,,2,Ad,Motka Komac,Far,,,,,,,,,,-148.0,-467.0,Down the Line,Backhand,,,,,,,,,,-71.0,328.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,6-1,Elise Wagle,Elise Wagle,,,,,0,,
,6-6,0-0,,3191445,,,73,,3,Deuce,Motka Komac,Far,,,,,,,,,,-18.0,478.0,Crosscourt,Forehand,,,,,,,,,,143.0,-366.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,6-1,Elise Wagle,Motka Komac,,,,,0,,
,6-6,0-0,,3193277,,,73,,4,Deuce,Motka Komac,Far,,,,,,,,,,231.0,-547.0,Crosscourt,Forehand,,,,,,,,,,-52.0,435.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,6-1,Elise Wagle,Elise Wagle,,,,,0,,
,6-6,0-0,,3196557,1.0,,73,,5,Deuce,Motka Komac,Far,,,,,,,,,,-50.0,480.0,Down the Line,Forehand,,,,,,,,,,-87.0,541.0,,,,1.0,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,6-1,Elise Wagle,Motka Komac,,,,Elise Wagle,1,,
0-15,0-0,1-0,1.0,3498810,,,74,,1,Ad,Elise Wagle,Far,1.0,Wide,-144.0,-196.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,Wide
0-15,0-0,1-0,,3505017,,,74,,2,Ad,Elise Wagle,Far,,,,,,,,,,-243.0,-474.0,Crosscourt,Backhand,,,,,,,,,,80.0,317.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-15,0-0,1-0,,3510106,,,74,,3,Ad,Elise Wagle,Far,,,,,,,,,,136.0,474.0,Down the Line,Backhand,,,,,,,,,,98.0,-250.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-15,0-0,1-0,,3511212,,,74,,4,Deuce,Elise Wagle,Far,,,,,,,,,,101.0,-530.0,Crosscourt,Forehand,,,,,,,,,,-11.0,293.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-15,0-0,1-0,,3513110,1.0,,74,,5,Deuce,Elise Wagle,Far,,,,,,,,,,-3.0,397.0,Down the Line,Forehand,,,,,,,,,,-120.0,-488.0,,,,,1.0,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,Motka Komac,1,,
0-30,0-0,1-0,1.0,3515660,1.0,,75,,1,Deuce,Elise Wagle,Far,0.0,Body,74.0,-249.0,0.0,Body,77.0,-250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,1,Motka Komac,0,Double Fault,Body
0-40,0-0,1-0,1.0,3555289,,,76,,1,Ad,Elise Wagle,Far,1.0,T,-35.0,-233.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,1st Serve In,T
0-40,0-0,1-0,,3578512,,,76,,2,Ad,Elise Wagle,Far,,,,,,,,,,-40.0,-464.0,Down the Line,Forehand,1.0,,,,,,,,,-35.0,408.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-40,0-0,1-0,,3580890,,,76,,3,Deuce,Elise Wagle,Far,,,,,,,,,,-6.0,472.0,Down the Line,Forehand,,,,,,,,,,-48.0,-298.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-40,0-0,1-0,,3581384,,,76,,4,Ad,Elise Wagle,Far,,,,,,,,,,-48.0,-517.0,Crosscourt,Backhand,,,,,,,,,,58.0,354.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-40,0-0,1-0,,3582871,,,76,,5,Ad,Elise Wagle,Far,,,,,,,,,,21.0,472.0,Crosscourt,Backhand,,,,,1.0,,,,,-142.0,-342.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-40,0-0,1-0,,3584439,,,76,,6,Ad,Elise Wagle,Far,,,,,,,,,,-275.0,-511.0,Crosscourt,Backhand,,,,,,,,,,98.0,295.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
0-40,0-0,1-0,,3586457,,,76,,7,Ad,Elise Wagle,Far,,,,,,,,,,154.0,438.0,Crosscourt,Backhand,,,,,,,,,,-94.0,-313.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Elise Wagle,,,,,0,,
0-40,0-0,1-0,,3587479,,,76,,8,Ad,Elise Wagle,Far,,,,,,,,,,-184.0,-500.0,Crosscourt,Backhand,,,,,,,,,,82.0,391.0,,,,,,,,,,,,,,Elise Wagle,Motka Komac,right,right,,,,,Motka Komac,Motka Komac,,,,,0,,
