pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
11,Govind Nanda,Nishesh Basavareddy,40-15,0-1,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,478317.0,,,8,5-8,1,0,1st Serve In,Body,Body,,False,Far,96.0,-199.0,,,Down the Line,Forehand,Net,,Down the Line,Forehand,Govind Nanda,Error,Nishesh Basavareddy,0.0,False,,,1,0,0,0,1,40,15,,,2,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Body,,,,,,0.0,0.0,3.0,3.0,"Set 1: 0-1, 40-15 Nishesh Basavareddy Serving"
12,Govind Nanda,Nishesh Basavareddy,40-30,0-1,0-0,,Ad,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,508335.0,,,1,1-4,1,0,1st Serve In,Wide,Wide,,True,Far,-144.0,-214.0,,,,,,,,,Nishesh Basavareddy,,Nishesh Basavareddy,0.0,False,,,1,0,0,0,1,40,30,,,2,Ace,,,,,,,1st Serve In,Ad: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 1: 0-1, 40-30 Nishesh Basavareddy Serving"
13,Govind Nanda,Nishesh Basavareddy,40-40,0-1,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,569443.0,,,11,9-12,0,1,2nd Serve In,T,T,T,False,Far,-130.0,-169.0,3.0,-155.0,Down the Line,Forehand,Wide Right,,Crosscourt,Backhand,Nishesh Basavareddy,Error,Govind Nanda,0.0,True,,,1,0,0,0,1,40,40,,,2,,,Down the Line,Forehand,,,,2nd Serve In,Deuce: T,,,Crosscourt,Backhand,Error,1.0,0.0,4.0,4.0,"Set 1: 0-1, 40-40 Nishesh Basavareddy Serving"
14,Govind Nanda,Nishesh Basavareddy,0-0,1-1,0-0,,Deuce,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,609334.0,,,2,1-4,0,1,2nd Serve In,Wide,Wide,Wide,False,Near,-170.0,220.0,-114.0,221.0,Crosscourt,Forehand,Net,Net,Crosscourt,Forehand,Nishesh Basavareddy,Error,Govind Nanda,0.0,False,,,1,0,0,1,1,0,0,,,3,2nd Serve In,Deuce: Wide,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,0.0,0.0,0.0,0.0,"Set 1: 1-1, 0-0 Govind Nanda Serving"
15,Govind Nanda,Nishesh Basavareddy,15-0,1-1,0-0,,Ad,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,663123.0,,,12,9-12,0,1,2nd Serve In,T,Wide,T,False,Near,163.0,249.0,30.0,232.0,Down the Line,Forehand,Wide Right,,Crosscourt,Backhand,Nishesh Basavareddy,Error,Govind Nanda,0.0,False,,,1,0,0,1,1,15,0,,,3,2nd Serve In,Ad: T,,,,,,,,Down the Line,Forehand,Crosscourt,Backhand,Error,2.0,3.0,3.0,2.0,"Set 1: 1-1, 15-0 Govind Nanda Serving"
16,Govind Nanda,Nishesh Basavareddy,30-0,1-1,0-0,,Deuce,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,768696.0,,,2,1-4,1,0,1st Serve In,T,T,,False,Near,-26.0,222.0,,,Down the Line,Backhand,Long,Long,Down the Line,Backhand,Nishesh Basavareddy,Error,Govind Nanda,0.0,False,,,1,0,0,1,1,30,0,,,3,1st Serve In,Deuce: T,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,0.0,0.0,0.0,0.0,"Set 1: 1-1, 30-0 Govind Nanda Serving"
17,Govind Nanda,Nishesh Basavareddy,40-0,1-1,0-0,,Ad,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,768698.0,,,2,1-4,1,0,1st Serve In,T,T,,False,Near,30.0,225.0,,,Crosscourt,Forehand,Net,Net,Crosscourt,Forehand,Nishesh Basavareddy,Error,Govind Nanda,0.0,False,,,1,0,0,1,1,40,0,,,3,1st Serve In,Ad: T,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,0.0,0.0,0.0,0.0,"Set 1: 1-1, 40-0 Govind Nanda Serving"
18,Govind Nanda,Nishesh Basavareddy,0-0,2-1,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,897770.0,,,14,13+,0,1,2nd Serve In,T,Wide,T,False,Near,-173.0,105.0,-50.0,240.0,Down the Line,Backhand,Wide Right,,Down the Line,Forehand,Govind Nanda,Error,Nishesh Basavareddy,0.0,False,Govind Nanda,Nishesh Basavareddy,1,0,0,2,1,0,0,,,4,,,Down the Line,Backhand,Down the Line,Forehand,Error,2nd Serve In,Deuce: T,,,,,,2.0,3.0,4.0,3.0,"Set 1: 2-1, 0-0 Nishesh Basavareddy Serving"
19,Govind Nanda,Nishesh Basavareddy,0-15,2-1,0-0,,Ad,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,929742.0,,,6,5-8,1,0,1st Serve In,Body,Body,,False,Near,83.0,222.0,,,Crosscourt,Backhand,Wide Right,,Down the Line,Forehand,Govind Nanda,Error,Nishesh Basavareddy,,False,,Nishesh Basavareddy,1,0,0,2,1,0,15,,,4,,,Crosscourt,Backhand,Down the Line,Forehand,Error,1st Serve In,Ad: Body,,,,,,0.0,1.0,2.0,1.0,"Set 1: 2-1, 0-15 Nishesh Basavareddy Serving"
20,Govind Nanda,Nishesh Basavareddy,0-30,2-1,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,970765.0,,,4,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,-130.0,209.0,,,Down the Line,Forehand,Wide Left,,Down the Line,Backhand,Govind Nanda,Error,Nishesh Basavareddy,,False,,,1,0,0,2,1,0,30,,,4,,,Down the Line,Forehand,Down the Line,Backhand,Error,1st Serve In,Deuce: Wide,,,,,,1.0,0.0,0.0,1.0,"Set 1: 2-1, 0-30 Nishesh Basavareddy Serving"
21,Govind Nanda,Nishesh Basavareddy,0-40,2-1,0-0,,Ad,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1003320.0,,,5,5-8,1,0,1st Serve In,T,T,,False,Near,11.0,220.0,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Nishesh Basavareddy,Error,Govind Nanda,,True,,,1,0,0,2,1,0,40,,,4,,,Crosscourt,Forehand,,,,1st Serve In,Ad: T,,,Down the Line,Backhand,Error,1.0,1.0,1.0,0.0,"Set 1: 2-1, 0-40 Nishesh Basavareddy Serving"
