pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
22,Govind Nanda,Nishesh Basavareddy,15-40,2-1,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1057967.0,,,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,-141.0,184.0,,,Down the Line,Forehand,Net,Net,Down the Line,Forehand,Govind Nanda,Error,Nishesh Basavareddy,,True,,,1,0,0,2,1,15,40,,,4,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 1: 2-1, 15-40 Nishesh Basavareddy Serving"
23,Govind Nanda,Nishesh Basavareddy,0-0,2-2,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1086910.0,,,6,5-8,1,0,1st Serve In,T,T,,False,Far,19.0,-232.0,,,Down the Line,Backhand,,,Crosscourt,Forehand,Govind Nanda,Winner,Govind Nanda,,False,Govind Nanda,Nishesh Basavareddy,1,0,0,2,2,0,0,,,5,,,Down the Line,Backhand,Crosscourt,Forehand,Winner,1st Serve In,Deuce: T,,,,,,1.0,0.0,2.0,2.0,"Set 1: 2-2, 0-0 Nishesh Basavareddy Serving"
24,Govind Nanda,Nishesh Basavareddy,15-0,2-2,0-0,,Ad,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1098211.0,,,5,5-8,1,0,1st Serve In,T,T,,False,Far,-29.0,-232.0,,,Crosscourt,Forehand,Long,,Down the Line,Forehand,Nishesh Basavareddy,Error,Govind Nanda,,False,,,1,0,0,2,2,15,0,,,5,,,Crosscourt,Forehand,,,,1st Serve In,Ad: T,,,Down the Line,Forehand,Error,1.0,0.0,1.0,1.0,"Set 1: 2-2, 15-0 Nishesh Basavareddy Serving"
25,Govind Nanda,Nishesh Basavareddy,30-0,2-2,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1130519.0,,,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,144.0,-165.0,,,Down the Line,Forehand,Wide Right,Wide Right,Down the Line,Forehand,Govind Nanda,Error,Nishesh Basavareddy,,False,,,1,0,0,2,2,30,0,,,5,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 1: 2-2, 30-0 Nishesh Basavareddy Serving"
26,Govind Nanda,Nishesh Basavareddy,30-15,2-2,0-0,,Ad,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1168240.0,,,4,1-4,1,0,1st Serve In,T,T,,False,Far,-18.0,-226.0,,,Crosscourt,Forehand,Net,,Crosscourt,Backhand,Govind Nanda,Error,Nishesh Basavareddy,,False,,,1,0,0,2,2,30,15,,,5,,,Crosscourt,Forehand,Crosscourt,Backhand,Error,1st Serve In,Ad: T,,,,,,0.0,0.0,1.0,1.0,"Set 1: 2-2, 30-15 Nishesh Basavareddy Serving"
27,Govind Nanda,Nishesh Basavareddy,30-30,2-2,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1187891.0,,,11,9-12,1,0,1st Serve In,T,T,,False,Far,40.0,-203.0,,,Down the Line,Backhand,Net,,Down the Line,Backhand,Nishesh Basavareddy,Error,Govind Nanda,,False,,,1,0,0,2,2,30,30,,,5,,,Down the Line,Backhand,,,,1st Serve In,Deuce: T,,,Down the Line,Backhand,Error,0.0,3.0,5.0,1.0,"Set 1: 2-2, 30-30 Nishesh Basavareddy Serving"
28,Govind Nanda,Nishesh Basavareddy,40-30,2-2,0-0,,Ad,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1226404.0,,,5,5-8,1,0,1st Serve In,T,T,,False,Far,-26.0,-171.0,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Nishesh Basavareddy,Error,Govind Nanda,,False,,,1,0,0,2,2,40,30,,,5,,,Crosscourt,Forehand,,,,1st Serve In,Ad: T,,,Down the Line,Backhand,Error,0.0,0.0,2.0,1.0,"Set 1: 2-2, 40-30 Nishesh Basavareddy Serving"
29,Govind Nanda,Nishesh Basavareddy,0-0,3-2,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1375437.0,,,10,9-12,0,1,2nd Serve In,Wide,T,Wide,False,Far,14.0,0.0,120.0,-208.0,Down the Line,Forehand,Net,,Down the Line,Forehand,Govind Nanda,Error,Nishesh Basavareddy,,False,,,1,0,0,3,2,0,0,,,6,,,Down the Line,Forehand,Down the Line,Forehand,Error,2nd Serve In,Deuce: Wide,,,,,,1.0,1.0,3.0,3.0,"Set 1: 3-2, 0-0 Nishesh Basavareddy Serving"
30,Govind Nanda,Nishesh Basavareddy,0-15,3-2,0-0,,Ad,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1409485.0,,,5,5-8,1,0,1st Serve In,T,T,,False,Far,-42.0,-221.0,,,Crosscourt,Forehand,,,Crosscourt,Forehand,Nishesh Basavareddy,Winner,Nishesh Basavareddy,,False,,,1,0,0,3,2,0,15,,,6,,,Crosscourt,Forehand,,,,1st Serve In,Ad: T,,,Crosscourt,Forehand,Winner,0.0,1.0,2.0,1.0,"Set 1: 3-2, 0-15 Nishesh Basavareddy Serving"
31,Govind Nanda,Nishesh Basavareddy,0-30,3-2,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1437309.0,,,6,5-8,0,1,2nd Serve In,T,Body,T,False,Far,99.0,0.0,19.0,-112.0,Down the Line,Backhand,Wide Left,,Crosscourt,Forehand,Govind Nanda,Error,Nishesh Basavareddy,,False,,,1,0,0,3,2,0,30,,,6,,,Down the Line,Backhand,Crosscourt,Forehand,Error,2nd Serve In,Deuce: T,,,,,,0.0,0.0,2.0,2.0,"Set 1: 3-2, 0-30 Nishesh Basavareddy Serving"
32,Govind Nanda,Nishesh Basavareddy,0-40,3-2,0-0,,Ad,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1505136.0,,,2,1-4,1,0,1st Serve In,T,T,,False,Far,-40.0,-242.0,,,Crosscourt,Forehand,Net,Net,Crosscourt,Forehand,Govind Nanda,Error,Nishesh Basavareddy,,True,,,1,0,0,3,2,0,40,,,6,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,1st Serve In,Ad: T,,,,,,0.0,0.0,0.0,0.0,"Set 1: 3-2, 0-40 Nishesh Basavareddy Serving"
33,Govind Nanda,Nishesh Basavareddy,0-0,2-4,0-0,,Deuce,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,1522486.0,,,15,13+,0,1,2nd Serve In,Body,Wide,Body,False,Near,-168.0,197.0,-56.0,205.0,Down the Line,Forehand,,,Down the Line,Backhand,Govind Nanda,Winner,Govind Nanda,,False,Govind Nanda,Nishesh Basavareddy,1,0,0,2,4,0,0,,,7,2nd Serve In,Deuce: Body,,,Down the Line,Backhand,Winner,,,Down the Line,Forehand,,,,3.0,0.0,4.0,7.0,"Set 1: 2-4, 0-0 Govind Nanda Serving"
34,Govind Nanda,Nishesh Basavareddy,15-0,2-4,0-0,,Ad,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,1593687.0,,,1,1-4,1,0,1st Serve In,Wide,Wide,,True,Near,144.0,224.0,,,,,,,,,Govind Nanda,,Govind Nanda,,False,,,1,0,0,2,4,15,0,,,7,Ace,Ad: Wide,,,,,,,,,,,,,0.0,0.0,0.0,0.0,"Set 1: 2-4, 15-0 Govind Nanda Serving"
35,Govind Nanda,Nishesh Basavareddy,30-0,2-4,0-0,,Deuce,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,1609893.0,,,14,13+,0,0,Double Fault,T,T,T,False,Near,88.0,216.0,83.0,80.0,Crosscourt,Forehand,,,Down the Line,Backhand,Nishesh Basavareddy,Winner,Nishesh Basavareddy,,False,,Nishesh Basavareddy,1,0,0,2,4,30,0,,,7,Double Fault,Deuce: T,,,,,,,,Crosscourt,Forehand,Down the Line,Backhand,Winner,0.0,3.0,6.0,4.0,"Set 1: 2-4, 30-0 Govind Nanda Serving"
36,Govind Nanda,Nishesh Basavareddy,30-15,2-4,0-0,,Ad,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,1661767.0,,,15,13+,1,0,1st Serve In,T,T,,False,Near,16.0,224.0,,,Down the Line,Forehand,Wide Right,,Down the Line,Forehand,Govind Nanda,Error,Nishesh Basavareddy,,False,,,1,0,0,2,4,30,15,,,7,1st Serve In,Ad: T,,,Down the Line,Forehand,Error,,,Down the Line,Forehand,,,,2.0,0.0,4.0,7.0,"Set 1: 2-4, 30-15 Govind Nanda Serving"
37,Govind Nanda,Nishesh Basavareddy,30-30,2-4,0-0,,Deuce,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,1716534.0,,,5,5-8,0,1,2nd Serve In,Wide,Body,Wide,False,Near,-90.0,0.0,-114.0,216.0,Crosscourt,Forehand,Net,,Crosscourt,Backhand,Govind Nanda,Error,Nishesh Basavareddy,,False,,,1,0,0,2,4,30,30,,,7,2nd Serve In,Deuce: Wide,,,Crosscourt,Backhand,Error,,,Crosscourt,Forehand,,,,0.0,2.0,1.0,0.0,"Set 1: 2-4, 30-30 Govind Nanda Serving"
38,Govind Nanda,Nishesh Basavareddy,30-40,2-4,0-0,,Deuce,Govind Nanda,Nishesh Basavareddy,UCLA,Stanford,1833363.0,,,7,5-8,0,0,Double Fault,T,T,T,False,Near,184.0,274.0,78.0,234.0,Crosscourt,Backhand,Wide Right,,Down the Line,Forehand,Govind Nanda,Error,Nishesh Basavareddy,,True,,,1,0,0,2,4,30,40,,,7,Double Fault,Deuce: T,,,Down the Line,Forehand,,,,Crosscourt,Backhand,,,,1.0,1.0,1.0,2.0,"Set 1: 2-4, 30-40 Govind Nanda Serving"
39,Govind Nanda,Nishesh Basavareddy,0-0,2-5,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1958821.0,,,1,1-4,0,0,Double Fault,T,T,T,False,Near,-18.0,264.0,-13.0,0.0,,,,,,,Nishesh Basavareddy,,Govind Nanda,,False,,,1,0,0,2,5,0,0,,,8,,,,,,,,Double Fault,Deuce: T,,,,,,0.0,0.0,0.0,0.0,"Set 1: 2-5, 0-0 Nishesh Basavareddy Serving"
40,Govind Nanda,Nishesh Basavareddy,15-0,2-5,0-0,,Ad,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,1969250.0,,,10,9-12,1,0,1st Serve In,Body,Body,,False,Near,102.0,232.0,,,Crosscourt,Backhand,Long,,Crosscourt,Backhand,Govind Nanda,Error,Nishesh Basavareddy,,False,,,1,0,0,2,5,15,0,,,8,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,1st Serve In,Ad: Body,,,,,,2.0,1.0,2.0,3.0,"Set 1: 2-5, 15-0 Nishesh Basavareddy Serving"
41,Govind Nanda,Nishesh Basavareddy,15-15,2-5,0-0,,Deuce,Nishesh Basavareddy,Govind Nanda,UCLA,Stanford,2015811.0,,,5,5-8,0,1,2nd Serve In,Wide,Wide,Wide,False,Near,-178.0,242.0,-117.0,218.0,Down the Line,Forehand,,,Crosscourt,Forehand,Nishesh Basavareddy,Winner,Nishesh Basavareddy,,False,,Nishesh Basavareddy,1,0,0,2,5,15,15,,,8,,,Down the Line,Forehand,,,,2nd Serve In,Deuce: Wide,,,Crosscourt,Forehand,Winner,0.0,1.0,2.0,1.0,"Set 1: 2-5, 15-15 Nishesh Basavareddy Serving"
