pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes
15-0,1-1,0-0,,712504,,,,,8,Deuce,Govind Nanda,Near,,,,,,,,,,-133,525,Down the Line,Forehand,,,,,,,,,,-130,-373,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-0,1-1,0-0,,712505,,,,,9,Ad,Govind Nanda,Near,,,,,,,,,,-42,-472,Crosscourt,Backhand,,,,,,,,,,70,229,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-0,1-1,0-0,,714355,,,,,10,Ad,Govind Nanda,Near,,,,,,,,,,115,437,Down the Line,Backhand,1,,,,,,,,,99,-293,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-0,1-1,0-0,,716197,,,,,11,Deuce,Govind Nanda,Near,,,,,,,,,,88,-421,Down the Line,Forehand,,,,,,,,,,19,155,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-0,1-1,0-0,,768695,1,,,,12,Ad,Govind Nanda,Near,,,,,,,,,,48,378,Crosscourt,Backhand,,,,,,,,,,-253,112,,1,,1,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-0,1-1,0-0,1,768696,,,,,1,Deuce,Govind Nanda,Near,1,T,-26,222,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-0,1-1,0-0,,768697,1,,,,2,Deuce,Govind Nanda,Near,,,,,,,,,,-61,474,Down the Line,Backhand,,,,,,,,,,-151,-477,,,,,1,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
40-0,1-1,0-0,1,768698,,,,,1,Ad,Govind Nanda,Near,1,T,30,225,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
40-0,1-1,0-0,,792596,1,,,,2,Deuce,Govind Nanda,Near,,,,,,,,,,-21,472,Crosscourt,Forehand,,,,,,,,,,22,3,,,,1,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,1,897770,,,,,1,Deuce,Nishesh Basavareddy,Near,0,Wide,-173,105,1,T,-50,240,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,912245,,,,,2,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-77,498,Down the Line,Backhand,,,,,,,,,,-77,-296,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,912798,,,,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-82,-472,Crosscourt,Backhand,,,,,,,,,,86,226,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,913831,,,,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,112,482,Crosscourt,Backhand,,,,,,,,,,-58,-203,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,914851,,,,,5,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-112,-432,Down the Line,Backhand,1,,,,,,,,,-82,413,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,916305,,,,,6,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-69,477,Crosscourt,Forehand,,,,,,,,,,91,-376,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,917419,,,,,7,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,86,-490,Down the Line,Forehand,,,,,,,,,,96,232,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,919196,,,,,8,Ad,Nishesh Basavareddy,Near,,,,,,,,,,86,488,Crosscourt,Backhand,,,,,,,,,,-122,-333,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,920450,,,,,9,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-149,-482,Crosscourt,Backhand,,,,,,,,,,40,232,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,926281,,,,,10,Ad,Nishesh Basavareddy,Near,,,,,,,,,,0,434,Down the Line,Forehand,,,,,,,,,,38,-424,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,926282,,,,,11,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,72,-469,Crosscourt,Forehand,,,,1,,,,,,-18,429,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,926283,,,,,12,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-16,488,Down the Line,Forehand,,,,,,,,,,-122,-139,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,926284,,,,,13,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-133,-184,Down the Line,Backhand,1,1,,,,,1,,,-87,410,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-1,0-0,,927733,1,,,,14,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-80,488,Down the Line,Forehand,,,,,,,1,,1,-175,-290,,1,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,2-1,0-0,1,929742,,,,,1,Ad,Nishesh Basavareddy,Near,1,Body,83,222,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,2-1,0-0,,965401,,,,,2,Ad,Nishesh Basavareddy,Near,,,,,,,,,,64,472,Crosscourt,Backhand,,,,,,,,,,-82,-224,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,2-1,0-0,,965402,,,,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-69,-373,Crosscourt,Backhand,,,,,,,,,,86,218,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,2-1,0-0,,966949,,,,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,120,480,Down the Line,Backhand,1,,,,,,,,,88,-205,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,2-1,0-0,,968415,,,,,5,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,104,-213,Crosscourt,Forehand,,,,,,,,,,-125,432,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,2-1,0-0,,970764,1,,,,6,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-152,482,Down the Line,Forehand,,,,,,,,,,-173,-512,,1,,,1,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,2-1,0-0,1,970765,,,,,1,Deuce,Nishesh Basavareddy,Near,1,Wide,-130,209,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,2-1,0-0,,999823,,,,,2,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-144,472,Down the Line,Forehand,,,,,,,,,,-143,-362,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,2-1,0-0,,999824,,,,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-114,-469,Crosscourt,Backhand,,,,,,,,,,102,218,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,2-1,0-0,,1003319,1,,,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,125,504,Down the Line,Backhand,,,,,,,,,,171,-325,,,1,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-40,2-1,0-0,1,1003320,,,,,1,Ad,Nishesh Basavareddy,Near,1,T,11,220,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-40,2-1,0-0,,1024887,,,,,2,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-26,496,Crosscourt,Forehand,,,,,,,,,,3,-400,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-40,2-1,0-0,,1024888,,,,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-26,-488,Crosscourt,Forehand,,,,,,,,,,56,386,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-40,2-1,0-0,,1025767,,,,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,51,488,Crosscourt,Backhand,,,,,,,,,,-106,-213,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-40,2-1,0-0,,1026811,1,,,,5,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-154,-466,Down the Line,Backhand,1,,,,,,,,,-141,0,,,,1,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-40,2-1,0-0,1,1057967,,,,,1,Deuce,Nishesh Basavareddy,Near,1,Wide,-141,184,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-40,2-1,0-0,,1060908,1,,,,2,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-184,493,Down the Line,Forehand,,,,,,,,,,-93,0,,,,1,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-2,0-0,1,1086910,,,,,1,Deuce,Nishesh Basavareddy,Far,1,T,19,-232,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-2,0-0,,1088655,,,,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,46,-469,Down the Line,Backhand,,,,,,,,,,56,426,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-2,0-0,,1090664,,,,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,3,493,Crosscourt,Backhand,,,,,,,,,,-8,-234,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-2,0-0,,1091664,,,,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-45,-392,Crosscourt,Backhand,,,,1,,,,,,128,346,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-2,0-0,,1093492,,,,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,176,493,Down the Line,Backhand,,,,,,,,,,141,-160,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,2-2,0-0,,1093493,1,,,,6,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,141,-171,Crosscourt,Forehand,,1,,,,,,1,,-82,234,1,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-0,2-2,0-0,1,1098211,,,,,1,Ad,Nishesh Basavareddy,Far,1,T,-29,-232,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-0,2-2,0-0,,1124778,,,,,2,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-109,-493,Crosscourt,Forehand,,,,,,,,,,117,389,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-0,2-2,0-0,,1124779,,,,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,104,522,Down the Line,Forehand,,,,,,,,,,86,-333,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-0,2-2,0-0,,1124780,,,,,4,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,160,-586,Crosscourt,Forehand,1,,,,,,,,,-120,338,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
15-0,2-2,0-0,,1126668,1,,,,5,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-122,378,Down the Line,Forehand,,,,1,,,,,,-144,-466,,,,,1,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-0,2-2,0-0,1,1130519,,,,,1,Deuce,Nishesh Basavareddy,Far,1,Wide,144,-165,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-0,2-2,0-0,,1165771,1,,,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,267,-480,Down the Line,Forehand,,,,,,,,,,216,210,,1,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-15,2-2,0-0,1,1168240,,,,,1,Ad,Nishesh Basavareddy,Far,1,T,-18,-226,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-15,2-2,0-0,,1181990,,,,,2,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-16,-520,Crosscourt,Forehand,,,,,,,,,,32,240,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-15,2-2,0-0,,1183237,,,,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,70,389,Crosscourt,Forehand,,,,1,,,,,,-120,-317,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-15,2-2,0-0,,1185312,1,,,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-245,-533,Crosscourt,Backhand,,,,,,,,,1,70,-11,,,,1,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,1,1187891,,,,,1,Deuce,Nishesh Basavareddy,Far,1,T,40,-203,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1209600,,,,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,86,-490,Down the Line,Backhand,,,,,,,,,,46,346,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1211023,,,,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,46,466,Crosscourt,Forehand,,,,,,,,,,-50,-341,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1212119,,,,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-93,-506,Crosscourt,Backhand,,,,,,,,,,59,226,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1213236,,,,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,48,458,Crosscourt,Backhand,1,,,,,,,,,-80,-357,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1214900,,,,,6,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-61,-440,Down the Line,Backhand,,,,,,,,,,-146,296,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1216565,,,,,7,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-168,493,Crosscourt,Forehand,,,,,,,,,,131,-360,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1217907,,,,,8,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,160,-448,Down the Line,Forehand,,,,,,,,,,125,280,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1218751,,,,,9,Ad,Nishesh Basavareddy,Far,,,,,,,,,,46,480,Crosscourt,Backhand,1,,,,,,,,,-144,-352,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1220499,,,,,10,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-160,-472,Crosscourt,Backhand,,,,,,,,,,62,282,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
30-30,2-2,0-0,,1221884,1,,,,11,Ad,Nishesh Basavareddy,Far,,,,,,,,,,78,488,Down the Line,Backhand,,,,,,,,,,3,0,,,,1,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
40-30,2-2,0-0,1,1226404,,,,,1,Ad,Nishesh Basavareddy,Far,1,T,-26,-171,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
40-30,2-2,0-0,,1259820,,,,,2,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-45,-472,Crosscourt,Forehand,,,,,,,,,,32,280,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
40-30,2-2,0-0,,1261184,,,,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,24,488,Crosscourt,Forehand,,,,,,,,,,-80,-240,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
40-30,2-2,0-0,,1262403,,,,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-101,-453,Crosscourt,Backhand,,,,,,,,,,80,248,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
40-30,2-2,0-0,,1263669,1,,,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,80,474,Down the Line,Backhand,,,,,,,,,,16,0,,,,1,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,1,1375437,,,,,1,Deuce,Nishesh Basavareddy,Far,0,T,14,0,1,Wide,120,-208,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,,1395532,,,,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,128,-376,Down the Line,Forehand,,,,,,,,,,46,400,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,,1396531,,,,,3,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-8,466,Crosscourt,Backhand,,,,,,,,,,102,-285,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,,1397468,,,,,4,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,133,-485,Crosscourt,Forehand,,,,,,,,,,-74,240,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,,1398701,,,,,5,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-133,456,Crosscourt,Forehand,,,,,,,,,,75,-346,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,,1400037,,,,,6,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,88,-490,Down the Line,Forehand,,,,,,,,,,117,240,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,,1401104,,,,,7,Ad,Nishesh Basavareddy,Far,,,,,,,,,,72,453,Crosscourt,Backhand,,,,,,,,,,-40,-325,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,,1402843,,,,,8,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-61,-466,Down the Line,Backhand,,,,,,,,,,-66,253,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,,1403833,,,,,9,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-66,458,Crosscourt,Forehand,,,,,,,,,,83,-373,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-0,3-2,0-0,,1405430,1,,,,10,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,141,-541,Down the Line,Forehand,,,,,,,,,,115,0,,,,1,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,3-2,0-0,1,1409485,,,,,1,Ad,Nishesh Basavareddy,Far,1,T,-42,-221,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,3-2,0-0,,1432131,,,,,2,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-58,-477,Crosscourt,Forehand,,,,,,,,,,35,256,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,3-2,0-0,,1433315,,,,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,43,464,Down the Line,Forehand,,,,,,,,,,125,-322,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,3-2,0-0,,1434779,,,,,4,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,157,-498,Down the Line,Forehand,,,,,,,,,,75,216,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-15,3-2,0-0,,1436295,1,,,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,27,445,Crosscourt,Forehand,,,,,,,,,,-149,-370,1,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,3-2,0-0,1,1437309,,,,,1,Deuce,Nishesh Basavareddy,Far,0,Body,99,0,1,T,19,-112,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,3-2,0-0,,1485424,,,,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,67,-426,Down the Line,Backhand,,,,,,,,,,38,229,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,3-2,0-0,,1486714,,,,,3,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-16,445,Down the Line,Backhand,,,,,,,,,,-69,-314,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,3-2,0-0,,1487812,,,,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-85,-472,Crosscourt,Backhand,,,,,,,,,,94,277,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,3-2,0-0,,1489122,,,,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,107,464,Down the Line,Backhand,,,,,,,,,,141,-312,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-30,3-2,0-0,,1490347,1,,,,6,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,173,-501,Crosscourt,Forehand,,,,,,,,,,-165,189,,,1,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
0-40,3-2,0-0,1,1505136,,,,,1,Ad,Nishesh Basavareddy,Far,1,T,-40,-242,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,04/12/24,D1,,,,LATC,Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,
