pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
0-0,2-2,0-0,,1093493,1.0,,23,,6,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,141.0,-171.0,Crosscourt,Forehand,,1.0,,,,,1,1.0,,-82.0,234.0,1.0,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Govind Nanda,,,,Short
15-0,2-2,0-0,1.0,1098211,,,24,,1,Ad,Nishesh Basavareddy,Far,1.0,T,-29.0,-232.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,T,
15-0,2-2,0-0,,1124778,,,24,,2,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-109.0,-493.0,Crosscourt,Forehand,,,,,,,,,,117.0,389.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,1.0,,,,,,,Deep
15-0,2-2,0-0,,1124779,,,24,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,104.0,522.0,Down the Line,Forehand,,,,,,,,,,86.0,-333.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,1.0,,,,,,Short
15-0,2-2,0-0,,1124780,,,24,,4,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,160.0,-586.0,Crosscourt,Forehand,1.0,,,,,,,,,-120.0,338.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
15-0,2-2,0-0,,1126668,1.0,,24,,5,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-122.0,378.0,Down the Line,Forehand,,,,1.0,,,,,,-144.0,-466.0,,,,,1.0,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,Govind Nanda,1,,,Long
30-0,2-2,0-0,1.0,1130519,,,25,,1,Deuce,Nishesh Basavareddy,Far,1.0,Wide,144.0,-165.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,Wide,
30-0,2-2,0-0,,1165771,1.0,,25,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,267.0,-480.0,Down the Line,Forehand,,,,,,,,,,216.0,210.0,,1.0,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
30-15,2-2,0-0,1.0,1168240,,,26,,1,Ad,Nishesh Basavareddy,Far,1.0,T,-18.0,-226.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,T,
30-15,2-2,0-0,,1181990,,,26,,2,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-16.0,-520.0,Crosscourt,Forehand,,,,,,,,,,32.0,240.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,1.0,,,,,,,Short
30-15,2-2,0-0,,1183237,,,26,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,70.0,389.0,Crosscourt,Forehand,,,,1.0,,,,,,-120.0,-317.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,1.0,,,,,,,Short
30-15,2-2,0-0,,1185312,1.0,,26,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-245.0,-533.0,Crosscourt,Backhand,,,,,,,,,1.0,70.0,-11.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
30-30,2-2,0-0,1.0,1187891,,,27,,1,Deuce,Nishesh Basavareddy,Far,1.0,T,40.0,-203.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,T,
30-30,2-2,0-0,,1209600,,,27,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,86.0,-490.0,Down the Line,Backhand,,,,,,,,,,46.0,346.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,1.0,,,,,,Short
30-30,2-2,0-0,,1211023,,,27,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,46.0,466.0,Crosscourt,Forehand,,,,,,,,,,-50.0,-341.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,1.0,,,,,,,Short
30-30,2-2,0-0,,1212119,,,27,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-93.0,-506.0,Crosscourt,Backhand,,,,,,,,,,59.0,226.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
30-30,2-2,0-0,,1213236,,,27,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,48.0,458.0,Crosscourt,Backhand,1.0,,,,,,,,,-80.0,-357.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Deep
30-30,2-2,0-0,,1214900,,,27,,6,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-61.0,-440.0,Down the Line,Backhand,,,,,,,,,,-146.0,296.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
30-30,2-2,0-0,,1216565,,,27,,7,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-168.0,493.0,Crosscourt,Forehand,,,,,,,,,,131.0,-360.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Deep
30-30,2-2,0-0,,1217907,,,27,,8,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,160.0,-448.0,Down the Line,Forehand,,,,,,,,,,125.0,280.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
30-30,2-2,0-0,,1218751,,,27,,9,Ad,Nishesh Basavareddy,Far,,,,,,,,,,46.0,480.0,Crosscourt,Backhand,1.0,,,,,,,,,-144.0,-352.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Deep
30-30,2-2,0-0,,1220499,,,27,,10,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-160.0,-472.0,Crosscourt,Backhand,,,,,,,,,,62.0,282.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
30-30,2-2,0-0,,1221884,1.0,,27,,11,Ad,Nishesh Basavareddy,Far,,,,,,,,,,78.0,488.0,Down the Line,Backhand,,,,,,,,,,3.0,0.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,Govind Nanda,1,,,
40-30,2-2,0-0,1.0,1226404,,,28,,1,Ad,Nishesh Basavareddy,Far,1.0,T,-26.0,-171.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,T,
40-30,2-2,0-0,,1259820,,,28,,2,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-45.0,-472.0,Crosscourt,Forehand,,,,,,,,,,32.0,280.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,1.0,,,,,,,Short
40-30,2-2,0-0,,1261184,,,28,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,24.0,488.0,Crosscourt,Forehand,,,,,,,,,,-80.0,-240.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,1.0,,,,,,,Short
40-30,2-2,0-0,,1262403,,,28,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-101.0,-453.0,Crosscourt,Backhand,,,,,,,,,,80.0,248.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
40-30,2-2,0-0,,1263669,1.0,,28,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,80.0,474.0,Down the Line,Backhand,,,,,,,,,,16.0,0.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,Govind Nanda,1,,,
0-0,3-2,0-0,1.0,1375437,,,29,,1,Deuce,Nishesh Basavareddy,Far,0.0,T,14.0,0.0,1.0,Wide,120.0,-208.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,2nd Serve In,Wide,
0-0,3-2,0-0,,1395532,,,29,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,128.0,-376.0,Down the Line,Forehand,,,,,,,,,,46.0,400.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Deep
0-0,3-2,0-0,,1396531,,,29,,3,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-8.0,466.0,Crosscourt,Backhand,,,,,,,,,,102.0,-285.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,1.0,,,,,,,Short
0-0,3-2,0-0,,1397468,,,29,,4,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,133.0,-485.0,Crosscourt,Forehand,,,,,,,,,,-74.0,240.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-0,3-2,0-0,,1398701,,,29,,5,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-133.0,456.0,Crosscourt,Forehand,,,,,,,,,,75.0,-346.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
0-0,3-2,0-0,,1400037,,,29,,6,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,88.0,-490.0,Down the Line,Forehand,,,,,,,,,,117.0,240.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-0,3-2,0-0,,1401104,,,29,,7,Ad,Nishesh Basavareddy,Far,,,,,,,,,,72.0,453.0,Crosscourt,Backhand,,,,,,,,,,-40.0,-325.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
0-0,3-2,0-0,,1402843,,,29,,8,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-61.0,-466.0,Down the Line,Backhand,,,,,,,,,,-66.0,253.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-0,3-2,0-0,,1403833,,,29,,9,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-66.0,458.0,Crosscourt,Forehand,,,,,,,,,,83.0,-373.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Deep
0-0,3-2,0-0,,1405430,1.0,,29,,10,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,141.0,-541.0,Down the Line,Forehand,,,,,,,,,,115.0,0.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
0-15,3-2,0-0,1.0,1409485,,,30,,1,Ad,Nishesh Basavareddy,Far,1.0,T,-42.0,-221.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,T,
0-15,3-2,0-0,,1432131,,,30,,2,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-58.0,-477.0,Crosscourt,Forehand,,,,,,,,,,35.0,256.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,1.0,,,,,,,Short
0-15,3-2,0-0,,1433315,,,30,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,43.0,464.0,Down the Line,Forehand,,,,,,,,,,125.0,-322.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,1.0,,,,,,Short
0-15,3-2,0-0,,1434779,,,30,,4,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,157.0,-498.0,Down the Line,Forehand,,,,,,,,,,75.0,216.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-15,3-2,0-0,,1436295,1.0,,30,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,27.0,445.0,Crosscourt,Forehand,,,,,,,,,,-149.0,-370.0,1.0,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,1.0,,,Nishesh Basavareddy,,,,Deep
0-30,3-2,0-0,1.0,1437309,,,31,,1,Deuce,Nishesh Basavareddy,Far,0.0,Body,99.0,0.0,1.0,T,19.0,-112.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,2nd Serve In,T,
0-30,3-2,0-0,,1485424,,,31,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,67.0,-426.0,Down the Line,Backhand,,,,,,,,,,38.0,229.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,1.0,,,,,,Short
0-30,3-2,0-0,,1486714,,,31,,3,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-16.0,445.0,Down the Line,Backhand,,,,,,,,,,-69.0,-314.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,1.0,,,,,,Short
0-30,3-2,0-0,,1487812,,,31,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-85.0,-472.0,Crosscourt,Backhand,,,,,,,,,,94.0,277.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-30,3-2,0-0,,1489122,,,31,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,107.0,464.0,Down the Line,Backhand,,,,,,,,,,141.0,-312.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
0-30,3-2,0-0,,1490347,1.0,,31,,6,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,173.0,-501.0,Crosscourt,Forehand,,,,,,,,,,-165.0,189.0,,,1.0,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
0-40,3-2,0-0,1.0,1505136,,,32,,1,Ad,Nishesh Basavareddy,Far,1.0,T,-40.0,-242.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,T,
0-40,3-2,0-0,,1517836,1.0,,32,,2,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-42.0,-474.0,Crosscourt,Forehand,,,,,,,,,,94.0,0.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,1.0,,,Nishesh Basavareddy,1,,,
0-0,2-4,0-0,1.0,1522486,,,33,,1,Deuce,Govind Nanda,Near,0.0,Wide,-168.0,197.0,1.0,Body,-56.0,205.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,2nd Serve In,Body,
0-0,2-4,0-0,,1555686,,,33,,3,Ad,Govind Nanda,Near,,,,,,,,,,-21.0,-466.0,Crosscourt,Backhand,,,,,,,,,,75.0,234.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
0-0,2-4,0-0,,1556563,,,33,,2,Deuce,Govind Nanda,Near,,,,,,,,,,-114.0,472.0,Down the Line,Forehand,,,,,,,,,,-72.0,-301.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
0-0,2-4,0-0,,1556967,,,33,,4,Ad,Govind Nanda,Near,,,,,,,,,,54.0,458.0,Crosscourt,Backhand,,,,,,,,,,-66.0,-248.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
0-0,2-4,0-0,,1558267,,,33,,5,Ad,Govind Nanda,Near,,,,,,,,,,-53.0,-461.0,Crosscourt,Backhand,,,,,,,,,,59.0,440.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Deep
0-0,2-4,0-0,,1559712,,,33,,6,Ad,Govind Nanda,Near,,,,,,,,,,70.0,458.0,Crosscourt,Backhand,,,,,,,,,,-45.0,-280.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
0-0,2-4,0-0,,1560772,,,33,,7,Ad,Govind Nanda,Near,,,,,,,,,,-61.0,-466.0,Crosscourt,Backhand,,,,,,,,,,35.0,413.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Deep
0-0,2-4,0-0,,1562385,,,33,,8,Ad,Govind Nanda,Near,,,,,,,,,,56.0,472.0,Down the Line,Backhand,,,,,,,,,,91.0,-288.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
0-0,2-4,0-0,,1563506,,,33,,9,Deuce,Govind Nanda,Near,,,,,,,,,,70.0,-477.0,Crosscourt,Forehand,,,,,,,,,,-72.0,250.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
0-0,2-4,0-0,,1564785,,,33,,10,Deuce,Govind Nanda,Near,,,,,,,,,,-146.0,469.0,Crosscourt,Forehand,,,,,,,,,,75.0,-242.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
0-0,2-4,0-0,,1565865,,,33,,11,Deuce,Govind Nanda,Near,,,,,,,,,,155.0,-469.0,Down the Line,Forehand,,,,,,,,,,75.0,373.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Deep
0-0,2-4,0-0,,1567178,,,33,,12,Ad,Govind Nanda,Near,,,,,,,,,,43.0,461.0,Crosscourt,Backhand,,,,,,,,,,-45.0,-309.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
0-0,2-4,0-0,,1568255,,,33,,13,Ad,Govind Nanda,Near,,,,,,,,,,-58.0,-437.0,Crosscourt,Backhand,1.0,,,,,,,,,88.0,160.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
0-0,2-4,0-0,,1570401,,,33,,14,Ad,Govind Nanda,Near,,,,,,,,,,147.0,240.0,Crosscourt,Backhand,1.0,,,,,,,1,,-74.0,-64.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
0-0,2-4,0-0,,1581035,1.0,,33,,15,Ad,Govind Nanda,Near,,,,,,,,,,-109.0,-80.0,Down the Line,Backhand,,1.0,,,,,1,,,-144.0,336.0,1.0,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,Govind Nanda,,,,Short
15-0,2-4,0-0,1.0,1593687,1.0,,34,,1,Ad,Govind Nanda,Near,1.0,Wide,144.0,224.0,,,,,1,,,,,,,,,,,,,,,,1.0,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,Govind Nanda,,1st Serve In,Wide,
