pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-15,0-1,0-0,,508334,1.0,,11,,8,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,86.0,-450.0,Down the Line,Forehand,,,,,,,,,,48.0,-440.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
40-30,0-1,0-0,1.0,508335,1.0,,12,,1,Ad,Nishesh Basavareddy,Far,1.0,Wide,-144.0,-214.0,,,,,1,,,,,,,,,,,,,,,,1.0,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,Nishesh Basavareddy,,1st Serve In,Wide,
40-40,0-1,0-0,1.0,569443,,,13,,1,Deuce,Nishesh Basavareddy,Far,0.0,T,-130.0,-169.0,1.0,T,3.0,-155.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,2nd Serve In,T,
40-40,0-1,0-0,,595460,,,13,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,117.0,-349.0,Down the Line,Forehand,,,,,,,,,,40.0,280.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
40-40,0-1,0-0,,596498,,,13,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,8.0,477.0,Crosscourt,Backhand,,,,,,,,,,-135.0,-266.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
40-40,0-1,0-0,,597744,,,13,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-194.0,-498.0,Crosscourt,Backhand,,,,,,,,,,51.0,261.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
40-40,0-1,0-0,,599012,,,13,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,78.0,480.0,Crosscourt,Backhand,,,,,,,,,,-50.0,-258.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
40-40,0-1,0-0,,600298,,,13,,6,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-136.0,-493.0,Crosscourt,Backhand,,,,,,,,,,38.0,261.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
40-40,0-1,0-0,,601766,,,13,,7,Ad,Nishesh Basavareddy,Far,,,,,,,,,,16.0,485.0,Down the Line,Backhand,,,,,,,,,,94.0,-274.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
40-40,0-1,0-0,,604799,,,13,,8,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,147.0,-426.0,Crosscourt,Forehand,,,,,,,,,,-106.0,392.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Deep
40-40,0-1,0-0,,604800,,,13,,9,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,-133.0,485.0,Down the Line,Forehand,,,,,,,,,,-39.0,-187.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
40-40,0-1,0-0,,604801,,,13,,10,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-16.0,-461.0,Crosscourt,Forehand,,,,,,,,,,54.0,232.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,1.0,,,,,,,Short
40-40,0-1,0-0,,606418,1.0,,13,,11,Ad,Nishesh Basavareddy,Far,,,,,,,,,,72.0,474.0,Crosscourt,Backhand,1.0,,,,,,,,,-181.0,-72.0,,1.0,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,Govind Nanda,1,,,
0-0,1-1,0-0,1.0,609334,,,14,,1,Deuce,Govind Nanda,Near,0.0,Wide,-170.0,220.0,1.0,Wide,-114.0,221.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,2nd Serve In,Wide,
0-0,1-1,0-0,,663122,1.0,,14,,2,Deuce,Govind Nanda,Near,,,,,,,,,,-152.0,469.0,Crosscourt,Forehand,,,,,,,,,,6.0,0.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,Govind Nanda,1,,,
15-0,1-1,0-0,1.0,663123,,,15,,1,Ad,Govind Nanda,Near,0.0,Wide,163.0,249.0,1.0,T,30.0,232.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,2nd Serve In,T,
15-0,1-1,0-0,,704087,,,15,,2,Ad,Govind Nanda,Near,,,,,,,,,,8.0,448.0,Down the Line,Forehand,,,,,,,,,,48.0,-426.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,1.0,,,,,,Deep
15-0,1-1,0-0,,705308,,,15,,3,Deuce,Govind Nanda,Near,,,,,,,,,,48.0,-482.0,Down the Line,Forehand,,,,,,,,,,94.0,248.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
15-0,1-1,0-0,,706054,,,15,,4,Ad,Govind Nanda,Near,,,,,,,,,,70.0,466.0,Crosscourt,Backhand,,,,,,,,,,-63.0,-229.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
15-0,1-1,0-0,,707522,,,15,,5,Ad,Govind Nanda,Near,,,,,,,,,,-125.0,-472.0,Crosscourt,Backhand,1.0,,,,,,,,,80.0,418.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Deep
15-0,1-1,0-0,,710974,,,15,,6,Ad,Govind Nanda,Near,,,,,,,,,,94.0,480.0,Down the Line,Backhand,,,,,,,,,,78.0,-352.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Deep
15-0,1-1,0-0,,710975,,,15,,7,Deuce,Govind Nanda,Near,,,,,,,,,,128.0,-482.0,Crosscourt,Forehand,,,,,,,,,,-111.0,408.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Deep
15-0,1-1,0-0,,712504,,,15,,8,Deuce,Govind Nanda,Near,,,,,,,,,,-133.0,525.0,Down the Line,Forehand,,,,,,,,,,-130.0,-373.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Deep
15-0,1-1,0-0,,712505,,,15,,9,Ad,Govind Nanda,Near,,,,,,,,,,-42.0,-472.0,Crosscourt,Backhand,,,,,,,,,,70.0,229.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
15-0,1-1,0-0,,714355,,,15,,10,Ad,Govind Nanda,Near,,,,,,,,,,115.0,437.0,Down the Line,Backhand,1.0,,,,,,,,,99.0,-293.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,,,,,Short
15-0,1-1,0-0,,716197,,,15,,11,Deuce,Govind Nanda,Near,,,,,,,,,,88.0,-421.0,Down the Line,Forehand,,,,,,,,,,19.0,155.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,,,Short
15-0,1-1,0-0,,768695,1.0,,15,,12,Ad,Govind Nanda,Near,,,,,,,,,,48.0,378.0,Crosscourt,Backhand,,,,,,,,,,-253.0,112.0,,1.0,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,Govind Nanda,1,,,
30-0,1-1,0-0,1.0,768696,,,16,,1,Deuce,Govind Nanda,Near,1.0,T,-26.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,1st Serve In,T,
30-0,1-1,0-0,,768697,1.0,,16,,2,Deuce,Govind Nanda,Near,,,,,,,,,,-61.0,474.0,Down the Line,Backhand,,,,,,,,,,-151.0,-477.0,,,,,1.0,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,1.0,,Govind Nanda,1,,,Long
40-0,1-1,0-0,1.0,768698,,,17,,1,Ad,Govind Nanda,Near,1.0,T,30.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Govind Nanda,,,,,,1st Serve In,T,
40-0,1-1,0-0,,792596,1.0,,17,,2,Deuce,Govind Nanda,Near,,,,,,,,,,-21.0,472.0,Crosscourt,Forehand,,,,,,,,,,22.0,3.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Nishesh Basavareddy,Nishesh Basavareddy,,,,Govind Nanda,1,,,
0-0,2-1,0-0,1.0,897770,,,18,,1,Deuce,Nishesh Basavareddy,Near,0.0,Wide,-173.0,105.0,1.0,T,-50.0,240.0,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,2nd Serve In,T,
0-0,2-1,0-0,,912245,,,18,,2,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-77.0,498.0,Down the Line,Backhand,,,,,,,,,,-77.0,-296.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,1.0,,,,,,Short
0-0,2-1,0-0,,912798,,,18,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-82.0,-472.0,Crosscourt,Backhand,,,,,,,,,,86.0,226.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
0-0,2-1,0-0,,913831,,,18,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,112.0,482.0,Crosscourt,Backhand,,,,,,,,,,-58.0,-203.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-0,2-1,0-0,,914851,,,18,,5,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-112.0,-432.0,Down the Line,Backhand,1.0,,,,,,,,,-82.0,413.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Deep
0-0,2-1,0-0,,916305,,,18,,6,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-69.0,477.0,Crosscourt,Forehand,,,,,,,,,,91.0,-376.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Deep
0-0,2-1,0-0,,917419,,,18,,7,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,86.0,-490.0,Down the Line,Forehand,,,,,,,,,,96.0,232.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
0-0,2-1,0-0,,919196,,,18,,8,Ad,Nishesh Basavareddy,Near,,,,,,,,,,86.0,488.0,Crosscourt,Backhand,,,,,,,,,,-122.0,-333.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-0,2-1,0-0,,920450,,,18,,9,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-149.0,-482.0,Crosscourt,Backhand,,,,,,,,,,40.0,232.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
0-0,2-1,0-0,,926281,,,18,,10,Ad,Nishesh Basavareddy,Near,,,,,,,,,,0.0,434.0,Down the Line,Forehand,,,,,,,,,,38.0,-424.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,1.0,,,,,,Deep
0-0,2-1,0-0,,926282,,,18,,11,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,72.0,-469.0,Crosscourt,Forehand,,,,1.0,,,,,,-18.0,429.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Deep
0-0,2-1,0-0,,926283,,,18,,12,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-16.0,488.0,Down the Line,Forehand,,,,,,,,,,-122.0,-139.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-0,2-1,0-0,,926284,,,18,,13,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-133.0,-184.0,Down the Line,Backhand,1.0,1.0,,,,,1.0,1,,-87.0,410.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Deep
0-0,2-1,0-0,,927733,1.0,,18,,14,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-80.0,488.0,Down the Line,Forehand,,,,,,,,,1.0,-175.0,-290.0,,1.0,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
0-15,2-1,0-0,1.0,929742,,,19,,1,Ad,Nishesh Basavareddy,Near,1.0,Body,83.0,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,Body,
0-15,2-1,0-0,,965401,,,19,,2,Ad,Nishesh Basavareddy,Near,,,,,,,,,,64.0,472.0,Crosscourt,Backhand,,,,,,,,,,-82.0,-224.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-15,2-1,0-0,,965402,,,19,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-69.0,-373.0,Crosscourt,Backhand,,,,,,,,,,86.0,218.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
0-15,2-1,0-0,,966949,,,19,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,120.0,480.0,Down the Line,Backhand,1.0,,,,,,,,,88.0,-205.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-15,2-1,0-0,,968415,,,19,,5,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,104.0,-213.0,Crosscourt,Forehand,,,,,,,,1,,-125.0,432.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Deep
0-15,2-1,0-0,,970764,1.0,,19,,6,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-152.0,482.0,Down the Line,Forehand,,,,,,,,,,-173.0,-512.0,,1.0,,,1.0,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
0-30,2-1,0-0,1.0,970765,,,20,,1,Deuce,Nishesh Basavareddy,Near,1.0,Wide,-130.0,209.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,Wide,
0-30,2-1,0-0,,999823,,,20,,2,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-144.0,472.0,Down the Line,Forehand,,,,,,,,,,-143.0,-362.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Deep
0-30,2-1,0-0,,999824,,,20,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-114.0,-469.0,Crosscourt,Backhand,,,,,,,,,,102.0,218.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
0-30,2-1,0-0,,1003319,1.0,,20,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,125.0,504.0,Down the Line,Backhand,,,,,,,,,,171.0,-325.0,,,1.0,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
0-40,2-1,0-0,1.0,1003320,,,21,,1,Ad,Nishesh Basavareddy,Near,1.0,T,11.0,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,T,
0-40,2-1,0-0,,1024887,,,21,,2,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-26.0,496.0,Crosscourt,Forehand,,,,,,,,,,3.0,-400.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Deep
0-40,2-1,0-0,,1024888,,,21,,3,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-26.0,-488.0,Crosscourt,Forehand,,,,,,,,,,56.0,386.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,1.0,,,,,,,Deep
0-40,2-1,0-0,,1025767,,,21,,4,Ad,Nishesh Basavareddy,Near,,,,,,,,,,51.0,488.0,Crosscourt,Backhand,,,,,,,,,,-106.0,-213.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-40,2-1,0-0,,1026811,1.0,,21,,5,Ad,Nishesh Basavareddy,Near,,,,,,,,,,-154.0,-466.0,Down the Line,Backhand,1.0,,,,,,,,,-141.0,0.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,Govind Nanda,1,,,
15-40,2-1,0-0,1.0,1057967,,,22,,1,Deuce,Nishesh Basavareddy,Near,1.0,Wide,-141.0,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,Wide,
15-40,2-1,0-0,,1060908,1.0,,22,,2,Deuce,Nishesh Basavareddy,Near,,,,,,,,,,-184.0,493.0,Down the Line,Forehand,,,,,,,,,,-93.0,0.0,,,,1.0,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,Nishesh Basavareddy,1,,,
0-0,2-2,0-0,1.0,1086910,,,23,,1,Deuce,Nishesh Basavareddy,Far,1.0,T,19.0,-232.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,1st Serve In,T,
0-0,2-2,0-0,,1088655,,,23,,2,Deuce,Nishesh Basavareddy,Far,,,,,,,,,,46.0,-469.0,Down the Line,Backhand,,,,,,,,,,56.0,426.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,1.0,,,,,,Deep
0-0,2-2,0-0,,1090664,,,23,,3,Ad,Nishesh Basavareddy,Far,,,,,,,,,,3.0,493.0,Crosscourt,Backhand,,,,,,,,,,-8.0,-234.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
0-0,2-2,0-0,,1091664,,,23,,4,Ad,Nishesh Basavareddy,Far,,,,,,,,,,-45.0,-392.0,Crosscourt,Backhand,,,,1.0,,,,,,128.0,346.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Govind Nanda,,,,,,,,Short
0-0,2-2,0-0,,1093492,,,23,,5,Ad,Nishesh Basavareddy,Far,,,,,,,,,,176.0,493.0,Down the Line,Backhand,,,,,,,,,,141.0,-160.0,,,,,,UCLA,4/12/24,Division 1,Dual-Match,,,"Los Angeles, California",Stanford,Govind Nanda,Nishesh Basavareddy,Right,Right,,Hard,,,Govind Nanda,Nishesh Basavareddy,,,,,,,,Short
