Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time
Aadarsh,6,in_play,Backhand,Topspin,52.185417,141,0,0,no_mans_land,ad,near,-0.652,4.042575,out,ad,far,2.718026,26.159807,1.156897,cross court,In,false,22:05:18,3946.389893
Ferguson,7,in_play,Forehand,Topspin,49.54612,141,0,0,no_mans_land,ad,far,2.442193,20.531269,out,ad,near,-1.380441,-1.092506,0.917226,inside out,In,false,22:05:19,3947.969971
Aadarsh,8,in_play,Backhand,Topspin,40.353264,141,0,0,no_mans_land,deuce,near,0.440825,2.430714,no_mans_land,ad,far,3.414706,23.94186,2.041586,down the line,In,false,22:05:21,3949.439941
Ferguson,9,in_play,Forehand,Topspin,46.188095,141,0,0,no_mans_land,ad,far,2.787134,19.705223,out,ad,near,-0.526319,-1.601745,1.415672,inside out,In,false,22:05:23,3951.360107
Aadarsh,10,in_play,Backhand,Topspin,64.311211,141,0,0,no_mans_land,ad,near,-0.635406,3.448805,service_box,ad,far,0.626408,16.483339,1.932073,cross court,In,false,22:05:25,3953.76001
Ferguson,11,in_play,Forehand,Flat,66.015953,141,0,0,no_mans_land,ad,far,2.579462,18.68644,out,ad,near,-1.382639,-0.533175,1.365754,inside out,In,false,22:05:26,3954.699951
Aadarsh,12,in_play,Backhand,Slice,35.15276,141,0,0,no_mans_land,ad,near,-1.894015,1.063334,out,ad,far,3.953762,25.176935,1.040448,cross court,In,false,22:05:27,3955.840088
Ferguson,13,in_play,Forehand,Topspin,68.035606,141,0,0,no_mans_land,deuce,far,-2.871031,18.374941,out,ad,near,-2.27063,-1.837275,1.183967,inside in,In,false,22:05:30,3958.699951
Aadarsh,14,in_play,Forehand,Topspin,44.334709,141,0,0,out,ad,near,-3.213132,-1.236926,out,deuce,far,-2.543536,26.269588,0.62186,down the line,Out,false,22:05:32,3960
Ferguson,1,serve,Serve,Slice,88.809692,142,0,0,no_mans_land,ad,far,1.887378,20.893682,out,ad,near,-1.203037,-0.734983,2.791881,down the T,Out,false,22:05:58,3986.719971
Aadarsh,2,return,Forehand,Topspin,32.746391,142,0,0,service_box,ad,far,0.808424,11.999564,out,ad,far,3.512945,25.293852,1.250186,inside out,Net,false,22:05:59,3987.540039
Ferguson,1,serve,Serve,Flat,80.19323,143,0,0,service_box,deuce,far,-1.842697,17.932579,no_mans_land,deuce,near,0.925743,-0.12379,2.685235,down the T,In,false,22:06:22,4010.169922
Aadarsh,2,return,Forehand,Slice,39.385872,143,0,0,service_box,deuce,near,2.559336,6.186166,out,deuce,far,-3.554878,26.194191,1.211366,cross court,In,false,22:06:23,4011.070068
Ferguson,3,serve_plus_one,Forehand,Topspin,58.496151,143,0,0,service_box,deuce,far,-1.517695,17.342434,out,deuce,near,3.456281,-0.759181,0.499609,cross court,In,false,22:06:24,4012.98999
Aadarsh,4,return_plus_one,Forehand,Slice,36.644817,143,0,0,no_mans_land,deuce,near,1.292182,3.432843,out,deuce_alley,far,-4.725002,25.800016,0.563657,down the line,In,false,22:06:26,4014.429932
Ferguson,5,in_play,Forehand,Topspin,58.030815,143,0,0,no_mans_land,deuce,far,-2.105574,19.891169,no_mans_land,deuce,near,1.609949,0.11375,0.822707,cross court,In,false,22:06:28,4016.810059
Aadarsh,6,in_play,Forehand,Slice,55.527172,143,0,0,no_mans_land,ad,near,-0.752638,3.593331,out,deuce,far,-3.738501,26.279736,0.933756,down the line,In,false,22:06:30,4018.040039
Ferguson,7,in_play,Backhand,Topspin,46.264969,143,0,0,no_mans_land,ad,far,1.89295,19.00469,no_mans_land,ad,near,-0.521939,0.586812,1.108023,cross court,In,false,22:06:31,4019.320068
Aadarsh,8,in_play,Backhand,Topspin,53.432545,143,0,0,no_mans_land,ad,near,-2.382082,2.486712,out,ad,far,2.329118,25.811472,0.98261,cross court,In,false,22:06:32,4020.679932
Ferguson,9,in_play,Backhand,Topspin,51.802429,143,0,0,no_mans_land,deuce,far,-1.970384,21.380035,out,ad,near,-2.519565,-2.066322,1.000552,down the line,In,false,22:06:33,4021.959961
Aadarsh,10,in_play,Forehand,Flat,59.048496,143,0,0,no_mans_land,deuce,near,2.312121,3.241257,out,deuce,far,-1.565276,25.837057,1.478768,cross court,In,false,22:06:35,4023.620117
Ferguson,11,in_play,Forehand,Topspin,35.950665,143,0,0,service_box,deuce,near,2.805383,10.818016,out,deuce,near,3.536405,-1.411232,1.114908,cross court,Net,false,22:06:36,4024.919922
Ferguson,1,serve,Serve,Slice,73.072205,144,0,0,service_box,ad,far,2.579435,15.561544,out,ad,near,-1.380346,-0.569817,2.707405,out wide,In,false,22:07:12,4060.199951
Aadarsh,2,return,Backhand,Topspin,47.067348,144,0,0,no_mans_land,ad,near,-0.484921,2.228576,no_mans_land,ad_alley,far,4.552629,24.041605,1.042099,down the line,In,false,22:07:13,4061.26001
Ferguson,3,serve_plus_one,Forehand,Topspin,55.795761,144,0,0,no_mans_land,ad,far,2.091203,18.803717,out,ad,near,-0.865339,-1.28861,1.288513,inside out,In,false,22:07:14,4062.679932
Aadarsh,4,return_plus_one,Forehand,Topspin,57.528118,144,0,0,no_mans_land,deuce,near,1.668212,3.050207,no_mans_land,ad,far,2.062571,24.842035,1.186602,inside in,In,false,22:07:16,4064.139893
Ferguson,5,in_play,Forehand,Topspin,63.724674,144,0,0,no_mans_land,deuce,far,-1.162237,21.02986,out,deuce,near,1.590777,-1.554355,1.238416,cross court,In,false,22:07:17,4065.419922
Aadarsh,6,in_play,Forehand,Topspin,50.454659,144,0,0,no_mans_land,ad,near,-2.602518,3.28808,no_mans_land,deuce,far,-1.644016,24.087206,1.617132,down the line,In,false,22:07:18,4066.699951
Ferguson,7,in_play,Backhand,Topspin,54.442738,144,0,0,no_mans_land,ad,far,2.390399,21.475861,out,ad,near,-3.194217,-1.74639,1.204749,cross court,In,false,22:07:20,4068.149902
Aadarsh,8,in_play,Backhand,Slice,52.813519,144,0,0,service_box,ad,far,3.642114,18.171671,out,ad,far,2.998672,25.42058,0.848332,cross court,Net,false,22:07:21,4069.429932
Ferguson,1,serve,Serve,Slice,78.519157,145,0,0,service_box,deuce,far,-2.23306,16.857042,out,deuce,near,0.801559,-0.756458,2.749823,out wide,In,false,22:07:46,4094.699951
Aadarsh,2,return,Forehand,Slice,44.504047,145,0,0,no_mans_land,ad,near,-1.604024,3.338444,out,deuce_alley,far,-4.72822,25.631472,1.106488,down the line,In,false,22:07:47,4095.600098
Ferguson,3,serve_plus_one,Backhand,Topspin,49.743553,145,0,0,no_mans_land,ad,far,3.060844,19.594391,no_mans_land,ad,near,-0.766556,1.129655,1.291524,cross court,In,false,22:07:49,4097.100098
Ferguson,4,return_plus_one,Backhand,Slice,44.884228,145,0,0,no_mans_land,ad,near,-1.041229,4.247839,out,ad,far,3.795398,25.959322,0.613181,cross court,In,false,22:07:50,4098.779785
Ferguson,5,in_play,Backhand,Slice,44.782799,145,0,0,no_mans_land,deuce,far,-2.087956,23.774401,out,ad,near,-2.087956,-0.865834,0.471278,down the line,In,false,22:07:52,4100.399902
Aadarsh,6,in_play,Forehand,Topspin,57.878681,145,0,0,no_mans_land,deuce,near,3.742465,2.34388,no_mans_land,deuce,far,-2.830423,24.260977,0.788132,cross court,In,false,22:07:54,4102.169922
Aadarsh,1,serve,Serve,Flat,82.641251,146,0,0,service_box,ad,near,-1.612955,11.628491,out,deuce,near,0.918409,-0.817041,2.709203,out wide,Net,false,22:09:46,4214.609863
Aadarsh,1,serve,Serve,Slice,64.826675,147,0,0,service_box,ad,near,-1.296677,11.573391,no_mans_land,deuce,near,0.870316,-0.201672,2.648285,down the T,Net,false,22:10:02,4230.140137
Aadarsh,1,serve,Serve,Slice,82.043678,148,0,0,service_box,ad,far,2.35092,15.796551,no_mans_land,ad,near,-0.997507,0.406723,2.882872,out wide,In,false,22:10:27,4255.52002
Ferguson,2,return,Backhand,Topspin,35.375324,148,0,0,service_box,deuce,near,3.784875,6.451279,no_mans_land,ad_alley,far,4.439238,24.88447,0.975891,down the line,In,false,22:10:28,4256.180176
Aadarsh,1,serve,Serve,Slice,75.625153,149,0,0,service_box,ad,far,2.479749,17.636547,out,ad,near,-0.925498,-0.590169,2.795193,out wide,In,false,22:10:35,4263.52002
Ferguson,2,return,Backhand,Topspin,52.793968,149,0,0,service_box,ad,near,-0.700126,7.448665,no_mans_land,ad_alley,far,4.627766,24.825317,1.363937,down the line,In,false,22:10:36,4264.5
Aadarsh,3,serve_plus_one,Backhand,Slice,47.15723,149,0,0,no_mans_land,ad,far,1.110959,20.577843,no_mans_land,ad,near,-2.372627,1.352494,0.174066,cross court,In,false,22:10:37,4265.859863
Ferguson,4,return_plus_one,Backhand,Topspin,34.945694,149,0,0,service_box,ad,near,-1.817666,7.34879,no_mans_land,ad,far,2.29611,24.005079,0.777164,cross court,In,false,22:10:39,4267.620117
Aadarsh,5,in_play,Backhand,Slice,49.120872,149,0,0,no_mans_land,ad,far,3.273642,20.098217,no_mans_land,ad,near,-2.10003,2.002537,0.351136,cross court,In,false,22:10:41,4269.299805
Ferguson,6,in_play,Backhand,Topspin,63.659485,149,0,0,service_box,ad,far,2.716498,17.76152,no_mans_land,ad,far,3.984127,23.680674,0.840529,cross court,Net,false,22:10:42,4270.819824
Aadarsh,1,serve,Serve,Flat,102.944725,150,0,0,service_box,ad,near,-0.621192,11.804017,out,deuce,near,0.941435,-0.530289,2.667617,down the T,Net,false,22:11:07,4295.379883
Aadarsh,1,serve,Serve,Slice,61.753178,151,0,0,service_box,deuce,far,-1.440163,16.762548,no_mans_land,deuce,near,1.377394,-0.262453,2.600014,down the T,In,false,22:11:17,4305.379883
Ferguson,2,return,Forehand,Topspin,55.484093,151,0,0,no_mans_land,deuce,near,2.093743,3.491261,no_mans_land,deuce,far,-2.371792,24.0205,1.201208,cross court,In,false,22:11:18,4306.529785
Aadarsh,3,serve_plus_one,Forehand,Topspin,69.682373,151,0,0,no_mans_land,ad,far,0.300765,20.893682,out,deuce,near,2.519841,-0.906949,0.886762,down the line,In,false,22:11:19,4307.709961
Ferguson,4,return_plus_one,Forehand,Topspin,48.138115,151,0,0,service_box,ad,near,-1.529119,6.481535,out,deuce,far,-0.714883,26.147722,0.642404,down the line,In,false,22:11:20,4308.850098
Aadarsh,5,in_play,Backhand,Topspin,46.737537,151,0,0,no_mans_land,ad_alley,far,4.144952,19.3004,no_mans_land,ad,near,-2.063966,0.121311,0.378094,down the line,Out,false,22:11:22,4310.370117
Aadarsh,1,serve,Serve,Slice,92.598183,152,0,0,service_box,ad,far,1.096111,17.738335,no_mans_land,ad,near,-1.18925,0.035354,2.749403,down the T,In,false,22:11:44,4332.040039
Ferguson,2,return,Forehand,Topspin,42.972366,152,0,0,no_mans_land,deuce,near,0.103548,3.357845,out,ad,far,1.913898,25.938343,1.073787,inside in,In,false,22:11:44,4332.759766
Aadarsh,3,serve_plus_one,Forehand,Flat,67.208626,152,0,0,no_mans_land,ad,far,3.0468,19.126493,out,ad,near,-0.297439,-0.578145,1.393454,inside out,In,false,22:11:46,4334.359863
Ferguson,4,return_plus_one,Backhand,Flat,49.368233,152,0,0,no_mans_land,ad,near,-1.352406,5.119715,out,ad_alley,far,4.246872,26.662054,0.661848,down the line,In,false,22:11:47,4335.560059
Aadarsh,5,in_play,Backhand,Topspin,28.789343,152,0,0,service_box,deuce,far,-0.591475,15.380074,no_mans_land,ad,near,-2.095217,3.04328,0.647237,down the line,In,false,22:11:48,4336.700195
Ferguson,6,in_play,Forehand,Topspin,32.598042,152,0,0,service_box,ad,near,-3.710726,6.006903,service_box,deuce,far,-1.573682,15.168252,0.999937,down the line,In,false,22:11:50,4338.779785
Aadarsh,1,serve,Serve,Slice,103.364601,153,0,0,service_box,deuce,far,-3.118442,18.079967,no_mans_land,deuce,near,1.401363,-0.446254,2.639483,out wide,In,false,22:12:11,4359.759766
Ferguson,2,return,Forehand,Topspin,41.993557,153,0,0,service_box,deuce,near,1.055801,6.541953,out,deuce_alley,far,-5.296076,25.315723,0.990439,down the line,In,false,22:12:12,4360.640137
Aadarsh,3,serve_plus_one,Forehand,Topspin,56.559624,153,0,0,service_box,deuce,far,-2.409401,17.450275,no_mans_land,deuce,near,1.979774,3.317017,1.329715,cross court,In,false,22:12:14,4362.140137
Ferguson,4,return_plus_one,Forehand,Slice,28.095232,153,0,0,service_box,deuce,near,0.908102,11.578201,no_mans_land,deuce,far,-3.247099,23.074209,0.788501,cross court,In,false,22:12:15,4363.040039
Aadarsh,1,serve,Serve,Slice,76.444748,154,0,0,service_box,ad,far,2.415139,14.936684,out,ad,near,-1.283803,-0.670142,2.629256,out wide,In,false,22:12:35,4383.189941
Ferguson,2,return,Backhand,Topspin,48.413979,154,0,0,no_mans_land,ad,near,-0.872992,4.178564,out,ad_alley,far,4.521463,24.983881,1.096362,down the line,In,false,22:12:36,4384.009766
Aadarsh,3,serve_plus_one,Forehand,Topspin,62.671154,154,0,0,no_mans_land,deuce,far,-2.488799,19.418669,no_mans_land,ad,near,-1.752984,0.309132,1.106781,inside in,In,false,22:12:37,4385.450195
Ferguson,4,return_plus_one,Forehand,Topspin,52.720249,154,0,0,no_mans_land,deuce,near,0.196144,3.879749,out,deuce,far,-2.192671,26.286978,0.703945,cross court,In,false,22:12:38,4386.649902
Aadarsh,5,in_play,Forehand,Topspin,60.6875,154,0,0,no_mans_land,deuce,far,-1.840831,18.900663,no_mans_land,deuce,near,0.871988,0.042696,1.496939,cross court,In,false,22:12:40,4388.149902
Ferguson,6,in_play,Forehand,Topspin,35.903404,154,0,0,service_box,ad,near,-2.442756,7.305118,out,deuce,far,-2.921982,26.031563,0.895318,down the line,In,false,22:12:41,4389.290039
Aadarsh,7,in_play,Backhand,Topspin,57.962631,154,0,0,service_box,ad,far,0.818482,17.180864,no_mans_land,ad,near,-2.211097,0.834854,0.674144,cross court,In,false,22:12:43,4391.299805
Ferguson,8,in_play,Backhand,Topspin,41.511063,154,0,0,service_box,deuce,far,-0.823949,13.729565,no_mans_land,ad,far,1.985709,24.868916,1.20237,down the line,Net,false,22:12:44,4392.419922
Aadarsh,1,serve,Serve,Flat,108.152069,155,0,0,service_box,deuce,near,2.629282,10.254558,out,ad,near,-0.98031,-0.699006,2.577428,out wide,Net,false,22:13:12,4420.649902
Aadarsh,1,serve,Serve,Slice,74.68264,156,0,0,service_box,ad,far,2.511215,15.518391,no_mans_land,ad,near,-1.346107,0.34216,2.646875,out wide,In,false,22:13:20,4428.819824
Ferguson,2,return,Forehand,Flat,55.907379,156,0,0,no_mans_land,ad,near,-3.039752,3.963028,no_mans_land,ad,far,3.94996,23.467878,1.387403,inside out,In,false,22:13:21,4429.859863
Aadarsh,3,serve_plus_one,Backhand,Flat,56.344513,156,0,0,service_box,ad,far,1.047604,16.577969,no_mans_land,ad_alley,near,-4.225558,-0.235269,0.873876,down the line,In,false,22:13:23,4431.140137
Ferguson,4,return_plus_one,Forehand,Topspin,54.623291,156,0,0,no_mans_land,deuce,near,0.679629,3.534892,out,ad,far,1.305036,26.435331,0.632436,inside in,In,false,22:13:24,4432.419922
Aadarsh,5,in_play,Forehand,Topspin,59.027893,156,0,0,service_box,deuce,far,-0.213114,17.654593,no_mans_land,deuce,near,0.560125,-0.309968,1.131893,cross court,In,false,22:13:25,4433.640137
Ferguson,6,in_play,Forehand,Topspin,51.236576,156,0,0,out,deuce,near,1.6002,-0.074579,out,deuce,far,-0.759354,25.929388,0.891533,cross court,Out,false,22:13:26,4434.839844
Aadarsh,7,in_play,Forehand,Topspin,54.264492,156,0,0,no_mans_land,deuce,far,-0.282254,19.450005,out,deuce,near,2.129225,-1.047298,1.259136,cross court,In,false,22:13:28,4436.259766
Ferguson,8,in_play,Forehand,Topspin,53.174412,156,0,0,no_mans_land,deuce,near,1.072131,4.209445,out,deuce,far,-3.937792,25.953688,0.818969,cross court,In,false,22:13:29,4437.779785
Aadarsh,9,in_play,Forehand,Topspin,70.336082,156,0,0,no_mans_land,ad,far,2.971746,19.04608,out,deuce,near,2.257556,-0.646469,1.297583,down the line,In,false,22:13:31,4439.140137
Ferguson,10,in_play,Backhand,Flat,36.580311,156,0,0,out,ad,near,-0.800976,-0.510857,out,ad,far,3.446877,26.812452,0.944587,cross court,Out,false,22:13:32,4440.419922
Ferguson,1,serve,Serve,Flat,106.547386,159,0,0,service_box,deuce,near,2.790887,6.360267,no_mans_land,deuce,far,-1.024802,24.860594,2.547189,out wide,In,false,22:14:18,4486.450195
Aadarsh,2,return,Forehand,Topspin,48.597687,159,0,0,service_box,deuce,far,-1.021417,17.82023,out,deuce_alley,near,5.23449,-1.508868,0.716554,down the line,In,false,22:14:19,4487.350098
Ferguson,3,serve_plus_one,Forehand,Topspin,45.145649,159,0,0,no_mans_land,ad,near,-2.871825,3.372128,no_mans_land,deuce,far,-1.675415,23.311049,1.130223,down the line,In,false,22:14:20,4488.629883
Aadarsh,4,return_plus_one,Backhand,Topspin,34.894859,159,0,0,service_box,ad,far,2.136194,17.967377,out,ad,near,-3.524899,-2.71713,0.917194,cross court,In,false,22:14:22,4490.149902
Ferguson,5,in_play,Overhead,Flat,67.550224,159,0,0,no_mans_land,ad,near,-0.951275,3.34059,service_box,ad,far,2.136194,19.176165,2.816738,---,In,false,22:14:24,4492.240234
Aadarsh,6,in_play,Backhand,Topspin,51.145687,159,0,0,service_box,deuce,far,-0.609821,16.0368,out,ad,near,-3.072449,-4.517243,1.443141,down the line,In,false,22:14:25,4493.279785
Ferguson,7,in_play,Forehand,Slice,34.632133,159,0,0,service_box,ad,near,-0.940702,6.811797,no_mans_land,deuce,far,-0.79466,22.282745,0.758345,down the line,In,false,22:14:26,4494.720215
Aadarsh,8,in_play,Backhand,Topspin,50.305676,159,0,0,service_box,ad,far,0.913356,15.473422,no_mans_land,ad,near,-0.914679,4.296445,0.842932,cross court,In,false,22:14:28,4496.299805
Ferguson,9,in_play,FH Volley,Flat,18.784967,159,0,0,service_box,ad_alley,far,4.581848,18.125774,service_box,ad,far,0.913356,16.682211,0.490327,down the line,Net,false,22:14:28,4496.799805
Ferguson,1,serve,Serve,Flat,99.073555,160,0,0,service_box,ad,near,-0.935528,7.37461,no_mans_land,ad,far,1.039483,23.483088,1.610383,down the T,In,false,22:15:04,4532.47998
Aadarsh,2,return,Forehand,Topspin,50.731667,160,0,0,no_mans_land,ad,far,1.475622,20.210775,out,ad,near,-1.348873,-0.922313,1.168294,inside out,In,false,22:15:05,4533.379883
Ferguson,3,serve_plus_one,Backhand,Flat,51.16143,160,0,0,no_mans_land,ad,near,-2.891441,3.864478,no_mans_land,ad,far,1.326708,24.135584,1.727859,cross court,In,false,22:15:06,4534.720215
Aadarsh,4,return_plus_one,Backhand,Topspin,60.057545,160,0,0,service_box,ad,far,1.780566,17.020437,out,ad,near,-3.136198,-0.639194,1.29084,cross court,In,false,22:15:08,4536.180176
Ferguson,5,in_play,Backhand,Slice,40.812721,160,0,0,no_mans_land,ad,near,-2.723024,3.024424,out,ad,far,3.830311,25.942556,0.482152,cross court,In,false,22:15:09,4537.379883
Aadarsh,6,in_play,Backhand,Topspin,59.699219,160,0,0,service_box,ad,near,-3.119307,11.115846,out,ad,near,-3.341797,-1.119996,0.727052,cross court,Net,false,22:15:11,4539.140137
Ferguson,1,serve,Serve,Flat,117.796539,161,0,0,service_box,ad,far,1.358342,16.332033,out,deuce,far,-0.962162,25.171564,2.566061,out wide,Net,false,22:15:33,4561.240234
Ferguson,1,serve,Serve,Flat,80.714981,162,0,0,service_box,ad,far,1.751029,17.576376,no_mans_land,deuce,far,-0.836438,24.339243,2.537233,out wide,Net,false,22:15:47,4575.779785
Ferguson,1,serve,Serve,Flat,103.178169,163,0,0,service_box,ad,near,-3.652953,8.00964,out,ad,far,1.436261,23.628548,2.499633,out wide,In,false,22:16:20,4608.040039
Ferguson,1,serve,Serve,Slice,55.757092,164,0,0,service_box,ad,near,-2.065072,8.376782,no_mans_land,ad,far,0.353287,22.989595,2.444061,out wide,In,false,22:16:30,4618.930176
Aadarsh,2,return,Forehand,Topspin,62.866898,164,0,0,no_mans_land,deuce,far,-1.602397,20.362152,no_mans_land,ad_alley,near,-4.328107,0.256715,1.376347,inside in,In,false,22:16:32,4620.069824
Ferguson,3,serve_plus_one,Forehand,Topspin,40.124855,164,0,0,no_mans_land,deuce,near,0.524282,2.875216,no_mans_land,deuce,far,-1.330995,24.004015,0.781096,cross court,In,false,22:16:32,4620.950195
Aadarsh,4,return_plus_one,Forehand,Topspin,58.420479,164,0,0,no_mans_land,ad,far,3.354012,20.529457,out,deuce,near,0.574459,-1.083468,1.253044,down the line,In,false,22:16:34,4622.470215
Ferguson,5,in_play,Backhand,Topspin,46.042076,164,0,0,no_mans_land,deuce,near,0.517635,2.630522,out,ad,far,3.498333,25.767115,1.029405,down the line,In,false,22:16:35,4623.910156
Aadarsh,6,in_play,Forehand,Topspin,53.526321,164,0,0,service_box,deuce,far,-2.664043,17.903118,out,deuce,near,0.103511,-1.332644,1.128546,cross court,In,false,22:16:37,4625.490234
Ferguson,7,in_play,Forehand,Flat,50.803875,164,0,0,service_box,deuce,near,1.638829,6.37153,out,deuce,far,-2.85688,25.387829,0.597143,cross court,In,false,22:16:39,4627.009766
Aadarsh,8,in_play,Forehand,Topspin,63.459831,164,0,0,no_mans_land,deuce,far,-2.180998,21.078655,no_mans_land,deuce,near,3.181931,1.294738,1.37304,cross court,In,false,22:16:40,4628.399902
Ferguson,9,in_play,Forehand,Topspin,59.877766,164,0,0,no_mans_land,ad,near,-2.943397,2.305471,out,deuce,far,-3.007934,26.019468,1.014772,down the line,In,false,22:16:41,4629.439941
Aadarsh,10,in_play,Backhand,Flat,38.931122,164,0,0,out,ad,far,2.92723,25.475285,out,ad,near,-2.943397,-1.644753,-0.022185,cross court,Out,false,22:16:42,4630.700195
Ferguson,11,in_play,Forehand,Topspin,65.719673,164,0,0,out,deuce,near,2.721067,-1.920124,no_mans_land,ad,far,3.369292,19.638927,1.938073,inside in,Out,false,22:16:46,4634.080078
Aadarsh,12,in_play,Forehand,Topspin,47.462971,164,0,0,out,deuce,far,-1.424779,24.0762,out,deuce,near,3.075246,-3.473055,1.077812,cross court,Out,false,22:16:47,4635.120117
Ferguson,1,serve,Serve,Flat,91.918213,165,0,0,service_box,deuce,near,2.826784,5.855258,no_mans_land,deuce,far,-0.389614,23.489016,2.477851,out wide,In,false,22:17:20,4668.720215
Aadarsh,2,return,Forehand,Topspin,43.991531,165,0,0,no_mans_land,deuce,far,-1.339046,21.678782,out,deuce_alley,near,5.091355,-1.800742,1.012653,down the line,In,false,22:17:21,4669.700195
Ferguson,3,serve_plus_one,Forehand,Topspin,51.987625,165,0,0,service_box,ad,near,-2.295281,5.529674,out,deuce,far,-3.523354,25.198988,1.711354,down the line,In,false,22:17:23,4671.459961
Aadarsh,4,return_plus_one,Backhand,Topspin,62.700909,165,0,0,no_mans_land,ad,far,2.812808,19.01749,no_mans_land,ad,near,-1.24179,0.351692,0.583196,cross court,In,false,22:17:25,4673.060059
Ferguson,5,in_play,Backhand,Topspin,59.534836,165,0,0,service_box,ad,near,-1.26728,9.561627,out,ad,far,3.643618,26.108511,0.652965,cross court,In,false,22:17:26,4674.339844
Aadarsh,6,in_play,BH Volley,Flat,25.114799,165,0,0,out,deuce_alley,far,-4.869551,23.839348,service_box,ad,near,-1.26728,9.036381,0.942972,down the line,Out,false,22:17:26,4674.97998
Aadarsh,1,serve,Serve,Slice,75.864128,166,0,0,service_box,deuce,near,3.366724,5.537606,no_mans_land,deuce,far,-0.263683,23.372702,1.45743,out wide,In,false,22:22:03,4951.549805
Ferguson,2,return,Forehand,Topspin,51.727116,166,0,0,service_box,deuce,near,2.434689,10.551673,out,deuce_alley,near,4.692608,-0.903,1.142658,down the line,Net,false,22:22:04,4952.350098
Aadarsh,1,serve,Serve,Flat,94.482193,168,0,0,service_box,deuce,far,-0.570375,17.573759,no_mans_land,ad,far,1.091571,23.349222,1.849058,down the T,Net,false,22:22:22,4970.5
Aadarsh,1,serve,Serve,Flat,130.596954,169,0,0,no_mans_land,ad,near,-0.931708,3.82001,service_box,ad,far,-0.570375,22.71806,0.695731,down the T,Out,false,22:22:22,4970.839844
Ferguson,2,return,Forehand,Topspin,49.265705,169,0,0,service_box,deuce,near,0.65955,9.320211,out,ad,near,-1.447115,-2.004277,1.057535,inside in,Net,false,22:22:23,4971.319824
Aadarsh,1,serve,Serve,Flat,75.809341,170,0,0,service_box,ad,near,-2.770921,6.916868,service_box,ad,far,-0.070609,23.500372,2.35428,out wide,In,false,22:22:32,4980.359863
Ferguson,2,return,Backhand,Topspin,53.1884,170,0,0,no_mans_land,ad,far,1.57248,19.01749,out,ad_alley,near,-4.994165,-1.404459,0.520435,down the line,In,false,22:22:33,4981.640137
Aadarsh,3,serve_plus_one,Backhand,Topspin,57.611134,170,0,0,no_mans_land,ad,near,-1.014027,2.856353,no_mans_land,ad,far,3.169307,24.224852,0.725764,cross court,In,false,22:22:35,4983.080078
Ferguson,4,return_plus_one,Backhand,Flat,55.392281,170,0,0,no_mans_land,ad,far,0.32317,20.848219,out,ad,near,-2.099961,-1.910583,0.906244,cross court,In,false,22:22:36,4984.350098
Aadarsh,5,in_play,Forehand,Topspin,58.516243,170,0,0,no_mans_land,ad,near,-2.599153,2.489046,out,ad,far,1.164753,26.379011,1.172995,inside out,In,false,22:22:37,4985.649902
Ferguson,6,in_play,Backhand,Topspin,49.879169,170,0,0,out,ad,far,0.814651,23.810995,out,ad,near,-3.085871,-1.595522,1.048998,cross court,Out,false,22:22:38,4986.930176
Aadarsh,7,in_play,Forehand,Topspin,53.451469,170,0,0,no_mans_land,ad,near,-2.948228,2.973001,out,ad,far,1.594518,26.895599,1.593735,inside out,In,false,22:22:40,4988.589844
Ferguson,8,in_play,Backhand,Topspin,54.164482,170,0,0,no_mans_land,ad,far,2.565948,18.65135,out,ad,near,-3.354899,-1.551775,1.113359,cross court,In,false,22:22:41,4989.970215
Aadarsh,9,in_play,Backhand,Topspin,58.261528,170,0,0,no_mans_land,ad,near,-1.948243,3.896708,out,ad,far,4.114771,25.083685,0.77246,cross court,In,false,22:22:43,4991.330078
Ferguson,10,in_play,Backhand,Slice,48.148048,170,0,0,no_mans_land,deuce,far,-1.543804,20.819056,out,ad,near,-3.812493,-2.230057,0.75717,down the line,In,false,22:22:44,4992.609863
Aadarsh,11,in_play,Forehand,Topspin,52.238594,170,0,0,no_mans_land,ad,near,-2.861344,3.397548,out,deuce,far,-1.32185,25.71504,1.010188,down the line,In,false,22:22:46,4994.370117
Ferguson,12,in_play,Backhand,Topspin,53.985138,170,0,0,service_box,deuce,near,1.306114,10.964425,out,ad,near,-3.162958,-1.362152,0.970008,down the line,Net,false,22:22:47,4995.870117
Ferguson,0,none,BH Volley,Flat,21.322111,171,0,0,service_box,ad,far,1.776992,13.521625,service_box,deuce,near,2.927988,7.768292,1.885291,down the line,In,false,22:22:57,5005.740234
Aadarsh,1,serve,Serve,Flat,52.593132,172,0,0,service_box,deuce,far,-0.532219,12.115508,no_mans_land,deuce,far,-0.304961,23.483191,2.303952,down the T,Net,false,22:23:09,5017.180176
Aadarsh,1,serve,Serve,Kick,66.091339,173,0,0,service_box,deuce,near,1.433937,7.115071,out,deuce,far,-0.965073,25.125982,2.651418,down the T,In,false,22:23:19,5027.430176
Ferguson,2,return,Backhand,Flat,51.387939,173,0,0,no_mans_land,ad,far,1.07035,18.619534,out,deuce,near,2.949696,-1.578616,0.817609,inside in,In,false,22:23:20,5028.609863
