pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet
40-30,5-6,0-0,NA,3210270,NA,NA,NA,NA,3,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,4,527,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44,-401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-30,5-6,0-0,NA,3210697,NA,NA,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-78,-419,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-30,5-6,0-0,NA,3211637,NA,NA,NA,NA,5,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,138,477,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,1,NA,92,-49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-30,5-6,0-0,NA,3212992,1,3214639,NA,NA,6,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,127,-57,Crosscourt,Forehand,NA,1,NA,NA,1,NA,NA,NA,NA,-81,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-40,5-6,0-0,1,3231766,NA,NA,NA,1,1,Ad,Player1,Far,0,Wide,-174,-220,1,Body,-73,-214,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-40,5-6,0-0,NA,3256695,NA,NA,NA,NA,2,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-86,-382,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-40,5-6,0-0,NA,3257963,NA,NA,NA,NA,3,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,52,495,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12,-385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-40,5-6,0-0,NA,3259320,NA,NA,NA,NA,4,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-25,-486,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-40,5-6,0-0,NA,3260264,NA,NA,NA,NA,5,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,39,493,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30,-260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-40,5-6,0-0,NA,3261953,NA,NA,NA,NA,6,Ad,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-33,-435,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-52,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-40,5-6,0-0,NA,3263239,1,3264974,NA,NA,7,Deuce,Player1,Far,NA,,NA,NA,NA,,NA,NA,NA,-57,501,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180,-246,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,1,3295115,NA,NA,NA,NA,1,Deuce,Player2,Near,1,T,-28,229,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,NA,3417478,NA,NA,NA,NA,2,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-78,507,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-97,-273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,NA,3418938,NA,NA,NA,NA,3,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-78,-408,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,NA,3420053,NA,NA,NA,NA,4,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,60,493,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-30,-379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,NA,3421490,NA,NA,NA,NA,5,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-33,-493,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-86,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,NA,3422485,NA,NA,NA,NA,6,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-100,499,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,-323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,NA,3423739,NA,NA,NA,NA,7,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,55,-499,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,NA,3424721,NA,NA,NA,NA,8,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,127,491,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19,-420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,NA,3426582,NA,NA,NA,NA,9,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-22,-521,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-0,0-1,NA,3428467,1,3430224,NA,NA,10,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,149,501,Crosscourt,Backhand,1,NA,NA,NA,NA,NA,NA,NA,NA,-230,-268,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,0-0,0-1,1,3435536,NA,NA,NA,NA,1,Ad,Player2,Near,1,T,23,202,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,0-0,0-1,NA,3455766,NA,NA,NA,NA,2,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,29,511,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,1,-60,-207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15-0,0-0,0-1,NA,3457527,1,3460650,NA,NA,3,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-52,-193,Crosscourt,Forehand,NA,NA,1,NA,NA,NA,NA,NA,NA,140,221,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-0,0-0,0-1,1,3463583,NA,NA,NA,NA,1,Deuce,Player2,Near,1,Wide,-116,234,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-0,0-0,0-1,NA,3490761,NA,NA,NA,NA,2,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-134,495,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,-420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-0,0-0,0-1,NA,3491958,1,3499334,NA,NA,3,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,42,-486,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-180,503,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-15,0-0,0-1,1,3505612,NA,NA,NA,NA,1,Ad,Player2,Near,0,Wide,178,218,1,Body,92,228,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-15,0-0,0-1,NA,3530585,NA,NA,NA,NA,2,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,119,493,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-78,-212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30-15,0-0,0-1,NA,3531970,1,3534603,NA,NA,3,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-81,-329,Crosscourt,Backhand,NA,NA,NA,NA,1,NA,NA,NA,NA,108,52,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-15,0-0,0-1,1,3542655,NA,NA,NA,NA,1,Deuce,Player2,Near,0,Body,-81,364,1,T,-12,228,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-15,0-0,0-1,NA,3568584,NA,NA,NA,NA,2,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,-62,429,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-15,0-0,0-1,NA,3569937,NA,NA,NA,NA,3,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,15,-475,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,106,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-15,0-0,0-1,NA,3571162,NA,NA,NA,NA,4,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,87,491,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,-278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-15,0-0,0-1,NA,3572200,NA,NA,NA,NA,5,Deuce,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,204,-518,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40-15,0-0,0-1,NA,3573345,1,3574627,NA,NA,6,Ad,Player2,Near,NA,,NA,NA,NA,,NA,NA,NA,50,512,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-198,-294,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0-0,0-1,0-1,1,3635544,NA,NA,NA,NA,1,Deuce,Player1,Near,0,T,-28,352,1,T,-36,190,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-1,0-1,NA,3646536,NA,NA,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-84,477,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-25,-347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-1,0-1,NA,3647720,NA,NA,NA,NA,3,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-30,-450,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-17,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-0,0-1,0-1,NA,3649110,1,3651613,NA,NA,4,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-12,392,Down the Line,Forehand,1,NA,NA,NA,1,NA,NA,1,NA,-65,-60,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,0-1,0-1,1,3675157,NA,NA,NA,NA,1,Ad,Player1,Near,1,Body,95,230,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,0-1,0-1,NA,3677457,NA,NA,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,132,477,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,-214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,0-1,0-1,NA,3678386,NA,NA,NA,NA,3,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,60,-389,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,0-1,0-1,NA,3680046,NA,NA,NA,NA,4,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,63,485,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,-323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,0-1,0-1,NA,3681153,NA,NA,NA,NA,5,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,180,-530,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,0-1,0-1,NA,3682442,NA,NA,NA,NA,6,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,98,482,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22,-331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,0-1,0-1,NA,3683575,NA,NA,NA,NA,7,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-44,-520,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-49,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
0-15,0-1,0-1,NA,3684907,1,3686203,NA,NA,8,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-38,544,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-182,-236,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,0-1,0-1,1,3705513,NA,NA,NA,NA,1,Deuce,Player1,Near,0,T,-33,1,1,Wide,-150,176,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,0-1,0-1,NA,3725923,NA,NA,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-220,376,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-15,0-1,0-1,NA,3726880,1,3731206,NA,NA,3,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,20,-384,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,263,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,0-1,0-1,1,3750297,NA,NA,NA,NA,1,Ad,Player1,Near,1,Body,90,211,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,0-1,0-1,NA,3752841,NA,NA,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,146,488,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-44,-294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,0-1,0-1,NA,3754581,NA,NA,NA,NA,3,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-124,-490,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-140,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,0-1,0-1,NA,3756132,NA,NA,NA,NA,4,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-150,512,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-22,-286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,0-1,0-1,NA,3757517,NA,NA,NA,NA,5,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,4,-514,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,0-1,0-1,NA,3758732,NA,NA,NA,NA,6,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,15,488,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,-265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-30,0-1,0-1,NA,3759844,1,3764408,NA,NA,7,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,55,-493,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,503,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,1,3821993,NA,NA,NA,1,1,Deuce,Player1,Near,1,T,-49,240,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3824284,NA,NA,NA,NA,2,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-84,488,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,-262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3825494,NA,NA,NA,NA,3,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,122,-394,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3826740,NA,NA,NA,NA,4,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,47,490,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,-294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3827841,NA,NA,NA,NA,5,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,4,-520,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3829295,NA,NA,NA,NA,6,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-12,504,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41,-270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3830360,NA,NA,NA,NA,7,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-65,-530,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3831894,NA,NA,NA,NA,8,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,52,498,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,-217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3833114,NA,NA,NA,NA,9,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,122,-461,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-33,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3834391,NA,NA,NA,NA,10,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-129,493,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-65,-257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3835593,NA,NA,NA,NA,11,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-52,-504,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3836569,NA,NA,NA,NA,12,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,114,482,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28,-249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
15-40,0-1,0-1,NA,3837608,1,3838832,NA,NA,13,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-62,-464,Crosscourt,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,287,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,0-1,0-1,1,3873793,NA,NA,NA,1,1,Ad,Player1,Near,1,Body,98,235,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,0-1,0-1,NA,3875400,NA,NA,NA,NA,2,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,162,480,Down the Line,Backhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,0-1,0-1,NA,3876603,NA,NA,NA,NA,3,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-28,-362,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-134,377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,0-1,0-1,NA,3878150,NA,NA,NA,NA,4,Deuce,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-177,522,Down the Line,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,-68,-265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,0-1,0-1,NA,3879509,NA,NA,NA,NA,5,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,-76,-408,Crosscourt,Forehand,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
30-40,0-1,0-1,NA,3880695,NA,NA,NA,NA,6,Ad,Player1,Near,NA,,NA,NA,NA,,NA,NA,NA,135,530,Crosscourt,Backhand,1,NA,NA,NA,NA,NA,NA,NA,NA,-20,-89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
