pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick
15-30,2-1,1-0,,3010000,,,62,,7,Deuce,Player1,Far,,,,,,,,,,-111.5654472877814,546.228816710129,Crosscourt,Forehand,,,,,,,,,,59.67526793522726,-238.5078904198243,,,,,,,,,,,,,,,,,,,,,,1,
15-30,2-1,1-0,,3011000,1,3011000,62,,8,Deuce,Player1,Far,,,,,,,,,,68.38255139978969,-436.1009186349453,Crosscourt,Forehand,,,,,,,,,,-181.84283683280194,349.38172025353776,,,1.0,,,,,,,,,,,,,,,,,,,1,
30-30,2-1,1-0,1,3036000,,,63,,1,Deuce,Player1,Far,1.0,Body,89.4299376639958,-207.24838145221142,,,,,,-50.31249999997401,476.9524332893425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
30-30,2-1,1-0,,3037000,,,63,,2,Deuce,Player1,Far,,,,,,,,,,103.59123468936032,-473.73606189826796,Crosscourt,Backhand,,,,,,,,,,-38.96000656165966,133.7345636482249,,,,,,,,,,,,,,,,,,,,,1,,
30-30,2-1,1-0,,3039000,1,3039000,63,,3,Deuce,Player1,Far,,,,,,,,,,-82.4023786088813,389.8677329394312,Down the Line,Forehand,,,,,,,,,,-33.13804133856556,-402.70141076094677,1.0,,,,,,,,,,,,,,,,,,,,,1,
40-30,2-1,1-0,1,3070000,,,64,,1,Ad,Player1,Far,1.0,T,-19.014140419937682,-180.03128827637244,,,,,,6.400820209970447,472.00933398925747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
40-30,2-1,1-0,,3071000,,,64,,2,Ad,Player1,Far,,,,,,,,,,-36.65775371826628,-474.4569991248643,Crosscourt,Forehand,,,,,,,,,,15.57423447068312,331.9660815833806,,,,,,,,,,,,,,,,,,,,,1,,
40-30,2-1,1-0,,3072000,,,64,,3,Ad,Player1,Far,,,,,,,,,,26.227608267702987,505.37672790875024,Down the Line,Forehand,,,,,,,,,,126.29162839013598,-312.48868110220076,,,,,,,,,,,,,,,,,,,,,,1,
40-30,2-1,1-0,,3073000,,,64,,4,Deuce,Player1,Far,,,,,,,,,,128.64540135601402,-538.7214238842362,Crosscourt,Forehand,,,,,,,,,,-36.60730533681399,365.5008967627158,,,,,,,,,,,,,,,,,,,,,,1,
40-30,2-1,1-0,,3075000,,,64,,5,Deuce,Player1,Far,,,,,,,,,,-41.61914916883239,523.7381780399744,Down the Line,Forehand,,,,,,,,,,-91.33993328954162,-277.2871937881332,,,,,,,,,,,,,,,,,,,,,1,,
40-30,2-1,1-0,,3077000,,,64,,6,Ad,Player1,Far,,,,,,,,,,-85.190780839851,-483.40672572153505,Crosscourt,Backhand,,,,,,,,,,88.08712270336657,277.7471620733474,,,,,,,,,,,,,,,,,,,,,1,,
40-30,2-1,1-0,,3078000,,,64,,7,Ad,Player1,Far,,,,,,,,,,142.00549540675078,526.6254483811803,Crosscourt,Backhand,,,,,,,,,,-4.815294181974766,-356.66090879246667,,,,,,,,,,,,,,,,,,,,,,1,
40-30,2-1,1-0,,3079000,,,64,,8,Ad,Player1,Far,,,,,,,,,,-26.66357720908509,-488.3038932630898,Down the Line,Forehand,,,,,,,,,,-23.434651137345725,264.2593394574312,,,,,,,,,,,,,,,,,,,,,1,,
40-30,2-1,1-0,,3080000,,,64,,9,Deuce,Player1,Far,,,,,,,,,,-36.01026902885279,525.7080380574712,Down the Line,Forehand,,,,,,,,,,-14.941141732275746,-274.40359798760977,,,,,,,,,,,,,,,,,,,,,1,,
40-30,2-1,1-0,,3081000,,,64,,10,Ad,Player1,Far,,,,,,,,,,-21.54540135606936,-461.9646325456931,Down the Line,Forehand,,,,,,,,,,-79.19752843390484,305.1832731844442,,,,,,,,,,,,,,,,,,,,,1,,
40-30,2-1,1-0,,3083000,,,64,,11,Deuce,Player1,Far,,,,,,,,,,-79.25735454939037,543.0215551178297,Down the Line,Forehand,,,,,,,,,,-14.946347331575831,-443.96145013100426,,,,,,,,,,,,,,,,,,,,,1,,
40-30,2-1,1-0,,3084000,,,64,,12,Ad,Player1,Far,,,,,,,,,,-26.29589348205116,-486.1822287836508,Down the Line,Forehand,,,,,,,,,,-8.078822178473517,215.61201881003734,,,,,,,,,,,,,,,,,,,,,1,,
40-30,2-1,1-0,,3085000,,,64,,13,Deuce,Player1,Far,,,,,,,,,,-31.740605861750883,523.1739063864314,Down the Line,Forehand,,,,,,,,,,-137.4011428258258,-256.0790463690716,,,,,,,,,,,,,,,,,,,,,,1,
40-30,2-1,1-0,,3086000,,,64,,14,Ad,Player1,Far,,,,,,,,,,-183.20846456683446,-512.1939195097966,Crosscourt,Backhand,1,,,,,,,,,53.75144903759253,389.3423118983115,,,,,,,,,,,,,,,,,,,,,,,
40-30,2-1,1-0,,3088000,1,3088000,64,,15,Ad,Player1,Far,,,,,,,,,,67.8725940507086,521.9920056865195,Down the Line,Forehand,,,,,,,,,,93.0760006561199,231.91664479428087,,,,1.0,,,,,,,,,,,,,,,,,1,,
40-40,2-1,1-0,1,3121000,,,65,1,1,Ad,Player1,Far,1.0,Wide,-151.7510662728875,-237.57271981615023,,,,,,28.32860345580339,472.56614173203934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
40-40,2-1,1-0,,3122000,,,65,1,2,Ad,Player1,Far,,,,,,,,,,-203.94657699027084,-456.357704505451,Down the Line,Backhand,,,,,,,,,,-123.1802493437684,280.5746445755331,,,,,,,,,,,,,,,,,,,,,,1,
40-40,2-1,1-0,,3124000,,,65,1,3,Deuce,Player1,Far,,,,,,,,,,-116.44527559049102,439.13249125086685,Crosscourt,Forehand,,,,,,,,,,119.73004702530997,-358.64052930865114,,,,,,,,,,,,,,,,,,,,,1,,
40-40,2-1,1-0,,3125000,1,3125000,65,1,4,Deuce,Player1,Far,,,,,,,,,,154.3477416884592,-509.36410214321893,Down the Line,Forehand,,,,,,,,,,146.83211942249633,-111.31596128603171,,,,1.0,,,,,,,,,,,,,,,,,1,,
0-0,3-1,1-0,1,3168000,,,66,,1,Deuce,Player2,Near,0.0,Body,-53.00291447941269,287.5092300960894,1.0,Body,-97.7592793087859,160.85439632537617,,15.71145559929197,-460.70870516161676,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-0,3-1,1-0,,3184000,1,3184000,66,,2,Deuce,Player2,Near,,,,,,,,,,-149.4318952317688,443.7506616358162,Down the Line,Forehand,,,,,,,,,,-42.830675852996244,10.39745734907602,,,,1.0,,,,,,,,,,,,,,,,,,1,
15-0,3-1,1-0,1,3207000,,,67,,1,Ad,Player2,Near,1.0,Wide,126.56721894131694,241.29315398062772,,,,,,-37.8685148731213,-464.96305774254193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
15-0,3-1,1-0,,3208000,,,67,,2,Ad,Player2,Near,,,,,,,,,,168.8333934819775,493.2781878825098,Down the Line,Backhand,,,,,,,,,,39.33534558178195,-173.0071358266823,,,,,,,,,,,,,,,,,,,,,1,,
15-0,3-1,1-0,,3209000,,,67,,3,Ad,Player2,Near,,,,,,,,,,-2.855768810147256,-331.46913823254965,Down the Line,Forehand,,,,,,,,,,-134.83340441812808,367.15179899368616,,,,,,,,,,,,,,,,,,,,,1,,
15-0,3-1,1-0,,3210000,1,3210000,67,,4,Deuce,Player2,Near,,,,,,,,,,-159.70193022738906,562.1349846891235,Down the Line,Forehand,1,,,,,,,,,-18.331938976368484,367.6457567802126,,,,1.0,,,,,,,,,,,,,,,,,,,
30-0,3-1,1-0,1,3236000,,,68,,1,Deuce,Player2,Near,1.0,Wide,-129.92858158348494,172.94179790017316,,,,,,30.609421478549365,-421.3391786961953,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-0,3-1,1-0,,3237000,,,68,,2,Deuce,Player2,Near,,,,,,,,,,-207.30526027985792,513.2378718282563,Down the Line,Forehand,,,,,,,,,,-123.7291338582038,-356.4486657915919,,,,,,,,,,,,,,,,,,,,,,1,
30-0,3-1,1-0,,3238000,,,68,,3,Ad,Player2,Near,,,,,,,,,,-101.88529090108473,-536.2409175412803,Crosscourt,Backhand,,,,,,,,,,75.4242344706522,179.95795056858603,,,,,,,,,,,,,,,,,,,,,1,,
30-0,3-1,1-0,,3240000,,,68,,4,Ad,Player2,Near,,,,,,,,,,121.82755905505518,472.0130468064053,Down the Line,Backhand,1,,,,,,,,,108.22647637789686,-374.74202209079505,,,,,,,,,,,,,,,,,,,,,,,
30-0,3-1,1-0,,3241000,1,3241000,68,,5,Deuce,Player2,Near,,,,,,,,,,90.01970144352305,-430.5814905947032,Down the Line,Forehand,,,,,,,,,,78.50675306207667,246.84335629908503,1.0,,,,,,,,,,,,,,,,,,,,1,,
40-0,3-1,1-0,1,3272000,,,69,,1,Ad,Player2,Near,1.0,Wide,134.7882764653722,170.7890529307954,,,,,,-37.1563812335766,-456.7903816708052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
40-0,3-1,1-0,,3272000,,,69,,2,Ad,Player2,Near,,,,,,,,,,195.96463254583054,532.0778926068992,Crosscourt,Backhand,,,,,,,,,,-86.04220253713841,-197.36662292203278,,,,,,,,,,,,,,,,,,,,,,1,
40-0,3-1,1-0,,3274000,1,3274000,69,,3,Ad,Player2,Near,,,,,,,,,,-110.47399387570846,-314.29582786510446,Down the Line,Forehand,,,,,,,,,,-119.53743985120684,246.18890529296124,1.0,,,,,,,,,,,,,,,,,,,,1,,
0-0,3-2,1-0,1,3364000,,,70,,1,Deuce,Player1,Near,0.0,Wide,-158.33285761146678,203.77785433060336,1.0,Body,-60.87290026243575,188.47641622912403,,30.373829833755085,-476.7527066926671,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-0,3-2,1-0,,3377000,,,70,,2,Deuce,Player1,Near,,,,,,,,,,-113.38411526678307,492.7382217845224,Down the Line,Backhand,,,,,,,,,,-9.516907261587384,-332.98121172336255,,,,,,,,,,,,,,,,,,,,,,1,
0-0,3-2,1-0,,3379000,,,70,,3,Deuce,Player1,Near,,,,,,,,,,-0.06698381452315,-493.24029418172245,Crosscourt,Forehand,,,,,,,,,,147.2260225283579,251.91081583539045,,,,,,,,,,,,,,,,,,,,,1,,
0-0,3-2,1-0,,3380000,,,70,,4,Ad,Player1,Near,,,,,,,,,,167.85087489055195,536.2233486436426,Crosscourt,Backhand,,,,,,,,,,-52.28993875762828,-242.08402230958623,,,,,,,,,,,,,,,,,,,,,,1,
0-0,3-2,1-0,,3381000,,,70,,5,Ad,Player1,Near,,,,,,,,,,-90.53673993871088,-423.01063538910785,Down the Line,Forehand,,,,,,,,,,-110.75605314954909,360.1663823270231,,,,,,,,,,,,,,,,,,,,,1,,
0-0,3-2,1-0,,3383000,,,70,,6,Deuce,Player1,Near,,,,,,,,,,-119.82179571297398,570.1120297459871,Crosscourt,Forehand,1,,,,,,,,,53.49476706033982,-67.66919291335087,,,,,,,,,,,,,,,,,,,,,,,
0-0,3-2,1-0,,3384000,1,3384000,70,,7,Deuce,Player1,Near,,,,,,,,,,53.49476706033982,-87.77375328079452,Down the Line,Forehand,,,1,,,,,,,135.4473206473491,118.10846456686812,1.0,,,,,,,,,,,,,,,,,,,,,1,
15-0,3-2,1-0,1,3418000,,,71,,1,Ad,Player1,Near,0.0,Wide,108.25258092732815,-29.24647309709774,1.0,T,12.730599300080913,224.19670275578974,,-43.5663112423222,-448.7070811458749,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1,
15-0,3-2,1-0,,3427000,1,3427000,71,,2,Ad,Player1,Near,,,,,,,,,,17.554965004365386,484.44983595775494,Crosscourt,Forehand,,,,,,,,,,-7.5975339020083235,347.3026574801356,,,,1.0,,,,,,,,,,,,,,,,,,1,
30-0,3-2,1-0,1,3450000,,,72,,1,Deuce,Player1,Near,1.0,Body,-87.40308398945616,206.06429899376928,,,,,,35.169832677147184,-476.24202209074264,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-0,3-2,1-0,,3451000,1,3451000,72,,2,Deuce,Player1,Near,,,,,,,,,,-145.9246227033367,520.217968066223,Down the Line,Backhand,,,,,,,,,,-129.26387248462265,-484.4288221782274,,,,,1.0,,,,,,,,,,,,,,,,,1,
40-0,3-2,1-0,1,3467000,,,73,,1,Ad,Player1,Near,0.0,T,36.14255249341965,253.98046259829403,1.0,T,35.77364391949158,200.07104658782313,,-36.22021544180106,-459.9290518370327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
40-0,3-2,1-0,,3476000,,,73,,2,Ad,Player1,Near,,,,,,,,,,61.4134022309394,475.1824912508481,Crosscourt,Forehand,,,,,,,,,,-0.1784066054242298,-331.8905621170639,,,,,,,,,,,,,,,,,,,,,,1,
40-0,3-2,1-0,,3477000,1,3477000,73,,3,Ad,Player1,Near,,,,,,,,,,-9.649841426066757,-470.2453630793721,Crosscourt,Forehand,,,,,,,,,,172.9013013997357,456.481414041759,,1.0,,,1.0,,,,,,,,,,,,,,,,1,,
40-15,3-2,1-0,1,3508000,,,74,,1,Deuce,Player1,Near,1.0,T,-4.275404636918177,175.53208114601605,,,,,,30.306080489923104,-449.8503991686215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
40-15,3-2,1-0,,3509000,,,74,,2,Deuce,Player1,Near,,,,,,,,,,-49.943514873115056,501.70888560778985,Crosscourt,Backhand,,,,,,,,,,16.811827427812837,-254.10424868753276,,,,,,,,,,,,,,,,,,,,,,1,
40-15,3-2,1-0,,3512000,1,3512000,74,,3,Deuce,Player1,Near,,,,,,,,,,4.175273403322428,-276.5536253279411,Down the Line,Forehand,,,1,,,,,,,5.237177384074285,-18.45832786525729,,,,1.0,,,,,,,,,,,,,,,,,,1,
40-30,3-2,1-0,1,3535000,,,75,,1,Ad,Player1,Near,1.0,T,0.5460903324581606,180.09402340323157,,,,,,-17.622561242335603,-493.410930664662,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-30,3-2,1-0,,3536000,,,75,,2,Ad,Player1,Near,,,,,,,,,,136.75216535426006,514.1976159227439,Down the Line,Backhand,,,,,,,,,,123.76959208217579,-376.6392333768833,,,,,,,,,,,,,,,,,,,,,1,,
40-30,3-2,1-0,,3537000,,,75,,3,Deuce,Player1,Near,,,,,,,,,,128.68624234464042,-467.81783136458773,Down the Line,Forehand,,,,,,,,,,46.446002843370586,312.91121500421275,,,,,,,,,,,,,,,,,,,,,,1,
40-30,3-2,1-0,,3539000,,,75,,4,Ad,Player1,Near,,,,,,,,,,21.766715879253848,474.5373031493611,Down the Line,Forehand,,,,,,,,,,123.140709754967,-311.7591316708801,,,,,,,,,,,,,,,,,,,,,1,,
40-30,3-2,1-0,,3540000,,,75,,5,Deuce,Player1,Near,,,,,,,,,,129.98829286957414,-487.45143810123545,Down the Line,Forehand,,,,,,,,,,4.248304899385382,148.8186679789258,,,,,,,,,,,,,,,,,,,,,1,,
40-30,3-2,1-0,,3541000,1,3541000,75,,6,Ad,Player1,Near,,,,,,,,,,4.248304899385382,195.08680008738833,Crosscourt,Forehand,,1,,,,,,,,-36.234109798756435,185.50222003489986,,,,1.0,,,,,,,,,,,,,,,,,,1,
0-0,4-2,1-0,1,3581000,,,76,,1,Deuce,Player2,Far,1.0,T,49.40320428693861,-220.51041119848625,,,,,,-44.130621172330656,483.5986056427948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0-0,4-2,1-0,,3582000,,,76,,2,Deuce,Player2,Far,,,,,,,,,,74.46827974624325,-454.32912838996657,Down the Line,Backhand,,,,,,,,,,56.228510498658615,247.62545931745734,,,,,,,,,,,,,,,,,,,,,1,,
0-0,4-2,1-0,,3583000,1,3583000,76,,3,Ad,Player2,Far,,,,,,,,,,38.383754374433366,448.552520778421,Crosscourt,Backhand,,,,,,,,,,-153.62730205591365,-134.77189413816313,1.0,,,,,,,,,,,,,,,,,,,,,1,
15-0,4-2,1-0,1,3609000,1,3618000,77,,1,Ad,Player2,Far,0.0,Body,-98.3532152230463,226.12070756768728,0.0,T,-38.591251093593364,1.4115977690281718,,18.873321303577303,500.1814632543348,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1,
15-15,4-2,1-0,1,3655000,,,78,,1,Deuce,Player2,Far,1.0,T,9.200246062987373,-213.11972331572542,,,,,,-39.625404636899916,475.8880796148022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
15-15,4-2,1-0,,3656000,1,3656000,78,,2,Deuce,Player2,Far,,,,,,,,,,38.07654746279748,-471.0831200784968,Down the Line,Backhand,1,,,,,,,,,83.89397419068283,73.92322287835204,1.0,,,,,,,,,,,,,,,,,,,,,,
15-30,4-2,1-0,1,3684000,,,79,,1,Ad,Player2,Far,0.0,Body,-78.58667432191915,-364.15693350812336,1.0,T,-19.932852143471766,-169.34365704278216,,27.498195538043536,445.5371391073814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
15-30,4-2,1-0,,3696000,,,79,,2,Ad,Player2,Far,,,,,,,,,,-45.44526465439472,-400.32382983356393,Crosscourt,Forehand,,,,,,,,,,80.03991688534798,286.9562117233864,,,,,,,,,,,,,,,,,,,,,,1,
15-30,4-2,1-0,,3697000,1,3697000,79,,3,Ad,Player2,Far,,,,,,,,,,90.93026027991802,481.7886264214484,Down the Line,Backhand,,,,,,,,,,25.305451662279143,3.762270341205433,,,,1.0,,,,,,,,,,,,,,,,,1,,
15-40,4-2,1-0,1,3730000,,,80,1,1,Deuce,Player2,Far,1.0,T,13.862817147849356,-211.7809273839676,,,,,,-41.6111876640205,434.1864446629428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
15-40,4-2,1-0,,3731000,1,3731000,80,1,2,Deuce,Player2,Far,,,,,,,,,,47.96952099735055,-437.0329122919877,Down the Line,Backhand,1,,,,,,,,,64.10596019244282,-38.65092410321715,,,,1.0,,,,,,,,,,,,,,,,,,,
30-40,4-2,1-0,1,3762000,1,3762000,81,1,1,Ad,Player2,Far,0.0,Wide,-154.47876202966648,-292.1813702973119,,,,,1.0,28.30058508309999,490.91989829370965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0-0,4-3,1-0,1,3902000,,,83,,1,Deuce,Player1,Far,0.0,Body,-64.88821631667689,183.64975393691302,1.0,Wide,148.73801946623988,-190.8102854329723,,-37.87567257215891,483.49989063842037,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1,
0-0,4-3,1-0,,3916000,,,83,,2,Deuce,Player1,Far,,,,,,,,,,186.5121445755817,-337.9074311021876,Down the Line,Forehand,,,,,,,,,,146.88111329826182,264.3564468502571,,,,,,,,,,,,,,,,,,,,,1,,
0-0,4-3,1-0,,3917000,,,83,,3,Ad,Player1,Far,,,,,,,,,,136.81999125102294,493.7111712595875,Crosscourt,Backhand,,,,,,,,,,-90.22015529304176,-424.62479221325395,,,,,,,,,,,,,,,,,,,,,,1,
0-0,4-3,1-0,,3918000,,,83,,4,Ad,Player1,Far,,,,,,,,,,-92.07430555550799,-512.5060640854746,Crosscourt,Backhand,,,,,,,,,,43.00448928256746,241.9897856516685,,,,,,,,,,,,,,,,,,,,,1,,
0-0,4-3,1-0,,3920000,1,3920000,83,,5,Ad,Player1,Far,,,,,,,,,,59.10552274712607,450.5753171476238,Down the Line,Backhand,1,,,,,,,,,90.08894356950726,18.72760279964036,,,,1.0,,,,,,,,,,,,,,,,,,,
0-15,4-3,1-0,1,3946000,,,84,,1,Ad,Player1,Far,0.0,T,20.822090988615667,-224.0598261153698,1.0,Body,-99.61821412943235,-181.75032261582913,,22.675054680653204,469.03992235321357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0-15,4-3,1-0,,3956000,,,84,,2,Ad,Player1,Far,,,,,,,,,,-148.08548228338807,-453.52164807500634,Crosscourt,Backhand,,,,,,,,,,130.54020122477945,366.2804735343689,,,,,,,,,,,,,,,,,,,,,,1,
0-15,4-3,1-0,,3957000,,,84,,3,Ad,Player1,Far,,,,,,,,,,140.93444335075833,499.8150426506605,Crosscourt,Backhand,,,,,,,,,,-19.441305774268173,-213.10942694652158,,,,,,,,,,,,,,,,,,,,,1,,
0-15,4-3,1-0,,3958000,1,3958000,84,,4,Ad,Player1,Far,,,,,,,,,,-77.55692257213842,-443.7467957128066,Crosscourt,Backhand,,,,,,,,,,110.97442038489456,486.35393700762285,,,,,1.0,,,,,,,,,,,,,,,,1,,
15-15,4-3,1-0,1,3978000,,,85,,1,Deuce,Player1,Far,0.0,T,27.713347550291896,-248.48656496050154,1.0,Body,55.94162839017232,-207.47183945746062,,-38.728242563409566,488.0355752403429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
15-15,4-3,1-0,,4027000,,,85,,2,Deuce,Player1,Far,,,,,,,,,,74.10721784773075,-491.9615923007082,Down the Line,Backhand,,,,,,,,,,51.12572178475049,297.293077427668,,,,,,,,,,,,,,,,,,,,,1,,
15-15,4-3,1-0,,4029000,,,85,,3,Ad,Player1,Far,,,,,,,,,,40.09444444442373,516.266688538666,Crosscourt,Backhand,,,,,,,,,,-73.13759842515907,-340.87531167961396,,,,,,,,,,,,,,,,,,,,,1,,
15-15,4-3,1-0,,4030000,,,85,,4,Ad,Player1,Far,,,,,,,,,,-93.75177165349488,-538.877094269188,Crosscourt,Backhand,,,,,,,,,,76.02096456688986,297.40878718269846,,,,,,,,,,,,,,,,,,,,,,1,
15-15,4-3,1-0,,4031000,1,4031000,85,,5,Ad,Player1,Far,,,,,,,,,,135.97373687657017,502.4821850391105,Down the Line,Backhand,,,,,,,,,,33.47541010496958,222.16889216961408,,,,1.0,,,,,,,,,,,,,,,,,1,,
15-30,4-3,1-0,1,4054000,1,4054000,86,,1,Ad,Player1,Far,1.0,T,-0.532234251968229,-222.91306321073347,,,,,1.0,24.664435695525313,494.1302220032443,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1,
30-30,4-3,1-0,1,4079000,,,87,,1,Deuce,Player1,Far,1.0,Body,94.1080107173617,-194.0424267278088,,,,,,-43.31001202972391,470.4807633418392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
30-30,4-3,1-0,,4080000,,,87,,2,Deuce,Player1,Far,,,,,,,,,,142.05789588794062,-469.4182469376403,Down the Line,Forehand,,,,,,,,,,11.40152559054529,225.71685258081072,,,,,,,,,,,,,,,,,,,,,,1,
30-30,4-3,1-0,,4082000,,,87,,3,Deuce,Player1,Far,,,,,,,,,,-18.25894575677097,487.66869531908316,Crosscourt,Forehand,,,,,,,,,,70.04868766400581,-453.2041065177011,,,,,,,,,,,,,,,,,,,,,1,,
30-30,4-3,1-0,,4082000,,,87,,4,Deuce,Player1,Far,,,,,,,,,,88.66620734903556,-535.4576279524792,Down the Line,Forehand,,,,,,,,,,31.628915135591708,58.43675634292695,,,,,,,,,,,,,,,,,,,,,,1,
30-30,4-3,1-0,,4083000,,,87,,5,Ad,Player1,Far,,,,,,,,,,31.628915135591708,104.7048884513895,Down the Line,Forehand,,1,,,,,,,,129.32021544175296,-309.0735783025525,,,,,,,,,,,,,,,,,,,,,,1,
30-30,4-3,1-0,,4085000,,,87,,6,Deuce,Player1,Far,,,,,,,,,,134.17037948374522,-466.6330599297677,Down the Line,Forehand,,,,,,,,,,72.34026137354094,250.19143700774475,,,,,,,,,,,,,,,,,,,,,,1,
30-30,4-3,1-0,,4087000,,,87,,7,Ad,Player1,Far,,,,,,,,,,72.34026137354094,296.4595691162074,Crosscourt,Forehand,,,1,,,,,,,-133.07192147849645,-290.5182961503311,,,,,,,,,,,,,,,,,,,,,,1,
30-30,4-3,1-0,,4088000,1,4088000,87,,8,Ad,Player1,Far,,,,,,,,,,-167.86844378818975,-437.6371828519174,Down the Line,Backhand,,,,,,,,,,-129.67496172346756,-219.13016185465494,,,,1.0,,,,,,,,,,,,,,,,,1,,
40-30,4-3,1-0,1,4119000,,,88,,1,Ad,Player1,Far,1.0,Wide,-127.86490594919029,-223.3959973752127,,,,,,22.674059492551716,474.52746609774266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
40-30,4-3,1-0,,4120000,,,88,,2,Ad,Player1,Far,,,,,,,,,,-190.90693350821286,-476.5369805334371,Down the Line,Backhand,,,,,,,,,,-6.8828357392790345,363.92712160961077,,,,,,,,,,,,,,,,,,,,,,1,
40-30,4-3,1-0,,4121000,,,88,,3,Deuce,Player1,Far,,,,,,,,,,-3.2597769028854553,529.9888013995512,Crosscourt,Forehand,,,,,,,,,,137.85521653536185,-370.7050415571138,,,,,,,,,,,,,,,,,,,,,1,,
40-30,4-3,1-0,,4123000,,,88,,4,Deuce,Player1,Far,,,,,,,,,,135.812057086544,-505.4014545054257,Crosscourt,Forehand,,,,,,,,,,-144.09845253710841,316.38070866125383,,,,,,,,,,,,,,,,,,,,,1,,
40-30,4-3,1-0,,4125000,,,88,,5,Deuce,Player1,Far,,,,,,,,,,-188.30528215213369,578.2446686348718,Down the Line,Forehand,,,,,,,,,,-113.76825787395698,-414.6190944879748,,,,,,,,,,,,,,,,,,,,,1,,
40-30,4-3,1-0,,4126000,,,88,,6,Ad,Player1,Far,,,,,,,,,,-117.24873687657984,-557.2782753715406,Crosscourt,Backhand,,,,,,,,,,91.8371445756306,318.7391130794503,,,,,,,,,,,,,,,,,,,,,1,,
40-30,4-3,1-0,,4128000,,,88,,7,Ad,Player1,Far,,,,,,,,,,116.04088473309841,258.8741852579591,Down the Line,Backhand,1,,,,,,,,,125.52012795269107,-91.51332567799295,,,,,,,,,,,,,,,,,,,,,,,
40-30,4-3,1-0,,4130000,,,88,,8,Deuce,Player1,Far,,,,,,,,,,91.2559547243623,-262.0363954504333,Down the Line,Forehand,,,,,,,,,,88.51310148726836,288.27801290448804,,,,,,,,,,,,,,,,,,,,,,1,
40-30,4-3,1-0,,4131000,1,4131000,88,,9,Ad,Player1,Far,,,,,,,,,,30.996358267700522,160.53964895004836,Crosscourt,Backhand,,1,,,,,,,,-5.197293307083929,-200.36401465431467,1.0,,,,,,,,,,,,,,,,,,,,,1,
0-0,5-3,1-0,1,4185000,,,89,,1,Deuce,Player2,Near,0.0,Body,-88.42617563425003,-195.0547626858135,1.0,T,-19.199551618537765,179.82742782142938,,39.40317147854483,-478.1768974188256,,,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0-0,5-3,1-0,,4207000,1,4207000,89,,2,Deuce,Player2,Near,,,,,,,,,,-62.91031824143732,518.691234689146,Down the Line,Backhand,,,,,,,,,,-141.48294510053935,-116.08551509180353,1.0,,,,,,,,,,,,,,,,,,,,1,,
0-15,5-3,1-0,1,4247000,,,90,,1,Ad,Player2,Near,1.0,Body,97.30853565174326,185.41261482930054,,,,,,-32.26709864390284,-463.0810804896995,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
