pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWide,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,PlayerServer
30 - 30,4 - 2,0 - 0,0,1510000,0,,36.0,,4,Ad,Player1,,,,,,,,,,0,-124.3108978564537,-525.0732994310498,Crosscourt,Backhand,,,,,,,,,,46.1168252405711,454.50891294814664,,,,,,,,,,,,,,,,,,,,Elise Wagle,4,return_plus_one,Backhand,Flat,58.372311,37,7,1,deep,ad,far,1.204835,23.76157,out,ad,near,-3.247711,-1.830715,1.056551,cross court,In,False,03:04:54,,Elise WagleBackhand
30 - 30,4 - 2,0 - 0,0,1511000,0,,36.0,,5,Ad,Player2,,,,,,,,,,0,79.69240485560188,539.0111767276306,Crosscourt,Forehand,,,,,,,,,,-91.13059930004042,-409.8996445754663,,,,,,,,,,,,,,,,,,,,Matka Komac,5,in_play,Forehand,Topspin,54.098999,37,7,1,deep,ad,near,-2.380852,1.178279,out,ad,far,2.082021,25.969252,1.250734,inside out,In,False,03:04:55,,Matka KomacForehand
30 - 30,4 - 2,0 - 0,0,1513000,0,,36.0,,6,Ad,Player1,,,,,,,,,,0,-130.24440069984524,-519.5483595797841,Crosscourt,Backhand,,,,,,,,,,109.38832020991725,450.92853237072075,,,,,,,,,,,,,,,,,,,,Elise Wagle,6,in_play,Backhand,Topspin,58.695744,37,7,1,deep,ad,far,2.857848,23.66803,out,ad,near,-3.402728,-1.686372,0.921304,cross court,In,False,03:04:57,,Elise WagleBackhand
30 - 30,4 - 2,0 - 0,0,1514000,0,,36.0,,7,Ad,Player2,,,,,,,,,,0,139.7665135607327,507.45686242318493,Crosscourt,Backhand,,,,,,,,,,-56.8813921696994,-202.9941437006825,,,,,,,,,,,,,,,,,,,,Matka Komac,7,in_play,Backhand,Topspin,54.639877,37,7,1,short,ad,near,-1.486067,6.583833,out,ad,far,3.6515,25.144873,1.119096,cross court,In,False,03:04:58,,Matka KomacBackhand
30 - 30,4 - 2,0 - 0,0,1515000,0,,36.0,,8,Ad,Player1,,,,,,,,,,0,-115.98450349950264,-475.9938757652834,Crosscourt,Backhand,,,,,,,,,,4.6426673228322475,239.01046041107517,,,,,,,,,,,,,,,,,,,,Elise Wagle,8,in_play,Backhand,Topspin,72.255196,37,7,1,short,ad,far,0.121293,18.131519,out,ad,near,-3.030178,-0.54848,0.348039,cross court,In,False,03:04:59,,Elise WagleBackhand
30 - 30,4 - 2,0 - 0,0,1517000,0,,36.0,,9,Ad,Player2,,,,,,,,,,0,98.36110017492732,515.8591590111071,Down the Line,Forehand,,,,,,,,,,99.51035104981736,-308.6134186350112,,,,,,,,,,,,,,,,,,,,Matka Komac,9,in_play,Forehand,Topspin,58.680767,37,7,1,deep,deuce,near,2.599779,3.824454,out,ad,far,2.569754,25.364389,1.034963,inside in,In,False,03:05:01,,Matka KomacForehand
30 - 30,4 - 2,0 - 0,0,1518000,0,,36.0,,10,Deuce,Player1,,,,,,,,,,0,116.83251859136571,-511.14564195074206,Crosscourt,Forehand,,,,,,,,,,-92.54120188096708,577.9645614607689,,,,1,,,,,,,,,,,,,,,,Elise Wagle,10,in_play,Forehand,Topspin,62.985233,37,7,1,out,deuce,far,-2.417705,26.986937,out,deuce,near,3.052333,-1.466845,0.82876,cross court,Out,False,03:05:02,,Elise WagleForehand
30 - 30,4 - 2,0 - 0,0,1519000,0,,36.0,,11,Deuce,Player2,,,,,,,,,,0,-75.35970034991732,547.1913167101285,Crosscourt,Forehand,,,,,,,,,,153.1690562116444,-297.5700459316048,,,,,,,,,,,,,,,,,,,,Matka Komac,11,in_play,Forehand,Flat,49.558151,37,7,1,deep,deuce,near,4.001651,4.11297,out,deuce,far,-1.968826,26.182964,0.596758,cross court,In,False,03:05:03,,Matka KomacForehand
30 - 30,4 - 2,0 - 0,0,1528000,1,1528000,36.0,,0,Ad,Player1,,,,,,,,,,0,-74.16333114606843,-59.03853893260294,Crosscourt,,,,,,,,,,,41.65842082237568,241.180889107487,1,,,,,,,,,,,,,,,,,,,Elise Wagle,0,none,Feed,Flat,18.796982,38,7,1,short,ad,far,1.088356,18.188223,short,ad,near,-1.93757,10.344776,2.609627,---,In,False,03:05:12,,Elise WagleFeed
40 - 30,4 - 2,0 - 0,1,1544000,0,,37.0,,1,Deuce,Player2,Far,1,Wide,143.77214566921705,-196.7634623796009,,,,,0,-63.64920713032583,433.7609634730918,Crosscourt,,1,,,,,,,,,143.77214566921705,-196.7634623796009,,,,,,,,,,,,,,,,,,,,Matka Komac,1,first_serve,Serve,Slice,69.154175,38,7,1,short,deuce,near,3.75615,6.746614,short,deuce,far,-1.662881,23.219515,2.937106,out wide,In,False,03:05:28,,Matka KomacServe
40 - 30,4 - 2,0 - 0,0,1545000,0,,37.0,,2,Deuce_Alley,Player1,,,,,,,,,,0,197.63884514425484,-471.4161636043059,Crosscourt,Forehand,,,,,,,,,,-177.71081583542875,355.29049650025394,,1,,,,,,,,,,,,,,,,,,Elise Wagle,2,first_return,Forehand,Topspin,43.966412,38,7,1,deep,deuce_alley,far,-4.642822,21.169418,deep,deuce_alley,near,5.163456,-0.428884,1.00692,cross court,Out,False,03:05:29,,Elise WagleForehand
40 - 30,4 - 2,0 - 0,0,1547000,1,1547000,37.0,,3,Deuce_Out,Player2,,,,,,,,,,0,-210.5369805335745,456.0005085299482,Down the Line,Forehand,1,,,,,,,,,-141.89200568671586,30.835405730517774,,,1,,,,,,,,,,,,,,,,,Matka Komac,3,serve_plus_one,Forehand,Slice,25.521399,38,7,1,short,deuce,far,-3.70703,12.692797,deep,deuce_out,far,-5.500429,23.800539,1.174853,down the line,Net,False,03:05:31,,Matka KomacForehand
40 - 40,4 - 2,0 - 0,1,1650000,0,,38.0,1,1,Deuce,Player1,Far,1,Body,88.20283245839713,-145.54338910753634,,,,,0,-24.147090988613947,413.58027121588435,Crosscourt,,,,,,,,,,,88.20283245839713,-145.54338910753634,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,67.534836,39,8,1,short,deuce,near,2.304362,8.084775,deep,deuce,far,-0.63086,22.69228,2.807561,out wide,In,False,03:07:14,,Elise WagleServe
40 - 40,4 - 2,0 - 0,0,1651000,0,,38.0,,2,Deuce,Player2,,,,,,,,,,0,143.3602909010633,-466.1579724407041,Down the Line,Forehand,,,,,,,,,,99.13325131228474,-46.499513342058236,,,1,,,,,,,,,,,,,,,,,Matka Komac,2,first_return,Forehand,Flat,33.644802,39,8,1,short,deuce,near,2.589927,10.672367,deep,deuce,near,3.74539,-0.29151,1.255797,cross court,Net,False,03:07:15,,Matka KomacForehand
40 - 40,4 - 2,0 - 0,0,1657000,1,1657000,38.0,,0,Ad,Player1,,,,,,,,,,0,18.59321412947421,235.41767825884605,Down the Line,,,,,,,,,,,3.910706474188706,217.76154855631793,,,1,,,,,,,,,,,,,,,,,Elise Wagle,0,none,Feed,Flat,20.784662,40,8,1,short,ad,far,0.10217,17.576376,short,ad,far,0.485761,18.037655,4.064744,---,Net,False,03:07:21,,Elise WagleFeed
0 - 0,4 - 3,0 - 0,1,1671000,0,,39.0,,1,Ad,Player1,Far,1,Wide,-115.42647090982663,-171.92391185467932,,,,,0,16.988013998241442,464.55235126835146,Crosscourt,,1,,,,,,,,,-115.42647090982663,-171.92391185467932,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Slice,60.538364,40,8,1,short,ad,near,-3.015599,7.395565,deep,ad,far,0.443824,24.023962,2.629635,out wide,In,False,03:07:35,,Elise WagleServe
0 - 0,4 - 3,0 - 0,0,1672000,0,,39.0,,2,Ad_Alley,Player2,,,,,,,,,,0,-165.3560914259863,-485.68482611523467,Down the Line,Backhand,,,,,,,,,,-16.177930883631188,383.8377734031263,,,,,,,,,,,,,,,,,,,,Matka Komac,2,first_return,Backhand,Topspin,61.333664,40,8,1,deep,deuce,far,-0.42266,21.915236,out,ad_alley,near,-4.320046,-0.801663,0.942783,down the line,In,False,03:07:36,,Matka KomacBackhand
0 - 0,4 - 3,0 - 0,0,1673000,0,,39.0,,3,Ad,Player1,,,,,,,,,,0,5.364025590548411,569.952952755611,Down the Line,Forehand,,,,,,,,,,8.272233158350932,-315.32374234454403,,,,,,,,,,,,,,,,,,,,Elise Wagle,3,serve_plus_one,Forehand,Topspin,56.487976,40,8,1,deep,deuce,near,0.216118,3.649142,out,ad,far,0.140139,26.777628,1.018428,inside in,In,False,03:07:37,,Elise WagleForehand
0 - 0,4 - 3,0 - 0,0,1675000,0,,39.0,,4,Deuce,Player2,,,,,,,,,,0,13.063068678908387,-514.4513888886231,Down the Line,Forehand,,,,,,,,,,53.43723753278079,298.4228455816482,,,,,,,,,,,,,,,,,,,,Matka Komac,4,return_plus_one,Forehand,Topspin,54.797863,40,8,1,deep,ad,far,1.396086,19.68371,out,deuce,near,0.341282,-1.55321,1.010968,down the line,In,False,03:07:39,,Matka KomacForehand
0 - 0,4 - 3,0 - 0,0,1676000,0,,39.0,,5,Ad,Player1,,,,,,,,,,0,53.35237860889632,539.2329505684003,Down the Line,Forehand,,,,,,,,,,101.1546314522662,-269.0849682850753,,,,,,,,,,,,,,,,,,,,Elise Wagle,5,in_play,Forehand,Topspin,53.662056,40,8,1,deep,deuce,near,2.642737,4.857163,out,ad,far,1.393869,25.975046,0.837499,inside in,In,False,03:07:40,,Elise WagleForehand
0 - 0,4 - 3,0 - 0,0,1678000,0,,39.0,,6,Deuce,Player2,,,,,,,,,,0,111.95475721778995,-521.6111165789082,Crosscourt,Forehand,,,,,,,,,,-73.81176181098549,328.38891622905174,,,,,,,,,,,,,,,,,,,,Matka Komac,6,in_play,Forehand,Topspin,67.952049,40,8,1,deep,deuce,far,-1.928385,20.466595,out,deuce,near,2.924898,-1.740263,1.063689,cross court,In,False,03:07:42,,Matka KomacForehand
0 - 0,4 - 3,0 - 0,0,1679000,0,,39.0,,7,Deuce,Player1,,,,,,,,,,0,-117.18309273834716,538.8848643916726,Down the Line,Forehand,,,,,,,,,,-80.81601049864591,-202.50627187216134,,,,,,,,,,,,,,,,,,,,Elise Wagle,7,in_play,Forehand,Topspin,57.375217,40,8,1,short,ad,near,-2.111376,6.596579,out,deuce,far,-3.061492,25.965952,0.947304,down the line,In,False,03:07:43,,Elise WagleForehand
0 - 0,4 - 3,0 - 0,0,1680000,0,,39.0,,8,Ad,Player2,,,,,,,,,,0,-73.85612423443253,-492.39748468915946,Crosscourt,Backhand,,,,,,,,,,29.965879265076385,-20.380533683279054,,,1,,,,,,,,,,,,,,,,,Matka Komac,8,in_play,Backhand,Topspin,38.968502,40,8,1,short,deuce,near,0.78288,11.354744,out,ad,near,-1.929544,-0.977036,0.518706,down the line,Net,False,03:07:44,,Matka KomacBackhand
0 - 0,4 - 3,0 - 0,0,1687000,1,1687000,39.0,,0,Deuce,Player2,,,,,,,,,,0,102.860766622869,-172.03127734024358,Down the Line,,,,,,,,,,,68.3442749343479,152.08797572170621,1,,,,,,,,,,,,,,,,,,,Matka Komac,0,none,Feed,Flat,17.320551,41,8,1,short,ad,far,1.785543,15.860607,short,deuce,near,2.687311,7.39276,3.700214,---,In,False,03:07:51,,Matka KomacFeed
15 - 0,4 - 3,0 - 0,1,1710000,0,,40.0,,1,Deuce,Player1,Far,0,T,52.27240813645593,-279.0139216971437,,,,,0,-40.62265966752057,436.1797298772899,Crosscourt,,,,,,,,,,,52.27240813645593,-279.0139216971437,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,85.044449,41,8,1,deep,deuce,near,1.365654,4.597762,deep,deuce,far,-1.061296,23.282707,2.646172,down the T,Out,False,03:08:14,,Elise WagleServe
15 - 0,4 - 3,0 - 0,0,1710000,0,,40.0,,2,Deuce,Player2,,,,,,,,,,0,62.8625874890314,-428.00414479417964,Down the Line,Backhand,,,,,,,,,,35.63596347329743,473.00731627272154,,,,1,,,,,,,,,,,,,,,,Matka Komac,2,none,Backhand,Flat,38.984966,41,8,1,out,ad,far,0.931015,24.244854,deep,deuce,near,1.64233,0.705286,0.700728,inside in,Out,False,03:08:14,,Matka KomacBackhand
15 - 0,4 - 3,0 - 0,0,1720000,0,,40.0,,1,Deuce,Player1,Far,0,T,49.45372922132179,-273.6328630794737,0,T,49.45372922132179,-273.6328630794737,0,-28.927668416433,417.7791611983843,Crosscourt,,,,,,,,,,,49.45372922132179,-273.6328630794737,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,second_serve,Serve,Kick,61.570515,41,8,1,deep,deuce,near,1.292014,4.738346,deep,deuce,far,-0.755756,22.801979,2.98975,down the T,Out,False,03:08:24,,Elise WagleServe
15 - 0,4 - 3,0 - 0,0,1721000,1,1721000,40.0,,2,Deuce,Player2,,,,,,,,,,0,60.8800962379388,-451.1662674975797,Down the Line,Backhand,,,,,,,,,,148.42465004366787,380.0562882762691,1,,,,,,,,,,,,,,,,,,,Matka Komac,2,second_return,Backhand,Topspin,54.22863,41,8,1,deep,ad,far,3.8777,21.816442,deep,deuce,near,1.590536,0.100159,1.373461,inside in,In,False,03:08:25,,Matka KomacBackhand
30 - 0,4 - 3,0 - 0,1,1753000,0,,41.0,,1,Ad,Player1,Far,0,Wide,-105.32240266836203,-339.67419619405024,,,,,0,16.713763123350947,476.923458005003,Crosscourt,,1,,,,,,,,,-105.32240266836203,-339.67419619405024,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Slice,76.707733,42,8,1,deep,ad,near,-2.751623,3.012969,deep,ad,far,0.436659,24.347166,2.306261,out wide,Out,False,03:08:57,,Elise WagleServe
30 - 0,4 - 3,0 - 0,0,1753000,0,,41.0,,1,Ad,Player2,,,,,,,,,,0,-118.76038932627286,-483.4113571738535,Crosscourt,Backhand,,,,,,,,,,55.81091426068858,245.7568022745887,,,,,,,,,,,,,,,,,,,,Matka Komac,1,none,Backhand,Topspin,56.63681,42,8,1,deep,ad,far,1.4581,18.307772,out,ad,near,-3.1027,-0.742267,0.592322,cross court,In,False,03:08:57,,Matka KomacBackhand
30 - 0,4 - 3,0 - 0,0,1763000,0,,41.0,,1,Ad,Player1,Far,0,Wide,-111.88268263336302,-311.78592519668933,0,Wide,-111.88268263336302,-311.78592519668933,0,-28.330325896748267,440.5315726156954,Down the Line,,1,,,,,,,,,-111.88268263336302,-311.78592519668933,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,second_serve,Serve,Slice,95.536911,42,8,1,deep,ad,near,-2.923015,3.74157,short,ad,far,-0.74015,23.396402,2.455677,out wide,Out,False,03:09:07,,Elise WagleServe
30 - 0,4 - 3,0 - 0,0,1764000,1,1764000,41.0,,2,Ad,Player2,,,,,,,,,,0,-123.02205271209743,-501.07460629895377,Crosscourt,Backhand,,,,,,,,,,91.63852799645309,278.8704615046678,1,,,,,,,,,,,,,,,,,,,Matka Komac,2,second_return,Backhand,Flat,60.773739,42,8,1,deep,ad,far,2.394122,19.17289,out,ad,near,-3.214039,-1.203732,1.071301,cross court,In,False,03:09:08,,Matka KomacBackhand
40 - 0,4 - 3,0 - 0,1,1808000,0,,42.0,,1,Deuce,Player1,Far,1,Body,81.63164370074523,-207.8924595362006,,,,,0,-43.509815179330104,466.635165135367,Crosscourt,,,,,,,,,,,81.63164370074523,-207.8924595362006,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,75.93129,43,8,1,short,deuce,near,2.132685,6.455861,deep,deuce,far,-1.136725,24.078377,2.864259,down the T,In,False,03:09:52,,Elise WagleServe
40 - 0,4 - 3,0 - 0,0,1809000,0,,42.0,,2,Deuce,Player2,,,,,,,,,,0,114.88283027115676,-481.11878827621695,Down the Line,Backhand,,,,,,,,,,89.38886701657675,216.66198053357135,,,,,,,,,,,,,,,,,,,,Matka Komac,2,first_return,Backhand,Topspin,47.311611,43,8,1,short,ad,far,2.335348,17.547649,out,deuce,near,3.001396,-0.682372,1.163293,inside in,In,False,03:09:53,,Matka KomacBackhand
40 - 0,4 - 3,0 - 0,0,1811000,0,,42.0,,3,Ad,Player1,,,,,,,,,,0,83.19699803145308,524.5509022307002,Crosscourt,Backhand,,,,,,,,,,-25.69606299211271,-356.68372156587,,,,,,,,,,,,,,,,,,,,Elise Wagle,3,serve_plus_one,Backhand,Topspin,71.462875,43,8,1,deep,ad,near,-0.671328,2.568583,out,ad,far,2.173581,25.591467,0.931179,cross court,In,False,03:09:55,,Elise WagleBackhand
40 - 0,4 - 3,0 - 0,0,1812000,0,,42.0,,4,Ad,Player2,,,,,,,,,,0,-35.68939741905418,-480.3710575238113,Down the Line,Backhand,,,,,,,,,,-44.86315616795583,-16.393006342948656,,,1,,,,,,,,,,,,,,,,,Matka Komac,4,return_plus_one,Backhand,Topspin,33.515938,43,8,1,short,ad,near,-1.172082,11.458921,out,ad,near,-0.932411,-0.662837,0.931225,cross court,Net,False,03:09:56,,Matka KomacBackhand
40 - 0,4 - 3,0 - 0,0,1820000,0,,42.0,,0,Ad,Player2,,,,,,,,,,0,-64.90337379699184,-54.352848862614096,Down the Line,,,,,,,,,,,-61.77955489935567,138.10324803142473,,,,,,,,,,,,,,,,,,,,Matka Komac,0,none,Feed,Flat,24.248772,44,8,1,short,deuce,far,-1.614035,15.495246,short,ad,near,-1.695647,10.467193,2.253024,---,In,False,03:10:04,,Matka KomacFeed
40 - 0,4 - 3,0 - 0,0,1820000,1,1820000,42.0,,1,Deuce,Player1,,,,,,,,,,0,-61.77955489935567,184.37141841635275,Down the Line,,,,,,,,,,,-74.52569444440594,40.68868657040771,,,1,,,,,,,,,,,,,,,,,Elise Wagle,1,none,Feed,Flat,23.157299,44,8,1,short,deuce,far,-1.947037,12.950221,short,deuce,far,-1.614035,16.704035,2.72457,---,Net,False,03:10:04,,Elise WagleFeed
40 - 15,4 - 3,0 - 0,1,1840000,0,,43.0,,1,Ad,Player1,Far,1,T,-44.57845581799972,-187.3994695974535,,,,,0,23.990348862629777,414.567038494974,Crosscourt,,,,,,,,,,,-44.57845581799972,-187.3994695974535,,,,,,,,,,,,,,,,,,,,Elise Wagle,1,first_serve,Serve,Flat,89.567444,44,8,1,short,ad,near,-1.164644,6.991255,short,ad,far,0.626765,22.71806,2.536722,down the T,In,False,03:10:24,,Elise WagleServe
40 - 15,4 - 3,0 - 0,0,1841000,0,,43.0,,2,Ad,Player2,,,,,,,,,,0,-53.276170166201695,-433.6030347766789,Crosscourt,Forehand,,,,,,,,,,26.951148293949334,382.58957786506915,,,,,,,,,,,,,,,,,,,,Matka Komac,2,first_return,Forehand,Flat,41.891354,44,8,1,deep,ad,far,0.704118,21.882626,deep,ad,near,-1.391878,0.559011,1.170666,inside out,In,False,03:10:25,,Matka KomacForehand
40 - 15,4 - 3,0 - 0,0,1843000,0,,43.0,,3,Ad,Player1,,,,,,,,,,0,76.80161307957538,528.060241688266,Crosscourt,Forehand,,,,,,,,,,-103.62507108481087,-272.1329997811368,,,,,,,,,,,,,,,,,,,,Elise Wagle,3,serve_plus_one,Forehand,Topspin,56.228191,44,8,1,deep,ad,near,-2.707279,4.777531,out,ad,far,2.006497,25.683151,1.049644,inside out,In,False,03:10:27,,Elise WagleForehand
40 - 15,4 - 3,0 - 0,0,1844000,0,,43.0,,4,Ad,Player2,,,,,,,,,,0,-132.60958005242492,-554.5221784774038,Crosscourt,Backhand,,,,,,,,,,43.82662948379188,318.1633967627402,,,,,,,,,,,,,,,,,,,,Matka Komac,4,return_plus_one,Backhand,Topspin,54.125946,44,8,1,deep,ad,far,1.145002,20.199446,out,ad,near,-3.46452,-2.600088,1.116847,cross court,In,False,03:10:28,,Matka KomacBackhand
40 - 15,4 - 3,0 - 0,0,1846000,0,,43.0,,5,Ad,Player1,,,,,,,,,,0,70.86856955376916,544.2065944879079,Crosscourt,Forehand,,,,,,,,,,-108.62344160099374,-244.4756124233208,,,,,,,,,,,,,,,,,,,,Elise Wagle,5,in_play,Forehand,Topspin,55.427971,44,8,1,short,ad,near,-2.837865,5.5001,out,ad,far,1.851492,26.104986,1.161916,inside out,In,False,03:10:30,,Elise WagleForehand
40 - 15,4 - 3,0 - 0,0,1848000,0,,43.0,,6,Ad_Alley,Player2,,,,,,,,,,0,-180.04862751521756,-525.6915409008658,Crosscourt,Backhand,,,,,,,,,,69.721041119824,247.76513013985445,,,,,,,,,,,,,,,,,,,,Matka Komac,6,in_play,Backhand,Topspin,52.947205,44,8,1,deep,ad,far,1.821512,18.360241,out,ad_alley,near,-4.703899,-1.846867,0.772781,down the line,In,False,03:10:32,,Matka KomacBackhand
40 - 15,4 - 3,0 - 0,0,1849000,0,,43.0,,7,Ad,Player1,,,,,,,,,,0,138.35066710404053,482.66745406799214,Down the Line,Backhand,,,,,,,,,,91.29913057738065,-390.93920603654345,,,,,,,,,,,,,,,,,,,,Elise Wagle,7,in_play,Backhand,Topspin,70.402679,44,8,1,deep,deuce,near,2.385255,1.673634,deep,ad,far,3.61451,24.497232,1.045882,down the line,In,False,03:10:33,,Elise WagleBackhand
40 - 15,4 - 3,0 - 0,0,1850000,0,,43.0,,8,Deuce,Player2,,,,,,,,,,0,99.91409120729746,-533.9109908133725,Down the Line,Forehand,,,,,,,,,,104.16917104106604,260.7884678476343,,,,,,,,,,,,,,,,,,,,Matka Komac,8,in_play,Forehand,Flat,48.356564,44,8,1,deep,ad,far,2.721494,18.700485,out,deuce,near,2.610327,-2.061606,0.656619,down the line,In,False,03:10:34,,Matka KomacForehand
40 - 15,4 - 3,0 - 0,0,1852000,0,,43.0,,9,Ad,Player1,,,,,,,,,,0,104.16917104106604,307.0565999560968,Down the Line,,,1,,,,,,,,85.00988626417305,-336.41342410306333,,,,,,,,,,,,,,,,,,,,Elise Wagle,9,in_play,BH Volley,Flat,21.650688,44,8,1,deep,deuce,near,2.220944,3.098159,deep,ad,far,2.721494,19.909273,1.71069,down the line,In,False,03:10:36,,Elise WagleBH Volley
40 - 15,4 - 3,0 - 0,0,1853000,0,,43.0,,10,Deuce,Player2,,,,,,,,,,0,82.47452974623911,-441.1394794398421,Down the Line,Forehand,1,,,,,,,,,51.61623468938716,-148.97215660534735,,,1,,,,,,,,,,,,,,,,,Matka Komac,10,in_play,Forehand,Slice,53.575371,44,8,1,short,deuce,near,1.348511,7.995196,deep,deuce,near,2.154706,0.362116,0.839306,cross court,Net,False,03:10:37,,Matka KomacForehand
40 - 15,4 - 3,0 - 0,0,1866000,1,1866000,43.0,,0,Deuce,Player1,,,,,,,,,,0,-5.790310586173736,213.20565398064232,Down the Line,,,,,,,,,,,-7.2168744531896225,-194.0609525370826,1,,,,,,,,,,,,,,,,,,,Elise Wagle,0,none,Feed,Flat,19.670475,45,9,1,short,ad,near,-0.188546,6.817219,short,deuce,far,-0.151276,17.45735,4.081893,---,In,False,03:10:50,,Elise WagleFeed
0 - 0,5 - 3,0 - 0,1,1895000,0,,44.0,,1,Deuce,Player2,Near,0,T,46.0267224409211,-57.90452209095874,,,,,0,65.91138451440165,-427.5034503497354,Down the Line,,,,,,,,,,,46.0267224409211,-57.90452209095874,,,1,,,,,,,,,,,,,,,,,Matka Komac,1,first_serve,Serve,Flat,43.196507,45,9,1,short,deuce,near,1.202481,10.374403,deep,deuce,near,1.721982,0.718367,2.227364,down the T,Net,False,03:11:19,,Matka KomacServe
0 - 0,5 - 3,0 - 0,0,1910000,0,,44.0,,1,Deuce,Player2,Near,0,Wide,-138.00311679782897,235.11579177590656,1,Wide,-138.00311679782897,235.11579177590656,0,70.36178915131973,-480.44818460167653,Crosscourt,,,,,,,,,,,-138.00311679782897,235.11579177590656,,,,,,,,,,,,,,,,,,,,Matka Komac,1,second_serve,Serve,Flat,70.20163,45,9,1,short,deuce,far,-3.60543,18.029768,out,deuce,near,1.838252,-0.664852,2.570038,out wide,In,False,03:11:34,,Matka KomacServe
0 - 0,5 - 3,0 - 0,0,1911000,0,,44.0,,2,Deuce_Out,Player1,,,,,,,,,,0,-211.81874453182408,513.8884186349052,Down the Line,Forehand,,,,,,,,,,-5.93201006123928,-407.0444116358352,,,,,,,,,,,,,,,,,,,,Elise Wagle,2,second_return,Forehand,Flat,44.666855,45,9,1,deep,ad,near,-0.154978,1.252874,out,deuce_out,far,-5.533916,25.312902,1.108087,down the line,In,False,03:11:35,,Elise WagleForehand
0 - 0,5 - 3,0 - 0,0,1912000,0,,44.0,,3,Deuce,Player2,,,,,,,,,,0,4.635203412071096,-451.6670384949548,Down the Line,Backhand,,,,,,,,,,72.29004265088129,315.3749179788396,,,,,,,,,,,,,,,,,,,,Matka Komac,3,serve_plus_one,Backhand,Flat,65.888573,45,9,1,deep,ad,far,1.888629,20.126595,deep,deuce,near,0.121098,0.087076,1.000523,inside in,In,False,03:11:36,,Matka KomacBackhand
0 - 0,5 - 3,0 - 0,0,1913000,0,,44.0,,4,Ad,Player1,,,,,,,,,,0,73.88578849514992,538.4821576987595,Crosscourt,Backhand,,,,,,,,,,-19.189561461057455,-387.11397090968626,,,,,,,,,,,,,,,,,,,,Elise Wagle,4,return_plus_one,Backhand,Flat,48.468281,45,9,1,deep,ad,near,-0.501341,1.773571,out,ad,far,1.930319,25.955431,0.734862,cross court,In,False,03:11:37,,Elise WagleBackhand
0 - 0,5 - 3,0 - 0,0,1915000,0,,44.0,,5,Ad,Player2,,,,,,,,,,0,-27.52185039368657,-538.9417814957847,Down the Line,Forehand,,,,,,,,,,-95.69598643914566,246.60730533670554,,,,,,,,,,,,,,,,,,,,Matka Komac,5,in_play,Forehand,Topspin,64.4496,45,9,1,deep,deuce,far,-2.500126,18.329992,out,ad,near,-0.719028,-2.193039,1.136772,inside in,In,False,03:11:39,,Matka KomacForehand
0 - 0,5 - 3,0 - 0,0,1916000,0,,44.0,,6,Deuce,Player1,,,,,,,,,,0,-105.72396106731196,549.6555172788062,Crosscourt,Forehand,,,,,,,,,,113.42798009617937,-419.351520122268,,,,,,,,,,,,,,,,,,,,Elise Wagle,6,in_play,Forehand,Topspin,47.944553,45,9,1,deep,deuce,near,2.963387,0.931342,out,deuce,far,-2.762114,26.247343,0.900922,cross court,In,False,03:11:40,,Elise WagleForehand
0 - 0,5 - 3,0 - 0,0,1918000,0,,44.0,,7,Deuce,Player2,,,,,,,,,,0,129.2310312772736,-546.4837379699713,Down the Line,Forehand,,,,,,,,,,117.97717629040274,404.256660104778,,,,,,,,,,,,,,,,,,,,Matka Komac,7,in_play,Forehand,Flat,61.439636,45,9,1,deep,ad,far,3.082238,22.448694,out,deuce,near,3.376253,-2.390078,1.174819,down the line,In,False,03:11:42,,Matka KomacForehand
