pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWide,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,PlayerServer
30 - 15,0 - 1,0 - 1,0,117369602,1,117369602,42.0,,18,Ad,Player2,,,,,,,,,,0,80.84827755901335,455.95055774254655,Crosscourt,Forehand,,,,,,,,,,-185.10632655283524,22.636165791764334,,,1,,,,,,,,,,,,,,,,,Ferguson,18,in_play,Forehand,Topspin,72.626244,76,0,0,service_box,deuce_alley,far,-4.836035,12.478586,no_mans_land,ad,far,2.112219,23.799234,0.887162,inside in,Net,False,21:32:08,1956.160034,FergusonForehand
30 - 30,0 - 1,0 - 1,1,137792402,0,,43.0,,1,Deuce,Player2,Far,1,T,24.13729221346085,-242.2270231844768,,,,,0,-29.42606627295068,442.1727143479781,Crosscourt,,,,,,,,,,,24.13729221346085,-242.2270231844768,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,119.298187,77,0,0,service_box,deuce,near,0.630604,5.558846,service_box,deuce,far,-0.768777,23.439278,2.692662,down the T,In,False,21:37:48,2296.540039,FergusonServe
30 - 30,0 - 1,0 - 1,0,138570600,0,,43.0,,1,Deuce,Player2,Far,0,Body,97.4070975502559,-212.8073490812549,1,Body,97.4070975502559,-212.8073490812549,0,-20.638976377942093,445.13661417299835,Crosscourt,,,,,,,,,,,97.4070975502559,-212.8073490812549,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,94.05497,78,0,0,service_box,deuce,near,2.54483,6.327456,service_box,deuce,far,-0.539208,23.516712,2.821939,out wide,In,False,21:38:01,2309.51001,FergusonServe
30 - 30,0 - 1,0 - 1,0,138628198,1,138628198,43.0,,2,Deuce_Alley,Player1,,,,,,,,,,0,171.41338035861662,-507.9855752403325,Crosscourt,Forehand,,,,,,,,,,-187.62415244959686,524.070226377682,,1,,1,,,,,,,,,,,,,,,,Aadarsh,2,return,Forehand,Topspin,37.625515,78,0,0,out,deuce_alley,far,-4.901815,25.578909,out,deuce_alley,near,4.478297,-1.384286,1.61574,cross court,Out,False,21:38:02,2310.469971,AadarshForehand
30 - 40,0 - 1,0 - 1,1,140130000,0,,44.0,1,1,Ad,Player2,Far,1,Body,-78.14362423443033,-213.2765419946405,,,,,0,39.58341535431026,466.45396434796555,Crosscourt,,,,,,,,,,,-78.14362423443033,-213.2765419946405,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,113.071945,80,0,0,service_box,ad,near,-2.041558,6.315198,no_mans_land,ad,far,1.034145,24.073643,2.552612,down the T,In,False,21:38:27,2335.5,FergusonServe
30 - 40,0 - 1,0 - 1,0,140179204,0,,44.0,,2,Ad,Player1,,,,,,,,,,0,-145.9323162728905,-538.5962598422415,Down the Line,Forehand,,,,,,,,,,-28.385558836380785,200.548583770675,,,,,,,,,,,,,,,,,,,,Aadarsh,2,return,Forehand,Topspin,60.811337,80,0,0,service_box,deuce,far,-0.741593,17.126675,out,ad,near,-3.812586,-2.184012,1.003456,inside in,In,False,21:38:28,2336.320068,AadarshForehand
30 - 40,0 - 1,0 - 1,0,140264399,0,,44.0,,3,Ad,Player2,,,,,,,,,,0,6.684831583548602,433.15623359557674,Down the Line,Forehand,,,,,,,,,,98.5450568678406,-325.34762139090805,,,,,,,,,,,,,,,,,,,,Ferguson,3,serve_plus_one,Forehand,Flat,74.940903,80,0,0,no_mans_land,deuce,near,2.57456,3.387261,no_mans_land,ad,far,0.174646,23.203716,1.043117,inside in,In,False,21:38:29,2337.73999,FergusonForehand
30 - 40,0 - 1,0 - 1,0,140434204,0,,44.0,,4,Deuce,Player1,,,,,,,,,,0,41.450924103215684,-8.760219816268412,Down the Line,Backhand,,,,,,,,,,26.16085411197249,171.78217410314838,,,,,,,,,,,,,,,,,,,,Aadarsh,4,return_plus_one,Backhand,Topspin,15.766312,80,0,0,service_box,ad,far,0.683471,16.375132,service_box,deuce,near,1.082935,11.658333,6.182285,inside in,In,False,21:38:32,2340.570068,AadarshBackhand
30 - 40,0 - 1,0 - 1,0,140486997,1,140486997,44.0,,5,Ad,Player2,,,,,,,,,,0,29.16946084862885,100.65814741902062,Down the Line,,,1,,,,,,,,29.16946084862885,-470.46514654393894,,,,1,,,,,,,,,,,,,,,,Ferguson,5,in_play,FH Volley,Flat,22.516716,80,0,0,out,deuce,near,0.762073,-0.404038,service_box,ad,far,0.762073,14.516966,0.691508,down the line,Out,False,21:38:33,2341.449951,FergusonFH Volley
0 - 0,0 - 2,0 - 1,1,141908393,0,,45.0,,1,Deuce,Player2,Far,1,Body,100.8475010935612,-199.83499562544355,,,,,0,12.42388998249577,454.58856627273104,Down the Line,,,,,,,,,,,100.8475010935612,-199.83499562544355,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Kick,108.080238,81,0,0,service_box,deuce,near,2.634713,6.666368,service_box,deuce,far,0.324583,23.763651,2.698412,out wide,In,False,21:38:57,2365.139893,FergusonServe
0 - 0,0 - 2,0 - 1,0,141969594,0,,45.0,,2,Deuce_Alley,Player1,,,,,,,,,,0,171.2219597549422,-511.8044947503918,Down the Line,Forehand,,,,,,,,,,17.401055336823905,493.8733103671989,,,,1,,,,,,,,,,,,,,,,Aadarsh,2,return,Forehand,Flat,61.427067,81,0,0,out,ad,far,0.454615,24.789993,out,deuce_alley,near,4.473296,-1.484058,1.190269,down the line,Out,False,21:38:58,2366.159912,AadarshForehand
0 - 0,0 - 2,0 - 1,0,142057207,0,,45.0,,3,Deuce,Player2,,,,,,,,,,0,-4.751946631668586,530.3771161414583,Down the Line,Forehand,,,,,,,,,,-46.92847769026447,-300.6963145230293,,,,,,,,,,,,,,,,,,,,Ferguson,3,serve_plus_one,Forehand,Topspin,52.566753,81,0,0,no_mans_land,ad,near,-1.22604,4.031294,out,deuce,far,-0.124148,25.743681,1.810574,down the line,In,False,21:38:59,2367.620117,FergusonForehand
0 - 0,0 - 2,0 - 1,0,142138798,0,,45.0,,4,Ad,Player1,,,,,,,,,,0,-56.94190726156289,-450.4168143042293,Down the Line,Backhand,,,,,,,,,,-88.15441272961326,285.05295275575827,,,,,,,,,,,,,,,,,,,,Aadarsh,4,return_plus_one,Backhand,Topspin,59.815495,81,0,0,no_mans_land,deuce,far,-2.303097,19.334412,no_mans_land,ad,near,-1.487648,0.119739,0.855559,down the line,In,False,21:39:00,2368.97998,AadarshBackhand
0 - 0,0 - 2,0 - 1,0,142215600,0,,45.0,,5,Deuce,Player2,,,,,,,,,,0,-70.67818241466165,551.8595144354105,Crosscourt,Forehand,,,,,,,,,,86.79850721780292,-225.07480314949,,,,,,,,,,,,,,,,,,,,Ferguson,5,in_play,Forehand,Topspin,54.796215,81,0,0,service_box,deuce,near,2.267673,6.00696,out,deuce,far,-1.846518,26.304924,0.934928,cross court,In,False,21:39:02,2370.26001,FergusonForehand
0 - 0,0 - 2,0 - 1,0,142292402,0,,45.0,,6,Deuce,Player1,,,,,,,,,,0,119.31658464560765,-461.7076826331823,Crosscourt,Forehand,,,,,,,,,,-27.104713473301835,331.73362860875255,,,,,,,,,,,,,,,,,,,,Aadarsh,6,in_play,Forehand,Topspin,62.106747,81,0,0,no_mans_land,deuce,far,-0.70813,20.553978,no_mans_land,deuce,near,3.117231,-0.175243,1.023508,cross court,In,False,21:39:03,2371.540039,AadarshForehand
0 - 0,0 - 2,0 - 1,0,142365000,0,,45.0,,7,Deuce,Player2,,,,,,,,,,0,-75.65557742778243,517.6716262027072,Down the Line,Forehand,,,,,,,,,,-35.592060367435685,-302.19112532792786,,,,,,,,,,,,,,,,,,,,Ferguson,7,in_play,Forehand,Topspin,52.221207,81,0,0,no_mans_land,ad,near,-0.929868,3.992241,out,deuce,far,-1.976556,25.411741,0.75096,down the line,In,False,21:39:04,2372.75,FergusonForehand
0 - 0,0 - 2,0 - 1,0,142441801,0,,45.0,,8,Ad,Player1,,,,,,,,,,0,-29.003073053353347,-494.0655347766476,Crosscourt,Backhand,,,,,,,,,,43.39766513558563,385.63362860872473,,,,,,,,,,,,,,,,,,,,Aadarsh,8,in_play,Backhand,Topspin,52.764317,81,0,0,no_mans_land,ad,far,1.133795,21.962154,out,ad,near,-0.757726,-1.020615,1.012169,cross court,In,False,21:39:06,2374.030029,AadarshBackhand
0 - 0,0 - 2,0 - 1,0,142526997,0,,45.0,,9,Ad,Player2,,,,,,,,,,0,66.96402559051658,576.5928860451965,Crosscourt,Forehand,,,,,,,,,,-38.95878171476552,-331.73366688521793,,,,,,,,,,,,,,,,,,,,Ferguson,9,in_play,Forehand,Topspin,52.59626,81,0,0,no_mans_land,ad,near,-1.017826,3.220421,out,ad,far,1.749483,26.951101,1.260073,inside out,In,False,21:39:07,2375.449951,FergusonForehand
0 - 0,0 - 2,0 - 1,0,142618198,0,,45.0,,10,Ad,Player1,,,,,,,,,,0,-69.47863626418109,-501.59440069965336,Crosscourt,Forehand,,,,,,,,,,124.73086723528115,489.3986001747253,,,,1,,,,,,,,,,,,,,,,Aadarsh,10,in_play,Forehand,Topspin,61.108028,81,0,0,out,ad,far,3.258683,24.673088,out,ad,near,-1.815179,-1.217312,0.80163,inside out,Out,False,21:39:08,2376.969971,AadarshForehand
0 - 0,0 - 2,0 - 1,0,142777792,0,,45.0,,11,Ad,Player2,,,,,,,,,,0,156.29149715652468,510.64081364803013,Crosscourt,Backhand,,,,,,,,,,-83.29835411194298,-302.2991032369392,,,,,,,,,,,,,,,,,,,,Ferguson,11,in_play,Backhand,Topspin,49.860291,81,0,0,no_mans_land,ad,near,-2.176229,3.98942,out,ad,far,4.083227,25.228056,0.963664,cross court,In,False,21:39:11,2379.629883,FergusonBackhand
0 - 0,0 - 2,0 - 1,0,142859399,0,,45.0,,12,Ad,Player1,,,,,,,,,,0,-116.15586723528557,-498.55226377927,Down the Line,Backhand,,,,,,,,,,-63.00474628168224,209.65738735772197,,,,,,,,,,,,,,,,,,,,Aadarsh,12,in_play,Backhand,Topspin,60.883373,81,0,0,service_box,deuce,far,-1.646044,17.364649,out,ad,near,-3.034655,-1.137834,0.979739,down the line,In,False,21:39:12,2380.98999,AadarshBackhand
0 - 0,0 - 2,0 - 1,0,142945795,0,,45.0,,13,Deuce,Player2,,,,,,,,,,0,-28.14640748030042,432.1061953191119,Crosscourt,Forehand,1,,,,,,,,,66.36480752402521,-458.2268974188359,,,,1,,,,,,,,,,,,,,,,Ferguson,13,in_play,Forehand,Slice,49.076832,81,0,0,out,deuce,near,1.733828,-0.084305,no_mans_land,deuce,far,-0.735345,23.176283,1.035,cross court,Out,False,21:39:14,2382.429932,FergusonForehand
0 - 0,0 - 2,0 - 1,0,143021396,1,143021396,45.0,,14,Deuce,Player1,,,,,,,,,,0,69.33953958876558,-478.7109306646696,Down the Line,Forehand,,,,,,,,,,122.89084098856294,470.9836395448136,,,,1,,,,,,,,,,,,,,,,Aadarsh,14,in_play,Forehand,Topspin,67.931252,81,0,0,out,ad,far,3.210611,24.191984,out,deuce,near,1.811545,-0.619465,0.924655,down the line,Out,False,21:39:15,2383.689941,AadarshForehand
0 - 15,0 - 2,0 - 1,1,144841801,0,,46.0,,1,Ad,Player2,Far,0,Wide,-154.75370188093493,-290.5563046805148,,,,,0,20.615819116349808,486.33912401549685,Crosscourt,,,,,,,,,,,-154.75370188093493,-290.5563046805148,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,121.590271,82,0,0,no_mans_land,ad,near,-4.043051,4.296209,no_mans_land,ad,far,0.538603,24.593157,2.621943,out wide,Out,False,21:39:46,2414.030029,FergusonServe
0 - 15,0 - 2,0 - 1,0,144886201,0,,46.0,,2,Ad_Out,Player1,,,,,,,,,,0,-210.25205052482576,-538.0060750215944,Crosscourt,Backhand,,,,,,,,,,20.067968066481324,112.78283027115782,,,,,,,,,,,,,,,,,,,,Aadarsh,2,return,Backhand,Topspin,40.600658,82,0,0,service_box,ad,far,0.52429,14.833732,out,ad_out,near,-5.492985,-2.168593,0.895743,down the line,In,False,21:39:46,2414.77002,AadarshBackhand
0 - 15,0 - 2,0 - 1,0,145490405,0,,46.0,,1,Ad,Player2,Far,0,Wide,-111.79927821516534,-173.70866688529958,1,Wide,-111.79927821516534,-173.70866688529958,0,48.78963254590656,457.5626476375589,Crosscourt,,,,,,,,,,,-111.79927821516534,-173.70866688529958,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,80.039429,83,0,0,service_box,ad,near,-2.920836,7.348937,no_mans_land,ad,far,1.274664,23.841351,2.548606,out wide,In,False,21:39:56,2424.840088,FergusonServe
0 - 15,0 - 2,0 - 1,0,145544399,1,145544399,46.0,,2,Ad_Alley,Player1,,,,,,,,,,0,-170.11274606290425,-473.5179625981806,Down the Line,Forehand,,,,,,,,,,-92.24942038490423,355.3855752404113,1,,,,,,,,,,,,,,,,,,,Aadarsh,2,return,Forehand,Topspin,58.269634,83,0,0,no_mans_land,deuce,far,-2.410082,21.171902,no_mans_land,ad_alley,near,-4.444317,-0.483795,1.453999,inside in,In,False,21:39:57,2425.73999,AadarshForehand
15 - 15,0 - 2,0 - 1,1,147502792,0,,47.0,,1,Deuce,Player2,Far,1,Body,72.7084426946256,-212.44008639534084,,,,,0,-22.77530074364528,452.97789260694015,Crosscourt,,,,,,,,,,,72.7084426946256,-212.44008639534084,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,99.168251,84,0,0,service_box,deuce,near,1.89956,6.337051,no_mans_land,deuce,far,-0.595021,23.721571,2.546547,down the T,In,False,21:40:30,2458.379883,FergusonServe
15 - 15,0 - 2,0 - 1,0,147551997,0,,47.0,,2,Deuce,Player1,,,,,,,,,,0,148.87902996492747,-514.5368219594892,Crosscourt,Backhand,,,,,,,,,,-108.56916557299729,441.4156058615393,,,,,,,,,,,,,,,,,,,,Aadarsh,2,return,Backhand,Topspin,41.23634,84,0,0,no_mans_land,deuce,far,-2.836447,23.419498,out,deuce,near,3.889571,-1.555442,0.944503,inside out,In,False,21:40:31,2459.199951,AadarshBackhand
15 - 15,0 - 2,0 - 1,0,147667207,0,,47.0,,3,Deuce,Player2,,,,,,,,,,0,-123.50307305330452,564.6869914695245,Crosscourt,Forehand,,,,,,,,,,13.379500218715748,-181.9048064303522,,,,,,,,,,,,,,,,,,,,Ferguson,3,serve_plus_one,Forehand,Topspin,60.472797,84,0,0,service_box,deuce,near,0.349549,7.134807,out,deuce,far,-3.226606,26.640051,1.852604,cross court,In,False,21:40:33,2461.120117,FergusonForehand
15 - 15,0 - 2,0 - 1,0,147763198,0,,47.0,,4,Deuce,Player1,,,,,,,,,,0,61.76845472437754,-417.3057578738002,Down the Line,Forehand,1,,,,,,,,,61.54361876637241,476.4139599735072,,,,1,,,,,,,,,,,,,,,,Aadarsh,4,return_plus_one,Forehand,Slice,43.54398,84,0,0,out,ad,far,1.607871,24.333855,no_mans_land,deuce,near,1.613745,0.984789,0.83406,down the line,Out,False,21:40:34,2462.719971,AadarshForehand
15 - 15,0 - 2,0 - 1,0,148056005,1,148056005,47.0,,5,Deuce,Player1,,,,,,,,,,0,76.46833989497362,-485.84895559904913,Down the Line,Forehand,,,,,,,,,,171.81914916876514,365.35177165335466,,1,,,,,,,,,,,,,,,,,,Aadarsh,5,in_play,Forehand,Topspin,65.73716,84,0,0,no_mans_land,ad_alley,far,4.488898,21.432276,out,deuce,near,1.99779,-0.805951,1.436732,down the line,Out,False,21:40:39,2467.600098,AadarshForehand
15 - 30,0 - 2,0 - 1,1,149697597,0,,48.0,,1,Ad,Player2,Far,1,Wide,-123.97494531927104,-214.74850174967037,,,,,0,36.06002843392713,475.0105533680836,Crosscourt,,,,,,,,,,,-123.97494531927104,-214.74850174967037,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,86.918854,85,0,0,service_box,ad,near,-3.238934,6.276742,no_mans_land,ad,far,0.942094,24.29719,2.543266,out wide,In,False,21:41:06,2494.959961,FergusonServe
15 - 30,0 - 2,0 - 1,0,149746801,0,,48.0,,2,Ad_Alley,Player1,,,,,,,,,,0,-197.81529964994155,-514.4087106296555,Crosscourt,Backhand,,,,,,,,,,41.28599081362697,335.59698709518966,,,,,,,,,,,,,,,,,,,,Aadarsh,2,return,Backhand,Topspin,46.506649,85,0,0,no_mans_land,ad,far,1.078626,20.654911,out,ad_alley,near,-5.168066,-1.552095,0.863192,down the line,In,False,21:41:07,2495.780029,AadarshBackhand
15 - 30,0 - 2,0 - 1,0,149857207,0,,48.0,,3,Ad,Player2,,,,,,,,,,0,64.6972933070532,455.5594870951278,Crosscourt,Forehand,1,,,,,,,,,-74.77881671037257,-282.34519903747446,,,,,,,,,,,,,,,,,,,,Ferguson,3,serve_plus_one,Forehand,Slice,49.551319,85,0,0,no_mans_land,ad,near,-1.95365,4.51073,no_mans_land,ad,far,1.690263,23.789017,1.758106,inside out,In,False,21:41:09,2497.620117,FergusonForehand
15 - 30,0 - 2,0 - 1,0,149943603,0,,48.0,,4,Ad,Player1,,,,,,,,,,0,-145.6815288713158,-541.7485181537008,Down the Line,Backhand,,,,,,,,,,-63.551142825863934,245.86213910748458,,,,,,,,,,,,,,,,,,,,Aadarsh,4,return_plus_one,Backhand,Topspin,53.401413,85,0,0,no_mans_land,deuce,far,-1.660319,18.310524,out,ad,near,-3.806034,-2.266367,0.866877,down the line,In,False,21:41:11,2499.060059,AadarshBackhand
15 - 30,0 - 2,0 - 1,0,150039594,0,,48.0,,5,Deuce,Player2,,,,,,,,,,0,-50.563976377926636,544.1736767276279,Down the Line,Forehand,,,,,,,,,,-53.09906496060249,-314.09969925618066,,,,,,,,,,,,,,,,,,,,Ferguson,5,in_play,Forehand,Topspin,44.42263,85,0,0,no_mans_land,ad,near,-1.387251,3.681121,out,deuce,far,-1.32102,26.104126,0.949327,down the line,In,False,21:41:12,2500.659912,FergusonForehand
15 - 30,0 - 2,0 - 1,0,150134399,0,,48.0,,6,Ad,Player1,,,,,,,,,,0,-72.89511701658526,-500.24618875739685,Crosscourt,Forehand,,,,,,,,,,70.35222003495927,483.17595691138644,,,,1,,,,,,,,,,,,,,,,Aadarsh,6,in_play,Forehand,Topspin,57.929451,85,0,0,out,ad,far,1.838002,24.510517,out,ad,near,-1.904437,-1.182089,1.205718,inside out,Out,False,21:41:14,2502.23999,AadarshForehand
15 - 30,0 - 2,0 - 1,0,151839594,0,,48.0,,1,Ad,Player2,Far,0,Wide,-122.9362368765769,-201.97185586166296,1,Wide,-122.9362368765769,-201.97185586166296,0,64.03392388448135,496.4717082237155,Crosscourt,,,,,,,,,,,-122.9362368765769,-201.97185586166296,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,99.073555,86,0,0,service_box,ad,near,-3.211797,6.610541,no_mans_land,ad,far,1.672932,24.857878,2.388155,out wide,In,False,21:41:42,2530.659912,FergusonServe
15 - 30,0 - 2,0 - 1,0,151879204,0,,48.0,,2,Ad_Alley,Player1,,,,,,,,,,0,-197.17696303576867,-490.0540463689507,Crosscourt,Backhand,,,,,,,,,,69.34286964125901,304.90990266825895,,,,,,,,,,,,,,,,,,,,Aadarsh,2,return,Backhand,Topspin,39.416416,86,0,0,no_mans_land,ad,far,1.811632,19.853189,out,ad_alley,near,-5.151389,-0.915812,0.74554,down the line,In,False,21:41:43,2531.320068,AadarshBackhand
15 - 30,0 - 2,0 - 1,0,152026801,1,152026801,48.0,,3,Ad,Player2,,,,,,,,,,0,136.26356627289547,394.0265474626136,Down the Line,Forehand,,,,,,,,,,30.5177876202817,2.5693460192462676,,,1,,,,,,,,,,,,,,,,,Ferguson,3,serve_plus_one,Forehand,Topspin,66.837059,86,0,0,service_box,ad,far,0.797299,11.954326,no_mans_land,ad,far,3.559983,22.181425,1.388918,inside out,Net,False,21:41:45,2533.780029,FergusonForehand
15 - 40,0 - 2,0 - 1,1,156115195,0,,49.0,1,1,Deuce,Player1,Far,1,Body,66.26410214344784,-201.48318022736748,,,,,0,-28.6840004374305,417.72982283442985,Crosscourt,,,,,,,,,,,66.26410214344784,-201.48318022736748,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,63.689926,87,0,0,service_box,deuce,near,1.731197,6.623308,no_mans_land,deuce,far,-0.74939,22.80069,2.510272,down the T,In,False,21:42:53,2601.919922,AadarshServe
15 - 40,0 - 2,0 - 1,0,156177597,0,,49.0,,2,Deuce,Player2,,,,,,,,,,0,66.26410214344784,-221.58777887127658,Down the Line,Backhand,,,,,,,,,,106.06488954500209,267.0690234031866,,,,,,,,,,,,,,,,,,,,Ferguson,2,return,Backhand,Topspin,31.535658,87,0,0,no_mans_land,ad,far,2.771021,18.864569,service_box,deuce,near,1.731197,6.098061,0.051762,inside in,In,False,21:42:54,2602.959961,FergusonBackhand
15 - 40,0 - 2,0 - 1,0,156263994,0,,49.0,,3,Ad,Player1,,,,,,,,,,0,48.988555336807586,500.00033901986416,Crosscourt,Backhand,,,,,,,,,,-68.26159776899361,-352.19243766386006,,,,,,,,,,,,,,,,,,,,Aadarsh,3,serve_plus_one,Backhand,Topspin,68.5868,87,0,0,no_mans_land,ad,near,-1.783383,2.685921,no_mans_land,ad,far,1.279861,24.950066,1.061996,cross court,In,False,21:42:56,2604.399902,AadarshBackhand
15 - 40,0 - 2,0 - 1,0,156331201,0,,49.0,,4,Ad,Player2,,,,,,,,,,0,-93.50752952751074,-516.6843230531014,Crosscourt,Backhand,1,,,,,,,,,72.47970253714541,344.73629702519366,,,,,,,,,,,,,,,,,,,,Ferguson,4,return_plus_one,Backhand,Slice,43.894192,87,0,0,no_mans_land,ad,far,1.893584,20.893682,out,ad,near,-2.442951,-1.611547,0.786928,cross court,In,False,21:42:57,2605.52002,FergusonBackhand
15 - 40,0 - 2,0 - 1,0,156431997,0,,49.0,,5,Ad,Player1,,,,,,,,,,0,94.19642935253226,469.19207130334473,Down the Line,Backhand,1,,,,,,,,,171.4807852142596,-408.19086832874797,,1,,,,,,,,,,,,,,,,,,Aadarsh,5,in_play,Backhand,Slice,42.231819,87,0,0,no_mans_land,deuce_alley,near,4.480058,1.222922,no_mans_land,ad,far,2.460949,24.145178,0.568083,down the line,Out,False,21:42:59,2607.199951,AadarshBackhand
15 - 40,0 - 2,0 - 1,0,156541201,1,156541201,49.0,,6,Deuce,Player2,,,,,,,,,,0,151.66942257210013,-534.7325185911499,Down the Line,Forehand,,,,,,,,,,57.779243219567704,-39.77165901135305,,,1,,,,,,,,,,,,,,,,,Ferguson,6,in_play,Forehand,Flat,54.567863,87,0,0,service_box,deuce,near,1.509524,10.848137,out,deuce,near,3.962472,-2.083069,0.69175,cross court,Net,False,21:43:01,2609.02002,FergusonForehand
0 - 0,0 - 3,0 - 1,1,158016005,0,,50.0,,1,Ad,Player1,Far,1,Wide,-147.52312445311716,-189.7270997374348,,,,,0,49.50900043741974,448.66838363931333,Crosscourt,,,,,,,,,,,-147.52312445311716,-189.7270997374348,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,109.366356,88,0,0,service_box,ad,near,-3.854147,6.930444,service_box,ad,far,1.293458,23.608982,2.259246,out wide,In,False,21:43:25,2633.600098,AadarshServe
0 - 0,0 - 3,0 - 1,0,158524804,0,,50.0,,1,Ad,Player1,Far,0,Body,-95.31172900257543,-119.25710301831108,1,Body,-95.31172900257543,-119.25710301831108,0,41.453220691142185,464.2592300959982,Crosscourt,,,,,,,,,,,-95.31172900257543,-119.25710301831108,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,68.055305,89,0,0,service_box,ad,near,-2.490087,8.771523,no_mans_land,ad,far,1.082995,24.016304,2.630478,out wide,In,False,21:43:34,2642.080078,AadarshServe
0 - 0,0 - 3,0 - 1,0,158588393,0,,50.0,,2,Ad_Alley,Player2,,,,,,,,,,0,-173.26339676281512,-470.71601049844446,Down the Line,Backhand,,,,,,,,,,-60.08482611545452,335.7611165790042,,,,,,,,,,,,,,,,,,,,Ferguson,2,return,Backhand,Topspin,40.747837,89,0,0,no_mans_land,deuce,far,-1.569759,20.659199,no_mans_land,ad_alley,near,-4.52663,-0.410592,1.508672,down the line,In,False,21:43:35,2643.139893,FergusonBackhand
0 - 0,0 - 3,0 - 1,0,158688603,0,,50.0,,3,Deuce,Player1,,,,,,,,,,0,-32.1475612423281,527.6690179349855,Crosscourt,Forehand,,,,,,,,,,115.7290846456095,-326.8061461065678,,,,,,,,,,,,,,,,,,,,Aadarsh,3,serve_plus_one,Forehand,Flat,58.40155,89,0,0,no_mans_land,deuce,near,3.023505,3.349156,out,deuce,far,-0.839878,25.67293,1.33954,cross court,In,False,21:43:36,2644.810059,AadarshForehand
0 - 0,0 - 3,0 - 1,0,158766606,0,,50.0,,4,Deuce,Player2,,,,,,,,,,0,147.63493000867263,-502.67414151330115,Crosscourt,Forehand,,,,,,,,,,-9.817875109356256,192.1276848205482,,,,,,,,,,,,,,,,,,,,Ferguson,4,return_plus_one,Forehand,Topspin,52.46104,89,0,0,service_box,deuce,far,-0.256499,16.906673,out,deuce,near,3.857068,-1.245521,1.265045,cross court,In,False,21:43:38,2646.110107,FergusonForehand
0 - 0,0 - 3,0 - 1,0,158848198,1,158848198,50.0,,5,Deuce,Player1,,,,,,,,,,0,-138.63552055985838,460.6704286961749,Down the Line,Forehand,1,,,,,,,,,-81.06986001745594,-146.4336614172472,1,,,,,,,,,,,,,,,,,,,Aadarsh,5,in_play,Forehand,Slice,28.05871,89,0,0,service_box,ad,near,-2.118008,8.061516,no_mans_land,deuce,far,-3.621952,23.922544,0.953661,down the line,In,False,21:43:39,2647.469971,AadarshForehand
15 - 0,0 - 3,0 - 1,1,160399204,0,,51.0,,1,Deuce,Player1,Far,1,Wide,115.89551071735045,-212.705993000765,,,,,0,-52.60912620294745,482.2056485124368,Crosscourt,,,,,,,,,,,115.89551071735045,-212.705993000765,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,51.487972,92,0,0,service_box,deuce,near,3.027853,6.330104,no_mans_land,deuce,far,-1.374451,24.485167,2.445301,out wide,In,False,21:44:05,2673.320068,AadarshServe
15 - 0,0 - 3,0 - 1,0,160471201,1,160471201,51.0,,2,Deuce_Alley,Player2,,,,,,,,,,0,179.43639545047597,-482.2390638667675,Down the Line,Forehand,,,,,,,,,,90.45165135603376,-49.41633311458512,,,1,,,,,,,,,,,,,,,,,Ferguson,2,return,Forehand,Topspin,69.941566,92,0,0,service_box,deuce,near,2.363114,10.596163,out,deuce_alley,near,4.687904,-0.71164,1.243427,down the line,Net,False,21:44:06,2674.52002,FergusonForehand
