pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWide,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time,PlayerServer
0 - 0,0 - 2,0 - 2,0,277620585,0,,90.0,,7,Deuce,Player2,,,,,,,,,,0,-109.35126859136957,516.7563593610629,Crosscourt,Forehand,,,,,,,,,,62.728581583519656,-211.120352143373,,,,,,,,,,,,,,,,,,,,Ferguson,7,in_play,Forehand,Flat,50.803875,164,0,0,service_box,deuce,near,1.638829,6.37153,out,deuce,far,-2.85688,25.387829,0.597143,cross court,In,False,22:16:39,4627.009766,FergusonForehand
0 - 0,0 - 2,0 - 2,0,277703994,0,,90.0,,8,Deuce,Player1,,,,,,,,,,0,121.79307195969211,-405.4420056865797,Crosscourt,Forehand,,,,,,,,,,-83.48089457563492,351.81640966735984,,,,,,,,,,,,,,,,,,,,Aadarsh,8,in_play,Forehand,Topspin,63.459831,164,0,0,no_mans_land,deuce,far,-2.180998,21.078655,no_mans_land,deuce,near,3.181931,1.294738,1.37304,cross court,In,False,22:16:40,4628.399902,AadarshForehand
0 - 0,0 - 2,0 - 2,0,277766396,0,,90.0,,9,Deuce,Player2,,,,,,,,,,0,-115.13308180221524,540.933267716256,Down the Line,Forehand,,,,,,,,,,-112.66283355199779,-366.75471894119283,,,,,,,,,,,,,,,,,,,,Ferguson,9,in_play,Forehand,Topspin,59.877766,164,0,0,no_mans_land,ad,near,-2.943397,2.305471,out,deuce,far,-3.007934,26.019468,1.014772,down the line,In,False,22:16:41,4629.439941,FergusonForehand
0 - 0,0 - 2,0 - 2,0,277842011,0,,90.0,,10,Ad,Player1,,,,,,,,,,0,-112.66283355199779,-517.9553313645619,Crosscourt,Backhand,,,,,,,,,,112.04401793520022,520.103865922741,,,,1,,,,,,,,,,,,,,,,Aadarsh,10,in_play,Backhand,Flat,38.931122,164,0,0,out,ad,far,2.92723,25.475285,out,ad,near,-2.943397,-1.644753,-0.022185,cross court,Out,False,22:16:42,4630.700195,AadarshBackhand
0 - 0,0 - 2,0 - 2,0,278044804,0,,90.0,,11,Ad,Player2,,,,,,,,,,0,128.9645888013332,296.70871062976795,Down the Line,Forehand,,,,,,,,,,104.15282699032241,-528.4955599297357,,,,1,,,,,,,,,,,,,,,,Ferguson,11,in_play,Forehand,Topspin,65.719673,164,0,0,out,deuce,near,2.721067,-1.920124,no_mans_land,ad,far,3.369292,19.638927,1.938073,inside in,Out,False,22:16:46,4634.080078,FergusonForehand
0 - 0,0 - 2,0 - 2,0,278107207,1,278107207,90.0,,12,Deuce,Player1,,,,,,,,,,0,117.70954724403367,-587.9362696847356,Crosscourt,Forehand,,,,,,,,,,-54.53550415570236,466.5518372701002,,,,1,,,,,,,,,,,,,,,,Aadarsh,12,in_play,Forehand,Topspin,47.462971,164,0,0,out,deuce,far,-1.424779,24.0762,out,deuce,near,3.075246,-3.473055,1.077812,cross court,Out,False,22:16:47,4635.120117,AadarshForehand
0 - 15,0 - 2,0 - 2,1,280123212,0,,91.0,,1,Deuce,Player2,Far,1,Wide,108.19930008743317,-230.88141950994196,,,,,0,-14.913046806641466,444.0765091861223,Crosscourt,,,,,,,,,,,108.19930008743317,-230.88141950994196,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,91.918213,165,0,0,service_box,deuce,near,2.826784,5.855258,no_mans_land,deuce,far,-0.389614,23.489016,2.477851,out wide,In,False,22:17:20,4668.720215,FergusonServe
0 - 15,0 - 2,0 - 2,0,280182011,0,,91.0,,2,Deuce_Alley,Player1,,,,,,,,,,0,194.87907370943563,-523.9260389323628,Crosscourt,Forehand,,,,,,,,,,-51.25394794398052,374.787150043551,,,,,,,,,,,,,,,,,,,,Aadarsh,2,return,Forehand,Topspin,43.991531,165,0,0,no_mans_land,deuce,far,-1.339046,21.678782,out,deuce_alley,near,5.091355,-1.800742,1.012653,down the line,In,False,22:17:21,4669.700195,AadarshForehand
0 - 15,0 - 2,0 - 2,0,280287597,0,,91.0,,3,Deuce,Player2,,,,,,,,,,0,-134.86153762022778,509.5281933505679,Down the Line,Forehand,,,,,,,,,,-87.85524387572015,-243.343624234345,,,,,,,,,,,,,,,,,,,,Ferguson,3,serve_plus_one,Forehand,Topspin,51.987625,165,0,0,service_box,ad,near,-2.295281,5.529674,out,deuce,far,-3.523354,25.198988,1.711354,down the line,In,False,22:17:23,4671.459961,FergusonForehand
0 - 15,0 - 2,0 - 2,0,280383603,0,,91.0,,4,Ad,Player1,,,,,,,,,,0,-47.53133202097282,-441.5384733156074,Crosscourt,Backhand,,,,,,,,,,107.66434820641857,272.92229877501205,,,,,,,,,,,,,,,,,,,,Aadarsh,4,return_plus_one,Backhand,Topspin,62.700909,165,0,0,no_mans_land,ad,far,2.812808,19.01749,no_mans_land,ad,near,-1.24179,0.351692,0.583196,cross court,In,False,22:17:25,4673.060059,AadarshBackhand
0 - 15,0 - 2,0 - 2,0,280460390,0,,91.0,,5,Ad,Player2,,,,,,,,,,0,139.46481846012043,544.3415190285901,Crosscourt,Backhand,,,,,,,,,,-48.5069991250843,-89.01471456688316,,,,,,,,,,,,,,,,,,,,Ferguson,5,in_play,Backhand,Topspin,59.534836,165,0,0,service_box,ad,near,-1.26728,9.561627,out,ad,far,3.643618,26.108511,0.652965,cross court,In,False,22:17:26,4674.339844,FergusonBackhand
0 - 15,0 - 2,0 - 2,0,280498798,1,280498798,91.0,,6,Ad,Player1,,,,,,,,,,0,-48.5069991250843,-109.11927493432681,Down the Line,,,1,,,,,,,,-186.38920056858265,457.485979877279,,1,,1,,,,,,,,,,,,,,,,Aadarsh,6,in_play,BH Volley,Flat,25.114799,165,0,0,out,deuce_alley,far,-4.869551,23.839348,service_box,ad,near,-1.26728,9.036381,0.942972,down the line,Out,False,22:17:26,4674.97998,AadarshBH Volley
0 - 30,0 - 2,0 - 2,1,297092988,0,,92.0,,1,Deuce,Player1,Far,1,Wide,128.86629483807866,-243.0400153104606,,,,,0,-10.09285323709015,439.6244203847248,Crosscourt,,1,,,,,,,,,128.86629483807866,-243.0400153104606,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Slice,75.864128,166,0,0,service_box,deuce,near,3.366724,5.537606,no_mans_land,deuce,far,-0.263683,23.372702,1.45743,out wide,In,False,22:22:03,4951.549805,AadarshServe
0 - 30,0 - 2,0 - 2,0,297141005,1,297141005,92.0,,2,Deuce_Alley,Player2,,,,,,,,,,0,179.6164479439142,-489.56364829371034,Down the Line,Forehand,,,,,,,,,,93.1912893700306,-51.119253062090856,,,1,,,,,,,,,,,,,,,,,Ferguson,2,return,Forehand,Topspin,51.727116,166,0,0,service_box,deuce,near,2.434689,10.551673,out,deuce_alley,near,4.692608,-0.903,1.142658,down the line,Net,False,22:22:04,4952.350098,FergusonForehand
0 - 40,0 - 2,0 - 2,1,298230000,0,,93.0,1,1,Ad,Player1,Far,0,T,-21.831938976366672,217.6613790462567,,,,,0,41.78147965877107,438.72568897615133,Crosscourt,,,,,,,,,,,-21.831938976366672,217.6613790462567,,,1,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,94.482193,168,0,0,service_box,deuce,far,-0.570375,17.573759,no_mans_land,ad,far,1.091571,23.349222,1.849058,down the T,Net,False,22:22:22,4970.5,AadarshServe
0 - 40,0 - 2,0 - 2,0,298250390,0,,93.0,,1,Ad,Player1,Far,0,T,-35.66248906384859,-308.7835192474345,0,T,-35.66248906384859,-308.7835192474345,0,-21.831938976366672,414.567038494974,Down the Line,,,,,,,,,,,-35.66248906384859,-308.7835192474345,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,130.596954,169,0,0,no_mans_land,ad,near,-0.931708,3.82001,service_box,ad,far,-0.570375,22.71806,0.695731,down the T,Out,False,22:22:22,4970.839844,AadarshServe
0 - 40,0 - 2,0 - 2,0,298279189,0,,93.0,,2,Ad,Player2,,,,,,,,,,0,-55.3904472878104,-531.7166393260595,Crosscourt,Forehand,,,,,,,,,,25.24524278213919,-98.25526574798072,,,1,,,,,,,,,,,,,,,,,Ferguson,2,return,Forehand,Topspin,49.265705,169,0,0,service_box,deuce,near,0.65955,9.320211,out,ad,near,-1.447115,-2.004277,1.057535,inside in,Net,False,22:22:23,4971.319824,FergusonForehand
0 - 40,0 - 2,0 - 2,0,298821591,0,,93.0,,1,Ad,Player1,Far,0,Wide,-106.0610618984579,-190.24674103227267,1,Wide,-106.0610618984579,-190.24674103227267,0,-2.7026629483800564,444.51117672767936,Down the Line,,,,,,,,,,,-106.0610618984579,-190.24674103227267,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,75.809341,170,0,0,service_box,ad,near,-2.770921,6.916868,service_box,ad,far,-0.070609,23.500372,2.35428,out wide,In,False,22:22:32,4980.359863,AadarshServe
0 - 40,0 - 2,0 - 2,0,298898408,0,,93.0,,2,Ad_Alley,Player2,,,,,,,,,,0,-191.15898403314708,-508.7577263776899,Crosscourt,Backhand,,,,,,,,,,60.18897637792167,272.92229877501205,,,,,,,,,,,,,,,,,,,,Ferguson,2,return,Backhand,Topspin,53.1884,170,0,0,no_mans_land,ad,far,1.57248,19.01749,out,ad_alley,near,-4.994165,-1.404459,0.520435,down the line,In,False,22:22:33,4981.640137,FergusonBackhand
0 - 40,0 - 2,0 - 2,0,298984804,0,,93.0,,3,Ad,Player1,,,,,,,,,,0,121.30986985995483,472.24171041095457,Crosscourt,Backhand,,,,,,,,,,-38.81336942255213,-345.66890310568317,,,,,,,,,,,,,,,,,,,,Aadarsh,3,serve_plus_one,Backhand,Topspin,57.611134,170,0,0,no_mans_land,ad,near,-1.014027,2.856353,no_mans_land,ad,far,3.169307,24.224852,0.725764,cross court,In,False,22:22:35,4983.080078,AadarshBackhand
0 - 40,0 - 2,0 - 2,0,299061005,0,,93.0,,4,Ad,Player2,,,,,,,,,,0,-80.37908464562777,-528.1303641729555,Crosscourt,Backhand,,,,,,,,,,12.369805336826506,342.9961340768132,,,,,,,,,,,,,,,,,,,,Ferguson,4,return_plus_one,Backhand,Flat,55.392281,170,0,0,no_mans_land,ad,far,0.32317,20.848219,out,ad,near,-2.099961,-1.910583,0.906244,cross court,In,False,22:22:36,4984.350098,FergusonBackhand
0 - 40,0 - 2,0 - 2,0,299138994,0,,93.0,,5,Ad,Player1,,,,,,,,,,0,44.58262795273287,554.695302930597,Crosscourt,Forehand,,,,,,,,,,-99.48638998245079,-359.72811679771445,,,,,,,,,,,,,,,,,,,,Aadarsh,5,in_play,Forehand,Topspin,58.516243,170,0,0,no_mans_land,ad,near,-2.599153,2.489046,out,ad,far,1.164753,26.379011,1.172995,inside out,In,False,22:22:37,4985.649902,AadarshForehand
0 - 40,0 - 2,0 - 2,0,299215810,0,,93.0,,6,Ad,Player2,,,,,,,,,,0,-118.11623468935281,-516.0709426943966,Crosscourt,Backhand,,,,,,,,,,31.18196084862781,456.40072725260757,,,,1,,,,,,,,,,,,,,,,Ferguson,6,in_play,Backhand,Topspin,49.879169,170,0,0,out,ad,far,0.814651,23.810995,out,ad,near,-3.085871,-1.595522,1.048998,cross court,Out,False,22:22:38,4986.930176,FergusonBackhand
0 - 40,0 - 2,0 - 2,0,299315390,0,,93.0,,7,Ad,Player1,,,,,,,,,,0,61.03251312332805,574.4684656602457,Crosscourt,Forehand,,,,,,,,,,-112.84774715654713,-341.2040299648281,,,,,,,,,,,,,,,,,,,,Aadarsh,7,in_play,Forehand,Topspin,53.451469,170,0,0,no_mans_land,ad,near,-2.948228,2.973001,out,ad,far,1.594518,26.895599,1.593735,inside out,In,False,22:22:40,4988.589844,AadarshForehand
0 - 40,0 - 2,0 - 2,0,299398212,0,,93.0,,8,Ad,Player2,,,,,,,,,,0,-128.41367563422938,-514.3964621607141,Crosscourt,Backhand,,,,,,,,,,98.21541994745583,258.90775371815147,,,,,,,,,,,,,,,,,,,,Ferguson,8,in_play,Backhand,Topspin,54.164482,170,0,0,no_mans_land,ad,far,2.565948,18.65135,out,ad,near,-3.354899,-1.551775,1.113359,cross court,In,False,22:22:41,4989.970215,FergusonBackhand
0 - 40,0 - 2,0 - 2,0,299479804,0,,93.0,,9,Ad,Player1,,,,,,,,,,0,157.49888998242082,505.114802055732,Crosscourt,Backhand,,,,,,,,,,-74.57185586172875,-305.84779090097936,,,,,,,,,,,,,,,,,,,,Aadarsh,9,in_play,Backhand,Topspin,58.261528,170,0,0,no_mans_land,ad,near,-1.948243,3.896708,out,ad,far,4.114771,25.083685,0.77246,cross court,In,False,22:22:43,4991.330078,AadarshBackhand
0 - 40,0 - 2,0 - 2,0,299556591,0,,93.0,,10,Ad,Player2,,,,,,,,,,0,-145.9287565616044,-540.3586996935092,Down the Line,Backhand,1,,,,,,,,,-59.0913604549126,341.87987751513396,,,,,,,,,,,,,,,,,,,,Ferguson,10,in_play,Backhand,Slice,48.148048,170,0,0,no_mans_land,deuce,far,-1.543804,20.819056,out,ad,near,-3.812493,-2.230057,0.75717,down the line,In,False,22:22:44,4992.609863,FergusonBackhand
0 - 40,0 - 2,0 - 2,0,299662207,0,,93.0,,11,Deuce,Player1,,,,,,,,,,0,-50.595745844243325,529.2808398947396,Down the Line,Forehand,,,,,,,,,,-109.52213473310178,-324.9538713909082,,,,,,,,,,,,,,,,,,,,Aadarsh,11,in_play,Forehand,Topspin,52.238594,170,0,0,no_mans_land,ad,near,-2.861344,3.397548,out,deuce,far,-1.32185,25.71504,1.010188,down the line,In,False,22:22:46,4994.370117,AadarshForehand
0 - 40,0 - 2,0 - 2,0,299752207,0,,93.0,,12,Ad,Player2,,,,,,,,,,0,-121.06685258086485,-507.1383639542437,Crosscourt,Backhand,,,,,,,,,,49.99342738405117,-35.320565398056985,,,1,,,,,,,,,,,,,,,,,Ferguson,12,in_play,Backhand,Topspin,53.985138,170,0,0,service_box,deuce,near,1.306114,10.964425,out,ad,near,-3.162958,-1.362152,0.970008,down the line,Net,False,22:22:47,4995.870117,FergusonBackhand
0 - 40,0 - 2,0 - 2,0,300344414,1,300344414,93.0,,0,Deuce,Player2,,,,,,,,,,0,112.0730314960051,-157.65723971995357,Down the Line,,,1,,,,,,,,68.01697287835506,62.560012029713974,1,,,,,,,,,,,,,,,,,,,Ferguson,0,none,BH Volley,Flat,21.322111,171,0,0,service_box,ad,far,1.776992,13.521625,service_box,deuce,near,2.927988,7.768292,1.885291,down the line,In,False,22:22:57,5005.740234,FergusonBH Volley
15 - 40,0 - 2,0 - 2,1,301030810,0,,94.0,1,1,Deuce,Player1,Far,0,T,-20.371462160969354,8.738823272086481,,,,,0,-11.67282917759677,443.85354877492387,Down the Line,,,,,,,,,,,-20.371462160969354,8.738823272086481,,,1,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,52.593132,172,0,0,service_box,deuce,far,-0.532219,12.115508,no_mans_land,deuce,far,-0.304961,23.483191,2.303952,down the T,Net,False,22:23:09,5017.180176,AadarshServe
15 - 40,0 - 2,0 - 2,0,301645810,0,,94.0,,1,Deuce,Player1,Far,0,Body,54.88604002621837,-182.66023075231158,1,Body,54.88604002621837,-182.66023075231158,0,-36.939583333314246,506.7337817145239,Crosscourt,,,,,,,,,,,54.88604002621837,-182.66023075231158,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Kick,66.091339,173,0,0,service_box,deuce,near,1.433937,7.115071,out,deuce,far,-0.965073,25.125982,2.651418,down the T,In,False,22:23:19,5027.430176,AadarshServe
15 - 40,0 - 2,0 - 2,0,301716591,0,,94.0,,2,Deuce,Player2,,,,,,,,,,0,112.90393700781568,-515.4238407696375,Down the Line,Backhand,,,,,,,,,,40.969214785630626,257.6899496936552,,,,,,,,,,,,,,,,,,,,Ferguson,2,return,Backhand,Flat,51.387939,173,0,0,no_mans_land,ad,far,1.07035,18.619534,out,deuce,near,2.949696,-1.578616,0.817609,inside in,In,False,22:23:20,5028.609863,FergusonBackhand
15 - 40,0 - 2,0 - 2,0,301802988,0,,94.0,,3,Deuce,Player1,,,,,,,,,,0,-5.11947725284075,480.420931758282,Down the Line,Forehand,,,,,,,,,,-85.15904964999976,-191.53508858257823,,,,,,,,,,,,,,,,,,,,Aadarsh,3,serve_plus_one,Forehand,Topspin,55.551582,173,0,0,service_box,ad,near,-2.224841,6.883209,no_mans_land,deuce,far,-0.13375,24.43854,1.264577,down the line,In,False,22:23:22,5030.049805,AadarshForehand
15 - 40,0 - 2,0 - 2,0,301889414,0,,94.0,,4,Ad,Player2,,,,,,,,,,0,-99.64496937877617,-503.3824475063016,Crosscourt,Backhand,1,,,,,,,,,71.342202537146,248.86175087476212,,,,,,,,,,,,,,,,,,,,Ferguson,4,return_plus_one,Backhand,Slice,55.707405,173,0,0,no_mans_land,ad,far,1.863866,18.388891,out,ad,near,-2.603296,-1.264026,0.28399,cross court,In,False,22:23:23,5031.490234,FergusonBackhand
15 - 40,0 - 2,0 - 2,0,301996201,0,,94.0,,5,Ad,Player1,,,,,,,,,,0,104.47477034115337,414.24965004353055,Down the Line,Backhand,,,,,,,,,,65.92730752402544,-326.3865977688603,,,,,,,,,,,,,,,,,,,,Aadarsh,5,in_play,Backhand,Topspin,59.267971,173,0,0,no_mans_land,deuce,near,1.722398,3.360117,no_mans_land,ad,far,2.729478,22.709768,1.036717,down the line,In,False,22:23:25,5033.27002,AadarshBackhand
15 - 40,0 - 2,0 - 2,0,302071787,0,,94.0,,6,Deuce,Player2,,,,,,,,,,0,55.70121391073238,-503.7855369638692,Crosscourt,Forehand,,,,,,,,,,-51.714949693761554,338.9459481625546,,,,,,,,,,,,,,,,,,,,Ferguson,6,in_play,Forehand,Topspin,56.00346,173,0,0,no_mans_land,deuce,far,-1.35109,20.742405,out,deuce,near,1.455234,-1.274557,0.724273,cross court,In,False,22:23:26,5034.529785,FergusonForehand
15 - 40,0 - 2,0 - 2,0,302155195,0,,94.0,,7,Deuce,Player1,,,,,,,,,,0,-62.146894138200615,473.0235837705343,Down the Line,Forehand,,,,,,,,,,-73.88980752402132,-310.7180500873285,,,,,,,,,,,,,,,,,,,,Aadarsh,7,in_play,Forehand,Topspin,65.98037,173,0,0,no_mans_land,ad,near,-1.930424,3.769469,no_mans_land,deuce,far,-1.623632,24.245279,1.530944,down the line,In,False,22:23:27,5035.919922,AadarshForehand
15 - 40,0 - 2,0 - 2,0,302217597,0,,94.0,,8,Ad,Player2,,,,,,,,,,0,-77.91350612419423,-523.862385170333,Crosscourt,Backhand,,,,,,,,,,119.20030074359548,491.1262467189064,,,,1,,,,,,,,,,,,,,,,Ferguson,8,in_play,Backhand,Topspin,63.672783,173,0,0,out,ad,far,3.114193,24.718224,out,ad,near,-2.035546,-1.799079,0.83966,cross court,Out,False,22:23:28,5036.959961,FergusonBackhand
15 - 40,0 - 2,0 - 2,0,302294414,0,,94.0,,9,Ad,Player1,,,,,,,,,,0,133.58157261585401,528.7502515307855,Crosscourt,Backhand,,,,,,,,,,-25.91125328082651,-349.0306485125056,,,,,,,,,,,,,,,,,,,,Aadarsh,9,in_play,Backhand,Topspin,39.673279,173,0,0,no_mans_land,ad,near,-0.67695,2.768525,out,ad,far,3.489914,25.701178,1.146051,cross court,In,False,22:23:30,5038.240234,AadarshBackhand
15 - 40,0 - 2,0 - 2,0,302423994,0,,94.0,,10,Ad,Player2,,,,,,,,,,0,-28.646374671901214,-578.471418416149,Down the Line,Forehand,,,,,,,,,,-42.80813101485103,149.0479440069221,,,,,,,,,,,,,,,,,,,,Ferguson,10,in_play,Forehand,Topspin,51.274994,173,0,0,service_box,deuce,far,-1.118393,15.781184,out,ad,near,-0.748407,-3.225779,1.180871,inside in,In,False,22:23:32,5040.399902,FergusonForehand
15 - 40,0 - 2,0 - 2,0,302510390,0,,94.0,,11,Deuce,Player1,,,,,,,,,,0,-40.07603346454623,477.04215332433796,Crosscourt,Forehand,1,,,,,,,,,73.79660433067053,-335.4935258091005,,,,,,,,,,,,,,,,,,,,Aadarsh,11,in_play,Forehand,Slice,35.856712,173,0,0,no_mans_land,deuce,near,1.927989,3.122192,no_mans_land,deuce,far,-1.047015,24.350267,0.822021,cross court,In,False,22:23:33,5041.839844,AadarshForehand
15 - 40,0 - 2,0 - 2,0,302635195,0,,94.0,,12,Deuce,Player2,,,,,,,,,,0,64.36639326330884,-482.96757983352126,Crosscourt,Forehand,,,,,,,,,,-71.94486548552713,181.70301290454304,,,,,,,,,,,,,,,,,,,,Ferguson,12,in_play,Forehand,Topspin,61.651016,173,0,0,service_box,deuce,far,-1.879611,16.634321,out,deuce,near,1.681618,-0.730673,0.762547,cross court,In,False,22:23:35,5043.919922,FergusonForehand
15 - 40,0 - 2,0 - 2,0,302707207,1,302707207,94.0,,13,Deuce,Player1,,,,,,,,,,0,-86.19963363950053,491.27801290438316,Down the Line,Forehand,,,,,,,,,,-31.059590988610378,1.7674157917751094,,,1,,,,,,,,,,,,,,,,,Aadarsh,13,in_play,Forehand,Topspin,69.277657,173,0,0,service_box,deuce,far,-0.811454,11.933375,no_mans_land,deuce,far,-2.252027,24.722189,1.004462,cross court,Net,False,22:23:37,5045.120117,AadarshForehand
0 - 0,0 - 3,0 - 2,1,305512207,0,,95.0,,1,Ad,Player1,Far,0,T,-49.81762357827697,138.29543416440796,,,,,0,36.3423173665604,480.20329177577986,Crosscourt,,,,,,,,,,,-49.81762357827697,138.29543416440796,,,1,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,111.129433,174,0,0,service_box,deuce,far,-1.301521,15.500267,no_mans_land,ad,far,0.949469,24.432854,2.475676,out wide,Net,False,22:24:23,5091.870117,AadarshServe
0 - 0,0 - 3,0 - 2,0,306317988,0,,95.0,,1,Ad,Player1,Far,0,Wide,-111.01472550300475,-182.31723534548763,1,Wide,-111.01472550300475,-182.31723534548763,0,57.06385608046046,491.99917978977203,Crosscourt,,,,,,,,,,,-111.01472550300475,-182.31723534548763,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,93.131287,175,0,0,service_box,ad,near,-2.900339,7.124032,no_mans_land,ad,far,1.490834,24.74103,2.588596,out wide,In,False,22:24:37,5105.299805,AadarshServe
0 - 0,0 - 3,0 - 2,0,306367207,1,306367207,95.0,,0,Ad_Alley,Player2,,,,,,,,,,0,-196.1708278651655,-440.9514271651265,Down the Line,Backhand,,,,,,,,,,-39.48604002622632,418.24582786505084,1,,,,,,,,,,,,,,,,,,,Ferguson,0,none,Backhand,Topspin,48.705849,176,0,0,no_mans_land,deuce,far,-1.031601,22.814171,no_mans_land,ad_alley,near,-5.125103,0.367029,1.081603,down the line,In,False,22:24:38,5106.120117,FergusonBackhand
15 - 0,0 - 3,0 - 2,1,307558212,0,,96.0,,1,Deuce,Player1,Far,1,Body,78.8628007436163,-209.49513342071418,,,,,0,-39.48604002622632,464.51395997351335,Crosscourt,,,,,,,,,,,78.8628007436163,-209.49513342071418,,,,,,,,,,,,,,,,,,,,Aadarsh,1,serve,Serve,Flat,80.692726,177,0,0,service_box,deuce,near,2.060347,6.41399,no_mans_land,deuce,far,-1.031601,24.022959,2.594701,down the T,In,False,22:24:57,5125.970215,AadarshServe
15 - 0,0 - 3,0 - 2,0,307609804,0,,96.0,,2,Deuce,Player2,,,,,,,,,,0,149.4836067365807,-462.3493875763141,Crosscourt,Forehand,,,,,,,,,,-48.46301946629167,250.30676399812086,,,,,,,,,,,,,,,,,,,,Ferguson,2,return,Forehand,Topspin,39.061928,177,0,0,no_mans_land,deuce,far,-1.266131,18.426643,no_mans_land,deuce,near,3.905366,-0.192008,1.025514,cross court,In,False,22:24:58,5126.830078,FergusonForehand
15 - 0,0 - 3,0 - 2,0,307707011,0,,96.0,,3,Deuce,Player1,,,,,,,,,,0,-50.87849409446191,431.0174978125507,Down the Line,Forehand,,,,,,,,,,-97.36683070861112,-336.3921041118122,,,,,,,,,,,,,,,,,,,,Aadarsh,3,serve_plus_one,Forehand,Topspin,58.32127,177,0,0,no_mans_land,ad,near,-2.543778,3.098716,no_mans_land,deuce,far,-1.329237,23.14784,1.165215,down the line,In,False,22:25:00,5128.450195,AadarshForehand
15 - 0,0 - 3,0 - 2,0,307783798,0,,96.0,,4,Ad,Player2,,,,,,,,,,0,-136.9370789588094,-509.7868274275582,Crosscourt,Backhand,,,,,,,,,,42.45954724407255,197.71979986866427,,,,,,,,,,,,,,,,,,,,Ferguson,4,return_plus_one,Backhand,Topspin,45.673042,177,0,0,service_box,ad,far,1.109286,17.052771,out,ad,near,-3.577579,-1.431345,0.856501,cross court,In,False,22:25:01,5129.72998,FergusonBackhand
15 - 0,0 - 3,0 - 2,0,307851005,0,,96.0,,5,Ad,Player1,,,,,,,,,,0,42.45954724407255,243.98793197712675,Crosscourt,,,,1,,,,,,,-99.85682961499653,-211.19828302701248,,,,,,,,,,,,,,,,,,,,Aadarsh,5,in_play,Overhead,Flat,99.073555,177,0,0,service_box,ad,near,-2.608831,6.369494,service_box,ad,far,1.109286,18.261559,2.502645,---,In,False,22:25:02,5130.850098,AadarshOverhead
15 - 0,0 - 3,0 - 2,0,307884609,1,307884609,96.0,,0,Ad,Player2,,,,,,,,,,0,-130.4319936569755,-334.36888670148954,Crosscourt,Backhand,,,,,,,,,,103.07917213467992,473.1310640854949,,,,1,,,,,,,,,,,,,,,,Ferguson,0,none,Backhand,Topspin,86.104347,178,0,0,out,ad,far,2.693017,24.248087,no_mans_land,ad,near,-3.407629,3.151574,0.889947,cross court,Out,False,22:25:03,5131.410156,FergusonBackhand
15 - 15,0 - 3,0 - 2,1,312260390,0,,97.0,,1,Deuce,Player2,Far,1,Body,86.02520778648224,-220.59913604538033,,,,,0,-33.58373250216988,476.9880686786687,Crosscourt,,,,,,,,,,,86.02520778648224,-220.59913604538033,,,,,,,,,,,,,,,,,,,,Ferguson,1,serve,Serve,Flat,77.141579,179,0,0,service_box,deuce,near,2.24747,6.12389,no_mans_land,deuce,far,-0.877399,24.348854,2.244462,down the T,In,False,22:26:16,5204.339844,FergusonServe
15 - 15,0 - 3,0 - 2,0,312317988,0,,97.0,,2,Deuce,Player1,,,,,,,,,,0,143.63392935250673,-531.8363681099615,Crosscourt,Forehand,,,,,,,,,,-55.4931813210562,338.83176946614174,,,,,,,,,,,,,,,,,,,,Aadarsh,2,return,Forehand,Topspin,48.248592,179,0,0,no_mans_land,deuce,far,-1.449799,20.739422,out,deuce,near,3.752539,-2.007405,1.231226,cross court,In,False,22:26:17,5205.299805,AadarshForehand
15 - 15,0 - 3,0 - 2,0,312413994,0,,97.0,,3,Deuce,Player2,,,,,,,,,,0,-83.0683508311032,377.53846237950745,Down the Line,Forehand,,,,,,,,,,-104.42382436565033,-214.6358158354097,,,,,,,,,,,,,,,,,,,,Ferguson,3,serve_plus_one,Forehand,Topspin,45.051289,179,0,0,service_box,ad,near,-2.728147,6.279686,no_mans_land,deuce,far,-2.17022,21.750662,1.660894,down the line,In,False,22:26:18,5206.899902,FergusonForehand
