Name,pointNumber,setNum,gameNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,Position,pointEndPosition,Duration,pointWonBy,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,isBreakPoint,atNetPlayer1,atNetPlayer2,isExcitingPoint,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,clientTeam,opponentTeam
"Set 2: 1-1, 40-40 Rudy Quan Serving",101,2,3,Rudy Quan,Yuta Shimizu,40-40,1-1,0-1,,Deuce,Rudy Quan,Yuta Shimizu,4470997.0,,,Rudy Quan,4,1 - 4,0,1,2nd Serve In,Body,T,Body,False,Near,-46.0,350.0,-89.0,171.0,Down the Line,Backhand,Net,,Crosscourt,Backhand,Yuta Shimizu,Error,True,,,,0,1,1,1,40,40,,,2nd Serve In,Deuce: Body,,,,,,,,Down the Line,Backhand,Crosscourt,Backhand,Error,UCLA,
"Set 2: 1-1, A-40 Rudy Quan Serving",102,2,3,Rudy Quan,Yuta Shimizu,A-40,1-1,0-1,,Ad,Rudy Quan,Yuta Shimizu,4508827.0,,,Rudy Quan,2,1 - 4,1,0,1st Serve In,T,T,,False,Near,23.0,102.0,,,Down the Line,Backhand,Wide Left,Wide Left,Down the Line,Backhand,Yuta Shimizu,Error,False,,,,0,1,1,1,A,40,,,1st Serve In,Ad: T,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,UCLA,
"Set 2: 2-1, 0-0 Yuta Shimizu Serving",103,2,4,Rudy Quan,Yuta Shimizu,0-0,2-1,0-1,,Deuce,Yuta Shimizu,Rudy Quan,4641340.0,,,Rudy Quan,16,13 +,1,0,1st Serve In,T,T,,False,Near,-14.0,221.0,,,Crosscourt,Backhand,,,Down the Line,Backhand,Rudy Quan,Winner,False,,,,0,1,2,1,0,0,,,,,Crosscourt,Backhand,Down the Line,Backhand,Winner,1st Serve In,Deuce: T,,,,,,UCLA,
"Set 2: 2-1, 15-0 Yuta Shimizu Serving",104,2,4,Rudy Quan,Yuta Shimizu,15-0,2-1,0-1,,Ad,Yuta Shimizu,Rudy Quan,4676183.0,,,Rudy Quan,9,9 - 12,1,0,1st Serve In,Wide,Wide,,False,Near,111.0,216.0,,,Crosscourt,Backhand,Long,,Crosscourt,Forehand,Yuta Shimizu,Error,False,,,,0,1,2,1,15,0,,,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Crosscourt,Forehand,Error,UCLA,
"Set 2: 2-1, 30-0 Yuta Shimizu Serving",105,2,4,Rudy Quan,Yuta Shimizu,30-0,2-1,0-1,,Deuce,Yuta Shimizu,Rudy Quan,4707979.0,,,Yuta Shimizu,6,5 - 8,1,0,1st Serve In,T,T,,False,Near,-49.0,224.0,,,Down the Line,Backhand,Net,,Down the Line,Forehand,Rudy Quan,Error,False,,,,0,1,2,1,30,0,,,,,Down the Line,Backhand,Down the Line,Forehand,Error,1st Serve In,Deuce: T,,,,,,UCLA,
"Set 2: 2-1, 30-15 Yuta Shimizu Serving",106,2,4,Rudy Quan,Yuta Shimizu,30-15,2-1,0-1,,Ad,Yuta Shimizu,Rudy Quan,4750142.0,,,Yuta Shimizu,4,1 - 4,0,1,2nd Serve In,Body,Wide,Body,False,Near,176.0,229.0,99.0,221.0,Crosscourt,Backhand,Long,,Crosscourt,Backhand,Rudy Quan,Error,False,,,,0,1,2,1,30,15,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,2nd Serve In,Ad: Body,,,,,,UCLA,
"Set 2: 2-1, 30-30 Yuta Shimizu Serving",107,2,4,Rudy Quan,Yuta Shimizu,30-30,2-1,0-1,,Deuce,Yuta Shimizu,Rudy Quan,4794947.0,,,Rudy Quan,3,1 - 4,1,0,1st Serve In,T,T,,False,Near,-13.0,235.0,,,Crosscourt,Backhand,Net,,Crosscourt,Forehand,Yuta Shimizu,Error,False,,,,0,1,2,1,30,30,,,,,Crosscourt,Backhand,,,,1st Serve In,Deuce: T,,,Crosscourt,Forehand,Error,UCLA,
"Set 2: 2-1, 40-30 Yuta Shimizu Serving",108,2,4,Rudy Quan,Yuta Shimizu,40-30,2-1,0-1,,Ad,Yuta Shimizu,Rudy Quan,4820702.0,,,Rudy Quan,7,5 - 8,0,1,2nd Serve In,Body,T,Body,False,Near,34.0,280.0,69.0,237.0,Down the Line,Forehand,Long,,Down the Line,Forehand,Yuta Shimizu,Error,False,,,,0,1,2,1,40,30,,,,,Down the Line,Forehand,,,,2nd Serve In,Ad: Body,,,Down the Line,Forehand,Error,UCLA,
"Set 2: 3-1, 0-0 Rudy Quan Serving",109,2,5,Rudy Quan,Yuta Shimizu,0-0,3-1,0-1,,Deuce,Rudy Quan,Yuta Shimizu,4910813.0,,,Yuta Shimizu,5,5 - 8,1,0,1st Serve In,Body,Body,,False,Far,87.0,-134.0,,,Crosscourt,Backhand,Long,,Down the Line,Forehand,Rudy Quan,Error,False,,,,0,1,3,1,0,0,,,1st Serve In,Deuce: Body,,,Down the Line,Forehand,Error,,,Crosscourt,Backhand,,,,UCLA,
"Set 2: 3-1, 0-15 Rudy Quan Serving",110,2,5,Rudy Quan,Yuta Shimizu,0-15,3-1,0-1,,Ad,Rudy Quan,Yuta Shimizu,4950807.0,,,Yuta Shimizu,21,13 +,1,0,1st Serve In,Body,Body,,False,Far,-91.0,-198.0,,,Down the Line,Forehand,Wide Left,,Crosscourt,Forehand,Rudy Quan,Error,False,,,,0,1,3,1,0,15,,,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Error,,,Down the Line,Forehand,,,,UCLA,
"Set 2: 3-1, 0-30 Rudy Quan Serving",111,2,5,Rudy Quan,Yuta Shimizu,0-30,3-1,0-1,,Deuce,Rudy Quan,Yuta Shimizu,4998260.0,,,Yuta Shimizu,13,13 +,1,0,1st Serve In,T,T,,False,Far,47.0,-235.0,,,Down the Line,Forehand,Wide Left,,Down the Line,Forehand,Rudy Quan,Error,False,,,,0,1,3,1,0,30,,,1st Serve In,Deuce: T,,,Down the Line,Forehand,Error,,,Down the Line,Forehand,,,,UCLA,
"Set 2: 3-1, 0-40 Rudy Quan Serving",112,2,5,Rudy Quan,Yuta Shimizu,0-40,3-1,0-1,,Ad,Rudy Quan,Yuta Shimizu,5074729.0,,,Yuta Shimizu,9,9 - 12,0,1,2nd Serve In,Wide,T,Wide,False,Far,-51.0,2.0,-121.0,-160.0,Down the Line,Forehand,Net,,Crosscourt,Backhand,Rudy Quan,Error,True,,,,0,1,3,1,0,40,,,2nd Serve In,Ad: Wide,,,Crosscourt,Backhand,Error,,,Down the Line,Forehand,,,,UCLA,
"Set 2: 3-2, 0-0 Yuta Shimizu Serving",113,2,6,Rudy Quan,Yuta Shimizu,0-0,3-2,0-1,,Deuce,Yuta Shimizu,Rudy Quan,5345276.0,,,Rudy Quan,13,13 +,1,0,1st Serve In,T,T,,False,Far,26.0,-204.0,,,Down the Line,Backhand,Net,,Crosscourt,Backhand,Yuta Shimizu,Error,False,,,,0,1,3,2,0,0,,,,,Down the Line,Backhand,,,,1st Serve In,Deuce: T,,,Crosscourt,Backhand,Error,UCLA,
"Set 2: 3-2, 15-0 Yuta Shimizu Serving",114,2,6,Rudy Quan,Yuta Shimizu,15-0,3-2,0-1,,Ad,Yuta Shimizu,Rudy Quan,5385542.0,,,Yuta Shimizu,5,5 - 8,1,0,1st Serve In,T,T,,False,Far,-35.0,-196.0,,,Crosscourt,Forehand,,,Down the Line,Forehand,Yuta Shimizu,Winner,False,,Yuta Shimizu,,0,1,3,2,15,0,,,,,Crosscourt,Forehand,,,,1st Serve In,Ad: T,,,Down the Line,Forehand,Winner,UCLA,
"Set 2: 3-2, 15-15 Yuta Shimizu Serving",115,2,6,Rudy Quan,Yuta Shimizu,15-15,3-2,0-1,,Deuce,Yuta Shimizu,Rudy Quan,5409127.0,,,Yuta Shimizu,2,1 - 4,1,0,1st Serve In,Wide,Wide,,False,Far,146.0,-177.0,,,Down the Line,Forehand,Wide Right,Wide Right,Down the Line,Forehand,Rudy Quan,Error,False,,,,0,1,3,2,15,15,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,UCLA,
"Set 2: 3-2, 15-30 Yuta Shimizu Serving",116,2,6,Rudy Quan,Yuta Shimizu,15-30,3-2,0-1,,Ad,Yuta Shimizu,Rudy Quan,5428390.0,,,Yuta Shimizu,6,5 - 8,1,0,1st Serve In,Body,Body,,False,Far,-91.0,-167.0,,,Crosscourt,Backhand,Net,,Down the Line,Forehand,Rudy Quan,Error,False,,,,0,1,3,2,15,30,,,,,Crosscourt,Backhand,Down the Line,Forehand,Error,1st Serve In,Ad: Body,,,,,,UCLA,
"Set 2: 3-2, 15-40 Yuta Shimizu Serving",117,2,6,Rudy Quan,Yuta Shimizu,15-40,3-2,0-1,,Deuce,Yuta Shimizu,Rudy Quan,5456320.0,,,Rudy Quan,7,5 - 8,1,0,1st Serve In,Body,Body,,False,Far,68.0,-236.0,,,Down the Line,Backhand,Net,,Down the Line,Backhand,Yuta Shimizu,Error,True,,,,0,1,3,2,15,40,,,,,Down the Line,Backhand,,,,1st Serve In,Deuce: Body,,,Down the Line,Backhand,Error,UCLA,
"Set 2: 3-2, 30-40 Yuta Shimizu Serving",118,2,6,Rudy Quan,Yuta Shimizu,30-40,3-2,0-1,,Ad,Yuta Shimizu,Rudy Quan,5465655.0,,,Yuta Shimizu,12,9 - 12,0,1,2nd Serve In,Body,Wide,Body,False,Far,-166.0,-308.0,-78.0,-113.0,Down the Line,Backhand,Wide Right,,Crosscourt,Forehand,Rudy Quan,Error,True,,,,0,1,3,2,30,40,,,,,Down the Line,Backhand,Crosscourt,Forehand,Error,2nd Serve In,Ad: Body,,,,,,UCLA,
"Set 2: 3-3, 0-0 Rudy Quan Serving",119,2,7,Rudy Quan,Yuta Shimizu,0-0,3-3,0-1,,Deuce,Rudy Quan,Yuta Shimizu,5573095.0,,,Rudy Quan,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Near,-78.0,217.0,,,Crosscourt,Backhand,Net,,Down the Line,Backhand,Yuta Shimizu,Error,False,,,,0,1,3,3,0,0,,,1st Serve In,Deuce: Body,,,,,,,,Crosscourt,Backhand,Down the Line,Backhand,Error,UCLA,
"Set 2: 3-3, 15-0 Rudy Quan Serving",120,2,7,Rudy Quan,Yuta Shimizu,15-0,3-3,0-1,,Ad,Rudy Quan,Yuta Shimizu,5578572.0,,,Yuta Shimizu,1,1 - 4,0,0,Double Fault,T,T,T,False,Near,7.0,-1.0,20.0,3.0,,,,,,,Rudy Quan,,False,,,,0,1,3,3,15,0,,,Double Fault,Ad: T,,,,,,,,,,,,,UCLA,
"Set 2: 3-3, 15-15 Rudy Quan Serving",121,2,7,Rudy Quan,Yuta Shimizu,15-15,3-3,0-1,,Deuce,Rudy Quan,Yuta Shimizu,5623747.0,,,Rudy Quan,1,1 - 4,1,0,1st Serve In,Body,Body,,True,Near,-78.0,135.0,,,,,,,,,Rudy Quan,,False,,,,0,1,3,3,15,15,,,Ace,Deuce: Body,,,,,,,,,,,,,UCLA,
"Set 2: 3-3, 30-15 Rudy Quan Serving",122,2,7,Rudy Quan,Yuta Shimizu,30-15,3-3,0-1,,Ad,Rudy Quan,Yuta Shimizu,5726526.0,,,Yuta Shimizu,1,1 - 4,0,0,Double Fault,T,T,T,False,Near,2.0,-1.0,18.0,0.0,,,,,,,Rudy Quan,,False,,,,0,1,3,3,30,15,,,Double Fault,Ad: T,,,,,,,,,,,,,UCLA,
"Set 2: 3-3, 30-30 Rudy Quan Serving",123,2,7,Rudy Quan,Yuta Shimizu,30-30,3-3,0-1,,Deuce,Rudy Quan,Yuta Shimizu,5739572.0,,,Rudy Quan,10,9 - 12,1,0,1st Serve In,T,T,,False,Near,-41.0,233.0,,,Crosscourt,Forehand,Net,,Crosscourt,Forehand,Yuta Shimizu,Error,False,,,,0,1,3,3,30,30,,,1st Serve In,Deuce: T,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,UCLA,
"Set 2: 3-3, 30-40 Rudy Quan Serving",124,2,7,Rudy Quan,Yuta Shimizu,30-40,3-3,0-1,,Ad,Rudy Quan,Yuta Shimizu,5778834.0,,,Yuta Shimizu,6,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,79.0,217.0,,,Crosscourt,Forehand,,,Down the Line,Forehand,Yuta Shimizu,Winner,True,,,,0,1,3,3,30,40,,,1st Serve In,Ad: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Forehand,Winner,UCLA,
"Set 2: 3-4, 0-0 Yuta Shimizu Serving",125,2,8,Rudy Quan,Yuta Shimizu,0-0,3-4,0-1,,Deuce,Yuta Shimizu,Rudy Quan,5904247.0,,,Yuta Shimizu,1,1 - 4,1,0,1st Serve In,Wide,Wide,,True,Near,-149.0,97.0,,,,,,,,,Yuta Shimizu,,False,,,,0,1,3,4,0,0,,,Ace,,,,,,,1st Serve In,Deuce: Wide,,,,,,UCLA,
"Set 2: 3-4, 15-0 Yuta Shimizu Serving",126,2,8,Rudy Quan,Yuta Shimizu,15-0,3-4,0-1,,Ad,Yuta Shimizu,Rudy Quan,5905172.0,,,Yuta Shimizu,5,5 - 8,0,0,Double Fault,T,T,T,False,Near,-146.0,139.0,-40.0,53.0,Crosscourt,Backhand,,,Crosscourt,Forehand,Yuta Shimizu,Winner,False,,,,0,1,3,4,15,0,,,,,Crosscourt,Backhand,,,,Double Fault,Ad: T,,,Crosscourt,Forehand,,UCLA,
"Set 2: 3-4, 15-15 Yuta Shimizu Serving",127,2,8,Rudy Quan,Yuta Shimizu,15-15,3-4,0-1,,Deuce,Yuta Shimizu,Rudy Quan,5942554.0,,,Yuta Shimizu,2,1 - 4,1,0,1st Serve In,T,T,,False,Near,-13.0,233.0,,,Down the Line,Backhand,Long,Long,Down the Line,Backhand,Rudy Quan,Error,False,,,,0,1,3,4,15,15,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,1st Serve In,Deuce: T,,,,,,UCLA,
"Set 2: 3-4, 15-30 Yuta Shimizu Serving",128,2,8,Rudy Quan,Yuta Shimizu,15-30,3-4,0-1,,Ad,Yuta Shimizu,Rudy Quan,5958781.0,,,Yuta Shimizu,6,5 - 8,1,0,1st Serve In,Body,Body,,False,Near,70.0,233.0,,,Down the Line,Backhand,Wide Left,,Crosscourt,Forehand,Rudy Quan,Error,False,,,,0,1,3,4,15,30,,,,,Down the Line,Backhand,Crosscourt,Forehand,Error,1st Serve In,Ad: Body,,,,,,UCLA,
"Set 2: 3-4, 15-40 Yuta Shimizu Serving",129,2,8,Rudy Quan,Yuta Shimizu,15-40,3-4,0-1,,Deuce,Yuta Shimizu,Rudy Quan,5971851.0,,,Yuta Shimizu,6,5 - 8,0,1,2nd Serve In,Body,Wide,Body,False,Near,-202.0,1.0,-61.0,237.0,Down the Line,Backhand,Long,,Crosscourt,Forehand,Rudy Quan,Error,True,,,,0,1,3,4,15,40,,,,,Down the Line,Backhand,Crosscourt,Forehand,Error,2nd Serve In,Deuce: Body,,,,,,UCLA,
"Set 2: 3-5, 0-0 Rudy Quan Serving",130,2,9,Rudy Quan,Yuta Shimizu,0-0,3-5,0-1,,Deuce,Rudy Quan,Yuta Shimizu,6050774.0,,,Yuta Shimizu,4,1 - 4,0,1,2nd Serve In,Body,Body,Body,False,Far,80.0,-278.0,75.0,-234.0,Down the Line,Backhand,,,Crosscourt,Forehand,Yuta Shimizu,Winner,False,,,,0,1,3,5,0,0,,,2nd Serve In,Deuce: Body,,,,,,,,Down the Line,Backhand,Crosscourt,Forehand,Winner,UCLA,
"Set 2: 3-5, 0-15 Rudy Quan Serving",131,2,9,Rudy Quan,Yuta Shimizu,0-15,3-5,0-1,,Ad,Rudy Quan,Yuta Shimizu,6063899.0,,,Yuta Shimizu,3,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,-56.0,-228.0,,,Crosscourt,Backhand,Long,,Down the Line,Forehand,Rudy Quan,Error,False,,,,0,1,3,5,0,15,,,1st Serve In,Ad: Body,,,Down the Line,Forehand,Error,,,Crosscourt,Backhand,,,,UCLA,
"Set 2: 3-5, 0-30 Rudy Quan Serving",132,2,9,Rudy Quan,Yuta Shimizu,0-30,3-5,0-1,,Deuce,Rudy Quan,Yuta Shimizu,6093184.0,,,Yuta Shimizu,4,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,88.0,-238.0,,,Crosscourt,Backhand,,,Down the Line,Forehand,Yuta Shimizu,Winner,False,,,,0,1,3,5,0,30,,,1st Serve In,Deuce: Body,,,,,,,,Crosscourt,Backhand,Down the Line,Forehand,Winner,UCLA,
"Set 2: 3-5, 0-40 Rudy Quan Serving",133,2,9,Rudy Quan,Yuta Shimizu,0-40,3-5,0-1,,Ad,Rudy Quan,Yuta Shimizu,6115999.0,,,Rudy Quan,2,1 - 4,1,0,1st Serve In,Body,Body,,False,Far,-56.0,-241.0,,,Down the Line,Backhand,Wide Left,Wide Left,Down the Line,Backhand,Yuta Shimizu,Error,True,,,,0,1,3,5,0,40,,,1st Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,UCLA,
"Set 2: 3-5, 15-40 Rudy Quan Serving",134,2,9,Rudy Quan,Yuta Shimizu,15-40,3-5,0-1,,Deuce,Rudy Quan,Yuta Shimizu,6137947.0,,,Rudy Quan,14,13 +,1,0,1st Serve In,Body,Body,,False,Far,88.0,-233.0,,,Down the Line,Backhand,Wide Left,,Crosscourt,Forehand,Yuta Shimizu,Error,True,,,,0,1,3,5,15,40,,,1st Serve In,Deuce: Body,,,,,,,,Down the Line,Backhand,Crosscourt,Forehand,Error,UCLA,
"Set 2: 3-5, 30-40 Rudy Quan Serving",135,2,9,Rudy Quan,Yuta Shimizu,30-40,3-5,0-1,,Ad,Rudy Quan,Yuta Shimizu,6173700.0,,,Yuta Shimizu,7,5 - 8,1,0,1st Serve In,,Wide,,False,Far,-117.0,-220.0,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Rudy Quan,Error,True,,,,0,1,3,5,30,40,,,1st Serve In,,,,Down the Line,Backhand,Error,,,Crosscourt,Forehand,,,,UCLA,
