pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes
40-40,0-0,0-0,1.0,387951.0,,,,,1,Deuce,Player1,Near,1.0,Wide,-120.0,206.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,416699.0,,,,,2,Deuce,Player1,Near,,,,,,,,,,-170.0,469.0,Crosscourt,Backhand,,,,,,,,,,117.0,-280.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,417795.0,,,,,3,Deuce,Player1,Near,,,,,,,,,,192.0,-496.0,Crosscourt,Forehand,,,,,,,,,,-101.0,408.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,419165.0,,,,,4,Deuce,Player1,Near,,,,,,,,,,-154.0,504.0,Down the Line,Backhand,,,,,,,,,,-91.0,-264.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,420160.0,,,,,5,Ad,Player1,Near,,,,,,,,,,-80.0,-488.0,Crosscourt,Backhand,,,,,,,,,,75.0,258.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,422538.0,,,,,6,Ad,Player1,Near,,,,,,,,,,102.0,490.0,Crosscourt,Forehand,,,,,,,,,,-96.0,-280.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,423030.0,,,,,7,Ad,Player1,Near,,,,,,,,,,-114.0,-496.0,Down the Line,Backhand,,,,,,,,,,-80.0,434.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,425018.0,,,,,8,Deuce,Player1,Near,,,,,,,,,,-104.0,501.0,Crosscourt,Backhand,,,,,,,,,,48.0,-376.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,425751.0,,,,,9,Deuce,Player1,Near,,,,,,,,,,67.0,-546.0,Crosscourt,Forehand,,,,,,,,,,-29.0,378.0,,,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,,427462.0,1.0,,,,10,Deuce,Player1,Near,,,,,,,,,,-24.0,517.0,Down the Line,Backhand,,,,,,,,,,-139.0,-528.0,,,,,1.0,,,,,,,,,,,,,,,
A-40,0-0,0-0,1.0,444244.0,,,,,1,Ad,Player1,Near,1.0,Body,83.0,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,457138.0,,,,,2,Ad,Player1,Near,,,,,,,,,,171.0,517.0,Crosscourt,Forehand,,,,,,,,,,-85.0,-333.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,458112.0,,,,,3,Ad,Player1,Near,,,,,,,,,,-125.0,-488.0,Down the Line,Backhand,,,,,,,,,,-32.0,285.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,459258.0,,,,,4,Deuce,Player1,Near,,,,,,,,,,-24.0,472.0,Down the Line,Forehand,,,,1.0,,,,,,-85.0,-314.0,,,,,,,,,,,,,,,,,,,,
A-40,0-0,0-0,,460660.0,1.0,,,,5,Ad,Player1,Near,,,,,,,,,,-176.0,-536.0,Crosscourt,Backhand,,,,,,,,1.0,,186.0,234.0,,1.0,,,,,,,,,,,,,,,,,,
40-40,0-0,0-0,1.0,488591.0,,,,,1,Deuce,Player1,Near,1.0,Body,-72.0,238.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
