pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isTopspin,isFlat,isKick
15-15,0-0,1-0,,2185000,,,55,,2,Deuce,Player1,Near,,,,,,,,,,-217.54846347320344,495.1974464126926,Down the Line,Forehand,1,,,,,,,,,-11.222430008743109,-322.9756671039451,,,,,,,,,,,,,,,,,,,,,,,
15-15,0-0,1-0,,2187000,,,55,,3,Ad,Player1,Near,,,,,,,,,,-6.574557086610777,-448.90979330685474,Crosscourt,Forehand,,,,,,,,,,84.4691929133422,249.92832458429783,,,,,,,,,,,,,,,,,,,,,1,,
15-15,0-0,1-0,,2188000,,,55,,4,Ad,Player1,Near,,,,,,,,,,120.75355971122372,571.2415299647092,Crosscourt,Backhand,,,,,,,,,,-19.85492125983226,-159.94705271207835,,,,,,,,,,,,,,,,,,,,,1,,
15-15,0-0,1-0,,2189000,1,2189000,55,,5,Ad,Player1,Near,,,,,,,,,,-19.85492125983226,-180.05165135598747,Down the Line,Backhand,,1,,,,,,,,-68.51227034117196,-23.53857174102022,,,,1.0,,,,,,,,,,,,,,,,,,1,
15-30,0-0,1-0,1,2208000,,,56,,1,Ad,Player1,Near,1.0,Body,57.79642935255107,225.81051509174682,,,,,,-12.893274278208562,-441.04887904614134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
15-30,0-0,1-0,,2209000,,,56,,2,Ad,Player1,Near,,,,,,,,,,95.18576115480647,528.781485126586,Down the Line,Forehand,,,,,,,,,,36.867738407679994,-327.24134951864113,,,,,,,,,,,,,,,,,,,,,,1,
15-30,0-0,1-0,,2210000,,,56,,3,Deuce,Player1,Near,,,,,,,,,,16.683256780393833,-478.711657917513,Crosscourt,Forehand,,,,,,,,,,-2.4641622922122006,244.93749453180692,,,,,,,,,,,,,,,,,,,,,1,,
15-30,0-0,1-0,,2211000,,,56,,4,Deuce,Player1,Near,,,,,,,,,,-107.25949803144066,510.8567694660528,Crosscourt,Forehand,,,,,,,,,,138.42002405942105,-289.9762631232098,,,,,,,,,,,,,,,,,,,,,,1,
15-30,0-0,1-0,,2212000,1,2212000,56,,5,Deuce,Player1,Near,,,,,,,,,,167.8325021871399,-520.6837160977188,Crosscourt,Forehand,,,,,,,,,,-169.13137576544193,392.0656824144957,,,1.0,,,,,,,,,,,,,,,,,,,1,
15-40,0-0,1-0,1,2233000,,,57,1,1,Deuce,Player1,Near,1.0,Body,-76.02341426067814,214.081802274605,,,,,,46.49901574800747,-464.72233705137853,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-40,0-0,1-0,,2234000,,,57,1,2,Deuce,Player1,Near,,,,,,,,,,-175.4385334644763,532.9620024056738,Down the Line,Forehand,,,,,,,,,,-41.92233705159689,-420.19945866120025,,,,,,,,,,,,,,,,,,,,,1,,
15-40,0-0,1-0,,2236000,,,57,1,3,Ad,Player1,Near,,,,,,,,,,-42.60744750653967,-520.9580818020056,Crosscourt,Forehand,,,,,,,,,,135.33547681532815,292.27832458427594,,,,,,,,,,,,,,,,,,,,,1,,
15-40,0-0,1-0,,2237000,,,57,1,4,Ad,Player1,Near,,,,,,,,,,163.64731517926805,500.2808289586217,Crosscourt,Backhand,,,,,,,,,,-30.615583989485494,-260.55302930870175,,,,,,,,,,,,,,,,,,,,,1,,
15-40,0-0,1-0,,2238000,1,2238000,57,1,5,Ad,Player1,Near,,,,,,,,,,-80.73195538053571,-495.0825021869708,Down the Line,Forehand,,,,,,,,,,-127.00774278208662,460.0956692911009,,,,,1.0,,,,,,,,,,,,,,,,1,,
30-40,0-0,1-0,1,2258000,,,58,1,1,Ad,Player1,Near,1.0,T,1.4814523184594273,81.1650535870097,,,,,,-5.850098425193829,-416.6044181975101,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-40,0-0,1-0,,2259000,,,58,1,2,Ad,Player1,Near,,,,,,,,,,143.3076224846154,517.4390201222175,Down the Line,Backhand,,,,,,,,,,13.222298775146276,-286.6811187662561,,,,,,,,,,,,,,,,,,,,,1,,
30-40,0-0,1-0,,2260000,,,58,1,3,Ad,Player1,Near,,,,,,,,,,-8.828734689409263,-473.3668853890818,Down the Line,Forehand,,,,,,,,,,-73.58279199471265,339.65230205581753,,,,,,,,,,,,,,,,,,,,,1,,
30-40,0-0,1-0,,2262000,,,58,1,4,Deuce,Player1,Near,,,,,,,,,,-79.54224628167368,547.1877569988424,Crosscourt,Forehand,,,,,,,,,,75.52425087485162,-347.02431102344275,,,,,,,,,,,,,,,,,,,,,1,,
30-40,0-0,1-0,,2263000,,,58,1,5,Deuce,Player1,Near,,,,,,,,,,93.06413495183293,-511.73383639518624,Down the Line,Forehand,,,,,,,,,,126.66268044612879,365.0579232281579,,,,,,,,,,,,,,,,,,,,,1,,
30-40,0-0,1-0,,2264000,,,58,1,6,Ad,Player1,Near,,,,,,,,,,102.62701224841594,499.52571084838587,Crosscourt,Backhand,,,,,,,,,,-125.28591426065269,-428.4258366139519,,,,,,,,,,,,,,,,,,,,,,1,
30-40,0-0,1-0,,2266000,,,58,1,7,Ad,Player1,Near,,,,,,,,,,-121.5069936569801,-522.2759405071668,Crosscourt,Backhand,,,,,,,,,,121.28602362198458,370.9059547242179,,,,,,,,,,,,,,,,,,,,,,1,
30-40,0-0,1-0,,2267000,,,58,1,8,Ad,Player1,Near,,,,,,,,,,144.22468832013547,510.99330161828374,Crosscourt,Backhand,,,,,,,,,,-49.393022747131084,-197.30476815387885,,,,,,,,,,,,,,,,,,,,,1,,
30-40,0-0,1-0,,2268000,,,58,1,9,Ad,Player1,Near,,,,,,,,,,-113.80929024491058,-467.50277777753627,Down the Line,Backhand,1,,,,,,,,,-81.95959645665057,252.50670384938832,,,,,,,,,,,,,,,,,,,,,,,
30-40,0-0,1-0,,2270000,1,2270000,58,1,10,Deuce,Player1,Near,,,,,,,,,,-78.21148840765862,432.0651629481583,Crosscourt,Forehand,,,,,,,,,,148.31548556422786,-302.7440671477001,1.0,,,,,,,,,,,,,,,,,,,,,1,
0-0,0-1,1-0,1,2326000,1,2361000,59,,1,Ad,Player2,Near,0.0,T,-43.71635498685406,211.2351432632329,0.0,Body,94.04026137352973,-74.68967082235862,,-46.16650809271456,-429.13601815375904,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1,
0-15,0-1,1-0,1,2387000,,,60,,1,Deuce,Player2,Near,1.0,T,-52.346281714758604,233.18979658780603,,,,,,17.36159230095341,-466.9108705159443,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0-15,0-1,1-0,,2388000,,,60,,2,Deuce,Player2,Near,,,,,,,,,,-61.07970800521779,550.5367180662073,Crosscourt,Backhand,,,,,,,,,,110.77124890632949,-376.30680227452126,,,,,,,,,,,,,,,,,,,,,,1,
0-15,0-1,1-0,,2390000,,,60,,3,Deuce,Player2,Near,,,,,,,,,,83.88375437440986,-491.6748250216183,Down the Line,Forehand,,,,,,,,,,107.75678587046052,358.2202537181002,,,,,,,,,,,,,,,,,,,,,1,,
0-15,0-1,1-0,,2391000,,,60,,4,Ad,Player2,Near,,,,,,,,,,114.28881780396546,560.4223042429301,Crosscourt,Backhand,,,,,,,,,,-94.09587707781665,-356.19967738389295,,,,,,,,,,,,,,,,,,,,,,1,
0-15,0-1,1-0,,2392000,,,60,,5,Ad,Player2,Near,,,,,,,,,,-131.8920877077184,-536.7873906383928,Crosscourt,Backhand,,,,,,,,,,107.66021434815086,273.36584645655165,,,,,,,,,,,,,,,,,,,,,1,,
0-15,0-1,1-0,,2394000,,,60,,6,Ad,Player2,Near,,,,,,,,,,143.23313648286563,477.45102252818737,Crosscourt,Backhand,,,,,,,,,,-132.1178040244287,-349.3652996498633,,,,,,,,,,,,,,,,,,,,,,1,
0-15,0-1,1-0,,2395000,,,60,,7,Ad,Player2,Near,,,,,,,,,,-176.30388779518452,-530.2952427818783,Crosscourt,Backhand,,,,,,,,,,68.81025262463638,156.72624125101265,,,,,,,,,,,,,,,,,,,,,,1,
0-15,0-1,1-0,,2397000,,,60,,8,Ad,Player2,Near,,,,,,,,,,166.8895997374466,72.55966207345334,Down the Line,Backhand,1,,,,,,,,,69.83391841641188,-367.5304297898364,,,,,,,,,,,,,,,,,,,,,,,
0-15,0-1,1-0,,2398000,1,2398000,60,,9,Deuce,Player2,Near,,,,,,,,,,68.31790244965849,-466.63302165330225,Down the Line,Forehand,,,,,,,,,,162.35892935249703,275.37072943992774,,1.0,,,,,,,,,,,,,,,,,,,1,,
0-30,0-1,1-0,1,2423000,,,61,,1,Ad,Player2,Near,0.0,T,-30.221604330693047,-16.206714785643452,1.0,Body,100.8340277777257,152.75345034987734,,-44.92271434818326,-473.4380030618727,,,1,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
0-30,0-1,1-0,,2438000,,,61,,2,Ad,Player2,Near,,,,,,,,,,165.7622812772547,512.0459809708641,Crosscourt,Backhand,,,,,,,,,,-67.6027449693439,-341.16441382309586,,,,,,,,,,,,,,,,,,,,,1,,
0-30,0-1,1-0,,2439000,,,61,,3,Ad,Player2,Near,,,,,,,,,,-101.72858705156601,-503.74615048092966,Crosscourt,Backhand,,,,,,,,,,137.22931977245756,287.07659120720086,,,,,,,,,,,,,,,,,,,,,,1,
0-30,0-1,1-0,,2441000,,,61,,4,Ad,Player2,Near,,,,,,,,,,161.6157152230136,319.65855205582784,Down the Line,Backhand,,,,,,,,,,94.85310039365177,-416.4634459752879,,,,,,,,,,,,,,,,,,,,,,1,
0-30,0-1,1-0,,2442000,,,61,,5,Deuce,Player2,Near,,,,,,,,,,74.11640419943679,-521.3177274712967,Crosscourt,Forehand,,,,,,,,,,-151.60297462809316,300.43879046353675,,,,,,,,,,,,,,,,,,,,,,1,
0-30,0-1,1-0,,2443000,,,61,,6,Deuce,Player2,Near,,,,,,,,,,-199.854440069888,569.7370734905194,Down the Line,Forehand,,,,,,,,,,-74.77498906382839,-399.7803040242904,,,,,,,,,,,,,,,,,,,,,1,,
0-30,0-1,1-0,,2445000,,,61,,7,Ad,Player2,Near,,,,,,,,,,-66.72977362201277,-522.0206747591354,Crosscourt,Backhand,,,,,,,,,,136.26031277333294,235.963921697166,,,,,,,,,,,,,,,,,,,,,,1,
0-30,0-1,1-0,,2446000,,,61,,8,Ad,Player2,Near,,,,,,,,,,172.68649387567632,523.2015802709459,Down the Line,Backhand,1,,,,,,,,,172.68649387567632,476.9334481624833,,,,1.0,,,,,,,,,,,,,,,,,,,
0-30,0-1,1-0,,2447000,,,61,,9,Ad,Player2,Near,,,,,,,,,,139.42612095355878,330.6736384512728,Down the Line,Backhand,1,,,,,,,,,83.6690616797468,-162.5194991250254,,,,,,,,,,,,,,,,,,,,,,,
0-30,0-1,1-0,,2447000,,,61,,10,Deuce,Player2,Near,,,,,,,,,,83.6690616797468,-182.62409776893452,Crosscourt,Forehand,,1,,,,,,,,-96.71414041989755,387.08656496042994,,,,,,,,,,,,,,,,,,,,,,1,
0-30,0-1,1-0,,2449000,1,2449000,61,,11,Deuce,Player2,Near,,,,,,,,,,-127.20448381445748,543.9832130355895,Down the Line,Forehand,,,,,,,,,,-155.96270231837963,-384.2665080925399,1.0,,,,,,,,,,,,,,,,,,,,1,,
0-40,0-1,1-0,1,2480000,,,62,1,1,Deuce,Player2,Near,1.0,Wide,-122.53268810142401,180.13964895003818,,,,,,15.551804461934223,-471.8356736655481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0-40,0-1,1-0,,2481000,,,62,1,2,Deuce,Player2,Near,,,,,,,,,,-215.39985236209344,553.2905949253485,Down the Line,Forehand,,,,,,,,,,-42.803499562532565,-365.659284776714,,,,,,,,,,,,,,,,,,,,,1,,
0-40,0-1,1-0,,2482000,,,62,1,3,Ad,Player2,Near,,,,,,,,,,-25.657020997362075,-486.3061679787514,Down the Line,Backhand,,,,,,,,,,-93.47170275585722,457.00465332434834,,,,,1.0,,,,,,,,,,,,,,,,,1,
0-40,0-1,1-0,,2483000,1,2483000,62,1,4,Deuce,Player2,Near,,,,,,,,,,-88.35360345577239,541.538954505407,Down the Line,Forehand,,,,,,,,,,-2.6254593175839456,-298.75849190710727,1.0,,,,,,,,,,,,,,,,,,,,1,,
15-40,0-1,1-0,1,2506000,,,63,1,1,Ad,Player2,Near,0.0,Wide,161.4805227470732,192.88754921249884,,,,,,-20.102148950120846,-439.3028980750137,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-40,0-1,1-0,,2507000,1,2507000,63,1,2,Ad,Player2,Near,,,,,,,,,,193.8424704723408,499.10287073465025,Down the Line,Backhand,,,,,,,,,,131.88408792644105,195.03313648283884,,,,1.0,,,,,,,,,,,,,,,,,1,,
30-40,0-1,1-0,1,2530000,,,64,1,1,Deuce,Player2,Near,0.0,T,-41.99471784774734,-5.117257217845123,1.0,Body,-58.36284448815883,240.1651465440579,,34.78316382325412,-409.07578193329704,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1,
30-40,0-1,1-0,,2540000,,,64,1,2,Deuce,Player2,Near,,,,,,,,,,-107.51958661411767,533.8897473750523,Crosscourt,Forehand,,,,,,,,,,32.07529527557398,-338.13383639527586,,,,,,,,,,,,,,,,,,,,,1,,
30-40,0-1,1-0,,2541000,,,64,1,3,Deuce,Player2,Near,,,,,,,,,,33.96737751529304,-460.40191929110074,Crosscourt,Forehand,,,,,,,,,,-56.77946194222788,416.7615430881487,,,,,,,,,,,,,,,,,,,,,1,,
30-40,0-1,1-0,,2543000,,,64,1,4,Deuce,Player2,Near,,,,,,,,,,-89.87413604544788,523.7898895447862,Down the Line,Forehand,,,,,,,,,,-112.91427165348497,-325.7342902448012,,,,,,,,,,,,,,,,,,,,,1,,
30-40,0-1,1-0,,2544000,,,64,1,5,Ad,Player2,Near,,,,,,,,,,-121.03133202093485,-557.5544017932377,Crosscourt,Backhand,,,,,,,,,,127.12793088357388,301.21438648278394,,,,,,,,,,,,,,,,,,,,,,1,
30-40,0-1,1-0,,2545000,,,64,1,6,Ad,Player2,Near,,,,,,,,,,159.15633748898165,511.0027941817133,Crosscourt,Backhand,,,,,,,,,,-124.51923665785343,-271.0026957566404,,,,,,,,,,,,,,,,,,,,,,1,
30-40,0-1,1-0,,2547000,,,64,1,7,Ad,Player2,Near,,,,,,,,,,-168.99522637786546,-511.6903926069097,Crosscourt,Backhand,,,,,,,,,,77.4699201661892,254.44502405936112,,,,,,,,,,,,,,,,,,,,,,1,
30-40,0-1,1-0,,2549000,,,64,1,8,Ad,Player2,Near,,,,,,,,,,79.74469050739538,291.3305610234715,Down the Line,Forehand,,,,,,,,,,109.71937335952336,-252.16091426058713,,,,,,,,,,,,,,,,,,,,,,1,
30-40,0-1,1-0,,2550000,1,2550000,64,1,9,Deuce,Player2,Near,,,,,,,,,,110.74770888008277,-499.1990212158401,Crosscourt,Forehand,,,,,,,,,,-54.2543252405669,-11.65526027995896,,,,1.0,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,1,2594000,,,65,,1,Deuce,Player1,Far,1.0,Body,76.76854221343366,-175.17461723525508,,,,,,-54.43181321082052,478.73439413798536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2595000,,,65,,2,Deuce,Player1,Far,,,,,,,,,,154.06889763771568,-460.31671587902724,Down the Line,Forehand,,,,,,,,,,122.12240266835336,245.30383858255044,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2596000,,,65,,3,Ad,Player1,Far,,,,,,,,,,132.55591644787555,440.5096019245319,Crosscourt,Backhand,,,,,,,,,,-42.906003936985705,-323.61852034104015,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2597000,,,65,,4,Ad,Player1,Far,,,,,,,,,,-88.19023950126677,-528.5096073925529,Crosscourt,Backhand,,,,,,,,,,44.043503936985125,254.04400153092732,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2598000,,,65,,5,Ad,Player1,Far,,,,,,,,,,88.35693350826581,508.52565616771636,Crosscourt,Backhand,,,,,,,,,,-52.027859798748274,-240.07171369191448,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2600000,,,65,,6,Ad,Player1,Far,,,,,,,,,,-113.79558727028243,-509.0431539804894,Crosscourt,Backhand,,,,,,,,,,54.3705325896482,299.6319225720237,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2601000,,,65,,7,Ad,Player1,Far,,,,,,,,,,93.57531714780818,521.1429571300895,Down the Line,Backhand,,,,,,,,,,10.238839676285174,-384.1244641292854,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2602000,,,65,,8,Ad,Player1,Far,,,,,,,,,,-11.052444225716075,-518.8353838579997,Down the Line,Forehand,,,,,,,,,,-44.33762029743991,405.1180719595457,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2604000,,,65,,9,Deuce,Player1,Far,,,,,,,,,,-61.27545384948716,538.0900535867737,Crosscourt,Forehand,,,,,,,,,,79.4134076989966,-250.5665463690744,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2605000,,,65,,10,Deuce,Player1,Far,,,,,,,,,,94.19198928254102,-449.9687117233021,Crosscourt,Forehand,,,,,,,,,,-146.79112532800815,308.01906167963097,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2606000,,,65,,11,Deuce,Player1,Far,,,,,,,,,,-195.61348425186745,559.5871883199209,Down the Line,Forehand,,,,,,,,,,-106.4386975065067,-250.06344050730738,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2608000,,,65,,12,Ad,Player1,Far,,,,,,,,,,-106.4386975065067,-270.16803915121653,Crosscourt,Backhand,,1,,,,,,,,65.41704396322079,403.3834208221888,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2609000,,,65,,13,Ad,Player1,Far,,,,,,,,,,95.06890310581265,535.9184765963985,Down the Line,Backhand,1,,,,,,,,,80.7131616360038,-221.09075896751483,,,,,,,,,,,,,,,,,,,,,,,
0-0,1-1,1-0,,2610000,,,65,,14,Deuce,Player1,Far,,,,,,,,,,32.318886701645596,-374.8110345579866,Crosscourt,Forehand,,,,,,,,,,-84.03984580048152,278.7663495186661,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2612000,,,65,,15,Deuce,Player1,Far,,,,,,,,,,-154.173583770699,535.5769356952613,Down the Line,Forehand,,,,,,,,,,-49.089145887988636,-344.19449365686506,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2613000,,,65,,16,Ad,Player1,Far,,,,,,,,,,-24.915108267703662,-451.39780183703715,Crosscourt,Backhand,,,,,,,,,,28.79473425195363,258.1075459316252,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2614000,,,65,,17,Ad,Player1,Far,,,,,,,,,,49.30020231843473,487.3498906384184,Crosscourt,Backhand,,,,,,,,,,-61.292678258935965,-411.9260389324206,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2615000,,,65,,18,Ad,Player1,Far,,,,,,,,,,-76.56690179348625,-524.8270669288628,Down the Line,Backhand,,,,,,,,,,-52.4728237095092,379.67689195080993,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2616000,,,65,,19,Deuce,Player1,Far,,,,,,,,,,-55.693367235316806,541.9880905509011,Down the Line,Forehand,,,,,,,,,,-4.223042432193794,-330.7785925195141,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2618000,,,65,,20,Ad,Player1,Far,,,,,,,,,,-3.7393810148712094,-522.6126968501237,Down the Line,Forehand,,,,,,,,,,-78.45626640415895,318.88441054226746,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2619000,,,65,,21,Deuce,Player1,Far,,,,,,,,,,-82.13888342077996,559.7875273400433,Crosscourt,Forehand,,,,,,,,,,80.80682414693989,-356.1366743217758,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2620000,,,65,,22,Deuce,Player1,Far,,,,,,,,,,102.02553587046349,-515.1830435255431,Crosscourt,Forehand,,,,,,,,,,-64.55681867888178,303.2438429569737,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2621000,,,65,,23,Deuce,Player1,Far,,,,,,,,,,-95.64523184596985,513.1741415132957,Down the Line,Forehand,,,,,,,,,,-104.951503718231,-277.9968394574242,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2623000,,,65,,24,Ad,Player1,Far,,,,,,,,,,-95.85670931753579,-487.85835520534727,Crosscourt,Backhand,,,,,,,,,,64.52665682411364,200.88024934372822,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2624000,,,65,,25,Ad,Player1,Far,,,,,,,,,,122.85865048112638,499.1267935255515,Crosscourt,Backhand,,,,,,,,,,-86.48751093608831,-335.89688320192624,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2625000,,,65,,26,Ad,Player1,Far,,,,,,,,,,-113.69943678909263,-524.5659831580842,Crosscourt,Backhand,,,,,,,,,,14.761242344699285,212.70752405938268,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2626000,,,65,,27,Ad,Player1,Far,,,,,,,,,,65.88769138229317,491.398162729405,Crosscourt,Backhand,,,,,,,,,,-91.96893044614671,-215.03668525798167,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2628000,,,65,,28,Ad,Player1,Far,,,,,,,,,,-153.37417978994702,-492.8109087923964,Crosscourt,Backhand,,,,,,,,,,89.39594816268347,353.3875820208149,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2629000,,,65,,29,Ad,Player1,Far,,,,,,,,,,94.58650481184965,491.0686406384165,Crosscourt,Backhand,,,,,,,,,,-95.88491907256639,-302.87294400684266,,,,,,,,,,,,,,,,,,,,,1,,
0-0,1-1,1-0,,2631000,,,65,,30,Ad,Player1,Far,,,,,,,,,,-147.7812226595912,-503.01939523158615,Crosscourt,Backhand,,,,,,,,,,76.7763506123838,246.06121500424734,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2632000,,,65,,31,Ad,Player1,Far,,,,,,,,,,152.13742891505703,484.52929790001224,Down the Line,Backhand,,,,,,,,,,142.30493219590198,-346.6019685037579,,,,,,,,,,,,,,,,,,,,,,1,
0-0,1-1,1-0,,2633000,1,2633000,65,,32,Deuce,Player1,Far,,,,,,,,,,132.88578302705295,-506.49834317559134,Down the Line,Forehand,1,,,,,,,,,132.88578302705295,-231.37495625534854,,,,1.0,,,,,,,,,,,,,,,,,,,
15-0,1-1,1-0,1,2679000,,,66,,1,Ad,Player1,Far,0.0,Wide,-131.53274825015077,-265.33517607160394,1.0,T,-37.95161307959544,-234.6972769027659,,3.323851706035028,496.1812664039432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
15-0,1-1,1-0,,2692000,,,66,,2,Ad,Player1,Far,,,,,,,,,,-48.878701880989624,-443.7237150041452,Down the Line,Forehand,,,,,,,,,,-67.84909230092732,337.67804024479494,,,,,,,,,,,,,,,,,,,,,1,,
15-0,1-1,1-0,,2694000,,,66,,3,Deuce,Player1,Far,,,,,,,,,,-78.65779199471001,515.2803040242308,Crosscourt,Forehand,,,,,,,,,,69.13854986873069,-308.43152887123176,,,,,,,,,,,,,,,,,,,,,,1,
15-0,1-1,1-0,,2695000,,,66,,4,Deuce,Player1,Far,,,,,,,,,,85.03905293083972,-463.75723425172896,Down the Line,Forehand,,,,,,,,,,131.07404308829624,283.04416557290716,,,,,,,,,,,,,,,,,,,,,1,,
15-0,1-1,1-0,,2696000,,,66,,5,Ad,Player1,Far,,,,,,,,,,151.33412073482995,510.9497047241454,Down the Line,Backhand,,,,,,,,,,106.97452974622647,-227.65142169717024,,,,,,,,,,,,,,,,,,,,,,1,
15-0,1-1,1-0,,2697000,1,2697000,66,,6,Deuce,Player1,Far,,,,,,,,,,70.9519356955014,-426.87575459295533,Crosscourt,Forehand,,,,,,,,,,-98.02197069111295,245.88468394562972,1.0,,,,,,,,,,,,,,,,,,,,1,,
15-15,1-1,1-0,1,2730000,,,67,,1,Deuce,Player1,Far,1.0,Wide,140.19409995618304,-161.22449146973298,,,,,,-51.7549103236828,468.86427165330116,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-15,1-1,1-0,,2731000,,,67,,2,Deuce,Player1,Far,,,,,,,,,,198.5928860453917,-475.8180719595092,Crosscourt,Forehand,,,,,,,,,,-53.709421478537436,222.3421314522036,,,,,,,,,,,,,,,,,,,,,1,,
15-15,1-1,1-0,,2732000,,,67,,3,Deuce,Player1,Far,,,,,,,,,,-144.46789698155266,436.09119641272315,Down the Line,Forehand,,,,,,,,,,-21.282824803138613,-510.49375546780277,,,,,1.0,,,,,,,,,,,,,,,,1,,
15-15,1-1,1-0,,2733000,1,2733000,67,,4,Ad,Player1,Far,,,,,,,,,,-57.23506671038163,-539.0677110670881,Crosscourt,Backhand,,,,,,,,,,64.64998359576713,309.68894903746036,1.0,,,,,,,,,,,,,,,,,,,,1,,
15-30,1-1,1-0,1,2756000,,,68,,1,Ad,Player1,Far,0.0,Body,-84.9506725721346,-284.8420111547085,1.0,Wide,-125.59633639538568,-189.57743875755736,,6.385701006120936,447.2746227031811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
15-30,1-1,1-0,,2769000,,,68,,2,Ad,Player1,Far,,,,,,,,,,-193.48493000864894,-469.1148293960831,Down the Line,Backhand,,,,,,,,,,-120.43073600168758,284.09699803134924,,,,,,,,,,,,,,,,,,,,,,1,
15-30,1-1,1-0,,2770000,,,68,,3,Deuce,Player1,Far,,,,,,,,,,-114.68509405068441,534.4201443566793,Down the Line,Forehand,,,,,,,,,,-9.16744313210375,-283.4319061678326,,,,,,,,,,,,,,,,,,,,,1,,
15-30,1-1,1-0,,2772000,,,68,,4,Deuce,Player1,Far,,,,,,,,,,10.6196139545002,-459.38012904613186,Down the Line,Forehand,,,,,,,,,,113.59260717404455,454.5798009621448,,,,,,,,,,,,,,,,,,,,,,1,
15-30,1-1,1-0,,2773000,,,68,,5,Ad,Player1,Far,,,,,,,,,,130.78842410316952,522.4248742342008,Down the Line,Backhand,,,,,,,,,,132.96926399818153,-230.25119750644274,,,,,,,,,,,,,,,,,,,,,,1,
15-30,1-1,1-0,,2773000,1,2773000,68,,6,Deuce,Player1,Far,,,,,,,,,,108.73096019241977,-297.2310695536522,Crosscourt,Forehand,,,,,,,,,,-78.81698381448246,453.3025535868175,1.0,,,,,,,,,,,,,,,,,,,,,1,
30-30,1-1,1-0,1,2805000,,,69,,1,Deuce,Player1,Far,1.0,Wide,154.82347987743535,-244.05659995612942,,,,,,-45.31485673663451,460.4330380575049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
