pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
61,Rudy Quan,Youcef Rihane,0-40,0-1,1-0,,Deuce,Youcef Rihane,Rudy Quan,UCLA,Florida State University,2492000.0,2482000.0,-10000.0,3,1-4,1,0,1st Serve In,Wide,Wide,,False,Near,-122.5326881,180.139649,,,Down the Line,Forehand,Long,,Down the Line,Backhand,Youcef Rihane,Error,Rudy Quan,,True,,,2,1,0,0,1,0,40,,,2,,,Down the Line,Forehand,,,,1st Serve In,Deuce: Wide,,,Down the Line,Backhand,Error,1.0,0.0,0.0,0.0,"Set 2: 0-1, 0-40 Youcef Rihane Serving"
62,Rudy Quan,Youcef Rihane,15-40,0-1,1-0,,Ad,Youcef Rihane,Rudy Quan,UCLA,Florida State University,2518000.0,2507000.0,-11000.0,2,1-4,0,0,Double Fault,,Wide,,False,Near,161.4805227,192.8875492,,,Down the Line,Backhand,Net,Net,Down the Line,Backhand,Rudy Quan,Error,Youcef Rihane,,True,,,2,1,0,0,1,15,40,,,2,,,Down the Line,Backhand,Down the Line,Backhand,Error,Double Fault,,,,,,,0.0,0.0,0.0,0.0,"Set 2: 0-1, 15-40 Youcef Rihane Serving"
63,Rudy Quan,Youcef Rihane,30-40,0-1,1-0,,Deuce,Youcef Rihane,Rudy Quan,UCLA,Florida State University,2542000.0,2550000.0,8000.0,9,9-12,0,1,2nd Serve In,Body,T,Body,False,Near,-41.99471785,-5.117257218,-58.36284449,240.1651465,Crosscourt,Forehand,Net,,Crosscourt,Forehand,Youcef Rihane,Error,Rudy Quan,,True,,,2,1,0,0,1,30,40,,,2,,,Crosscourt,Forehand,,,,2nd Serve In,Deuce: Body,,,Crosscourt,Forehand,Error,0.0,1.0,4.0,2.0,"Set 2: 0-1, 30-40 Youcef Rihane Serving"
64,Rudy Quan,Youcef Rihane,0-0,1-1,1-0,,Deuce,Rudy Quan,Youcef Rihane,UCLA,Florida State University,2606000.0,2633000.0,27000.0,32,13+,1,0,1st Serve In,Body,Body,,False,Far,76.76854221,-175.1746172,,,Down the Line,Forehand,Net,,Down the Line,Forehand,Youcef Rihane,Error,Rudy Quan,,False,,,2,1,0,1,1,0,0,,,3,1st Serve In,Deuce: Body,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,3.0,4.0,12.0,11.0,"Set 2: 1-1, 0-0 Rudy Quan Serving"
65,Rudy Quan,Youcef Rihane,15-0,1-1,1-0,,Ad,Rudy Quan,Youcef Rihane,UCLA,Florida State University,2691000.0,2697000.0,6000.0,6,5-8,0,1,2nd Serve In,T,Wide,T,False,Far,-131.5327483,-265.3351761,-37.95161308,-234.6972769,Down the Line,Forehand,,,Crosscourt,Forehand,Youcef Rihane,Winner,Youcef Rihane,,False,,,2,1,0,1,1,15,0,,,3,2nd Serve In,Ad: T,,,,,,,,Down the Line,Forehand,Crosscourt,Forehand,Winner,0.0,0.0,2.0,3.0,"Set 2: 1-1, 15-0 Rudy Quan Serving"
66,Rudy Quan,Youcef Rihane,15-15,1-1,1-0,,Deuce,Rudy Quan,Youcef Rihane,UCLA,Florida State University,2742000.0,2732000.0,-10000.0,3,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,140.1941,-161.2244915,,,Crosscourt,Forehand,Long,,Down the Line,Forehand,Rudy Quan,Error,Youcef Rihane,,False,,,2,1,0,1,1,15,15,,,3,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Error,,,Crosscourt,Forehand,,,,0.0,0.0,0.0,1.0,"Set 2: 1-1, 15-15 Rudy Quan Serving"
67,Rudy Quan,Youcef Rihane,15-30,1-1,1-0,,Ad,Rudy Quan,Youcef Rihane,UCLA,Florida State University,2768000.0,2773000.0,5000.0,6,5-8,0,1,2nd Serve In,Wide,Body,Wide,False,Far,-84.95067257,-284.8420112,-125.5963364,-189.5774388,Down the Line,Backhand,,,Crosscourt,Forehand,Youcef Rihane,Winner,Youcef Rihane,,False,,,2,1,0,1,1,15,30,,,3,2nd Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Crosscourt,Forehand,Winner,0.0,2.0,2.0,1.0,"Set 2: 1-1, 15-30 Rudy Quan Serving"
68,Rudy Quan,Youcef Rihane,30-30,1-1,1-0,,Deuce,Rudy Quan,Youcef Rihane,UCLA,Florida State University,2817000.0,2811000.0,-6000.0,5,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,154.8234799,-244.0566,,,Crosscourt,Forehand,,,Down the Line,Forehand,Rudy Quan,Winner,Rudy Quan,,False,,,2,1,0,1,1,30,30,,,3,1st Serve In,Deuce: Wide,,,Down the Line,Forehand,Winner,,,Crosscourt,Forehand,,,,1.0,0.0,1.0,2.0,"Set 2: 1-1, 30-30 Rudy Quan Serving"
69,Rudy Quan,Youcef Rihane,40-30,1-1,1-0,,Ad,Rudy Quan,Youcef Rihane,UCLA,Florida State University,2855000.0,2848000.0,-7000.0,5,5-8,1,0,1st Serve In,T,T,,False,Far,-8.619171041,-241.8762959,,,Down the Line,Forehand,,,Down the Line,Forehand,Rudy Quan,Winner,Rudy Quan,,False,,,2,1,0,1,1,40,30,,,3,1st Serve In,Ad: T,,,Down the Line,Forehand,Winner,,,Down the Line,Forehand,,,,1.0,0.0,1.0,2.0,"Set 2: 1-1, 40-30 Rudy Quan Serving"
70,Rudy Quan,Youcef Rihane,0-0,2-1,1-0,,Deuce,Youcef Rihane,Rudy Quan,UCLA,Florida State University,2952000.0,2947000.0,-5000.0,7,5-8,1,0,1st Serve In,T,T,,False,Far,30.01866251,-219.7593504,,,Down the Line,Backhand,,,Crosscourt,Forehand,Youcef Rihane,Winner,Youcef Rihane,,False,,,2,1,0,2,1,0,0,,,4,,,Down the Line,Backhand,,,,1st Serve In,Deuce: T,,,Crosscourt,Forehand,Winner,0.0,3.0,3.0,0.0,"Set 2: 2-1, 0-0 Youcef Rihane Serving"
71,Rudy Quan,Youcef Rihane,15-0,2-1,1-0,,Ad,Youcef Rihane,Rudy Quan,UCLA,Florida State University,2981000.0,2971000.0,-10000.0,3,1-4,1,0,1st Serve In,Body,Body,,False,Far,-70.05270669,-234.7176783,,,Crosscourt,Forehand,Wide Left,,Crosscourt,Forehand,Youcef Rihane,Error,Rudy Quan,,False,,,2,1,0,2,1,15,0,,,4,,,Crosscourt,Forehand,,,,1st Serve In,Ad: Body,,,Crosscourt,Forehand,Error,0.0,0.0,1.0,0.0,"Set 2: 2-1, 15-0 Youcef Rihane Serving"
72,Rudy Quan,Youcef Rihane,15-15,2-1,1-0,,Deuce,Youcef Rihane,Rudy Quan,UCLA,Florida State University,3002000.0,3010000.0,8000.0,7,5-8,1,1,1st Serve In,T,T,T,False,Far,13.69753937,-240.6924814,46.52473753,-220.5871555,Down the Line,Backhand,Net,,Down the Line,Backhand,Youcef Rihane,Error,Rudy Quan,,False,,,2,1,0,2,1,15,15,,,4,,,Down the Line,Backhand,,,,1st Serve In,Deuce: T,,,Down the Line,Backhand,Error,1.0,1.0,2.0,1.0,"Set 2: 2-1, 15-15 Youcef Rihane Serving"
73,Rudy Quan,Youcef Rihane,15-30,2-1,1-0,,Ad,Youcef Rihane,Rudy Quan,UCLA,Florida State University,3048000.0,3037000.0,-11000.0,2,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,-144.0122922,-210.6141459,,,Crosscourt,Backhand,,,Crosscourt,Backhand,Rudy Quan,Winner,Rudy Quan,,False,,,2,1,0,2,1,15,30,,,4,,,Crosscourt,Backhand,Crosscourt,Backhand,Winner,1st Serve In,Ad: Wide,,,,,,0.0,0.0,1.0,0.0,"Set 2: 2-1, 15-30 Youcef Rihane Serving"
74,Rudy Quan,Youcef Rihane,30-30,2-1,1-0,,Deuce,Youcef Rihane,Rudy Quan,UCLA,Florida State University,3073000.0,3068000.0,-5000.0,7,5-8,1,0,1st Serve In,T,T,,False,Far,20.84436789,-185.1220965,,,Down the Line,Backhand,Net,,Down the Line,Forehand,Youcef Rihane,Error,Rudy Quan,,False,,,2,1,0,2,1,30,30,,,4,,,Down the Line,Backhand,,,,1st Serve In,Deuce: T,,,Down the Line,Forehand,Error,0.0,0.0,3.0,2.0,"Set 2: 2-1, 30-30 Youcef Rihane Serving"
75,Rudy Quan,Youcef Rihane,30-40,2-1,1-0,,Ad,Youcef Rihane,Rudy Quan,UCLA,Florida State University,3104000.0,3092000.0,-12000.0,1,1-4,1,0,1st Serve In,T,T,,True,Far,-2.191251094,-231.3070921,,,,,,,,,Youcef Rihane,,Youcef Rihane,,True,,,2,1,0,2,1,30,40,,,4,Ace,,,,,,,1st Serve In,Ad: T,,,,,,0.0,0.0,0.0,0.0,"Set 2: 2-1, 30-40 Youcef Rihane Serving"
