pointScore,gameScore,setScore,isPointStart,pointStartTime,isPointEnd,pointEndTime,pointNumber,isBreakPoint,shotInRally,side,serverName,serverFarNear,firstServeIn,firstServeZone,firstServeXCoord,firstServeYCoord,secondServeIn,secondServeZone,secondServeXCoord,secondServeYCoord,isAce,shotContactX,shotContactY,shotDirection,shotFhBh,isSlice,isVolley,isOverhead,isApproach,isDropshot,isExcitingPoint,atNetPlayer1,atNetPlayer2,isLob,shotLocationX,shotLocationY,isWinner,isErrorWideR,isErrorWideL,isErrorNet,isErrorLong,clientTeam,Date,Division,Event,lineupPosition,matchDetails,matchVenue,opponentTeam,player1Name,player2Name,player1Hand,player2Hand,Round,Surface,Notes,isLet,tiebreakScore,returnerName,shotHitBy,InsideOut,InsideIn,isDoubleFault,pointWonBy,lastShotError,serveResult,serveInPlacement,depth
40-0,3-3,0-0,,1921291,1.0,1921301.0,41,,6,Deuce,Theo Dean,Far,,,,,,,,,,35.0,-118.0,Down the Line,Forehand,,,,,,,1,,,83.0,319.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Aadarsh Tripathi,,,,Short
40-15,3-3,0-0,1.0,1944761,,,42,,1,Deuce,Theo Dean,Far,1.0,T,35.0,-182.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,T,
40-15,3-3,0-0,,1946802,,,42,,2,Deuce,Theo Dean,Far,,,,,,,,,,118.0,-492.0,Down the Line,Backhand,,,,,,,,,,123.0,348.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,1.0,,,,,,Short
40-15,3-3,0-0,,1948175,,,42,,3,Ad,Theo Dean,Far,,,,,,,,,,75.0,381.0,Down the Line,Backhand,,,,,,,,,,64.0,-306.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
40-15,3-3,0-0,,1949556,,,42,,4,Deuce,Theo Dean,Far,,,,,,,,,,80.0,-566.0,Crosscourt,Forehand,,,,,,,,,,-19.0,388.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
40-15,3-3,0-0,,1950866,1.0,1952470.0,42,,5,Deuce,Theo Dean,Far,,,,,,,,,,-115.0,522.0,Crosscourt,Forehand,,,,,,,,,,144.0,1.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,Aadarsh Tripathi,1,,,
40-30,3-3,0-0,1.0,1983472,,,43,,1,Ad,Theo Dean,Far,1.0,T,-24.0,-105.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,1st Serve In,T,
40-30,3-3,0-0,,1986320,,,43,,2,Ad,Theo Dean,Far,,,,,,,,,,-45.0,-494.0,Down the Line,Forehand,,,,,,,,,,-32.0,348.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,1.0,,,,,,Short
40-30,3-3,0-0,,1987709,,,43,,3,Deuce,Theo Dean,Far,,,,,,,,,,-35.0,567.0,Down the Line,Forehand,,,,,,,,,,-37.0,-287.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
40-30,3-3,0-0,,1988943,,,43,,4,Ad,Theo Dean,Far,,,,,,,,,,-67.0,-537.0,Down the Line,Backhand,,,,,,,,,,-96.0,372.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,,,,,Deep
40-30,3-3,0-0,,1990395,,,43,,5,Deuce,Theo Dean,Far,,,,,,,,,,-83.0,543.0,Crosscourt,Forehand,,,,,,,,,,88.0,-276.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Theo Dean,,,,,,,,Short
40-30,3-3,0-0,,1991768,1.0,1994443.0,43,,6,Deuce,Theo Dean,Far,,,,,,,,,,270.0,-470.0,Down the Line,Forehand,,,,,,,,,,91.0,585.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Aadarsh Tripathi,Aadarsh Tripathi,,,,Theo Dean,1,,,Long
0-0,3-4,0-0,1.0,2089367,,,44,,1,Deuce,Aadarsh Tripathi,Far,1.0,Wide,121.0,-124.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Wide,
0-0,3-4,0-0,,2091387,,,44,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,241.0,-486.0,Crosscourt,Forehand,,,,,,,,,,-37.0,345.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
0-0,3-4,0-0,,2092629,,,44,,3,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-15.0,533.0,Down the Line,Forehand,,,,,,,,,,-58.0,-343.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
0-0,3-4,0-0,,2094175,,,44,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-45.0,-516.0,Crosscourt,Backhand,,,,,,,,,,19.0,361.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
0-0,3-4,0-0,,2095677,,,44,,5,Ad,Aadarsh Tripathi,Far,,,,,,,,,,91.0,546.0,Crosscourt,Forehand,,,,,,,,,,-106.0,-327.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Short
0-0,3-4,0-0,,2096828,,,44,,6,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-175.0,-526.0,Crosscourt,Backhand,,,,,,,,,,62.0,97.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
0-0,3-4,0-0,,2098000,,,44,,7,Ad,Aadarsh Tripathi,Far,,,,,,,,,,30.0,338.0,Down the Line,Forehand,,,,1.0,,,,,,65.0,-300.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,1.0,,,,,,Short
0-0,3-4,0-0,,2099353,1.0,2101388.0,44,,8,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,121.0,-542.0,Crosscourt,Forehand,,,,,,,,,,-130.0,289.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,Theo Dean,,,,Short
0-15,3-4,0-0,1.0,2131531,,,45,,1,Ad,Aadarsh Tripathi,Far,0.0,T,11.0,-105.0,1.0,Body,-90.0,-108.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Body,
0-15,3-4,0-0,,2144324,1.0,2146856.0,45,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-117.0,-305.0,Crosscourt,Backhand,,,,,,,,,,105.0,580.0,,,,,1.0,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,Aadarsh Tripathi,1,,,Long
15-15,3-4,0-0,1.0,2167042,,,46,,1,Deuce,Aadarsh Tripathi,Far,0.0,Body,91.0,-289.0,1.0,T,35.0,-185.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,T,
15-15,3-4,0-0,,2178876,,,46,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,3.0,-358.0,Crosscourt,Backhand,,,,,,,,,,-61.0,153.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,,,,,Short
15-15,3-4,0-0,,2180287,,,46,,3,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-8.0,351.0,Crosscourt,Forehand,,,,,,,,,,40.0,-375.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Deep
15-15,3-4,0-0,,2181276,,,46,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-8.0,-540.0,Crosscourt,Forehand,,,,,,,,,,32.0,396.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,,,,,Deep
15-15,3-4,0-0,,2182394,,,46,,5,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-19.0,549.0,Crosscourt,Forehand,,,,,,,,,,48.0,-343.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-15,3-4,0-0,,2183577,,,46,,6,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,168.0,-532.0,Crosscourt,Forehand,,,,,,,,,,-61.0,367.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-15,3-4,0-0,,2184927,,,46,,7,Ad,Aadarsh Tripathi,Far,,,,,,,,,,45.0,546.0,Crosscourt,Forehand,,,,,,,,,,-93.0,-314.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Short
15-15,3-4,0-0,,2186318,,,46,,8,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-104.0,-276.0,Crosscourt,Backhand,,,,,,,,,,8.0,369.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-15,3-4,0-0,,2187459,,,46,,9,Ad,Aadarsh Tripathi,Far,,,,,,,,,,80.0,575.0,Down the Line,Forehand,,,,,,,,,,40.0,-143.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,1.0,,,,,,Short
15-15,3-4,0-0,,2188694,,,46,,10,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,27.0,-388.0,Crosscourt,Forehand,,,,,,,,,,-123.0,391.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-15,3-4,0-0,,2189791,1.0,2191155.0,46,,11,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-99.0,567.0,Crosscourt,Forehand,,,,,,,,,,13.0,4.0,,,,1.0,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,Theo Dean,1,,,
15-30,3-4,0-0,1.0,2227179,,,47,,1,Ad,Aadarsh Tripathi,Far,1.0,T,-19.0,-129.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,T,
15-30,3-4,0-0,,2229384,,,47,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,91.0,-532.0,Down the Line,Forehand,,,,,,,,,,19.0,140.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
15-30,3-4,0-0,,2230461,,,47,,3,Ad,Aadarsh Tripathi,Far,,,,,,,,,,67.0,362.0,Crosscourt,Forehand,,,,,,,,,,-48.0,-327.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Short
15-30,3-4,0-0,,2231922,,,47,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-88.0,-529.0,Down the Line,Backhand,,,,,,,,,,-101.0,393.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-30,3-4,0-0,,2233819,,,47,,5,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-8.0,546.0,Down the Line,Forehand,,,,,,,,,,-43.0,-180.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-30,3-4,0-0,,2234699,,,47,,6,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-24.0,-382.0,Crosscourt,Forehand,,,,,,,,,,101.0,383.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,,,,,Deep
15-30,3-4,0-0,,2235675,,,47,,7,Ad,Aadarsh Tripathi,Far,,,,,,,,,,155.0,503.0,Crosscourt,Backhand,,,,,,,,,,-29.0,-322.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-30,3-4,0-0,,2237092,,,47,,8,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-64.0,-540.0,Down the Line,Forehand,,,,,,,,,,-117.0,380.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,1.0,,,,,,Deep
15-30,3-4,0-0,,2238391,,,47,,9,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-59.0,511.0,Down the Line,Forehand,,,,,,,,,,-19.0,-154.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-30,3-4,0-0,,2239634,,,47,,10,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,64.0,-388.0,Crosscourt,Forehand,,,,,,,,,,-59.0,364.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
15-30,3-4,0-0,,2240734,,,47,,11,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-101.0,546.0,Down the Line,Forehand,,,,,,,,,,-21.0,-167.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
15-30,3-4,0-0,,2242402,1.0,2243569.0,47,,12,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-8.0,-361.0,Crosscourt,Forehand,,,,,,,,,,192.0,103.0,,1.0,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,Aadarsh Tripathi,1,,,
30-30,3-4,0-0,1.0,2271011,,,48,,1,Deuce,Aadarsh Tripathi,Far,1.0,Wide,123.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,1st Serve In,Wide,
30-30,3-4,0-0,,2273338,,,48,,2,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,259.0,-414.0,Down the Line,Forehand,,,,,,,,,,112.0,396.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
30-30,3-4,0-0,,2274783,,,48,,3,Ad,Aadarsh Tripathi,Far,,,,,,,,,,77.0,583.0,Down the Line,Backhand,,,,,,,,,,45.0,-276.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-30,3-4,0-0,,2276411,,,48,,4,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,43.0,-550.0,Crosscourt,Forehand,,,,,,,,,,-45.0,385.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
30-30,3-4,0-0,,2277516,,,48,,5,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-72.0,559.0,Crosscourt,Forehand,,,,,,,,,,91.0,-308.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-30,3-4,0-0,,2279061,,,48,,6,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,109.0,-329.0,Crosscourt,Forehand,,,,,,,,,,-43.0,215.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Short
30-30,3-4,0-0,,2280362,,,48,,7,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-91.0,551.0,Down the Line,Forehand,,,,,,,,,,-21.0,-271.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-30,3-4,0-0,,2281550,,,48,,8,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,37.0,-545.0,Crosscourt,Backhand,,,,1.0,,,,,,-120.0,380.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,,,,,Deep
30-30,3-4,0-0,,2282585,,,48,,9,Deuce,Aadarsh Tripathi,Far,,,,,,,,,,-163.0,567.0,Down the Line,Forehand,,,,,,,,,,-35.0,-116.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-30,3-4,0-0,,2284748,1.0,2284758.0,48,,10,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-53.0,-65.0,Crosscourt,Forehand,,,,,,,,1,,99.0,345.0,1.0,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,1.0,,,Theo Dean,,,,Short
30-40,3-4,0-0,1.0,2309996,,,49,1.0,1,Ad,Aadarsh Tripathi,Far,0.0,Wide,-187.0,-54.0,1.0,Body,-77.0,-121.0,,,,,,,,,,,,,,,,,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,2nd Serve In,Body,
30-40,3-4,0-0,,2320954,,,49,,2,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-53.0,-310.0,Crosscourt,Backhand,,,,,,,,,,32.0,353.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
30-40,3-4,0-0,,2322305,,,49,,3,Ad,Aadarsh Tripathi,Far,,,,,,,,,,51.0,527.0,Crosscourt,Backhand,,,,,,,,,,-80.0,-183.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,,,,,,,,Short
30-40,3-4,0-0,,2323322,,,49,,4,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-8.0,-324.0,Down the Line,Backhand,1.0,,,,,,,,,-59.0,372.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
30-40,3-4,0-0,,2325130,,,49,,5,Ad,Aadarsh Tripathi,Far,,,,,,,,,,13.0,567.0,Crosscourt,Forehand,,,,,,,,,,-104.0,-282.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Aadarsh Tripathi,1.0,,,,,,,Short
30-40,3-4,0-0,,2326260,,,49,,6,Ad,Aadarsh Tripathi,Far,,,,,,,,,,-206.0,-566.0,Crosscourt,Backhand,,,,,,,,,,85.0,364.0,,,,,,UCLA,11/9/2024,Division 1,ITA Sectional Championships,,,"Malibu, California",University of California Berkeley,Aadarsh Tripathi,Theo Dean,Right,Right,Main Draw Quarter-finals,Hard,,0.0,,Theo Dean,Theo Dean,,,,,,,,Deep
