pointNumber,player1Name,player2Name,pointScore,gameScore,setScore,tiebreakScore,side,serverName,returnerName,clientTeam,opponentTeam,Position,pointEndPosition,Duration,rallyCount,rallyCountFreq,firstServeIn,secondServeIn,serveResult,serveInPlacement,firstServeZone,secondServeZone,isAce,serverFarNear,firstServeXCoord,firstServeYCoord,secondServeXCoord,secondServeYCoord,returnDirection,returnFhBh,errorType,returnError,lastShotDirection,lastShotFhBh,lastShotHitBy,lastShotResult,pointWonBy,isExcitingPoint,isBreakPoint,atNetPlayer1,atNetPlayer2,setNum,player1SetScore,player2SetScore,player1GameScore,player2GameScore,player1PointScore,player2PointScore,player1TiebreakScore,player2TiebreakScore,gameNumber,player1ServeResult,player1ServePlacement,player1ReturnPlacement,player1ReturnFhBh,player1LastShotPlacement,player1LastShotFhBh,player1LastShotResult,player2ServeResult,player2ServePlacement,player2ReturnPlacement,player2ReturnFhBh,player2LastShotPlacement,player2LastShotFhBh,player2LastShotResult,deepCountPlayer1,deepCountPlayer2,shortCountPlayer1,shortCountPlayer2,Name
1,Aadarsh Tripathi,Theo Dean,0-0,0-0,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,16626.0,46070.0,29444.0,9,9-12,0,1,2nd Serve In,Body,Body,Body,False,Near,-82.0,-7.0,-76.0,230.0,Down the Line,Forehand,Wide Left,,Crosscourt,Forehand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,0,0,0,0,,,1,,,Down the Line,Forehand,,,,2nd Serve In,Deuce: Body,,,Crosscourt,Forehand,Error,1.0,2.0,3.0,1.0,"Set 1: 0-0, 0-0 Theo Dean Serving"
2,Aadarsh Tripathi,Theo Dean,0-15,0-0,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,68327.0,76204.0,7877.0,5,5-8,1,0,1st Serve In,Wide,Wide,,False,Near,126.0,233.0,,,Down the Line,Backhand,Wide Right,,Crosscourt,Backhand,Theo Dean,Error,Aadarsh Tripathi,0.0,False,,Theo Dean,1,0,0,0,0,0,15,,,1,,,Down the Line,Backhand,,,,1st Serve In,Ad: Wide,,,Crosscourt,Backhand,Error,0.0,0.0,2.0,0.0,"Set 1: 0-0, 0-15 Theo Dean Serving"
3,Aadarsh Tripathi,Theo Dean,0-30,0-0,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,97603.0,113383.0,15780.0,2,1-4,0,1,2nd Serve In,Body,Wide,Body,False,Near,-170.0,217.0,-60.0,233.0,Down the Line,Backhand,Wide Right,Wide Right,Down the Line,Backhand,Aadarsh Tripathi,Error,Theo Dean,0.0,False,,,1,0,0,0,0,0,30,,,1,,,Down the Line,Backhand,Down the Line,Backhand,Error,2nd Serve In,Deuce: Body,,,,,,0.0,0.0,0.0,0.0,"Set 1: 0-0, 0-30 Theo Dean Serving"
4,Aadarsh Tripathi,Theo Dean,15-30,0-0,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,136334.0,157698.0,21364.0,4,1-4,0,1,2nd Serve In,T,Body,T,False,Near,86.0,-15.0,46.0,177.0,Crosscourt,Forehand,Net,,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,0.0,False,,,1,0,0,0,0,15,30,,,1,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,2nd Serve In,Ad: T,,,,,,0.0,1.0,1.0,0.0,"Set 1: 0-0, 15-30 Theo Dean Serving"
5,Aadarsh Tripathi,Theo Dean,30-30,0-0,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,183717.0,210267.0,26550.0,2,1-4,0,1,2nd Serve In,Wide,Wide,Wide,False,Near,-170.0,209.0,-154.0,212.0,Crosscourt,Forehand,Long,Long,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,0.0,False,,,1,0,0,0,0,30,30,,,1,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,2nd Serve In,Deuce: Wide,,,,,,0.0,0.0,0.0,0.0,"Set 1: 0-0, 30-30 Theo Dean Serving"
6,Aadarsh Tripathi,Theo Dean,30-40,0-0,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,232356.0,249918.0,17562.0,12,9-12,1,0,1st Serve In,Body,Body,,False,Near,83.0,236.0,,,Crosscourt,Backhand,,,Down the Line,Backhand,Aadarsh Tripathi,Winner,Aadarsh Tripathi,0.0,True,,,1,0,0,0,0,30,40,,,1,,,Crosscourt,Backhand,Down the Line,Backhand,Winner,1st Serve In,Ad: Body,,,,,,2.0,0.0,4.0,5.0,"Set 1: 0-0, 30-40 Theo Dean Serving"
7,Aadarsh Tripathi,Theo Dean,40-40,0-0,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,271901.0,289434.0,17533.0,1,1-4,0,0,Double Fault,T,T,T,False,Near,46.0,-9.0,3.0,281.0,,,,,,,Theo Dean,,Aadarsh Tripathi,0.0,True,,,1,0,0,0,0,40,40,,,1,,,,,,,,Double Fault,Ad: T,,,,,,0.0,0.0,0.0,0.0,"Set 1: 0-0, 40-40 Theo Dean Serving"
8,Aadarsh Tripathi,Theo Dean,0-0,1-0,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,355674.0,379533.0,23859.0,6,5-8,0,1,2nd Serve In,Body,Wide,Body,False,Near,-180.0,230.0,-79.0,228.0,Crosscourt,Forehand,,,Down the Line,Backhand,Theo Dean,Winner,Theo Dean,0.0,False,Aadarsh Tripathi,Theo Dean,1,0,0,1,0,0,0,,,2,2nd Serve In,Deuce: Body,,,,,,,,Crosscourt,Forehand,Down the Line,Backhand,Winner,0.0,3.0,3.0,1.0,"Set 1: 1-0, 0-0 Aadarsh Tripathi Serving"
9,Aadarsh Tripathi,Theo Dean,0-15,1-0,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,410563.0,414558.0,3995.0,2,1-4,1,0,1st Serve In,T,T,,False,Near,38.0,233.0,,,Crosscourt,Forehand,Wide Right,Wide Right,Crosscourt,Forehand,Theo Dean,Error,Aadarsh Tripathi,0.0,False,,,1,0,0,1,0,0,15,,,2,1st Serve In,Ad: T,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,0.0,0.0,0.0,0.0,"Set 1: 1-0, 0-15 Aadarsh Tripathi Serving"
10,Aadarsh Tripathi,Theo Dean,15-15,1-0,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,433889.0,454132.0,20243.0,1,1-4,0,0,Double Fault,Wide,Body,Wide,False,Near,-82.0,278.0,-172.0,238.0,,,,,,,Aadarsh Tripathi,,Theo Dean,0.0,False,,,1,0,0,1,0,15,15,,,2,Double Fault,Deuce: Wide,,,,,,,,,,,,,0.0,0.0,0.0,0.0,"Set 1: 1-0, 15-15 Aadarsh Tripathi Serving"
11,Aadarsh Tripathi,Theo Dean,15-30,1-0,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,469688.0,,,2,1-4,0,1,2nd Serve In,Body,T,Body,False,Near,3.0,268.0,102.0,236.0,Down the Line,Backhand,,,Down the Line,Backhand,Theo Dean,Winner,Theo Dean,0.0,False,,,1,0,0,1,0,15,30,,,2,2nd Serve In,Ad: Body,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Winner,0.0,1.0,0.0,0.0,"Set 1: 1-0, 15-30 Aadarsh Tripathi Serving"
12,Aadarsh Tripathi,Theo Dean,15-40,1-0,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,506525.0,536137.0,29612.0,7,5-8,0,1,2nd Serve In,Body,Wide,Body,False,Near,-170.0,233.0,-58.0,121.0,Crosscourt,Forehand,Wide Right,,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,0.0,True,,,1,0,0,1,0,15,40,,,2,2nd Serve In,Deuce: Body,,,Down the Line,Forehand,Error,,,Crosscourt,Forehand,,,,1.0,2.0,1.0,1.0,"Set 1: 1-0, 15-40 Aadarsh Tripathi Serving"
13,Aadarsh Tripathi,Theo Dean,0-0,1-1,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,572964.0,583695.0,10731.0,6,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,153.0,-121.0,,,Crosscourt,Forehand,Long,,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,0.0,False,,Theo Dean,1,0,0,1,1,0,0,,,3,,,Crosscourt,Forehand,Down the Line,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,0.0,1.0,2.0,1.0,"Set 1: 1-1, 0-0 Theo Dean Serving"
14,Aadarsh Tripathi,Theo Dean,0-15,1-1,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,605728.0,621226.0,15498.0,1,1-4,0,0,Double Fault,Body,Wide,Body,False,Far,-167.0,-220.0,-92.0,15.0,,,,,,,Theo Dean,,Aadarsh Tripathi,0.0,False,,,1,0,0,1,1,0,15,,,3,,,,,,,,Double Fault,Ad: Body,,,,,,0.0,0.0,0.0,0.0,"Set 1: 1-1, 0-15 Theo Dean Serving"
15,Aadarsh Tripathi,Theo Dean,15-15,1-1,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,646391.0,657735.0,11344.0,8,5-8,1,0,1st Serve In,Body,Body,,False,Far,97.0,-191.0,,,Crosscourt,Forehand,Net,,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,0.0,False,,,1,0,0,1,1,15,15,,,3,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,1st Serve In,Deuce: Body,,,,,,1.0,0.0,2.0,3.0,"Set 1: 1-1, 15-15 Theo Dean Serving"
16,Aadarsh Tripathi,Theo Dean,15-30,1-1,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,682192.0,689417.0,7225.0,4,1-4,1,0,1st Serve In,Body,Body,,False,Far,-87.0,-199.0,,,Crosscourt,Backhand,Wide Right,,Crosscourt,Backhand,Aadarsh Tripathi,Error,Theo Dean,0.0,False,,,1,0,0,1,1,15,30,,,3,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,1st Serve In,Ad: Body,,,,,,1.0,1.0,0.0,0.0,"Set 1: 1-1, 15-30 Theo Dean Serving"
17,Aadarsh Tripathi,Theo Dean,15-40,1-1,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,706893.0,717748.0,10855.0,6,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,131.0,-175.0,,,Crosscourt,Forehand,Net,,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,0.0,True,,,1,0,0,1,1,15,40,,,3,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,1st Serve In,Deuce: Wide,,,,,,2.0,1.0,0.0,1.0,"Set 1: 1-1, 15-40 Theo Dean Serving"
18,Aadarsh Tripathi,Theo Dean,0-0,1-2,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,815006.0,838176.0,23170.0,9,9-12,0,1,2nd Serve In,T,T,T,False,Far,41.0,9.0,49.0,-121.0,Crosscourt,Forehand,,,Crosscourt,Forehand,Aadarsh Tripathi,Winner,Aadarsh Tripathi,0.0,False,Aadarsh Tripathi,,1,0,0,1,2,0,0,,,4,2nd Serve In,Deuce: T,,,Crosscourt,Forehand,Winner,,,Crosscourt,Forehand,,,,1.0,1.0,3.0,3.0,"Set 1: 1-2, 0-0 Aadarsh Tripathi Serving"
19,Aadarsh Tripathi,Theo Dean,15-0,1-2,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,865749.0,880874.0,15125.0,2,1-4,0,1,2nd Serve In,Body,Wide,Body,False,Far,-119.0,15.0,-98.0,-137.0,Crosscourt,Backhand,,,Crosscourt,Backhand,Theo Dean,Winner,Theo Dean,0.0,False,,,1,0,0,1,2,15,0,,,4,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Winner,0.0,1.0,0.0,0.0,"Set 1: 1-2, 15-0 Aadarsh Tripathi Serving"
20,Aadarsh Tripathi,Theo Dean,15-15,1-2,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,913512.0,933435.0,19923.0,1,1-4,0,0,Double Fault,Body,Body,Body,False,Far,89.0,15.0,65.0,9.0,,,,,,,Aadarsh Tripathi,,Theo Dean,0.0,False,,,1,0,0,1,2,15,15,,,4,Double Fault,Deuce: Body,,,,,,,,,,,,,0.0,0.0,0.0,0.0,"Set 1: 1-2, 15-15 Aadarsh Tripathi Serving"
21,Aadarsh Tripathi,Theo Dean,15-30,1-2,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,954463.0,969102.0,14639.0,10,9-12,1,0,1st Serve In,Body,Body,,False,Far,-87.0,-236.0,,,Crosscourt,Backhand,Net,,Crosscourt,Backhand,Theo Dean,Error,Aadarsh Tripathi,0.0,False,,,1,0,0,1,2,15,30,,,4,1st Serve In,Ad: Body,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,1.0,2.0,3.0,2.0,"Set 1: 1-2, 15-30 Aadarsh Tripathi Serving"
22,Aadarsh Tripathi,Theo Dean,30-30,1-2,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,1006790.0,1009591.0,2801.0,2,1-4,1,0,1st Serve In,Body,Body,,False,Far,51.0,-241.0,,,Down the Line,Backhand,Net,Net,Down the Line,Backhand,Theo Dean,Error,Aadarsh Tripathi,0.0,False,,,1,0,0,1,2,30,30,,,4,1st Serve In,Deuce: Body,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,0.0,0.0,0.0,0.0,"Set 1: 1-2, 30-30 Aadarsh Tripathi Serving"
23,Aadarsh Tripathi,Theo Dean,40-30,1-2,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,1033788.0,1048682.0,14894.0,3,1-4,0,1,2nd Serve In,Body,T,Body,False,Far,-15.0,-254.0,-103.0,-151.0,Crosscourt,Backhand,Net,,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,0.0,False,,,1,0,0,1,2,40,30,,,4,2nd Serve In,Ad: Body,,,Crosscourt,Forehand,Error,,,Crosscourt,Backhand,,,,0.0,0.0,0.0,1.0,"Set 1: 1-2, 40-30 Aadarsh Tripathi Serving"
24,Aadarsh Tripathi,Theo Dean,40-40,1-2,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,1075842.0,1110963.0,35121.0,17,13+,0,1,2nd Serve In,Body,Wide,Body,False,Far,-170.0,-201.0,-95.0,-143.0,Crosscourt,Backhand,Long,,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,0.0,True,,,1,0,0,1,2,40,40,,,4,2nd Serve In,Ad: Body,,,Crosscourt,Forehand,Error,,,Crosscourt,Backhand,,,,2.0,2.0,5.0,5.0,"Set 1: 1-2, 40-40 Aadarsh Tripathi Serving"
25,Aadarsh Tripathi,Theo Dean,0-0,1-3,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1161111.0,1167630.0,6519.0,4,1-4,1,0,1st Serve In,Body,Body,,False,Near,-95.0,175.0,,,Crosscourt,Forehand,,,Crosscourt,Forehand,Aadarsh Tripathi,Winner,Aadarsh Tripathi,,False,,,1,0,0,1,3,0,0,,,5,,,Crosscourt,Forehand,Crosscourt,Forehand,Winner,1st Serve In,Deuce: Body,,,,,,0.0,1.0,2.0,0.0,"Set 1: 1-3, 0-0 Theo Dean Serving"
26,Aadarsh Tripathi,Theo Dean,15-0,1-3,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1191269.0,1210598.0,19329.0,7,5-8,0,1,2nd Serve In,Body,Body,Body,False,Near,67.0,254.0,97.0,209.0,Crosscourt,Backhand,Long,,Crosscourt,Backhand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,1,3,15,0,,,5,,,Crosscourt,Backhand,,,,2nd Serve In,Ad: Body,,,Crosscourt,Backhand,Error,0.0,2.0,3.0,0.0,"Set 1: 1-3, 15-0 Theo Dean Serving"
27,Aadarsh Tripathi,Theo Dean,30-0,1-3,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1241161.0,1269317.0,28156.0,8,5-8,0,1,2nd Serve In,Body,Wide,Body,False,Near,-170.0,153.0,-100.0,145.0,Crosscourt,Forehand,Wide Right,,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,Theo Dean,1,0,0,1,3,30,0,,,5,,,Crosscourt,Forehand,Crosscourt,Forehand,Error,2nd Serve In,Deuce: Body,,,,,,0.0,2.0,3.0,1.0,"Set 1: 1-3, 30-0 Theo Dean Serving"
28,Aadarsh Tripathi,Theo Dean,30-15,1-3,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1302566.0,1328059.0,25493.0,4,1-4,0,1,2nd Serve In,Body,T,Body,False,Near,49.0,273.0,73.0,164.0,Down the Line,Forehand,Wide Left,,Crosscourt,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,1,3,30,15,,,5,,,Down the Line,Forehand,Crosscourt,Forehand,Error,2nd Serve In,Ad: Body,,,,,,0.0,0.0,1.0,1.0,"Set 1: 1-3, 30-15 Theo Dean Serving"
29,Aadarsh Tripathi,Theo Dean,30-30,1-3,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1347502.0,1361028.0,13526.0,1,1-4,0,0,Double Fault,Body,T,Body,False,Near,-47.0,278.0,-84.0,270.0,,,,,,,Theo Dean,,Aadarsh Tripathi,,False,,,1,0,0,1,3,30,30,,,5,,,,,,,,Double Fault,Deuce: Body,,,,,,0.0,0.0,0.0,0.0,"Set 1: 1-3, 30-30 Theo Dean Serving"
30,Aadarsh Tripathi,Theo Dean,40-30,1-3,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1380971.0,1389601.0,8630.0,5,5-8,1,0,1st Serve In,T,T,,False,Near,46.0,238.0,,,Down the Line,Forehand,,,Down the Line,Forehand,Theo Dean,Winner,Theo Dean,,False,,,1,0,0,1,3,40,30,,,5,,,Down the Line,Forehand,,,,1st Serve In,Ad: T,,,Down the Line,Forehand,Winner,0.0,1.0,2.0,0.0,"Set 1: 1-3, 40-30 Theo Dean Serving"
31,Aadarsh Tripathi,Theo Dean,40-40,1-3,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1424203.0,1435166.0,10963.0,7,5-8,1,0,1st Serve In,Body,Body,,False,Near,62.0,236.0,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Theo Dean,Error,Aadarsh Tripathi,,True,,,1,0,0,1,3,40,40,,,5,,,Crosscourt,Forehand,,,,1st Serve In,Ad: Body,,,Down the Line,Backhand,Error,0.0,1.0,3.0,0.0,"Set 1: 1-3, 40-40 Theo Dean Serving"
32,Aadarsh Tripathi,Theo Dean,0-0,2-3,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,1526475.0,1544435.0,17960.0,13,13+,1,0,1st Serve In,Wide,Wide,,False,Near,-120.0,202.0,,,Down the Line,Forehand,,,Crosscourt,Forehand,Aadarsh Tripathi,Winner,Aadarsh Tripathi,,False,,,1,0,0,2,3,0,0,,,6,1st Serve In,Deuce: Wide,,,Crosscourt,Forehand,Winner,,,Down the Line,Forehand,,,,4.0,0.0,2.0,6.0,"Set 1: 2-3, 0-0 Aadarsh Tripathi Serving"
33,Aadarsh Tripathi,Theo Dean,15-0,2-3,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,1587392.0,1600417.0,13025.0,2,1-4,0,1,2nd Serve In,Wide,Body,Wide,False,Near,83.0,300.0,110.0,119.0,Down the Line,Backhand,Long,Long,Down the Line,Backhand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,2,3,15,0,,,6,2nd Serve In,Ad: Wide,,,,,,,,Down the Line,Backhand,Down the Line,Backhand,Error,0.0,0.0,0.0,0.0,"Set 1: 2-3, 15-0 Aadarsh Tripathi Serving"
34,Aadarsh Tripathi,Theo Dean,30-0,2-3,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,1624943.0,1631988.0,7045.0,3,1-4,1,0,1st Serve In,Body,Body,,False,Near,-88.0,175.0,,,Crosscourt,Backhand,Long,,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,Aadarsh Tripathi,,1,0,0,2,3,30,0,,,6,1st Serve In,Deuce: Body,,,Down the Line,Forehand,Error,,,Crosscourt,Backhand,,,,0.0,0.0,0.0,1.0,"Set 1: 2-3, 30-0 Aadarsh Tripathi Serving"
35,Aadarsh Tripathi,Theo Dean,30-15,2-3,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,1651782.0,1656943.0,5161.0,2,1-4,1,0,1st Serve In,T,T,,False,Near,32.0,116.0,,,Down the Line,Forehand,Wide Left,Wide Left,Down the Line,Forehand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,2,3,30,15,,,6,1st Serve In,Ad: T,,,,,,,,Down the Line,Forehand,Down the Line,Forehand,Error,0.0,0.0,0.0,0.0,"Set 1: 2-3, 30-15 Aadarsh Tripathi Serving"
36,Aadarsh Tripathi,Theo Dean,40-15,2-3,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,1684985.0,1708922.0,23937.0,9,9-12,0,1,2nd Serve In,Body,T,Body,False,Near,-8.0,2.0,-69.0,175.0,Down the Line,Forehand,Wide Left,,Down the Line,Backhand,Aadarsh Tripathi,Error,Theo Dean,,False,Aadarsh Tripathi,,1,0,0,2,3,40,15,,,6,2nd Serve In,Deuce: Body,,,Down the Line,Backhand,Error,,,Down the Line,Forehand,,,,1.0,0.0,2.0,4.0,"Set 1: 2-3, 40-15 Aadarsh Tripathi Serving"
37,Aadarsh Tripathi,Theo Dean,40-30,2-3,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,1741597.0,1761181.0,19584.0,13,13+,1,0,1st Serve In,Wide,Wide,,False,Near,107.0,154.0,,,Crosscourt,Backhand,,,Crosscourt,Forehand,Aadarsh Tripathi,Winner,Aadarsh Tripathi,,False,Aadarsh Tripathi,,1,0,0,2,3,40,30,,,6,1st Serve In,Ad: Wide,,,Crosscourt,Forehand,Winner,,,Crosscourt,Backhand,,,,4.0,0.0,2.0,6.0,"Set 1: 2-3, 40-30 Aadarsh Tripathi Serving"
38,Aadarsh Tripathi,Theo Dean,0-0,3-3,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1796663.0,1815305.0,18642.0,2,1-4,0,1,2nd Serve In,Body,T,Body,False,Far,43.0,-276.0,91.0,-118.0,Down the Line,Forehand,Long,Long,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,3,3,0,0,,,7,,,Down the Line,Forehand,Down the Line,Forehand,Error,2nd Serve In,Deuce: Body,,,,,,0.0,0.0,0.0,0.0,"Set 1: 3-3, 0-0 Theo Dean Serving"
39,Aadarsh Tripathi,Theo Dean,15-0,3-3,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1836166.0,1842024.0,5858.0,3,1-4,1,0,1st Serve In,Wide,Wide,,False,Far,-117.0,-84.0,,,Crosscourt,Backhand,,,Down the Line,Backhand,Theo Dean,Winner,Theo Dean,,False,,,1,0,0,3,3,15,0,,,7,,,Crosscourt,Backhand,,,,1st Serve In,Ad: Wide,,,Down the Line,Backhand,Winner,0.0,0.0,1.0,1.0,"Set 1: 3-3, 15-0 Theo Dean Serving"
40,Aadarsh Tripathi,Theo Dean,30-0,3-3,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1861296.0,1875323.0,14027.0,6,5-8,1,0,1st Serve In,Body,Body,,False,Far,99.0,-92.0,,,Crosscourt,Forehand,Net,,Down the Line,Backhand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,3,3,30,0,,,7,,,Crosscourt,Forehand,Down the Line,Backhand,Error,1st Serve In,Deuce: Body,,,,,,0.0,1.0,2.0,1.0,"Set 1: 3-3, 30-0 Theo Dean Serving"
41,Aadarsh Tripathi,Theo Dean,40-0,3-3,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1902873.0,1921301.0,18428.0,6,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,-125.0,-172.0,,,Crosscourt,Backhand,,,Down the Line,Forehand,Aadarsh Tripathi,Winner,Aadarsh Tripathi,,False,Aadarsh Tripathi,Theo Dean,1,0,0,3,3,40,0,,,7,,,Crosscourt,Backhand,Down the Line,Forehand,Winner,1st Serve In,Ad: Wide,,,,,,1.0,0.0,2.0,2.0,"Set 1: 3-3, 40-0 Theo Dean Serving"
42,Aadarsh Tripathi,Theo Dean,40-15,3-3,0-0,,Deuce,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1944761.0,1952470.0,7709.0,5,5-8,1,0,1st Serve In,T,T,,False,Far,35.0,-182.0,,,Down the Line,Backhand,Net,,Crosscourt,Forehand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,3,3,40,15,,,7,,,Down the Line,Backhand,,,,1st Serve In,Deuce: T,,,Crosscourt,Forehand,Error,1.0,0.0,1.0,1.0,"Set 1: 3-3, 40-15 Theo Dean Serving"
43,Aadarsh Tripathi,Theo Dean,40-30,3-3,0-0,,Ad,Theo Dean,Aadarsh Tripathi,UCLA,University of California Berkeley,1983472.0,1994443.0,10971.0,6,5-8,1,0,1st Serve In,T,T,,False,Far,-24.0,-105.0,,,Down the Line,Forehand,Long,,Down the Line,Forehand,Aadarsh Tripathi,Error,Theo Dean,,False,,,1,0,0,3,3,40,30,,,7,,,Down the Line,Forehand,Down the Line,Forehand,Error,1st Serve In,Ad: T,,,,,,1.0,0.0,1.0,2.0,"Set 1: 3-3, 40-30 Theo Dean Serving"
44,Aadarsh Tripathi,Theo Dean,0-0,3-4,0-0,,Deuce,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2089367.0,2101388.0,12021.0,8,5-8,1,0,1st Serve In,Wide,Wide,,False,Far,121.0,-124.0,,,Crosscourt,Forehand,,,Crosscourt,Forehand,Theo Dean,Winner,Theo Dean,,False,,,1,0,0,3,4,0,0,,,8,1st Serve In,Deuce: Wide,,,,,,,,Crosscourt,Forehand,Crosscourt,Forehand,Winner,0.0,1.0,3.0,3.0,"Set 1: 3-4, 0-0 Aadarsh Tripathi Serving"
45,Aadarsh Tripathi,Theo Dean,0-15,3-4,0-0,,Ad,Aadarsh Tripathi,Theo Dean,UCLA,University of California Berkeley,2131531.0,2146856.0,15325.0,2,1-4,0,1,2nd Serve In,Body,T,Body,False,Far,11.0,-105.0,-90.0,-108.0,Crosscourt,Backhand,Long,Long,Crosscourt,Backhand,Theo Dean,Error,Aadarsh Tripathi,,False,,,1,0,0,3,4,0,15,,,8,2nd Serve In,Ad: Body,,,,,,,,Crosscourt,Backhand,Crosscourt,Backhand,Error,0.0,0.0,0.0,0.0,"Set 1: 3-4, 0-15 Aadarsh Tripathi Serving"
